OBJECTNUMMER;Kans_code;Kans;Diepte_code;Diepte;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
146;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.827558 52.386633,4.82758 52.384835,4.826112 52.384828,4.8261 52.385727,4.821694 52.385706,4.821683 52.386605,4.827558 52.386633)),((4.779088 52.386394,4.777619 52.386387,4.777594 52.388184,4.780532 52.388199,4.780544 52.3873,4.779075 52.387293,4.779088 52.386394)),((4.760006 52.385396,4.758537 52.385388,4.758502 52.387925,4.75997 52.387928,4.760006 52.385396)),((4.818712 52.38918,4.818733 52.387489,4.817265 52.387482,4.817253 52.388381,4.815784 52.388374,4.815774 52.389181,4.818712 52.38918)),((4.792295 52.38736,4.789357 52.387345,4.789345 52.388244,4.792283 52.388259,4.792295 52.38736)),((4.798194 52.385592,4.796725 52.385584,4.796701 52.387382,4.79817 52.387389,4.798194 52.385592)),((4.783494 52.386417,4.782025 52.386409,4.782013 52.387308,4.783482 52.387315,4.783494 52.386417)),((4.808475 52.385642,4.807006 52.385635,4.806995 52.386534,4.808463 52.386541,4.808475 52.385642)),((4.773175 52.38906,4.769455 52.389041,4.769588 52.389189,4.773173 52.389188,4.773175 52.38906)),((4.768781 52.388138,4.767367 52.388131,4.768778 52.388342,4.768781 52.388138)))";"MULTIPOLYGON(((52.386633 4.827558,52.384835 4.82758,52.384828 4.826112,52.385727 4.8261,52.385706 4.821694,52.386605 4.821683,52.386633 4.827558)),((52.386394 4.779088,52.386387 4.777619,52.388184 4.777594,52.388199 4.780532,52.3873 4.780544,52.387293 4.779075,52.386394 4.779088)),((52.385396 4.760006,52.385388 4.758537,52.387925 4.758502,52.387928 4.75997,52.385396 4.760006)),((52.38918 4.818712,52.387489 4.818733,52.387482 4.817265,52.388381 4.817253,52.388374 4.815784,52.389181 4.815774,52.38918 4.818712)),((52.38736 4.792295,52.387345 4.789357,52.388244 4.789345,52.388259 4.792283,52.38736 4.792295)),((52.385592 4.798194,52.385584 4.796725,52.387382 4.796701,52.387389 4.79817,52.385592 4.798194)),((52.386417 4.783494,52.386409 4.782025,52.387308 4.782013,52.387315 4.783482,52.386417 4.783494)),((52.385642 4.808475,52.385635 4.807006,52.386534 4.806995,52.386541 4.808463,52.385642 4.808475)),((52.38906 4.773175,52.389041 4.769455,52.389189 4.769588,52.389188 4.773173,52.38906 4.773175)),((52.388138 4.768781,52.388131 4.767367,52.388342 4.768778,52.388138 4.768781)))";4.793046;52.3870015;
147;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.832077 52.377666,4.832083 52.377109,4.830612 52.377349,4.830608 52.377659,4.832077 52.377666)),((4.837102 52.37769,4.836709 52.376359,4.836498 52.376393,4.836482 52.377687,4.837102 52.37769)),((4.826191 52.378537,4.826197 52.378066,4.824725 52.378304,4.824723 52.37853,4.826191 52.378537)),((4.839232 52.38489,4.835181 52.384871,4.83925 52.384954,4.839232 52.38489)))";"MULTIPOLYGON(((52.377666 4.832077,52.377109 4.832083,52.377349 4.830612,52.377659 4.830608,52.377666 4.832077)),((52.37769 4.837102,52.376359 4.836709,52.376393 4.836498,52.377687 4.836482,52.37769 4.837102)),((52.378537 4.826191,52.378066 4.826197,52.378304 4.824725,52.37853 4.824723,52.378537 4.826191)),((52.38489 4.839232,52.384871 4.835181,52.384954 4.83925,52.38489 4.839232)))";4.8319915;52.3806495;
148;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.810166 52.368574,4.807229 52.36856,4.807206 52.370357,4.810142 52.370372,4.810166 52.368574)),((4.834963 52.372287,4.833612 52.372281,4.833601 52.37318,4.835069 52.373187,4.835058 52.374085,4.835657 52.374088,4.835224 52.373155,4.834963 52.372287)),((4.827739 52.372253,4.826271 52.372246,4.826259 52.373145,4.827728 52.373152,4.827739 52.372253)),((4.836073 52.374989,4.835047 52.374984,4.835036 52.375883,4.836491 52.375889,4.836073 52.374989)),((4.826203 52.377639,4.824734 52.377632,4.824725 52.378304,4.826197 52.378066,4.826203 52.377639)),((4.832088 52.376768,4.830619 52.376761,4.830612 52.377349,4.832083 52.377109,4.832088 52.376768)),((4.836709 52.376359,4.836504 52.375917,4.836498 52.376393,4.836709 52.376359)))";"MULTIPOLYGON(((52.368574 4.810166,52.36856 4.807229,52.370357 4.807206,52.370372 4.810142,52.368574 4.810166)),((52.372287 4.834963,52.372281 4.833612,52.37318 4.833601,52.373187 4.835069,52.374085 4.835058,52.374088 4.835657,52.373155 4.835224,52.372287 4.834963)),((52.372253 4.827739,52.372246 4.826271,52.373145 4.826259,52.373152 4.827728,52.372253 4.827739)),((52.374989 4.836073,52.374984 4.835047,52.375883 4.835036,52.375889 4.836491,52.374989 4.836073)),((52.377639 4.826203,52.377632 4.824734,52.378304 4.824725,52.378066 4.826197,52.377639 4.826203)),((52.376768 4.832088,52.376761 4.830619,52.377349 4.830612,52.377109 4.832083,52.376768 4.832088)),((52.376359 4.836709,52.375917 4.836504,52.376393 4.836498,52.376359 4.836709)))";4.8219625;52.373425;
149;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.799132 52.343587,4.8016 52.343128,4.801562 52.341569,4.798777 52.341555,4.798753 52.343353,4.797286 52.343345,4.797238 52.34694,4.798706 52.346947,4.798695 52.347772,4.800087 52.346922,4.799132 52.343587)),((4.794399 52.339736,4.794417 52.338388,4.793142 52.33973,4.794399 52.339736)),((4.79292 52.340627,4.792929 52.339953,4.792291 52.340624,4.79292 52.340627)),((4.789961 52.34241,4.789964 52.342185,4.789473 52.342407,4.789961 52.34241)),((4.795902 52.337047,4.795905 52.336822,4.795693 52.337046,4.795902 52.337047)))";"MULTIPOLYGON(((52.343587 4.799132,52.343128 4.8016,52.341569 4.801562,52.341555 4.798777,52.343353 4.798753,52.343345 4.797286,52.34694 4.797238,52.346947 4.798706,52.347772 4.798695,52.346922 4.800087,52.343587 4.799132)),((52.339736 4.794399,52.338388 4.794417,52.33973 4.793142,52.339736 4.794399)),((52.340627 4.79292,52.339953 4.792929,52.340624 4.792291,52.340627 4.79292)),((52.34241 4.789961,52.342185 4.789964,52.342407 4.789473,52.34241 4.789961)),((52.337047 4.795902,52.336822 4.795905,52.337046 4.795693,52.337047 4.795902)))";4.7955415;52.34229;
150;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.840788 52.372314,4.834963 52.372287,4.835224 52.373155,4.840788 52.372314)),((4.848815 52.358053,4.848469 52.358051,4.848437 52.360665,4.849434 52.36067,4.848815 52.358053)),((4.850261 52.364269,4.850067 52.363353,4.849882 52.362569,4.849873 52.363368,4.848405 52.363362,4.848394 52.36426,4.850261 52.364269)),((4.836571 52.370497,4.835103 52.37049,4.835092 52.371389,4.83656 52.371396,4.836571 52.370497)),((4.848471 52.369653,4.848328 52.369652,4.848328 52.369709,4.848441 52.369716,4.848471 52.369653)))";"MULTIPOLYGON(((52.372314 4.840788,52.372287 4.834963,52.373155 4.835224,52.372314 4.840788)),((52.358053 4.848815,52.358051 4.848469,52.360665 4.848437,52.36067 4.849434,52.358053 4.848815)),((52.364269 4.850261,52.363353 4.850067,52.362569 4.849882,52.363368 4.849873,52.363362 4.848405,52.36426 4.848394,52.364269 4.850261)),((52.370497 4.836571,52.37049 4.835103,52.371389 4.835092,52.371396 4.83656,52.370497 4.836571)),((52.369653 4.848471,52.369652 4.848328,52.369709 4.848328,52.369716 4.848441,52.369653 4.848471)))";4.842617;52.365596;
151;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.841592 52.345355,4.842327 52.339966,4.841351 52.339961,4.841307 52.343556,4.83984 52.343549,4.839818 52.345347,4.841592 52.345355)),((4.844132 52.352557,4.842665 52.35255,4.842632 52.355246,4.844635 52.355255,4.844836 52.353459,4.844121 52.353456,4.844132 52.352557)),((4.839906 52.338157,4.842841 52.338171,4.842832 52.338852,4.843813 52.338292,4.846952 52.338078,4.847034 52.337697,4.841395 52.337604,4.839907 52.338108,4.839906 52.338157)),((4.847013 52.357064,4.845545 52.357057,4.845534 52.357956,4.847002 52.357963,4.847013 52.357064)),((4.839906 52.338157,4.839764 52.338157,4.837147 52.339043,4.837147 52.339043,4.839895 52.339056,4.839906 52.338157)),((4.844132 52.352557,4.844937 52.352561,4.845037 52.351662,4.844143 52.351658,4.844132 52.352557)),((4.84881 52.357072,4.848481 52.357071,4.848469 52.358051,4.848815 52.358053,4.84881 52.357072)),((4.848801 52.355492,4.8485 52.355488,4.848492 52.356172,4.848804 52.356173,4.848801 52.355492)))";"MULTIPOLYGON(((52.345355 4.841592,52.339966 4.842327,52.339961 4.841351,52.343556 4.841307,52.343549 4.83984,52.345347 4.839818,52.345355 4.841592)),((52.352557 4.844132,52.35255 4.842665,52.355246 4.842632,52.355255 4.844635,52.353459 4.844836,52.353456 4.844121,52.352557 4.844132)),((52.338157 4.839906,52.338171 4.842841,52.338852 4.842832,52.338292 4.843813,52.338078 4.846952,52.337697 4.847034,52.337604 4.841395,52.338108 4.839907,52.338157 4.839906)),((52.357064 4.847013,52.357057 4.845545,52.357956 4.845534,52.357963 4.847002,52.357064 4.847013)),((52.338157 4.839906,52.338157 4.839764,52.339043 4.837147,52.339043 4.837147,52.339056 4.839895,52.338157 4.839906)),((52.352557 4.844132,52.352561 4.844937,52.351662 4.845037,52.351658 4.844143,52.352557 4.844132)),((52.357072 4.84881,52.357071 4.848481,52.358051 4.848469,52.358053 4.848815,52.357072 4.84881)),((52.355492 4.848801,52.355488 4.8485,52.356172 4.848492,52.356173 4.848804,52.355492 4.848801)))";4.842986;52.3478215;
152;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.820672 52.35065,4.820741 52.345257,4.822209 52.345264,4.82222 52.344366,4.820753 52.344359,4.820764 52.34346,4.819297 52.343453,4.819308 52.342554,4.811971 52.342519,4.811983 52.34162,4.801562 52.341569,4.8016 52.343128,4.799132 52.343587,4.800087 52.346922,4.798695 52.347772,4.798694 52.347846,4.800162 52.347853,4.80015 52.348752,4.80602 52.348781,4.806008 52.34968,4.810411 52.349701,4.810399 52.3506,4.820672 52.35065)),((4.826701 52.338095,4.814964 52.338039,4.814952 52.338938,4.82669 52.338994,4.826701 52.338095)),((4.838439 52.33815,4.83845 52.337252,4.836983 52.337245,4.836972 52.338144,4.829636 52.338109,4.829625 52.339008,4.837147 52.339043,4.837147 52.339043,4.839764 52.338157,4.838439 52.33815)),((4.839907 52.338108,4.841395 52.337604,4.847034 52.337697,4.847089 52.336283,4.846376 52.335491,4.844341 52.335481,4.844319 52.337279,4.839917 52.337258,4.839907 52.338108)),((4.822334 52.335378,4.828203 52.335406,4.828214 52.334508,4.822346 52.33448,4.822334 52.335378)),((4.831171 52.332724,4.829703 52.332717,4.82967 52.335413,4.831137 52.33542,4.831171 52.332724)),((4.837039 52.332751,4.837027 52.33365,4.839962 52.333664,4.839973 52.332765,4.837039 52.332751)),((4.839962 52.333664,4.839951 52.334562,4.842885 52.334576,4.842896 52.333677,4.839962 52.333664)),((4.837039 52.332751,4.837046 52.332142,4.834114 52.331941,4.834105 52.332738,4.837039 52.332751)),((4.806208 52.334402,4.804741 52.334394,4.804729 52.335293,4.806196 52.3353,4.806208 52.334402)),((4.81501 52.334445,4.814999 52.335343,4.816466 52.33535,4.816477 52.334452,4.81501 52.334445)),((4.812111 52.331734,4.810644 52.331727,4.810632 52.332626,4.812099 52.332633,4.812111 52.331734)),((4.81501 52.334445,4.815022 52.333546,4.813555 52.333539,4.813543 52.334437,4.81501 52.334445)),((4.8194 52.335364,4.817933 52.335357,4.817921 52.336256,4.819388 52.336263,4.8194 52.335364)),((4.822334 52.335378,4.820867 52.335371,4.820856 52.33627,4.822323 52.336277,4.822334 52.335378)),((4.812041 52.337126,4.810574 52.337119,4.810562 52.338018,4.81203 52.338025,4.812041 52.337126)),((4.809083 52.33891,4.807616 52.338902,4.807605 52.339801,4.809072 52.339808,4.809083 52.33891)),((4.82371 52.342575,4.822243 52.342568,4.822231 52.343467,4.823699 52.343474,4.82371 52.342575)),((4.816563 52.327747,4.816202 52.327428,4.814603 52.328151,4.816558 52.328161,4.816563 52.327747)),((4.812134 52.329937,4.812143 52.329263,4.810667 52.32993,4.812134 52.329937)),((4.813613 52.329045,4.813618 52.328596,4.812634 52.32904,4.813613 52.329045)),((4.803285 52.333489,4.803288 52.333264,4.802797 52.333486,4.803285 52.333489)),((4.809189 52.330821,4.809192 52.330596,4.8087 52.330819,4.809189 52.330821)))";"MULTIPOLYGON(((52.35065 4.820672,52.345257 4.820741,52.345264 4.822209,52.344366 4.82222,52.344359 4.820753,52.34346 4.820764,52.343453 4.819297,52.342554 4.819308,52.342519 4.811971,52.34162 4.811983,52.341569 4.801562,52.343128 4.8016,52.343587 4.799132,52.346922 4.800087,52.347772 4.798695,52.347846 4.798694,52.347853 4.800162,52.348752 4.80015,52.348781 4.80602,52.34968 4.806008,52.349701 4.810411,52.3506 4.810399,52.35065 4.820672)),((52.338095 4.826701,52.338039 4.814964,52.338938 4.814952,52.338994 4.82669,52.338095 4.826701)),((52.33815 4.838439,52.337252 4.83845,52.337245 4.836983,52.338144 4.836972,52.338109 4.829636,52.339008 4.829625,52.339043 4.837147,52.339043 4.837147,52.338157 4.839764,52.33815 4.838439)),((52.338108 4.839907,52.337604 4.841395,52.337697 4.847034,52.336283 4.847089,52.335491 4.846376,52.335481 4.844341,52.337279 4.844319,52.337258 4.839917,52.338108 4.839907)),((52.335378 4.822334,52.335406 4.828203,52.334508 4.828214,52.33448 4.822346,52.335378 4.822334)),((52.332724 4.831171,52.332717 4.829703,52.335413 4.82967,52.33542 4.831137,52.332724 4.831171)),((52.332751 4.837039,52.33365 4.837027,52.333664 4.839962,52.332765 4.839973,52.332751 4.837039)),((52.333664 4.839962,52.334562 4.839951,52.334576 4.842885,52.333677 4.842896,52.333664 4.839962)),((52.332751 4.837039,52.332142 4.837046,52.331941 4.834114,52.332738 4.834105,52.332751 4.837039)),((52.334402 4.806208,52.334394 4.804741,52.335293 4.804729,52.3353 4.806196,52.334402 4.806208)),((52.334445 4.81501,52.335343 4.814999,52.33535 4.816466,52.334452 4.816477,52.334445 4.81501)),((52.331734 4.812111,52.331727 4.810644,52.332626 4.810632,52.332633 4.812099,52.331734 4.812111)),((52.334445 4.81501,52.333546 4.815022,52.333539 4.813555,52.334437 4.813543,52.334445 4.81501)),((52.335364 4.8194,52.335357 4.817933,52.336256 4.817921,52.336263 4.819388,52.335364 4.8194)),((52.335378 4.822334,52.335371 4.820867,52.33627 4.820856,52.336277 4.822323,52.335378 4.822334)),((52.337126 4.812041,52.337119 4.810574,52.338018 4.810562,52.338025 4.81203,52.337126 4.812041)),((52.33891 4.809083,52.338902 4.807616,52.339801 4.807605,52.339808 4.809072,52.33891 4.809083)),((52.342575 4.82371,52.342568 4.822243,52.343467 4.822231,52.343474 4.823699,52.342575 4.82371)),((52.327747 4.816563,52.327428 4.816202,52.328151 4.814603,52.328161 4.816558,52.327747 4.816563)),((52.329937 4.812134,52.329263 4.812143,52.32993 4.810667,52.329937 4.812134)),((52.329045 4.813613,52.328596 4.813618,52.32904 4.812634,52.329045 4.813613)),((52.333489 4.803285,52.333264 4.803288,52.333486 4.802797,52.333489 4.803285)),((52.330821 4.809189,52.330596 4.809192,52.330819 4.8087,52.330821 4.809189)))";4.8228965;52.339032;
153;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.966649 52.279356,4.965183 52.279351,4.965175 52.28025,4.96664 52.280255,4.966649 52.279356)),((4.950328 52.299969,4.948862 52.299963,4.948853 52.300862,4.950319 52.300868,4.950328 52.299969)),((4.954926 52.279314,4.954935 52.278415,4.954194 52.279311,4.954926 52.279314)))";"MULTIPOLYGON(((52.279356 4.966649,52.279351 4.965183,52.28025 4.965175,52.280255 4.96664,52.279356 4.966649)),((52.299969 4.950328,52.299963 4.948862,52.300862 4.948853,52.300868 4.950319,52.299969 4.950328)),((52.279314 4.954926,52.278415 4.954935,52.279311 4.954194,52.279314 4.954926)))";4.957756;52.2896345;
154;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.961244 52.304502,4.960546 52.3045,4.960538 52.305399,4.962004 52.305404,4.96201 52.304766,4.961244 52.304502)),((4.948107 52.326924,4.947129 52.32692,4.94712 52.327819,4.948107 52.326924)),((4.971415 52.307995,4.970779 52.307777,4.97077 52.3087,4.971415 52.307995)))";"MULTIPOLYGON(((52.304502 4.961244,52.3045 4.960546,52.305399 4.960538,52.305404 4.962004,52.304766 4.96201,52.304502 4.961244)),((52.326924 4.948107,52.32692 4.947129,52.327819 4.94712,52.326924 4.948107)),((52.307995 4.971415,52.307777 4.970779,52.3087 4.97077,52.307995 4.971415)))";4.9592725;52.3161525;
155;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.973702 52.308782,4.971415 52.307995,4.97077 52.3087,4.970767 52.30903,4.9737 52.30904,4.973702 52.308782)),((4.977892 52.331524,4.979367 52.33063,4.976433 52.33062,4.976429 52.331006,4.977394 52.331348,4.977892 52.331524)),((4.995955 52.317205,4.995624 52.317053,4.995622 52.317204,4.995955 52.317205)))";"MULTIPOLYGON(((52.308782 4.973702,52.307995 4.971415,52.3087 4.97077,52.30903 4.970767,52.30904 4.9737,52.308782 4.973702)),((52.331524 4.977892,52.33063 4.979367,52.33062 4.976433,52.331006 4.976429,52.331348 4.977394,52.331524 4.977892)),((52.317205 4.995955,52.317053 4.995624,52.317204 4.995622,52.317205 4.995955)))";4.983366;52.3197525;
156;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((5.003087 52.301949,5.001621 52.301945,5.001605 52.303742,5.003072 52.303747,5.003087 52.301949)),((4.973716 52.307243,4.972111 52.307237,4.971415 52.307995,4.973702 52.308782,4.973716 52.307243)),((4.997097 52.31631,4.99563 52.316305,4.995624 52.317053,4.995955 52.317205,4.997089 52.317209,4.997097 52.31631)))";"MULTIPOLYGON(((52.301949 5.003087,52.301945 5.001621,52.303742 5.001605,52.303747 5.003072,52.301949 5.003087)),((52.307243 4.973716,52.307237 4.972111,52.307995 4.971415,52.308782 4.973702,52.307243 4.973716)),((52.31631 4.997097,52.316305 4.99563,52.317053 4.995624,52.317205 4.995955,52.317209 4.997089,52.31631 4.997097)))";4.987256;52.30957;
157;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.972111 52.307237,4.970784 52.307233,4.970779 52.307777,4.971415 52.307995,4.972111 52.307237)),((4.962012 52.304505,4.961244 52.304502,4.96201 52.304766,4.962012 52.304505)))";"MULTIPOLYGON(((52.307237 4.972111,52.307233 4.970784,52.307777 4.970779,52.307995 4.971415,52.307237 4.972111)),((52.304505 4.962012,52.304502 4.961244,52.304766 4.96201,52.304505 4.962012)))";4.9666825;52.3062415;
158;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.91462 52.349264,4.91461 52.350163,4.913142 52.350157,4.913123 52.351954,4.911656 52.351948,4.911627 52.354644,4.910159 52.354639,4.91013 52.357335,4.908662 52.357329,4.908643 52.359126,4.907175 52.35912,4.907185 52.358222,4.905717 52.358216,4.905726 52.357317,4.905445 52.357316,4.904656 52.359201,4.908295 52.360577,4.910867 52.356367,4.911611 52.356071,4.911617 52.355543,4.912925 52.355548,4.915944 52.354347,4.915044 52.351962,4.914591 52.35196,4.9146 52.351061,4.914705 52.351062,4.914702 52.351055,4.916077 52.350221,4.916078 52.350168,4.916163 52.350169,4.916443 52.349999,4.914809 52.349265,4.91462 52.349264)),((4.905726 52.357317,4.907194 52.357323,4.907214 52.355525,4.906542 52.355523,4.905936 52.356141,4.905734 52.356623,4.905726 52.357317)),((4.91462 52.349264,4.914621 52.34918,4.912324 52.348149,4.911687 52.349011,4.911684 52.349252,4.91462 52.349264)))";"MULTIPOLYGON(((52.349264 4.91462,52.350163 4.91461,52.350157 4.913142,52.351954 4.913123,52.351948 4.911656,52.354644 4.911627,52.354639 4.910159,52.357335 4.91013,52.357329 4.908662,52.359126 4.908643,52.35912 4.907175,52.358222 4.907185,52.358216 4.905717,52.357317 4.905726,52.357316 4.905445,52.359201 4.904656,52.360577 4.908295,52.356367 4.910867,52.356071 4.911611,52.355543 4.911617,52.355548 4.912925,52.354347 4.915944,52.351962 4.915044,52.35196 4.914591,52.351061 4.9146,52.351062 4.914705,52.351055 4.914702,52.350221 4.916077,52.350168 4.916078,52.350169 4.916163,52.349999 4.916443,52.349265 4.914809,52.349264 4.91462)),((52.357317 4.905726,52.357323 4.907194,52.355525 4.907214,52.355523 4.906542,52.356141 4.905936,52.356623 4.905734,52.357317 4.905726)),((52.349264 4.91462,52.34918 4.914621,52.348149 4.912324,52.349011 4.911687,52.349252 4.911684,52.349264 4.91462)))";4.9105545;52.354356;
159;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.911608 52.356442,4.911611 52.356071,4.910867 52.356367,4.908295 52.360577,4.918357 52.362234,4.922321 52.36375,4.923033 52.362778,4.921816 52.362774,4.921835 52.360976,4.917431 52.360959,4.917469 52.357364,4.914534 52.357352,4.914543 52.356454,4.911608 52.356442)),((4.925004 52.36009,4.926622 52.357882,4.915944 52.354347,4.912925 52.355548,4.917488 52.355567,4.917479 52.356465,4.921882 52.356483,4.921845 52.360078,4.923313 52.360083,4.923322 52.359185,4.92479 52.35919,4.92478 52.360089,4.925004 52.36009)))";"MULTIPOLYGON(((52.356442 4.911608,52.356071 4.911611,52.356367 4.910867,52.360577 4.908295,52.362234 4.918357,52.36375 4.922321,52.362778 4.923033,52.362774 4.921816,52.360976 4.921835,52.360959 4.917431,52.357364 4.917469,52.357352 4.914534,52.356454 4.914543,52.356442 4.911608)),((52.36009 4.925004,52.357882 4.926622,52.354347 4.915944,52.355548 4.912925,52.355567 4.917488,52.356465 4.917479,52.356483 4.921882,52.360078 4.921845,52.360083 4.923313,52.359185 4.923322,52.35919 4.92479,52.360089 4.92478,52.36009 4.925004)))";4.9174635;52.3590415;
