OBJECTNUMMER;Naam;Bron;ProjectID;Uitvoerder;Datum;Maaiveld_hoogte;Diepte_to_maaiveld;Top_Pleistoceen;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
9590;"CPT000000049537A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.6";"26.4";-12.4;"POINT(4.872771,52.381933)";"POINT(52.381933,4.872771)";4.872771;52.381933;
9591;"CPT000000049553A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"26.6";-11.8;"POINT(4.931731,52.37138)";"POINT(52.37138,4.931731)";4.931731;52.37138;
9592;"CPT000000049560A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.1";"20.0";-9.5;"POINT(4.893627,52.362087)";"POINT(52.362087,4.893627)";4.893627;52.362087;
9593;"CPT000000049578A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.0";"33.6";-13.1;"POINT(4.90959,52.378007)";"POINT(52.378007,4.90959)";4.90959;52.378007;
9594;"CPT000000049648A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.4";"26.4";-12.5;"POINT(4.862914,52.401932)";"POINT(52.401932,4.862914)";4.862914;52.401932;
9595;"CPT000000049693A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.8";"24.2";-11.5;"POINT(4.845779,52.376816)";"POINT(52.376816,4.845779)";4.845779;52.376816;
9596;"CPT000000049723A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.6";"24.9";-11.7;"POINT(4.798218,52.35758)";"POINT(52.35758,4.798218)";4.798218;52.35758;
9597;"CPT000000049815A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.3";"30.1";-13.8;"POINT(4.756117,52.367951)";"POINT(52.367951,4.756117)";4.756117;52.367951;
9598;"CPT000000049816A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.3";"30.1";-16;"POINT(4.761265,52.370423)";"POINT(52.370423,4.761265)";4.761265;52.370423;
9599;"CPT000000049817A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.1";"30.1";-12;"POINT(4.767303,52.384952)";"POINT(52.384952,4.767303)";4.767303;52.384952;
9600;"CPT000000049818A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.5";"30.0";-11.8;"POINT(4.770572,52.389643)";"POINT(52.389643,4.770572)";4.770572;52.389643;
9601;"CPT000000049820A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.7";"30.0";-11.9;"POINT(4.771226,52.390158)";"POINT(52.390158,4.771226)";4.771226;52.390158;
9602;"CPT000000049821A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.1";"26.7";-13.9;"POINT(4.766897,52.37616)";"POINT(52.37616,4.766897)";4.766897;52.37616;
9603;"CPT000000049822A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.6";"29.9";-16.3;"POINT(4.767797,52.383238)";"POINT(52.383238,4.767797)";4.767797;52.383238;
9604;"CPT000000049827A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.8";"30.1";-16.9;"POINT(4.777943,52.393078)";"POINT(52.393078,4.777943)";4.777943;52.393078;
9605;"CPT000000050311A";"DINO-loket";"onbekend";"onbekend";"onbekend";"5.1";"30.5";-12.7;"POINT(4.972209,52.382871)";"POINT(52.382871,4.972209)";4.972209;52.382871;
9606;"CPT000000050312A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.5";"30.5";-16.7;"POINT(4.968968,52.387039)";"POINT(52.387039,4.968968)";4.968968;52.387039;
9607;"CPT000000050319A";"DINO-loket";"onbekend";"onbekend";"onbekend";"4.8";"35.5";-12.3;"POINT(4.972149,52.383024)";"POINT(52.383024,4.972149)";4.972149;52.383024;
9608;"CPT000000050320A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.1";"30.5";-13.1;"POINT(4.969495,52.387274)";"POINT(52.387274,4.969495)";4.969495;52.387274;
9609;"CPT000000050577A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.8";"31.5";-12.4;"POINT(4.838849,52.414721)";"POINT(52.414721,4.838849)";4.838849;52.414721;
9610;"CPT000000050578A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.7";"31.6";-15.1;"POINT(4.838765,52.414397)";"POINT(52.414397,4.838765)";4.838765;52.414397;
9611;"CPT000000050579A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"31.1";-24.4;"POINT(4.837463,52.415074)";"POINT(52.415074,4.837463)";4.837463;52.415074;
9612;"CPT000000050580A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.8";"31.1";-24.8;"POINT(4.837407,52.414903)";"POINT(52.414903,4.837407)";4.837407;52.414903;
9613;"CPT000000050581A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"31.1";-21.5;"POINT(4.837321,52.414713)";"POINT(52.414713,4.837321)";4.837321;52.414713;
9614;"CPT000000050582A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"31.1";-15.4;"POINT(4.838525,52.414773)";"POINT(52.414773,4.838525)";4.838525;52.414773;
9615;"CPT000000050583A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.8";"31.1";-19;"POINT(4.838427,52.414404)";"POINT(52.414404,4.838427)";4.838427;52.414404;
9616;"CPT000000050608A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.2";"30.0";-10.1;"POINT(4.838639,52.416292)";"POINT(52.416292,4.838639)";4.838639;52.416292;
9617;"CPT000000050609A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.2";"30.0";-9.8;"POINT(4.838359,52.416336)";"POINT(52.416336,4.838359)";4.838359;52.416336;
9618;"CPT000000050640A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.1";"25.0";-16.4;"POINT(4.780664,52.331562)";"POINT(52.331562,4.780664)";4.780664;52.331562;
9619;"CPT000000050641A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.0";"25.0";-16.6;"POINT(4.780489,52.33149)";"POINT(52.33149,4.780489)";4.780489;52.33149;
9620;"CPT000000050642A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.3";"25.0";-16.9;"POINT(4.780813,52.331419)";"POINT(52.331419,4.780813)";4.780813;52.331419;
9621;"CPT000000050643A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.1";"25.0";-16.4;"POINT(4.780637,52.331356)";"POINT(52.331356,4.780637)";4.780637;52.331356;
9622;"CPT000000050644A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.4";"25.0";-16.1;"POINT(4.78058,52.331274)";"POINT(52.331274,4.78058)";4.78058;52.331274;
9623;"CPT000000050645A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.4";"25.0";-15.9;"POINT(4.780464,52.331202)";"POINT(52.331202,4.780464)";4.780464;52.331202;
9624;"CPT000000050646A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.4";"25.0";-16.4;"POINT(4.780757,52.331185)";"POINT(52.331185,4.780757)";4.780757;52.331185;
9625;"CPT000000050647A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-4.4";"25.0";-15.5;"POINT(4.780641,52.331104)";"POINT(52.331104,4.780641)";4.780641;52.331104;
9626;"CPT000000050867A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.2";"27.0";-12.6;"POINT(4.790517,52.380065)";"POINT(52.380065,4.790517)";4.790517;52.380065;
9627;"CPT000000050874A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.2";"27.1";-11.8;"POINT(4.790521,52.379813)";"POINT(52.379813,4.790521)";4.790521;52.379813;
9628;"CPT000000050875A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.2";"27.1";-11.7;"POINT(4.790524,52.379589)";"POINT(52.379589,4.790524)";4.790524;52.379589;
9629;"CPT000000050876A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.1";"27.1";-13.9;"POINT(4.790542,52.379364)";"POINT(52.379364,4.790542)";4.790542;52.379364;
9630;"CPT000000050877A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.2";"27.0";-11.6;"POINT(4.79085,52.379375)";"POINT(52.379375,4.79085)";4.79085;52.379375;
9631;"CPT000000050878A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.2";"27.0";-11.8;"POINT(4.791188,52.379376)";"POINT(52.379376,4.791188)";4.791188;52.379376;
9632;"CPT000000050879A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.3";"27.0";-11.9;"POINT(4.791511,52.379378)";"POINT(52.379378,4.791511)";4.791511;52.379378;
9633;"CPT000000050880A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-3.8";"27.1";-11.8;"POINT(4.791951,52.379389)";"POINT(52.379389,4.791951)";4.791951;52.379389;
9634;"CPT000000050881A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-3.8";"24.3";-11.6;"POINT(4.792171,52.37939)";"POINT(52.37939,4.792171)";4.792171;52.37939;
9635;"CPT000000050882A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"26.6";-11.4;"POINT(4.794141,52.380344)";"POINT(52.380344,4.794141)";4.794141;52.380344;
9636;"CPT000000050883A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.0";"26.6";-11.9;"POINT(4.794626,52.380355)";"POINT(52.380355,4.794626)";4.794626;52.380355;
9637;"CPT000000050884A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.2";"26.5";-12.8;"POINT(4.793388,52.377401)";"POINT(52.377401,4.793388)";4.793388;52.377401;
9638;"CPT000000050885A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.1";"26.7";-11.7;"POINT(4.793991,52.377332)";"POINT(52.377332,4.793991)";4.793991;52.377332;
9639;"CPT000000050886A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.8";"31.8";-20.7;"POINT(4.790425,52.378213)";"POINT(52.378213,4.790425)";4.790425;52.378213;
9640;"CPT000000050887A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-3.6";"31.4";-16.1;"POINT(4.79063,52.378214)";"POINT(52.378214,4.79063)";4.79063;52.378214;
9641;"CPT000000050888A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.8";"31.4";-15.8;"POINT(4.790939,52.378234)";"POINT(52.378234,4.790939)";4.790939;52.378234;
9642;"CPT000000050889A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-2.9";"31.4";-18.3;"POINT(4.790998,52.378198)";"POINT(52.378198,4.790998)";4.790998;52.378198;
9643;"CPT000000050890A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-11.7;"POINT(4.811682,52.374283)";"POINT(52.374283,4.811682)";4.811682;52.374283;
9644;"CPT000000050891A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.0";-11.5;"POINT(4.812117,52.37477)";"POINT(52.37477,4.812117)";4.812117;52.37477;
9645;"CPT000000050892A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.2";-11.9;"POINT(4.812184,52.37522)";"POINT(52.37522,4.812184)";4.812184;52.37522;
9646;"CPT000000050893A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"24.8";-11.7;"POINT(4.811959,52.375578)";"POINT(52.375578,4.811959)";4.811959;52.375578;
9647;"CPT000000050894A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.1";"23.6";-11.2;"POINT(4.798094,52.37906)";"POINT(52.37906,4.798094)";4.798094;52.37906;
9648;"CPT000000050895A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.0";"24.2";-11.4;"POINT(4.798075,52.379447)";"POINT(52.379447,4.798075)";4.798075;52.379447;
9649;"CPT000000050896A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"24.5";-12;"POINT(4.8064,52.380692)";"POINT(52.380692,4.8064)";4.8064;52.380692;
9650;"CPT000000050897A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.7";-11.8;"POINT(4.798003,52.382601)";"POINT(52.382601,4.798003)";4.798003;52.382601;
9651;"CPT000000050898A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"26.8";-12;"POINT(4.798109,52.382395)";"POINT(52.382395,4.798109)";4.798109;52.382395;
9652;"CPT000000050899A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.7";-11.7;"POINT(4.797965,52.38216)";"POINT(52.38216,4.797965)";4.797965;52.38216;
9653;"CPT000000050902A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.4";"24.5";-11.2;"POINT(4.800571,52.368377)";"POINT(52.368377,4.800571)";4.800571;52.368377;
9654;"CPT000000050904A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-3.6";"24.0";-12.9;"POINT(4.759056,52.380217)";"POINT(52.380217,4.759056)";4.759056;52.380217;
9655;"CPT000000050905A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.3";"17.3";-11.6;"POINT(4.758499,52.369788)";"POINT(52.369788,4.758499)";4.758499;52.369788;
9656;"CPT000000050906A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"17.3";-11.9;"POINT(4.758675,52.369771)";"POINT(52.369771,4.758675)";4.758675;52.369771;
9657;"CPT000000050907A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.3";"16.8";-11.4;"POINT(4.758022,52.368213)";"POINT(52.368213,4.758022)";4.758022;52.368213;
9658;"CPT000000050908A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.7";"15.5";-11.5;"POINT(4.758242,52.368196)";"POINT(52.368196,4.758242)";4.758242;52.368196;
9659;"CPT000000050909A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.3";"16.0";-12.2;"POINT(4.758216,52.366965)";"POINT(52.366965,4.758216)";4.758216;52.366965;
9660;"CPT000000050910A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"17.2";-12.1;"POINT(4.758451,52.366921)";"POINT(52.366921,4.758451)";4.758451;52.366921;
9661;"CPT000000050911A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-3.9";"14.0";-13.5;"POINT(4.758834,52.36686)";"POINT(52.36686,4.758834)";4.758834;52.36686;
9662;"CPT000000050912A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.6";"24.4";-11.6;"POINT(4.800248,52.368313)";"POINT(52.368313,4.800248)";4.800248;52.368313;
9663;"CPT000000050913A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.5";"24.4";-11.8;"POINT(4.799912,52.368239)";"POINT(52.368239,4.799912)";4.799912;52.368239;
9664;"CPT000000050914A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.6";"24.5";-12;"POINT(4.799531,52.368165)";"POINT(52.368165,4.799531)";4.799531;52.368165;
9665;"CPT000000050915A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"24.5";-11.7;"POINT(4.79915,52.368092)";"POINT(52.368092,4.79915)";4.79915;52.368092;
9666;"CPT000000050916A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-12;"POINT(4.817491,52.377106)";"POINT(52.377106,4.817491)";4.817491;52.377106;
9667;"CPT000000050917A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-12.2;"POINT(4.817182,52.377113)";"POINT(52.377113,4.817182)";4.817182;52.377113;
9668;"CPT000000050918A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"25.1";-11.5;"POINT(4.816682,52.377165)";"POINT(52.377165,4.816682)";4.816682;52.377165;
9669;"CPT000000050919A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-12.1;"POINT(4.816359,52.37719)";"POINT(52.37719,4.816359)";4.816359;52.37719;
9670;"CPT000000050920A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"25.0";-11.5;"POINT(4.815918,52.377188)";"POINT(52.377188,4.815918)";4.815918;52.377188;
9671;"CPT000000050921A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"25.0";-13.8;"POINT(4.815565,52.377267)";"POINT(52.377267,4.815565)";4.815565;52.377267;
9672;"CPT000000050922A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"25.0";-11.9;"POINT(4.81533,52.377302)";"POINT(52.377302,4.81533)";4.81533;52.377302;
9673;"CPT000000050923A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"25.0";-12;"POINT(4.814888,52.377336)";"POINT(52.377336,4.814888)";4.814888;52.377336;
9674;"CPT000000050924A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.1";-13.6;"POINT(4.814477,52.377379)";"POINT(52.377379,4.814477)";4.814477;52.377379;
9675;"CPT000000050925A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-11.9;"POINT(4.814227,52.377405)";"POINT(52.377405,4.814227)";4.814227;52.377405;
9676;"CPT000000050926A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-11.5;"POINT(4.813844,52.377448)";"POINT(52.377448,4.813844)";4.813844;52.377448;
9677;"CPT000000050927A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-11.6;"POINT(4.813521,52.377473)";"POINT(52.377473,4.813521)";4.813521;52.377473;
9678;"CPT000000050928A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"25.0";-11.8;"POINT(4.813153,52.377525)";"POINT(52.377525,4.813153)";4.813153;52.377525;
9679;"CPT000000050929A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.7";"25.0";-11.5;"POINT(4.812756,52.377559)";"POINT(52.377559,4.812756)";4.812756;52.377559;
9680;"CPT000000050930A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.0";-11.8;"POINT(4.818753,52.377166)";"POINT(52.377166,4.818753)";4.818753;52.377166;
9681;"CPT000000050931A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-11.8;"POINT(4.818503,52.377192)";"POINT(52.377192,4.818503)";4.818503;52.377192;
9682;"CPT000000050932A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.0";-11.8;"POINT(4.818091,52.377226)";"POINT(52.377226,4.818091)";4.818091;52.377226;
9683;"CPT000000050933A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.1";-11.7;"POINT(4.817814,52.377125)";"POINT(52.377125,4.817814)";4.817814;52.377125;
9684;"CPT000000050934A";"DINO-loket";"onbekend";"onbekend";"onbekend";"2.3";"23.5";-11.6;"POINT(4.921491,52.367656)";"POINT(52.367656,4.921491)";4.921491;52.367656;
9685;"CPT000000050935A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.1";"25.0";-12.3;"POINT(4.899358,52.374954)";"POINT(52.374954,4.899358)";4.899358;52.374954;
9686;"CPT000000050936A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.0";"25.0";-12.4;"POINT(4.899547,52.375144)";"POINT(52.375144,4.899547)";4.899547;52.375144;
9687;"CPT000000050937A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.1";"25.0";-12.5;"POINT(4.899721,52.375324)";"POINT(52.375324,4.899721)";4.899721;52.375324;
9688;"CPT000000050938A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.1";"25.0";-12.3;"POINT(4.900026,52.375595)";"POINT(52.375595,4.900026)";4.900026;52.375595;
9689;"CPT000000050939A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.2";"17.5";-13.7;"POINT(5.01088,52.367425)";"POINT(52.367425,5.01088)";5.01088;52.367425;
9690;"CPT000000050949A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.2";"19.3";-17.5;"POINT(5.010877,52.367748)";"POINT(52.367748,5.010877)";5.010877;52.367748;
9691;"CPT000000050950A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.2";"19.7";-11.5;"POINT(5.010878,52.367712)";"POINT(52.367712,5.010878)";5.010878;52.367712;
9692;"CPT000000050951A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.2";"20.7";-13.1;"POINT(5.010879,52.367515)";"POINT(52.367515,5.010879)";5.010879;52.367515;
9693;"CPT000000050952A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.2";"18.7";-12.3;"POINT(5.01088,52.367461)";"POINT(52.367461,5.01088)";5.01088;52.367461;
9694;"CPT000000050954A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.7";-11.8;"POINT(4.811175,52.373768)";"POINT(52.373768,4.811175)";4.811175;52.373768;
9695;"CPT000000050955A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-11.6;"POINT(4.811572,52.373725)";"POINT(52.373725,4.811572)";4.811572;52.373725;
9696;"CPT000000050956A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.0";-11.6;"POINT(4.811954,52.3737)";"POINT(52.3737,4.811954)";4.811954;52.3737;
9697;"CPT000000050957A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"19.2";-13.8;"POINT(4.812337,52.373657)";"POINT(52.373657,4.812337)";4.812337;52.373657;
9698;"CPT000000050958A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.0";"25.0";-12.1;"POINT(4.806381,52.379937)";"POINT(52.379937,4.806381)";4.806381;52.379937;
9699;"CPT000000050959A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.0";-12.1;"POINT(4.842765,52.367536)";"POINT(52.367536,4.842765)";4.842765;52.367536;
9700;"CPT000000050960A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.9";"25.0";-11.8;"POINT(4.842767,52.367329)";"POINT(52.367329,4.842767)";4.842767;52.367329;
9701;"CPT000000050961A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.0";"25.0";-12.2;"POINT(4.84277,52.367132)";"POINT(52.367132,4.84277)";4.84277;52.367132;
9702;"CPT000000050962A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.0";"25.0";-12.1;"POINT(4.842787,52.366916)";"POINT(52.366916,4.842787)";4.842787;52.366916;
9703;"CPT000000050963A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-1.0";"25.0";-12.2;"POINT(4.84279,52.366646)";"POINT(52.366646,4.84279)";4.84279;52.366646;
9704;"CPT000000050964A";"DINO-loket";"onbekend";"onbekend";"onbekend";"-0.8";"25.2";-12;"POINT(4.842793,52.366413)";"POINT(52.366413,4.842793)";4.842793;52.366413;
9705;"CPT000000050965A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.4";"25.0";-12.5;"POINT(4.862061,52.367237)";"POINT(52.367237,4.862061)";4.862061;52.367237;
9706;"CPT000000050966A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.5";"25.0";-11.8;"POINT(4.898355,52.373998)";"POINT(52.373998,4.898355)";4.898355;52.373998;
9707;"CPT000000050967A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"25.0";-11.9;"POINT(4.898573,52.374178)";"POINT(52.374178,4.898573)";4.898573;52.374178;
9708;"CPT000000050968A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.8";"21.0";-12.4;"POINT(4.89882,52.374422)";"POINT(52.374422,4.89882)";4.89882;52.374422;
9709;"CPT000000050969A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.3";"20.4";-12.5;"POINT(4.899126,52.374711)";"POINT(52.374711,4.899126)";4.899126;52.374711;
9710;"CPT000000050970A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.8";"21.6";-12.4;"POINT(4.926567,52.368116)";"POINT(52.368116,4.926567)";4.926567;52.368116;
9711;"CPT000000050971A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"21.0";-12.2;"POINT(4.926803,52.368)";"POINT(52.368,4.926803)";4.926803;52.368;
9712;"CPT000000050972A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.0";"25.0";-11.9;"POINT(4.927066,52.368109)";"POINT(52.368109,4.927066)";4.927066;52.368109;
9713;"CPT000000050973A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.1";"25.0";-12.2;"POINT(4.927286,52.368164)";"POINT(52.368164,4.927286)";4.927286;52.368164;
9714;"CPT000000050974A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.8";"25.0";-12.3;"POINT(4.927537,52.368003)";"POINT(52.368003,4.927537)";4.927537;52.368003;
9715;"CPT000000050975A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.4";"23.1";-12;"POINT(4.927377,52.36784)";"POINT(52.36784,4.927377)";4.927377;52.36784;
9716;"CPT000000050976A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.2";"23.0";-11.7;"POINT(4.927114,52.367687)";"POINT(52.367687,4.927114)";4.927114;52.367687;
9717;"CPT000000050977A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"22.0";-11.7;"POINT(4.926852,52.367524)";"POINT(52.367524,4.926852)";4.926852;52.367524;
9718;"CPT000000050978A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.2";"22.0";-11.9;"POINT(4.926648,52.367325)";"POINT(52.367325,4.926648)";4.926648;52.367325;
9719;"CPT000000050979A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.0";"25.0";-12.2;"POINT(4.962855,52.373446)";"POINT(52.373446,4.962855)";4.962855;52.373446;
9720;"CPT000000050980A";"DINO-loket";"onbekend";"onbekend";"onbekend";"0.9";"19.5";-12.1;"POINT(4.963544,52.37361)";"POINT(52.37361,4.963544)";4.963544;52.37361;
9721;"CPT000000050981A";"DINO-loket";"onbekend";"onbekend";"onbekend";"1.0";"25.0";-11.8;"POINT(4.96375,52.373575)";"POINT(52.373575,4.96375)";4.96375;52.373575;
