OBJECTNUMMER;Soort;Soortcode;Standplaats;Bouwjaar;Voeding;Objectnummer_Amsterdam;Objectnummer_leverancier;VRI_nummer;Rotatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
276;"Kentekencamera, milieuzone";"127";"Sloterdijkweg / Spaarndammerdijk";2019;"Eigen voeding";"ANPR-01002";"";0;202;"POINT(4.8453801,52.3868224)";"POINT(52.3868224,4.8453801)";4.8453801;52.3868224;
277;"Kentekencamera, milieuzone";"127";"S114: Flevoweg / Soembawastraat";2019;"Eigen voeding";"ANPR-01039 ";"";0;202;"POINT(4.9477022,52.3649146)";"POINT(52.3649146,4.9477022)";4.9477022;52.3649146;
278;"Trigger-camera";"128";"Kattenburgerstraat bij DRIP SD147";2012;"Eigen voeding";"TC001";"TC-1";463;45;"POINT(4.9202712,52.3737227)";"POINT(52.3737227,4.9202712)";4.9202712;52.3737227;
279;"Trigger-camera";"128";"Kattenburgerstraat bij VOP";2012;"Eigen voeding";"TC002";"TC-2";463;45;"POINT(4.9187772,52.3728301)";"POINT(52.3728301,4.9187772)";4.9187772;52.3728301;
280;"Lustelpunt";"129";"Wibautstraat";2013;"Accu op OVL";"TP002";"AMSTD002";0;0;"POINT(4.9097578,52.3582274)";"POINT(52.3582274,4.9097578)";4.9097578;52.3582274;
281;"Lustelpunt";"129";"Ookmeerweg";2012;"Eigen voeding";"TP006";"AMSTD006";0;0;"POINT(4.7690008,52.3530013)";"POINT(52.3530013,4.7690008)";4.7690008;52.3530013;
282;"Lustelpunt";"129";"President Kennedylaan";2013;"Accu op OVL";"TP007";"AMSTD007";0;0;"POINT(4.9037201,52.3402793)";"POINT(52.3402793,4.9037201)";4.9037201;52.3402793;
283;"Lustelpunt";"129";"IJdoornlaan";0;"";"TP008";"AMSTD008";0;0;"POINT(4.92607,52.404534)";"POINT(52.404534,4.92607)";4.92607;52.404534;
284;"Lustelpunt";"129";"Oostoever";2013;"Accu op OVL";"TP009";"AMSTD009";0;0;"POINT(4.8304508,52.3699156)";"POINT(52.3699156,4.8304508)";4.8304508;52.3699156;
285;"Lustelpunt";"129";"Tasmanstraat";0;"Accu op OVL";"TP010";"AMSTD010";0;0;"POINT(4.8817179,52.391133)";"POINT(52.391133,4.8817179)";4.8817179;52.391133;
286;"Lustelpunt";"129";"Amstelveenseweg";0;"Eigen voeding";"TP011";"AMSTD011";0;0;"POINT(4.8575981,52.3380438)";"POINT(52.3380438,4.8575981)";4.8575981;52.3380438;
287;"Lustelpunt";"129";"Hoofdweg 1 ri. JvGalenstr";2014;"Accu op OVL";"TP012";"AMSTD012";0;0;"POINT(4.8495648,52.3713996)";"POINT(52.3713996,4.8495648)";4.8495648;52.3713996;
288;"Lustelpunt";"129";"Hoofdweg 2 ri. Mercatorpln.";2014;"Accu op OVL";"TP013";"AMSTD013";0;0;"POINT(4.8495648,52.3713996)";"POINT(52.3713996,4.8495648)";4.8495648;52.3713996;
289;"Lustelpunt";"129";"IJburg 1 (IJburglaan)";0;"Accu op OVL";"TP014";"AMSTD014";0;0;"POINT(4.9785621,52.3639914)";"POINT(52.3639914,4.9785621)";4.9785621;52.3639914;
290;"Lustelpunt";"129";"IJburg 2 (W.Noordhoekkade)";2012;"Accu op OVL";"TP015";"AMSTD015";0;0;"POINT(5.0165312,52.3435904)";"POINT(52.3435904,5.0165312)";5.0165312;52.3435904;
291;"Lustelpunt";"129";"Nieuwe Hemweg";0;"Accu op OVL";"TP016";"AMSTD016";0;0;"POINT(4.8582189,52.3968703)";"POINT(52.3968703,4.8582189)";4.8582189;52.3968703;
292;"Lustelpunt";"129";"Middenweg ri. A10";0;"Accu op OVL";"TP017";"AMSTD017";0;0;"POINT(4.9440958,52.3452727)";"POINT(52.3452727,4.9440958)";4.9440958;52.3452727;
293;"Lustelpunt";"129";"Middenweg ri. Centrum";0;"Accu op OVL";"TP018";"AMSTD018";0;0;"POINT(4.9440958,52.3452727)";"POINT(52.3452727,4.9440958)";4.9440958;52.3452727;
294;"Lustelpunt";"129";"Karspeldreef";0;"Accu op OVL";"TP019";"AMSTD019";0;0;"POINT(4.9640028,52.3109061)";"POINT(52.3109061,4.9640028)";4.9640028;52.3109061;
295;"Lustelpunt";"129";"Spaklerweg";0;"Accu op OVL";"TP020";"AMSTD020";0;0;"POINT(4.9204538,52.3396994)";"POINT(52.3396994,4.9204538)";4.9204538;52.3396994;
296;"Lustelpunt";"129";"Jan v Galenstraat-1";0;"Accu op OVL";"TP021";"AMSTD021";0;0;"POINT(4.8541601,52.3739363)";"POINT(52.3739363,4.8541601)";4.8541601;52.3739363;
297;"Lustelpunt";"129";"Corn. Lelylaan ri. A10";0;"Accu op OVL";"TP022";"AMSTD022";0;0;"POINT(4.8239682,52.3577506)";"POINT(52.3577506,4.8239682)";4.8239682;52.3577506;
298;"Lustelpunt";"129";"Corn. Lelylaan ri. Osdorp";0;"Accu op OVL";"TP023";"AMSTD023";0;0;"POINT(4.8239682,52.3577506)";"POINT(52.3577506,4.8239682)";4.8239682;52.3577506;
299;"Lustelpunt";"129";"Stadhouderskade-2";2012;"GGD";"TP024";"AMSTD024";0;0;"POINT(4.9004152,52.3579947)";"POINT(52.3579947,4.9004152)";4.9004152;52.3579947;
300;"Lustelpunt";"129";"Van Diemenstraat";2013;"GGD";"TP025";"AMSTD025";0;0;"POINT(4.8878648,52.3900916)";"POINT(52.3900916,4.8878648)";4.8878648;52.3900916;
301;"Lustelpunt";"129";"Haarlemmerweg";2014;"GGD";"TP026";"AMSTD026";0;0;"POINT(4.875715,52.3854949)";"POINT(52.3854949,4.875715)";4.875715;52.3854949;
302;"Lustelpunt";"129";"Jan v Galenstraat-2";2015;"GGD";"TP027";"AMSTD027";0;0;"POINT(4.860645,52.3748938)";"POINT(52.3748938,4.860645)";4.860645;52.3748938;
303;"Lustelpunt";"129";"IJ-tunnel";2013;"Accu op OVL";"TP028";"AMSTD028";0;0;"POINT(4.9109909,52.3806464)";"POINT(52.3806464,4.9109909)";4.9109909;52.3806464;
304;"Lustelpunt";"129";"NZ Voorburgwal-1";2016;"Accu op OVL";"TP029";"AMSTD029";0;0;"POINT(4.895055,52.3771712)";"POINT(52.3771712,4.895055)";4.895055;52.3771712;
305;"Lustelpunt";"129";"NZ Voorburgwal-2";2016;"Accu op OVL";"TP030";"AMSTD030";0;0;"POINT(4.894985,52.3768736)";"POINT(52.3768736,4.894985)";4.894985;52.3768736;
306;"Vol-Vrij display (VVX)";"132";"Damrak - Beursplein";2015;"";"VVX001";"Ci36_VVX_68464/004 Bijenkorf";0;0;"POINT(4.894809,52.3742606)";"POINT(52.3742606,4.894809)";4.894809;52.3742606;
307;"Vol-Vrij display (VVX)";"132";"Nassauplein - Nassaukade";2012;"";"VVX002";"CE186_VVX_Spaarndammerstr. 00783/004_P Willemsp.";0;0;"POINT(4.8812911,52.3855483)";"POINT(52.3855483,4.8812911)";4.8812911;52.3855483;
308;"Vol-Vrij display (VVX)";"132";"Nassauplein - Nassaukade";2012;"";"VVX003";"CE187_VVX_Nassaukade 00783/014_P Willemsp.";0;0;"POINT(4.8809178,52.3835112)";"POINT(52.3835112,4.8809178)";4.8809178;52.3835112;
309;"Vol-Vrij display (VVX)";"132";"Haarlemmerweg - Van Beuningenstraat";2012;"";"VVX004";"CE189_VVX_Haarlemmerweg 00783-019_P Willemsp.";0;0;"POINT(4.879051,52.3854453)";"POINT(52.3854453,4.879051)";4.879051;52.3854453;
310;"Vol-Vrij display (VVX)";"132";"Nassauplein - Nassaukade";2011;"";"VVX005";"CE186_VVX_Spaarndammerstr. 00783/004_P Westerpark";0;0;"POINT(4.8812911,52.3855483)";"POINT(52.3855483,4.8812911)";4.8812911;52.3855483;
311;"Vol-Vrij display (VVX)";"132";"Nassauplein - Nassaukade";2011;"";"VVX006";"CE187_VVX_Nassaukade 00783/014_P Westerpark";0;0;"POINT(4.8809178,52.3835112)";"POINT(52.3835112,4.8809178)";4.8809178;52.3835112;
312;"Vol-Vrij display (VVX)";"132";"Nassaukade - Rozengracht";2001;"";"VVX007";"CE82_VVX_Nassaukade 01627/002_P Euro Parking";0;0;"POINT(4.8744328,52.3727194)";"POINT(52.3727194,4.8744328)";4.8744328;52.3727194;
313;"Vol-Vrij display (VVX)";"132";"Nassaukade - Rozengracht";2001;"Eigen voeding";"VVX008";"CE81_VVX_Nassaukade 01627/003_P Euro Parking";0;0;"POINT(4.8745568,52.3709227)";"POINT(52.3709227,4.8745568)";4.8745568;52.3709227;
314;"Vol-Vrij display (VVX)";"132";"Zuiderzeeweg - A`dam Zeeburg";2010;"Eigen voeding";"VVX009";"02182/805 VVX P+R Zeeburg 2";0;0;"POINT(4.9622271,52.3713271)";"POINT(52.3713271,4.9622271)";4.9622271;52.3713271;
315;"Vol-Vrij display (VVX)";"132";"Zuiderzeeweg - A`dam Zeeburg";2010;"Eigen voeding";"VVX010";"02182/905 VVX P+R Zeeburg 1";0;0;"POINT(4.9622271,52.3713271)";"POINT(52.3713271,4.9622271)";4.9622271;52.3713271;
316;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2008;"";"VVX011";"02510/709 VVX P+R/P1 ArenA";0;0;"POINT(4.9351761,52.3134162)";"POINT(52.3134162,4.9351761)";4.9351761;52.3134162;
317;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2008;"";"VVX012";"02510/926 VVX P18 (HES/ROC)";0;0;"POINT(4.953562,52.3127944)";"POINT(52.3127944,4.953562)";4.953562;52.3127944;
318;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2008;"";"VVX013";"02510/945 VVX P2 (Evenemententerrein)";0;0;"POINT(4.9334471,52.3110663)";"POINT(52.3110663,4.9334471)";4.9334471;52.3110663;
319;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2008;"";"VVX014";"02510/948 VVX P+R/P1 ArenA";0;0;"POINT(4.9307821,52.3099524)";"POINT(52.3099524,4.9307821)";4.9307821;52.3099524;
320;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2008;"";"VVX015";"02510/956 VVX P2 (Evenemententerrein)";0;0;"POINT(4.9377768,52.3108641)";"POINT(52.3108641,4.9377768)";4.9377768;52.3108641;
321;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2008;"";"VVX016";"02510/971 VVX P2 (Evenemententerrein)";0;0;"POINT(4.9362461,52.3138548)";"POINT(52.3138548,4.9362461)";4.9362461;52.3138548;
322;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2008;"";"VVX017";"02510/975 VVX P18 (HES/ROC)";0;0;"POINT(4.9438789,52.3149039)";"POINT(52.3149039,4.9438789)";4.9438789;52.3149039;
323;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Burg. Stramanweg";2010;"";"VVX018";"02510/980 VVX P+R/P1 ArenA";0;0;"POINT(4.9449742,52.3155028)";"POINT(52.3155028,4.9449742)";4.9449742;52.3155028;
324;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - NZ Voorburgwal";2001;"";"VVX019";"03274/812 VVX P De Kolk";0;0;"POINT(4.8956411,52.3790022)";"POINT(52.3790022,4.8956411)";4.8956411;52.3790022;
325;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - NZ Voorburgwal";2001;"";"VVX020";"03274/910 VVX P Centraal";0;0;"POINT(4.8982971,52.3778349)";"POINT(52.3778349,4.8982971)";4.8982971;52.3778349;
326;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - NZ Voorburgwal";2001;"";"VVX021";"03274/912 VVX P Waterlooplein";0;0;"POINT(4.8956411,52.3790022)";"POINT(52.3790022,4.8956411)";4.8956411;52.3790022;
327;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - NZ Voorburgwal";2001;"Eigen voeding";"VVX022";"03274/913 VVX P De Kolk";0;0;"POINT(4.8955381,52.3776976)";"POINT(52.3776976,4.8955381)";4.8955381;52.3776976;
328;"Vol-Vrij display (VVX)";"132";"Stadhouderskade - Hobbemastraat";2001;"Eigen voeding";"VVX023";"03277/902 VVX P Byzantium";0;0;"POINT(4.8825018,52.3617598)";"POINT(52.3617598,4.8825018)";4.8825018;52.3617598;
329;"Vol-Vrij display (VVX)";"132";"Stadhouderskade - Hobbemastraat";2001;"Eigen voeding";"VVX024";"03277/905 VVX P Byzantium";0;0;"POINT(4.881561,52.3618666)";"POINT(52.3618666,4.881561)";4.881561;52.3618666;
330;"Vol-Vrij display (VVX)";"132";"Stadhouderskade - Hobbemastraat";2001;"Eigen voeding";"VVX025";"03277/906 VVX P Byzantium";0;0;"POINT(4.8439152,52.3500144)";"POINT(52.3500144,4.8439152)";4.8439152;52.3500144;
331;"Vol-Vrij display (VVX)";"132";"De Ruyterkade - Droogbak";2001;"Eigen voeding";"VVX026";"03477/901 VVX P Centraal";0;0;"POINT(4.8974392,52.381066)";"POINT(52.381066,4.8974392)";4.8974392;52.381066;
332;"Vol-Vrij display (VVX)";"132";"De Ruyterkade - Droogbak";2001;"Eigen voeding";"VVX027";"03477/903 VVX P Centraal";0;0;"POINT(4.8955638,52.3819663)";"POINT(52.3819663,4.8955638)";4.8955638;52.3819663;
333;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - Damrak";2001;"Eigen voeding";"VVX028";"03482/801 VVX P Waterlooplein";0;0;"POINT(4.8975351,52.3763396)";"POINT(52.3763396,4.8975351)";4.8975351;52.3763396;
334;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - Damrak";2001;"Eigen voeding";"VVX029";"03482/901 VVX P Centraal";0;0;"POINT(4.8975351,52.3763396)";"POINT(52.3763396,4.8975351)";4.8975351;52.3763396;
335;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - Stadionweg";2001;"";"VVX030";"05399/706 VVX P Olympisch stadion";0;0;"POINT(4.8569648,52.3440444)";"POINT(52.3440444,4.8569648)";4.8569648;52.3440444;
336;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - Stadionweg";2001;"";"VVX031";"05399/906 VVX P+R Olympisch stadion";0;0;"POINT(4.8570502,52.3441245)";"POINT(52.3441245,4.8570502)";4.8570502;52.3441245;
337;"Vol-Vrij display (VVX)";"132";"Basisweg - Radarweg";2001;"Eigen voeding";"VVX032";"05537/917 VVX P Sloterdijk";0;0;"POINT(4.8311989,52.3916785)";"POINT(52.3916785,4.8311989)";4.8311989;52.3916785;
338;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - Nieuwe Foelistraat";2001;"Eigen voeding";"VVX033";"09428/901 VVX P Centraal";0;0;"POINT(4.868789,52.3389098)";"POINT(52.3389098,4.868789)";4.868789;52.3389098;
339;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - Nieuwe Foelistraat";2003;"Eigen voeding";"VVX034";"09428/924 VVX P Waterlooplein";0;0;"POINT(4.9119942,52.3712851)";"POINT(52.3712851,4.9119942)";4.9119942;52.3712851;
340;"Vol-Vrij display (VVX)";"132";"Pr. Hendrikkade - Nieuwe Foelistraat";2003;"Eigen voeding";"VVX035";"09428/925 VVX P Centraal";0;0;"POINT(4.9120181,52.371308)";"POINT(52.371308,4.9120181)";4.9120181;52.371308;
341;"Vol-Vrij display (VVX)";"132";"Mr. Visserplein - Jodenbreestraat";2001;"Eigen voeding";"VVX036";"09470/834  VVX  P Stadhuis Muziektheater";0;0;"POINT(4.9052589,52.3657118)";"POINT(52.3657118,4.9052589)";4.9052589;52.3657118;
342;"Vol-Vrij display (VVX)";"132";"Mr. Visserplein - Jodenbreestraat";2001;"Eigen voeding";"VVX037";"09470/906 VVX P Waterlooplein";0;0;"POINT(4.9059241,52.3692366)";"POINT(52.3692366,4.9059241)";4.9059241;52.3692366;
343;"Vol-Vrij display (VVX)";"132";"Mr. Visserplein - Jodenbreestraat";2001;"Eigen voeding";"VVX038";"09470/908 VVX P Stadhuis Muziektheater";0;0;"POINT(4.9026091,52.3675887)";"POINT(52.3675887,4.9026091)";4.9026091;52.3675887;
344;"Vol-Vrij display (VVX)";"132";"Mr. Visserplein - Jodenbreestraat";2001;"Eigen voeding";"VVX039";"09470/913 VVX P Markenhoven";0;0;"POINT(4.9028008,52.3675467)";"POINT(52.3675467,4.9028008)";4.9028008;52.3675467;
345;"Vol-Vrij display (VVX)";"132";"Mr. Visserplein - Jodenbreestraat";2001;"Eigen voeding";"VVX040";"09470/934 VVX P Markenhoven";0;0;"POINT(4.9052589,52.3657118)";"POINT(52.3657118,4.9052589)";4.9052589;52.3657118;
346;"Vol-Vrij display (VVX)";"132";"Valkenburgerstraat - Rapenburg";2001;"";"VVX041";"09471/905 VVX P Markenhoven";0;0;"POINT(4.9112861,52.3719298)";"POINT(52.3719298,4.9112861)";4.9112861;52.3719298;
347;"Vol-Vrij display (VVX)";"132";"Valkenburgerstraat - Rapenburg";2001;"Eigen voeding";"VVX042";"09471/911 VVX P Markenhoven";0;0;"POINT(4.9070952,52.3696295)";"POINT(52.3696295,4.9070952)";4.9070952;52.3696295;
348;"Vol-Vrij display (VVX)";"132";"Stadhouderskade - Hobbemakade";2001;"Eigen voeding";"VVX043";"10638/901 VVX P Museumplein";0;0;"POINT(4.8880479,52.3594023)";"POINT(52.3594023,4.8880479)";4.8880479;52.3594023;
349;"Vol-Vrij display (VVX)";"132";"Stadhouderskade - Hobbemakade";2001;"Eigen voeding";"VVX044";"10638/905 VVX P Museumplein";0;0;"POINT(4.8851402,52.3608634)";"POINT(52.3608634,4.8851402)";4.8851402;52.3608634;
350;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - De Boelelaan";2012;"";"VVX045";"11670/815 VVX P3 VU campus";0;0;"POINT(4.8574312,52.3362166)";"POINT(52.3362166,4.8574312)";4.8574312;52.3362166;
351;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - De Boelelaan";2012;"Eigen voeding";"VVX046";"11670/903 VVX P1 VUmc (westflank)";0;0;"POINT(4.8570049,52.335961)";"POINT(52.335961,4.8570049)";4.8570049;52.335961;
352;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - De Boelelaan";2012;"";"VVX047";"11670/915 VVX P2 VUmc (ACTA)";0;0;"POINT(4.8574312,52.3362166)";"POINT(52.3362166,4.8574312)";4.8574312;52.3362166;
353;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX048";"13178/611  VVX P6 (Pathé/HMH)";0;0;"POINT(4.9391239,52.3096854)";"POINT(52.3096854,4.9391239)";4.9391239;52.3096854;
354;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX049";"13178/612  VVX P6 (Pathé/HMH)";0;0;"POINT(4.9376862,52.3108489)";"POINT(52.3108489,4.9376862)";4.9376862;52.3108489;
355;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX050";"13178/711 VVX P5 (Villa ArenA,laag)";0;0;"POINT(4.9391239,52.3096854)";"POINT(52.3096854,4.9391239)";4.9391239;52.3096854;
356;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX051";"13178/712  VVX P5 (Villa ArenA,laag)";0;0;"POINT(4.9376862,52.3108489)";"POINT(52.3108489,4.9376862)";4.9376862;52.3108489;
357;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX052";"13178/811 VVX P4 (Villa ArenA,hoog)";0;0;"POINT(4.9391239,52.3096854)";"POINT(52.3096854,4.9391239)";4.9391239;52.3096854;
358;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX053";"13178/812  VVX P4 (Villa ArenA,hoog)";0;0;"POINT(4.9376862,52.3108489)";"POINT(52.3108489,4.9376862)";4.9376862;52.3108489;
359;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX054";"13178/911 VVX P3 (Mikado)";0;0;"POINT(4.9391239,52.3096854)";"POINT(52.3096854,4.9391239)";4.9391239;52.3096854;
360;"Vol-Vrij display (VVX)";"132";"Holterbergweg - De Entree";2008;"";"VVX055";"13178/912  VVX P3 (Mikado)";0;0;"POINT(4.9376862,52.3108489)";"POINT(52.3108489,4.9376862)";4.9376862;52.3108489;
361;"Vol-Vrij display (VVX)";"132";"Hoogoorddreef - Hondsrugweg";2008;"";"VVX056";"14047/901 VVX P10 (Plaza ArenA)";0;0;"POINT(4.9415252,52.3085906)";"POINT(52.3085906,4.9415252)";4.9415252;52.3085906;
362;"Vol-Vrij display (VVX)";"132";"Hoogoorddreef - Hondsrugweg";2008;"";"VVX057";"14047/902 VVX P6 (Pathé/HMH)";0;0;"POINT(4.9431889,52.3091971)";"POINT(52.3091971,4.9431889)";4.9431889;52.3091971;
363;"Vol-Vrij display (VVX)";"132";"Hoogoorddreef - Hondsrugweg";2008;"";"VVX058";"14047/909 VVX P6 (Pathé/HMH)";0;0;"POINT(4.9442661,52.309857)";"POINT(52.309857,4.9442661)";4.9442661;52.309857;
364;"Vol-Vrij display (VVX)";"132";"Museumplein - Van Baerlestraat";2001;"Eigen voeding";"VVX059";"15249/906 VVX P Museumplein";0;0;"POINT(4.8799789,52.3564116)";"POINT(52.3564116,4.8799789)";4.8799789;52.3564116;
365;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Borchlandweg";2008;"";"VVX060";"16942/907 VVX P2 (Evenemententerrein)";0;0;"POINT(4.9308131,52.3183066)";"POINT(52.3183066,4.9308131)";4.9308131;52.3183066;
366;"Vol-Vrij display (VVX)";"132";"Plantage Kerklaan - Plantage Middenlaan";2004;"";"VVX061";"18117/905 VVX P Artis";0;0;"POINT(4.9129312,52.3660513)";"POINT(52.3660513,4.9129312)";4.9129312;52.3660513;
367;"Vol-Vrij display (VVX)";"132";"Piet Heinkade - Ingang PTA";2008;"Eigen voeding";"VVX062";"64454/908 VVX P Piet Hein";0;0;"POINT(4.9180028,52.3768889)";"POINT(52.3768889,4.9180028)";4.9180028;52.3768889;
368;"Vol-Vrij display (VVX)";"132";"Piet Heinkade - Ingang PTA";2008;"Eigen voeding";"VVX063";"64454/909 VVX P Piet Hein";0;0;"POINT(4.914253,52.3771712)";"POINT(52.3771712,4.914253)";4.914253;52.3771712;
369;"Vol-Vrij display (VVX)";"132";"Rokin - Vijzelstraat";2001;"Eigen voeding";"VVX064";"66253/801 VVX P De Bijenkorf";0;0;"POINT(4.8926022,52.3670546)";"POINT(52.3670546,4.8926022)";4.8926022;52.3670546;
370;"Vol-Vrij display (VVX)";"132";"Rokin - Vijzelstraat";2013;"Eigen voeding";"VVX065";"66253/803 VVX P Markenhoven";0;0;"POINT(4.8933561,52.3665778)";"POINT(52.3665778,4.8933561)";4.8933561;52.3665778;
371;"Vol-Vrij display (VVX)";"132";"Rokin - Vijzelstraat";2001;"Eigen voeding";"VVX066";"66253/901 VVX P Markenhoven";0;0;"POINT(4.8926022,52.3670546)";"POINT(52.3670546,4.8926022)";4.8926022;52.3670546;
372;"Vol-Vrij display (VVX)";"132";"Rokin - Vijzelstraat";2013;"Eigen voeding";"VVX067";"66253/903 VVX P De Bijenkorf";0;0;"POINT(4.8933561,52.3665778)";"POINT(52.3665778,4.8933561)";4.8933561;52.3665778;
373;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - Pramenpad";2012;"Eigen voeding";"VVX068";"68994/702 VVX P1 VUmc (westflank)";0;0;"POINT(4.8575151,52.3326804)";"POINT(52.3326804,4.8575151)";4.8575151;52.3326804;
374;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - Pramenpad";2012;"Eigen voeding";"VVX069";"68994/802 VVX P3 VU campus";0;0;"POINT(4.8575151,52.3326804)";"POINT(52.3326804,4.8575151)";4.8575151;52.3326804;
375;"Vol-Vrij display (VVX)";"132";"Amstelveenseweg - Pramenpad";2012;"Eigen voeding";"VVX070";"68994/902 VVX P2 VUmc (ACTA)";0;0;"POINT(4.8575151,52.3326804)";"POINT(52.3326804,4.8575151)";4.8575151;52.3326804;
376;"Vol-Vrij display (VVX)";"132";"Haarlemmerweg - Van Slingelandstraat";2007;"";"VVX071";"69982/902 VVX P Westerpark";0;0;"POINT(4.8642328,52.3770949)";"POINT(52.3770949,4.8642328)";4.8642328;52.3770949;
377;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Hettenheuvelweg";2008;"";"VVX072";"70219/901 VVX P10 (Plaza ArenA)";0;0;"POINT(4.9427178,52.3049094)";"POINT(52.3049094,4.9427178)";4.9427178;52.3049094;
378;"Vol-Vrij display (VVX)";"132";"Holterbergweg - Hettenheuvelweg";2008;"";"VVX073";"70219/902 VVX P10 (Plaza ArenA)";0;0;"POINT(4.9414718,52.3059088)";"POINT(52.3059088,4.9414718)";4.9414718;52.3059088;
379;"Vol-Vrij display (VVX)";"132";"Bijlmerdreef - P21";2008;"";"VVX074";"70222/901 VVX P21 (Amsterdamse Poort)";0;0;"POINT(4.950114,52.3144499)";"POINT(52.3144499,4.950114)";4.950114;52.3144499;
380;"Vol-Vrij display (VVX)";"132";"Bijlmerdreef - Dolingadreef";2008;"";"VVX075";"70223/702 VVX P22 (Amsterdamse Poort)";0;0;"POINT(4.9529269,52.3156363)";"POINT(52.3156363,4.9529269)";4.9529269;52.3156363;
381;"Vol-Vrij display (VVX)";"132";"Bijlmerdreef - Dolingadreef";2008;"";"VVX076";"70223/703 VVX P21 (Amsterdamse Poort)";0;0;"POINT(4.9514801,52.3158881)";"POINT(52.3158881,4.9514801)";4.9514801;52.3158881;
382;"Vol-Vrij display (VVX)";"132";"Bijlmerdreef - Dolingadreef";2008;"";"VVX077";"70223/802 VVX P21 (Amsterdamse Poort)";0;0;"POINT(4.9529269,52.3156363)";"POINT(52.3156363,4.9529269)";4.9529269;52.3156363;
383;"Vol-Vrij display (VVX)";"132";"Bijlmerdreef - Dolingadreef";2008;"";"VVX078";"70223/901 VVX P22 (Amsterdamse Poort)";0;0;"POINT(4.951534,52.3149306)";"POINT(52.3149306,4.951534)";4.951534;52.3149306;
384;"Vol-Vrij display (VVX)";"132";"Bijlmerdreef - Dolingadreef";2008;"";"VVX079";"70223/903 VVX P22 (Amsterdamse Poort)";0;0;"POINT(4.9514801,52.3158881)";"POINT(52.3158881,4.9514801)";4.9514801;52.3158881;
385;"Vol-Vrij display (VVX)";"132";"Flierbosdreef - Bijlmerdreef";2008;"";"VVX080";"70224/901 VVX P23 (Amsterdamse Poort)";0;0;"POINT(4.953707,52.3158042)";"POINT(52.3158042,4.953707)";4.953707;52.3158042;
386;"Vol-Vrij display (VVX)";"132";"Flierbosdreef - Bijlmerdreef";2008;"";"VVX081";"70224/902 VVX P23 (Amsterdamse Poort)";0;0;"POINT(4.955476,52.3157927)";"POINT(52.3157927,4.955476)";4.955476;52.3157927;
387;"Vol-Vrij display (VVX)";"132";"Flierbosdreef - Bijlmerdreef";2008;"";"VVX082";"70224/905 VXX P23 (Amsterdamse Poort)";0;0;"POINT(4.958843,52.317681)";"POINT(52.317681,4.958843)";4.958843;52.317681;
388;"Vol-Vrij display (VVX)";"132";"Flierbosdreef - Bijlmerplein";2008;"";"VVX083";"70225/901 VVX P24 (Amsterdamse Poort)";0;0;"POINT(4.9709108,52.3083274)";"POINT(52.3083274,4.9709108)";4.9709108;52.3083274;
389;"Vol-Vrij display (VVX)";"132";"Flierbosdreef - Bijlmerplein";2008;"";"VVX084";"70225/902 VVX P24 (Amsterdamse Poort)";0;0;"POINT(4.9563901,52.3148238)";"POINT(52.3148238,4.9563901)";4.9563901;52.3148238;
