OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
3643;3643;"Hogeweg";"0008";"";"29";"2.9m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933033 52.355058,4.933489 52.355324)";"LINESTRING(52.355058 4.933033,52.355324 4.933489)";4.9332659;52.3551833;
3644;3644;"Hogeweg";"0009";"";"22";"2.2m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933023 52.354845,4.933033 52.355058)";"LINESTRING(52.354845 4.933023,52.355058 4.933033)";4.933033;52.35494295;
3645;3645;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933023 52.354845,4.932861 52.354732)";"LINESTRING(52.354845 4.933023,52.354732 4.932861)";4.93294695;52.3547808;
3646;3646;"Hogeweg";"0010";"";"22";"2.2m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.932461 52.354721,4.932861 52.354732)";"LINESTRING(52.354721 4.932461,52.354732 4.932861)";4.93266585;52.3547198;
3647;3647;"Hogeweg";"0003";"";"29";"2.9m";"FIETSREG|GROEN|PAAL";"Geparkeerde fietsen gereguleerd - Groen - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.932319 52.354810,4.932328 52.355038)";"LINESTRING(52.354810 4.932319,52.355038 4.932328)";4.9323287;52.35491625;
3648;3648;"Hogeweg";"0011";"";"18";"1.8m";"BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930810 52.353765,4.931877 52.354376,4.932052 52.354477,4.932461 52.354721)";"LINESTRING(52.353765 4.930810,52.354376 4.931877,52.354477 4.932052,52.354721 4.932461)";4.9316404;52.35423535;
3649;3649;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.935199 52.351031,4.935415 52.350911)";"LINESTRING(52.351031 4.935199,52.350911 4.935415)";4.9353118;52.35096425;
3650;3650;"Wethouder Frankeweg";"0001";"";"09";"0.9m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.937224 52.351969,4.935950 52.351224,4.935835 52.351169,4.935415 52.350911)";"LINESTRING(52.351969 4.937224,52.351224 4.935950,52.351169 4.935835,52.350911 4.935415)";4.93632435;52.35143345;
3651;3651;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.937224 52.351969,4.937022 52.352084)";"LINESTRING(52.351969 4.937224,52.352084 4.937022)";4.93712805;52.3520209;
3652;3652;"Wethouder Frankeweg";"0002";"";"18";"1.8m";"BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.935748 52.351331,4.937022 52.352084)";"LINESTRING(52.351331 4.935748,52.352084 4.937022)";4.93639015;52.35170045;
3653;3653;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.935748 52.351331,4.935652 52.351277)";"LINESTRING(52.351331 4.935748,52.351277 4.935652)";4.93570495;52.3512961;
3654;3654;"Wethouder Frankeweg";"0003";"";"18";"1.8m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.935199 52.351031,4.935242 52.351036,4.935652 52.351277)";"LINESTRING(52.351031 4.935199,52.351036 4.935242,52.351277 4.935652)";4.9354303;52.35114735;
3655;3655;"Science Park";"0001";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETFIETS";"Voetgangersgebied, fietsen toegestaan";"LINESTRING(4.954352 52.354432,4.953170 52.355214)";"LINESTRING(52.354432 4.954352,52.355214 4.953170)";4.95376585;52.3548152;
3656;3656;"Science Park";"0002";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"VOETFIETS";"Voetgangersgebied, fietsen toegestaan";"LINESTRING(4.951577 52.354218,4.951942 52.354406,4.952523 52.354396,4.953136 52.354195,4.953963 52.354225,4.954352 52.354432)";"LINESTRING(52.354218 4.951577,52.354406 4.951942,52.354396 4.952523,52.354195 4.953136,52.354225 4.953963,52.354432 4.954352)";4.95296955;52.3543059;
3657;3657;"Science Park";"0003";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.953170 52.355214,4.952962 52.355335,4.951371 52.354373)";"LINESTRING(52.355214 4.953170,52.355335 4.952962,52.354373 4.951371)";4.9522755;52.35484755;
3658;3658;"Science Park";"0004";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.951942 52.354406,4.953170 52.355214)";"LINESTRING(52.354406 4.951942,52.355214 4.953170)";4.9525609;52.3548018;
3659;3659;"Kruislaan";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.948492 52.352711,4.950583 52.353971,4.950885 52.354223)";"LINESTRING(52.352711 4.948492,52.353971 4.950583,52.354223 4.950885)";4.94969345;52.353459;
3660;3660;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.951371 52.354373,4.950885 52.354223)";"LINESTRING(52.354373 4.951371,52.354223 4.950885)";4.951133;52.3542906;
3661;3661;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.951577 52.354218,4.951371 52.354373)";"LINESTRING(52.354218 4.951577,52.354373 4.951371)";4.9514792;52.3542887;
3662;3662;"Blauwbrug";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.901265 52.366363,4.900599 52.366204)";"LINESTRING(52.366363 4.901265,52.366204 4.900599)";4.90093705;52.3662764;
3663;3663;"Blauwbrug";"0002";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.901174 52.366504,4.900504 52.366343)";"LINESTRING(52.366504 4.901174,52.366343 4.900504)";4.9008441;52.3664176;
3664;3664;"Waterlooplein";"0008";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.901265 52.366363,4.901525 52.366423,4.9017 52.366513)";"LINESTRING(52.366363 4.901265,52.366423 4.901525,52.366513 4.9017)";4.90148755;52.3664309;
3665;3665;"Waterlooplein";"0009";"";"29";"2.9m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.902096 52.366784,4.901883 52.366664,4.901700 52.366513)";"LINESTRING(52.366784 4.902096,52.366664 4.901883,52.366513 4.901700)";4.9019029;52.3666407;
3666;3666;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.902096 52.366784,4.902148 52.366855)";"LINESTRING(52.366784 4.902096,52.366855 4.902148)";4.9021268;52.36681235;
3667;3667;"Waterlooplein";"0010";"";"22";"2.2m";"TERRAS|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.902148 52.366855,4.902791 52.367411)";"LINESTRING(52.366855 4.902148,52.367411 4.902791)";4.9024744;52.3671271;
3668;3668;"Waterlooplein";"0011";"";"29";"2.9m";"FIETSREG|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.903374 52.367791,4.903272 52.367792,4.903117 52.367700,4.902852 52.367471)";"LINESTRING(52.367791 4.903374,52.367792 4.903272,52.367700 4.903117,52.367471 4.902852)";4.90311815;52.367623;
3669;3669;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.902791 52.367411,4.902852 52.367471)";"LINESTRING(52.367411 4.902791,52.367471 4.902852)";4.90282655;52.3674342;
3670;3670;"Waterlooplein";"0012";"";"29";"2.9m";"FIETSREG|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.902012 52.367360,4.902198 52.367509,4.902582 52.367869)";"LINESTRING(52.367360 4.902012,52.367509 4.902198,52.367869 4.902582)";4.90230205;52.36760775;
3671;3671;"Waterlooplein";"0013";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.902012 52.367360,4.901308 52.366732)";"LINESTRING(52.367360 4.902012,52.366732 4.901308)";4.901665;52.3670394;
3672;3672;"Waterlooplein";"0014";"";"09";"0.9m";"MEUBEL";"Straatmeubilair";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.901174 52.366504,4.901261 52.366535,4.901275 52.366671)";"LINESTRING(52.366504 4.901174,52.366535 4.901261,52.366671 4.901275)";4.90122965;52.3665816;
3673;3673;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.901308 52.366732,4.901275 52.366671)";"LINESTRING(52.366732 4.901308,52.366671 4.901275)";4.90129665;52.36669605;
3674;3674;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.900599 52.366204,4.900187 52.366145)";"LINESTRING(52.366204 4.900599,52.366145 4.900187)";4.900398;52.3661677;
3675;3675;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.900504 52.366343,4.900142 52.366258)";"LINESTRING(52.366343 4.900504,52.366258 4.900142)";4.90032815;52.3662936;
3676;3676;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.901904 52.366104,4.901944 52.366038)";"LINESTRING(52.366104 4.901904,52.366038 4.901944)";4.90192915;52.3660647;
3677;3677;"Tweede Constantijn Huygensstraat";"0001";"";"18";"1.8m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.873950 52.361570,4.873881 52.361646,4.873812 52.361834,4.873735 52.362007,4.873620 52.362176)";"LINESTRING(52.361570 4.873950,52.361646 4.873881,52.361834 4.873812,52.362007 4.873735,52.362176 4.873620)";4.87379;52.36186475;
3678;3678;"Tweede Constantijn Huygensstraat";"0002";"";"18";"1.8m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.873779 52.362215,4.873863 52.362116,4.873952 52.361947,4.874005 52.361766,4.874087 52.361602)";"LINESTRING(52.362215 4.873779,52.362116 4.873863,52.361947 4.873952,52.361766 4.874005,52.361602 4.874087)";4.87393785;52.36190095;
3679;3679;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.874087 52.361602,4.87395 52.36157)";"LINESTRING(52.361602 4.874087,52.36157 4.87395)";4.87402345;52.36157865;
3680;3680;"Oranje Nassaulaan";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.856205 52.354427,4.855888 52.354446,4.855702 52.354462)";"LINESTRING(52.354427 4.856205,52.354446 4.855888,52.354462 4.855702)";4.85595845;52.3544375;
3681;3681;"Oranje Nassaulaan";"0002";"";"09";"0.9m";"BROM|OVERIG|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Overig";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.856310 52.354556,4.855943 52.354561,4.855803 52.354605,4.855700 52.354679)";"LINESTRING(52.354556 4.856310,52.354561 4.855943,52.354605 4.855803,52.354679 4.855700)";4.85600995;52.35461105;
3682;3682;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.85631 52.354556,4.856205 52.354427)";"LINESTRING(52.354556 4.85631,52.354427 4.856205)";4.85626245;52.35448515;
3683;3683;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.855691 52.35484,4.85529 52.354661)";"LINESTRING(52.35484 4.855691,52.354661 4.85529)";4.85549545;52.35474265;
3684;3684;"Gustav Mahlerlaan";"0005";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.862018 52.336455,4.862001 52.335416,4.862055 52.335373)";"LINESTRING(52.336455 4.862018,52.335416 4.862001,52.335373 4.862055)";4.86203285;52.3359076;
3685;3685;"Gustav Mahlerlaan";"0006";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.861505 52.335361,4.861476 52.336533)";"LINESTRING(52.335361 4.861505,52.336533 4.861476)";4.86149545;52.33594005;
3686;3686;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.861476 52.336533,4.862018 52.336455)";"LINESTRING(52.336533 4.861476,52.336455 4.862018)";4.861752;52.33648745;
3687;3687;"Joh.M. Coenenstraat";"0001";"";"29";"2.9m";"BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879737 52.351818,4.880498 52.352128,4.880656 52.352195,4.881246 52.352454,4.881924 52.352731,4.882041 52.352867)";"LINESTRING(52.351818 4.879737,52.352128 4.880498,52.352195 4.880656,52.352454 4.881246,52.352731 4.881924,52.352867 4.882041)";4.88089395;52.3523356;
3688;3688;"Joh.M. Coenenstraat";"0002";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879093 52.351542,4.879609 52.351754)";"LINESTRING(52.351542 4.879093,52.351754 4.879609)";4.87935615;52.3516413;
3689;3689;"Joh.M. Coenenstraat";"0003";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878999 52.351477,4.878937 52.351334)";"LINESTRING(52.351477 4.878999,52.351334 4.878937)";4.878973;52.3513991;
3690;3690;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879093 52.351542,4.878999 52.351477)";"LINESTRING(52.351542 4.879093,52.351477 4.878999)";4.8790512;52.351504;
3691;3691;"Joh.M. Coenenstraat";"0004";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879278 52.351276,4.879329 52.351333)";"LINESTRING(52.351276 4.879278,52.351333 4.879329)";4.8793087;52.351298;
3692;3692;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879329 52.351333,4.879405 52.351393)";"LINESTRING(52.351333 4.879329,52.351393 4.879405)";4.8793721;52.35135715;
3693;3693;"Joh.M. Coenenstraat";"0005";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879751 52.351530,4.879405 52.351393)";"LINESTRING(52.351530 4.879751,52.351393 4.879405)";4.8795831;52.35145445;
3694;3694;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879751 52.35153,4.879839 52.351568)";"LINESTRING(52.35153 4.879751,52.351568 4.879839)";4.87980005;52.35154025;
3695;3695;"Joh.M. Coenenstraat";"0006";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.880706 52.351925,4.879839 52.351568)";"LINESTRING(52.351925 4.880706,52.351568 4.879839)";4.88027735;52.3517386;
3696;3696;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.880706 52.351925,4.880807 52.351974)";"LINESTRING(52.351925 4.880706,52.351974 4.880807)";4.88076135;52.3519427;
3697;3697;"Joh.M. Coenenstraat";"0007";"";"29";"2.9m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881735 52.352351,4.880807 52.351974)";"LINESTRING(52.352351 4.881735,52.351974 4.880807)";4.88127585;52.3521563;
3698;3698;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881735 52.352351,4.881903 52.352416)";"LINESTRING(52.352351 4.881735,52.352416 4.881903)";4.881824;52.35237755;
3699;3699;"Joh.M. Coenenstraat";"0008";"";"09";"0.9m";"FIETSREG|MEUBEL|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Straatmeubilair";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881903 52.352416,4.882266 52.352583,4.882517 52.352652,4.882659 52.352672,4.882714 52.352674)";"LINESTRING(52.352416 4.881903,52.352583 4.882266,52.352652 4.882517,52.352672 4.882659,52.352674 4.882714)";4.8823135;52.3525378;
3700;3700;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879737 52.351818,4.879609 52.351754)";"LINESTRING(52.351818 4.879737,52.351754 4.879609)";4.879678;52.35177865;
3701;3701;"Timo Smeehuijzenbrug";"0001";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878828 52.351107,4.878937 52.351334)";"LINESTRING(52.351107 4.878828,52.351334 4.878937)";4.8788874;52.3512141;
3702;3702;"Timo Smeehuijzenbrug";"0002";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879175 52.351045,4.879278 52.351276)";"LINESTRING(52.351045 4.879175,52.351276 4.879278)";4.8792317;52.35115305;
3703;3703;"Beethovenstraat";"0001";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878659 52.350778,4.878828 52.351107)";"LINESTRING(52.350778 4.878659,52.351107 4.878828)";4.8787484;52.35093565;
3704;3704;"Beethovenstraat";"0002";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878514 52.350461,4.878607 52.350647)";"LINESTRING(52.350461 4.878514,52.350647 4.878607)";4.8785653;52.35054655;
3705;3705;"Beethovenstraat";"0003";"";"29";"2.9m";"FIETSREG|BROM|TERRAS";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Terrassen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877807 52.349776,4.878411 52.350324)";"LINESTRING(52.349776 4.877807,52.350324 4.878411)";4.87811395;52.35004295;
3706;3706;"Beethovenstraat";"0004";"";"18";"1.8m";"BROM|WINKEL|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877075 52.349101,4.877705 52.349707)";"LINESTRING(52.349101 4.877075,52.349707 4.877705)";4.87739515;52.3493983;
3707;3707;"Beethovenstraat";"0005";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876794 52.347549,4.876925 52.348374,4.876933 52.348455,4.877029 52.348942)";"LINESTRING(52.347549 4.876794,52.348374 4.876925,52.348455 4.876933,52.348942 4.877029)";4.8769164;52.3482386;
3708;3708;"Beethovenstraat";"0006";"";"09";"0.9m";"BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876700 52.347005,4.876770 52.347430)";"LINESTRING(52.347005 4.876700,52.347430 4.876770)";4.87673995;52.34721055;
3709;3709;"Beethovenstraat";"0007";"";"09";"0.9m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876385 52.344934,4.876658 52.346742)";"LINESTRING(52.344934 4.876385,52.346742 4.876658)";4.8765266;52.34582965;
3710;3710;"Stadionweg";"0001";"";"22";"2.2m";"TERRAS";"Terrassen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877841 52.347045,4.877089 52.347029)";"LINESTRING(52.347045 4.877841,52.347029 4.877089)";4.87747;52.34703125;
3711;3711;"Stadionweg";"0002";"";"18";"1.8m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877065 52.346772,4.877794 52.346806)";"LINESTRING(52.346772 4.877065,52.346806 4.877794)";4.8774345;52.3467814;
3712;3712;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877841 52.347045,4.877794 52.346806)";"LINESTRING(52.347045 4.877841,52.346806 4.877794)";4.8778224;52.34691875;
3713;3713;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.8767 52.347005,4.876658 52.346742)";"LINESTRING(52.347005 4.8767,52.346742 4.876658)";4.87668395;52.3468653;
3714;3714;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876385 52.344934,4.876788 52.344947)";"LINESTRING(52.344934 4.876385,52.344947 4.876788)";4.87659165;52.3449332;
3715;3715;"Beethovenstraat";"0008";"";"09";"0.9m";"FIETSREG|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877065 52.346772,4.876788 52.344947)";"LINESTRING(52.346772 4.877065,52.344947 4.876788)";4.87693165;52.3458525;
3716;3716;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877065 52.346772,4.877089 52.347029)";"LINESTRING(52.346772 4.877065,52.347029 4.877089)";4.8770821;52.3468939;
3717;3717;"Beethovenstraat";"0009";"";"18";"1.8m";"WINKEL|TERRAS|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877302 52.348368,4.877160 52.347558,4.877140 52.347417,4.877089 52.347029)";"LINESTRING(52.348368 4.877302,52.347558 4.877160,52.347417 4.877140,52.347029 4.877089)";4.8772006;52.3476931;
3718;3718;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876794 52.347549,4.87677 52.34743)";"LINESTRING(52.347549 4.876794,52.34743 4.87677)";4.87678695;52.3474833;
3719;3719;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877302 52.348368,4.877322 52.348431)";"LINESTRING(52.348368 4.877302,52.348431 4.877322)";4.8773172;52.3483931;
3720;3720;"Beethovenstraat";"0010";"";"36PLUS";"3.6m of breder";"MEUBEL";"Straatmeubilair";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877421 52.348929,4.877322 52.348431)";"LINESTRING(52.348929 4.877421,52.348431 4.877322)";4.87737655;52.3486735;
