OBJECTNUMMER;LABEL;BlokStraatCode;WON;VZN;WRK;TOTAAL;WON_PERC;VZN_PERC;WRK_PERC;CAT;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
12062;"Wonen 64% - Voorzieningen 36% - Werken 0%";"QD24_00005195";1464;818;0;2282;64;36;0;"WON_VZN";"POLYGON((4.910778 52.389862,4.91062 52.389663,4.910576 52.389627,4.910529 52.389627,4.910562 52.389593,4.910489 52.38951,4.910442 52.38951,4.910475 52.389476,4.910417 52.389402,4.91037 52.389401,4.910403 52.389367,4.91033 52.389284,4.910292 52.389284,4.910316 52.389259,4.910291 52.389232,4.910316 52.389205,4.910157 52.389005,4.910076 52.389028,4.91009 52.389085,4.910213 52.389228,4.910179 52.389238,4.910512 52.389695,4.910553 52.38972,4.910638 52.389862,4.910672 52.389883,4.910778 52.389862))";"POLYGON((52.389862 4.910778,52.389663 4.91062,52.389627 4.910576,52.389627 4.910529,52.389593 4.910562,52.38951 4.910489,52.38951 4.910442,52.389476 4.910475,52.389402 4.910417,52.389401 4.91037,52.389367 4.910403,52.389284 4.91033,52.389284 4.910292,52.389259 4.910316,52.389232 4.910291,52.389205 4.910316,52.389005 4.910157,52.389028 4.910076,52.389085 4.91009,52.389228 4.910213,52.389238 4.910179,52.389695 4.910512,52.38972 4.910553,52.389862 4.910638,52.389883 4.910672,52.389862 4.910778))";4.910432;52.389437;
12063;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD25_00003787";290;0;0;290;100;0;0;"WON";"POLYGON((4.912153 52.389868,4.912078 52.389849,4.911998 52.389931,4.911938 52.39003,4.912025 52.390056,4.91215 52.3899,4.912153 52.389868))";"POLYGON((52.389868 4.912153,52.389849 4.912078,52.389931 4.911998,52.39003 4.911938,52.390056 4.912025,52.3899 4.91215,52.389868 4.912153))";4.9120505;52.3899455;
12064;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD25_00004249";612;0;0;612;100;0;0;"WON";"POLYGON((4.912257 52.389742,4.911698 52.389588,4.911646 52.389586,4.911619 52.389625,4.911648 52.389662,4.911689 52.389662,4.911707 52.38968,4.911917 52.389708,4.911941 52.389735,4.91207 52.389753,4.912088 52.389771,4.912144 52.389772,4.912161 52.38979,4.912224 52.38979,4.912257 52.389742))";"POLYGON((52.389742 4.912257,52.389588 4.911698,52.389586 4.911646,52.389625 4.911619,52.389662 4.911648,52.389662 4.911689,52.38968 4.911707,52.389708 4.911917,52.389735 4.911941,52.389753 4.91207,52.389771 4.912088,52.389772 4.912144,52.38979 4.912161,52.38979 4.912224,52.389742 4.912257))";4.911943;52.389681;
12065;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD25_00004534";875;0;0;875;100;0;0;"WON";"MULTIPOLYGON(((4.911543 52.389929,4.911357 52.389661,4.911262 52.389682,4.911403 52.389942,4.911435 52.389967,4.911525 52.389947,4.911543 52.389929)),((4.911993 52.39013,4.911918 52.390118,4.911893 52.390091,4.911764 52.390081,4.911747 52.390063,4.911625 52.390045,4.9116 52.390018,4.911528 52.390017,4.911496 52.390066,4.911563 52.390099,4.911843 52.39016,4.911898 52.390186,4.911951 52.390189,4.911993 52.39013)))";"MULTIPOLYGON(((52.389929 4.911543,52.389661 4.911357,52.389682 4.911262,52.389942 4.911403,52.389967 4.911435,52.389947 4.911525,52.389929 4.911543)),((52.39013 4.911993,52.390118 4.911918,52.390091 4.911893,52.390081 4.911764,52.390063 4.911747,52.390045 4.911625,52.390018 4.9116,52.390017 4.911528,52.390066 4.911496,52.390099 4.911563,52.39016 4.911843,52.390186 4.911898,52.390189 4.911951,52.39013 4.911993)))";4.9116325;52.389918;
12066;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD26_00003787";890;0;0;890;100;0;0;"WON";"MULTIPOLYGON(((4.912257 52.38963,4.912261 52.389636,4.912268 52.389636,4.912311 52.389636,4.912345 52.389599,4.912356 52.389586,4.912524 52.38934,4.912453 52.389303,4.912413 52.389305,4.912395 52.389331,4.912418 52.389356,4.912252 52.389555,4.912259 52.389562,4.912269 52.389574,4.912236 52.389608,4.912257 52.38963)),((4.912766 52.388988,4.912759 52.388985,4.912699 52.388961,4.912642 52.389019,4.91261 52.389053,4.912521 52.389194,4.912447 52.389255,4.912523 52.389288,4.912553 52.389283,4.912639 52.389186,4.912766 52.388988)))";"MULTIPOLYGON(((52.38963 4.912257,52.389636 4.912261,52.389636 4.912268,52.389636 4.912311,52.389599 4.912345,52.389586 4.912356,52.38934 4.912524,52.389303 4.912453,52.389305 4.912413,52.389331 4.912395,52.389356 4.912418,52.389555 4.912252,52.389562 4.912259,52.389574 4.912269,52.389608 4.912236,52.38963 4.912257)),((52.388988 4.912766,52.388985 4.912759,52.388961 4.912699,52.389019 4.912642,52.389053 4.91261,52.389194 4.912521,52.389255 4.912447,52.389288 4.912523,52.389283 4.912553,52.389186 4.912639,52.388988 4.912766)))";4.912506;52.3892915;
12067;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD26_00003831";208;0;0;208;100;0;0;"WON";"MULTIPOLYGON(((4.912519 52.388915,4.912454 52.388888,4.912378 52.388879,4.912347 52.388924,4.912376 52.388955,4.912486 52.388964,4.912519 52.388915)),((4.912642 52.389019,4.912727 52.389019,4.912759 52.388985,4.912762 52.388982,4.912746 52.388962,4.912655 52.388952,4.912622 52.389,4.912639 52.389019,4.912642 52.389019)),((4.912187 52.3889,4.9122 52.3889,4.912239 52.388845,4.912186 52.388823,4.912174 52.388817,4.912161 52.388812,4.912155 52.388817,4.912112 52.388853,4.912156 52.3889,4.912187 52.3889)))";"MULTIPOLYGON(((52.388915 4.912519,52.388888 4.912454,52.388879 4.912378,52.388924 4.912347,52.388955 4.912376,52.388964 4.912486,52.388915 4.912519)),((52.389019 4.912642,52.389019 4.912727,52.388985 4.912759,52.388982 4.912762,52.388962 4.912746,52.388952 4.912655,52.389 4.912622,52.389019 4.912639,52.389019 4.912642)),((52.3889 4.912187,52.3889 4.9122,52.388845 4.912239,52.388823 4.912186,52.388817 4.912174,52.388812 4.912161,52.388817 4.912155,52.388853 4.912112,52.3889 4.912156,52.3889 4.912187)))";4.912442;52.3889085;
12068;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD26_00004249";211;0;0;211;100;0;0;"WON";"MULTIPOLYGON(((4.912107 52.389515,4.912091 52.389498,4.91196 52.389489,4.911926 52.389539,4.91199 52.389566,4.912066 52.389575,4.912107 52.389515)),((4.911678 52.389466,4.91175 52.389504,4.91179 52.389501,4.911819 52.389457,4.911811 52.389448,4.911798 52.389434,4.911709 52.389434,4.911678 52.389466)),((4.912257 52.38963,4.912268 52.389636,4.912282 52.389641,4.912311 52.389636,4.912347 52.389601,4.912345 52.389599,4.91231 52.389562,4.912259 52.389562,4.912238 52.389562,4.912206 52.389608,4.912257 52.38963)))";"MULTIPOLYGON(((52.389515 4.912107,52.389498 4.912091,52.389489 4.91196,52.389539 4.911926,52.389566 4.91199,52.389575 4.912066,52.389515 4.912107)),((52.389466 4.911678,52.389504 4.91175,52.389501 4.91179,52.389457 4.911819,52.389448 4.911811,52.389434 4.911798,52.389434 4.911709,52.389466 4.911678)),((52.38963 4.912257,52.389636 4.912268,52.389641 4.912282,52.389636 4.912311,52.389601 4.912347,52.389599 4.912345,52.389562 4.91231,52.389562 4.912259,52.389562 4.912238,52.389608 4.912206,52.38963 4.912257)))";4.9120175;52.3895305;
12069;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD26_00004520";886;0;0;886;100;0;0;"WON";"MULTIPOLYGON(((4.912187 52.3889,4.912215 52.388853,4.912186 52.388823,4.912182 52.388817,4.912174 52.388817,4.912155 52.388817,4.912132 52.388817,4.912047 52.388915,4.911926 52.389105,4.911993 52.389151,4.912031 52.389147,4.912046 52.389126,4.912019 52.389097,4.912051 52.389097,4.912095 52.389051,4.912187 52.3889)),((4.911678 52.389466,4.911706 52.38948,4.911768 52.389492,4.911811 52.389448,4.911857 52.3894,4.911839 52.389381,4.911917 52.389302,4.91195 52.389223,4.911997 52.389199,4.911921 52.389166,4.91189 52.389171,4.911723 52.389388,4.911678 52.389466)))";"MULTIPOLYGON(((52.3889 4.912187,52.388853 4.912215,52.388823 4.912186,52.388817 4.912182,52.388817 4.912174,52.388817 4.912155,52.388817 4.912132,52.388915 4.912047,52.389105 4.911926,52.389151 4.911993,52.389147 4.912031,52.389126 4.912046,52.389097 4.912019,52.389097 4.912051,52.389051 4.912095,52.3889 4.912187)),((52.389466 4.911678,52.38948 4.911706,52.389492 4.911768,52.389448 4.911811,52.3894 4.911857,52.389381 4.911839,52.389302 4.911917,52.389223 4.91195,52.389199 4.911997,52.389166 4.911921,52.389171 4.91189,52.389388 4.911723,52.389466 4.911678)))";4.9119515;52.3891475;
12070;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD27_00003361";79;0;0;79;100;0;0;"WON";"POLYGON((4.911806 52.388645,4.911776 52.388612,4.911578 52.388661,4.911612 52.388696,4.911806 52.388645))";"POLYGON((52.388645 4.911806,52.388612 4.911776,52.388661 4.911578,52.388696 4.911612,52.388645 4.911806))";4.911697;52.388647;
12071;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD27_00003388";251;0;0;251;100;0;0;"WON";"POLYGON((4.911566 52.388803,4.911505 52.388788,4.911453 52.388841,4.911181 52.389254,4.911252 52.389256,4.911308 52.389203,4.911566 52.388803))";"POLYGON((52.388803 4.911566,52.388788 4.911505,52.388841 4.911453,52.389254 4.911181,52.389256 4.911252,52.389203 4.911308,52.388803 4.911566))";4.9113785;52.389015;
12072;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD27_00004520";706;0;0;706;100;0;0;"WON";"POLYGON((4.911984 52.388746,4.91198 52.388725,4.911908 52.388725,4.911862 52.388768,4.911662 52.38906,4.911678 52.389092,4.911611 52.389137,4.911402 52.389442,4.911378 52.389497,4.9114 52.389535,4.911484 52.389474,4.911984 52.388746))";"POLYGON((52.388746 4.911984,52.388725 4.91198,52.388725 4.911908,52.388768 4.911862,52.38906 4.911662,52.389092 4.911678,52.389137 4.911611,52.389442 4.911402,52.389497 4.911378,52.389535 4.9114,52.389474 4.911484,52.388746 4.911984))";4.911686;52.389123;
12073;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD27_00004534";52;0;0;52;100;0;0;"WON";"POLYGON((4.911139 52.389314,4.911123 52.389297,4.911035 52.389296,4.911019 52.389313,4.911071 52.38939,4.911122 52.38939,4.911098 52.389323,4.911139 52.389314))";"POLYGON((52.389314 4.911139,52.389297 4.911123,52.389296 4.911035,52.389313 4.911019,52.38939 4.911071,52.38939 4.911122,52.389323 4.911098,52.389314 4.911139))";4.911084;52.389336;
12074;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD28_00003361";472;0;0;472;100;0;0;"WON";"MULTIPOLYGON(((4.912781 52.388407,4.912791 52.388397,4.912881 52.3884,4.912902 52.388378,4.912864 52.388346,4.912854 52.388336,4.912823 52.388343,4.912805 52.388346,4.912649 52.388376,4.912362 52.388454,4.912369 52.388512,4.912399 52.388527,4.912505 52.388488,4.912542 52.388488,4.91256 52.38847,4.912616 52.38847,4.912641 52.388443,4.912763 52.388426,4.912781 52.388407)),((4.912116 52.388511,4.91216 52.388558,4.912261 52.388544,4.912263 52.388544,4.912221 52.388485,4.912178 52.388496,4.912134 52.388507,4.912116 52.388511)))";"MULTIPOLYGON(((52.388407 4.912781,52.388397 4.912791,52.3884 4.912881,52.388378 4.912902,52.388346 4.912864,52.388336 4.912854,52.388343 4.912823,52.388346 4.912805,52.388376 4.912649,52.388454 4.912362,52.388512 4.912369,52.388527 4.912399,52.388488 4.912505,52.388488 4.912542,52.38847 4.91256,52.38847 4.912616,52.388443 4.912641,52.388426 4.912763,52.388407 4.912781)),((52.388511 4.912116,52.388558 4.91216,52.388544 4.912261,52.388544 4.912263,52.388485 4.912221,52.388496 4.912178,52.388507 4.912134,52.388511 4.912116)))";4.912514;52.38844;
12075;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD28_00003786";30;0;0;30;100;0;0;"WON";"POLYGON((4.912781 52.388407,4.912798 52.388426,4.912897 52.388401,4.912902 52.388378,4.91288 52.388346,4.912864 52.388346,4.912823 52.388343,4.91281 52.388342,4.912805 52.388346,4.912764 52.388388,4.912781 52.388407))";"POLYGON((52.388407 4.912781,52.388426 4.912798,52.388401 4.912897,52.388378 4.912902,52.388346 4.91288,52.388346 4.912864,52.388343 4.912823,52.388342 4.91281,52.388346 4.912805,52.388388 4.912764,52.388407 4.912781))";4.912838;52.388377;
12076;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD28_00003787";298;0;0;298;100;0;0;"WON";"POLYGON((4.913063 52.388543,4.912975 52.38852,4.912848 52.388703,4.912935 52.388731,4.913058 52.388575,4.913063 52.388543))";"POLYGON((52.388543 4.913063,52.38852 4.912975,52.388703 4.912848,52.388731 4.912935,52.388575 4.913058,52.388543 4.913063))";4.9129605;52.3886185;
12077;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD28_00003831";594;0;0;594;100;0;0;"WON";"POLYGON((4.912888 52.388822,4.912821 52.388809,4.912803 52.388791,4.912748 52.388791,4.91273 52.388773,4.91266 52.388772,4.912642 52.388754,4.912594 52.388754,4.912569 52.388727,4.912499 52.388727,4.912481 52.388709,4.912352 52.38869,4.912335 52.388672,4.912271 52.388672,4.912237 52.388724,4.912764 52.388871,4.912848 52.388881,4.912888 52.388822))";"POLYGON((52.388822 4.912888,52.388809 4.912821,52.388791 4.912803,52.388791 4.912748,52.388773 4.91273,52.388772 4.91266,52.388754 4.912642,52.388754 4.912594,52.388727 4.912569,52.388727 4.912499,52.388709 4.912481,52.38869 4.912352,52.388672 4.912335,52.388672 4.912271,52.388724 4.912237,52.388871 4.912764,52.388881 4.912848,52.388822 4.912888))";4.9125675;52.3887695;
12078;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD28_00004520";138;0;0;138;100;0;0;"WON";"POLYGON((4.912283 52.388574,4.912261 52.388544,4.912252 52.38853,4.9122 52.388519,4.912178 52.388496,4.912134 52.388507,4.912116 52.388511,4.912092 52.388518,4.912143 52.388595,4.912283 52.388574))";"POLYGON((52.388574 4.912283,52.388544 4.912261,52.38853 4.912252,52.388519 4.9122,52.388496 4.912178,52.388507 4.912134,52.388511 4.912116,52.388518 4.912092,52.388595 4.912143,52.388574 4.912283))";4.9121925;52.3885385;
12079;"Wonen 75% - Voorzieningen 25% - Werken 0%";"QD30_00003693";811;272;0;1083;75;25;0;"WON";"MULTIPOLYGON(((4.912671 52.390488,4.912639 52.390453,4.91262 52.390453,4.912551 52.390453,4.91251 52.390495,4.91254 52.390503,4.912538 52.390505,4.912517 52.390535,4.912273 52.390719,4.912317 52.390751,4.912371 52.390752,4.912396 52.390725,4.912442 52.390726,4.912565 52.390636,4.912671 52.390488)),((4.91289 52.390688,4.91296 52.390656,4.912982 52.390632,4.912979 52.39063,4.912957 52.390608,4.912918 52.390602,4.912832 52.390626,4.912688 52.390687,4.912485 52.390832,4.912574 52.390884,4.912694 52.390788,4.912679 52.390771,4.912738 52.390772,4.912763 52.390745,4.91289 52.390688)))";"MULTIPOLYGON(((52.390488 4.912671,52.390453 4.912639,52.390453 4.91262,52.390453 4.912551,52.390495 4.91251,52.390503 4.91254,52.390505 4.912538,52.390535 4.912517,52.390719 4.912273,52.390751 4.912317,52.390752 4.912371,52.390725 4.912396,52.390726 4.912442,52.390636 4.912565,52.390488 4.912671)),((52.390688 4.91289,52.390656 4.91296,52.390632 4.912982,52.39063 4.912979,52.390608 4.912957,52.390602 4.912918,52.390626 4.912832,52.390687 4.912688,52.390832 4.912485,52.390884 4.912574,52.390788 4.912694,52.390771 4.912679,52.390772 4.912738,52.390745 4.912763,52.390688 4.91289)))";4.9126325;52.3906615;
12080;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD30_00003694";692;0;0;692;100;0;0;"WON";"POLYGON((4.912523 52.391109,4.912558 52.391112,4.912603 52.391066,4.912587 52.391051,4.912556 52.39102,4.912512 52.391019,4.912543 52.390987,4.912454 52.390921,4.912399 52.390847,4.912312 52.390801,4.912247 52.390816,4.912224 52.390791,4.912089 52.390756,4.912017 52.390751,4.91196 52.390747,4.911915 52.390793,4.911915 52.390794,4.911971 52.390821,4.91223 52.390882,4.912308 52.390914,4.912498 52.391106,4.912523 52.391109))";"POLYGON((52.391109 4.912523,52.391112 4.912558,52.391066 4.912603,52.391051 4.912587,52.39102 4.912556,52.391019 4.912512,52.390987 4.912543,52.390921 4.912454,52.390847 4.912399,52.390801 4.912312,52.390816 4.912247,52.390791 4.912224,52.390756 4.912089,52.390751 4.912017,52.390747 4.91196,52.390793 4.911915,52.390794 4.911915,52.390821 4.911971,52.390882 4.91223,52.390914 4.912308,52.391106 4.912498,52.391109 4.912523))";4.912264;52.3909225;
12081;"Wonen 21% - Voorzieningen 64% - Werken 15%";"QD30_00003787";247;731;172;1150;21;64;15;"WON_VZN";"POLYGON((4.911915 52.390793,4.911974 52.390796,4.912017 52.390751,4.912108 52.390624,4.912094 52.390607,4.912153 52.390561,4.912183 52.390516,4.912168 52.3905,4.912221 52.39046,4.912226 52.390436,4.912229 52.390423,4.912272 52.390382,4.912239 52.390345,4.912212 52.390345,4.912168 52.390345,4.911885 52.39074,4.911886 52.390792,4.911915 52.390793))";"POLYGON((52.390793 4.911915,52.390796 4.911974,52.390751 4.912017,52.390624 4.912108,52.390607 4.912094,52.390561 4.912153,52.390516 4.912183,52.3905 4.912168,52.39046 4.912221,52.390436 4.912226,52.390423 4.912229,52.390382 4.912272,52.390345 4.912239,52.390345 4.912212,52.390345 4.912168,52.39074 4.911885,52.390792 4.911886,52.390793 4.911915))";4.9120835;52.3905635;
12082;"Wonen 86% - Voorzieningen 14% - Werken 0%";"QD30_00003818";575;94;0;669;86;14;0;"WON";"POLYGON((4.912523 52.391109,4.912543 52.39113,4.912651 52.39111,4.913111 52.390927,4.913129 52.390908,4.91317 52.390908,4.91322 52.390863,4.913177 52.390815,4.913171 52.390815,4.91309 52.390814,4.913075 52.39083,4.913065 52.390841,4.913075 52.390861,4.91297 52.390885,4.91263 52.391016,4.912587 52.391051,4.912544 52.391037,4.9125 52.391083,4.912523 52.391109))";"POLYGON((52.391109 4.912523,52.39113 4.912543,52.39111 4.912651,52.390927 4.913111,52.390908 4.913129,52.390908 4.91317,52.390863 4.91322,52.390815 4.913177,52.390815 4.913171,52.390814 4.91309,52.39083 4.913075,52.390841 4.913065,52.390861 4.913075,52.390885 4.91297,52.391016 4.91263,52.391051 4.912587,52.391037 4.912544,52.391083 4.9125,52.391109 4.912523))";4.912865;52.390965;
12083;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD30_00004534";609;0;0;609;100;0;0;"WON";"MULTIPOLYGON(((4.912226 52.390436,4.912278 52.390435,4.912345 52.390464,4.912538 52.390505,4.912609 52.390519,4.912653 52.390473,4.91262 52.390453,4.912577 52.390428,4.912252 52.390344,4.912214 52.390344,4.912212 52.390345,4.912169 52.39039,4.912213 52.390437,4.912226 52.390436)),((4.91289 52.390688,4.912922 52.390715,4.912971 52.390719,4.912959 52.390762,4.912995 52.390801,4.913058 52.390809,4.913075 52.39083,4.913104 52.390863,4.913206 52.39085,4.913171 52.390815,4.912988 52.390631,4.912979 52.39063,4.912916 52.390625,4.912871 52.390672,4.91289 52.390688)))";"MULTIPOLYGON(((52.390436 4.912226,52.390435 4.912278,52.390464 4.912345,52.390505 4.912538,52.390519 4.912609,52.390473 4.912653,52.390453 4.91262,52.390428 4.912577,52.390344 4.912252,52.390344 4.912214,52.390345 4.912212,52.39039 4.912169,52.390437 4.912213,52.390436 4.912226)),((52.390688 4.91289,52.390715 4.912922,52.390719 4.912971,52.390762 4.912959,52.390801 4.912995,52.390809 4.913058,52.39083 4.913075,52.390863 4.913104,52.39085 4.913206,52.390815 4.913171,52.390631 4.912988,52.39063 4.912979,52.390625 4.912916,52.390672 4.912871,52.390688 4.91289)))";4.9126925;52.3905965;
12084;"Wonen 76% - Voorzieningen 24% - Werken 0%";"QD31_00003693";455;147;0;602;76;24;0;"WON";"POLYGON((4.913102 52.390582,4.913112 52.390593,4.913174 52.390552,4.91318 52.390549,4.91324 52.390549,4.913264 52.390525,4.913347 52.390531,4.913436 52.390478,4.913486 52.390478,4.91361 52.390416,4.913619 52.390411,4.913668 52.390407,4.913712 52.39036,4.913703 52.390353,4.913679 52.390331,4.91364 52.390323,4.913126 52.390513,4.913078 52.390556,4.913102 52.390582))";"POLYGON((52.390582 4.913102,52.390593 4.913112,52.390552 4.913174,52.390549 4.91318,52.390549 4.91324,52.390525 4.913264,52.390531 4.913347,52.390478 4.913436,52.390478 4.913486,52.390416 4.91361,52.390411 4.913619,52.390407 4.913668,52.39036 4.913712,52.390353 4.913703,52.390331 4.913679,52.390323 4.91364,52.390513 4.913126,52.390556 4.913078,52.390582 4.913102))";4.9134;52.390451;
12085;"Wonen 64% - Voorzieningen 36% - Werken 0%";"QD31_00003818";387;213;0;600;64;36;0;"WON_VZN";"POLYGON((4.91333 52.390792,4.913355 52.390819,4.913394 52.390819,4.913869 52.390641,4.913945 52.390589,4.913914 52.390561,4.913907 52.39056,4.913842 52.390548,4.913769 52.390556,4.913757 52.390565,4.913684 52.390619,4.913448 52.3907,4.913404 52.390736,4.913403 52.390737,4.913387 52.390721,4.913356 52.390726,4.913311 52.390772,4.91333 52.390792))";"POLYGON((52.390792 4.91333,52.390819 4.913355,52.390819 4.913394,52.390641 4.913869,52.390589 4.913945,52.390561 4.913914,52.39056 4.913907,52.390548 4.913842,52.390556 4.913769,52.390565 4.913757,52.390619 4.913684,52.3907 4.913448,52.390736 4.913404,52.390737 4.913403,52.390721 4.913387,52.390726 4.913356,52.390772 4.913311,52.390792 4.91333))";4.913633;52.3906765;
12086;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD31_00004249";349;0;0;349;100;0;0;"WON";"POLYGON((4.91361 52.390416,4.913645 52.390437,4.913757 52.390565,4.913783 52.390596,4.913871 52.390596,4.913907 52.39056,4.913914 52.390552,4.913709 52.390353,4.913703 52.390353,4.913624 52.390349,4.913579 52.390396,4.91361 52.390416))";"POLYGON((52.390416 4.91361,52.390437 4.913645,52.390565 4.913757,52.390596 4.913783,52.390596 4.913871,52.39056 4.913907,52.390552 4.913914,52.390353 4.913709,52.390353 4.913703,52.390349 4.913624,52.390396 4.913579,52.390416 4.91361))";4.9137515;52.3904655;
12087;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD31_00004534";344;0;0;344;100;0;0;"WON";"POLYGON((4.91333 52.390792,4.91337 52.390792,4.913414 52.390746,4.913404 52.390736,4.913225 52.390562,4.913174 52.390552,4.913137 52.390545,4.913102 52.390582,4.9131 52.390583,4.913315 52.390792,4.91333 52.390792))";"POLYGON((52.390792 4.91333,52.390792 4.91337,52.390746 4.913414,52.390736 4.913404,52.390562 4.913225,52.390552 4.913174,52.390545 4.913137,52.390582 4.913102,52.390583 4.9131,52.390792 4.913315,52.390792 4.91333))";4.913262;52.3906615;
12088;"Wonen 84% - Voorzieningen 16% - Werken 0%";"QD32_00003693";456;86;0;542;84;16;0;"WON";"POLYGON((4.912725 52.390322,4.912793 52.390322,4.913009 52.389995,4.912992 52.389976,4.91297 52.389974,4.912938 52.389969,4.912902 52.390007,4.912849 52.39006,4.912834 52.390087,4.912857 52.390112,4.912819 52.390112,4.912695 52.390239,4.912689 52.390281,4.912689 52.390285,4.912714 52.390322,4.912725 52.390322))";"POLYGON((52.390322 4.912725,52.390322 4.912793,52.389995 4.913009,52.389976 4.912992,52.389974 4.91297,52.389969 4.912938,52.390007 4.912902,52.39006 4.912849,52.390087 4.912834,52.390112 4.912857,52.390112 4.912819,52.390239 4.912695,52.390281 4.912689,52.390285 4.912689,52.390322 4.912714,52.390322 4.912725))";4.912854;52.3901385;
12089;"Wonen 24% - Voorzieningen 76% - Werken 0%";"QD32_00003787";214;667;0;881;24;76;0;"VZN";"MULTIPOLYGON(((4.912299 52.390258,4.912362 52.390258,4.912406 52.390211,4.912409 52.390206,4.912421 52.390175,4.912407 52.390159,4.912481 52.390104,4.912466 52.390087,4.912526 52.390005,4.912482 52.389958,4.912427 52.389958,4.912255 52.390201,4.912244 52.390227,4.912274 52.390257,4.912299 52.390258)),((4.912549 52.389927,4.912586 52.389888,4.912561 52.389862,4.91256 52.389862,4.912538 52.389863,4.912497 52.389864,4.912447 52.389927,4.912541 52.389935,4.912549 52.389927)))";"MULTIPOLYGON(((52.390258 4.912299,52.390258 4.912362,52.390211 4.912406,52.390206 4.912409,52.390175 4.912421,52.390159 4.912407,52.390104 4.912481,52.390087 4.912466,52.390005 4.912526,52.389958 4.912482,52.389958 4.912427,52.390201 4.912255,52.390227 4.912244,52.390257 4.912274,52.390258 4.912299)),((52.389927 4.912549,52.389888 4.912586,52.389862 4.912561,52.389862 4.91256,52.389863 4.912538,52.389864 4.912497,52.389927 4.912447,52.389935 4.912541,52.389927 4.912549)))";4.91242;52.390053;
12090;"Wonen 79% - Voorzieningen 21% - Werken 0%";"QD32_00004249";291;76;0;367;79;21;0;"WON";"POLYGON((4.912549 52.389927,4.912556 52.389935,4.912612 52.389935,4.912629 52.389953,4.912714 52.389963,4.91279 52.389999,4.912902 52.390007,4.912937 52.390008,4.91297 52.389974,4.912974 52.389969,4.912561 52.389862,4.91256 52.389862,4.912542 52.389858,4.912538 52.389863,4.912513 52.389888,4.912549 52.389927))";"POLYGON((52.389927 4.912549,52.389935 4.912556,52.389935 4.912612,52.389953 4.912629,52.389963 4.912714,52.389999 4.91279,52.390007 4.912902,52.390008 4.912937,52.389974 4.91297,52.389969 4.912974,52.389862 4.912561,52.389862 4.91256,52.389858 4.912542,52.389863 4.912538,52.389888 4.912513,52.389927 4.912549))";4.9127485;52.389926;
12091;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD32_00004534";267;0;0;267;100;0;0;"WON";"POLYGON((4.912299 52.390258,4.912313 52.390273,4.912668 52.390364,4.912725 52.390322,4.912728 52.39032,4.912692 52.390282,4.912689 52.390281,4.912482 52.390228,4.912465 52.39021,4.912409 52.390206,4.912333 52.3902,4.912288 52.390247,4.912299 52.390258))";"POLYGON((52.390258 4.912299,52.390273 4.912313,52.390364 4.912668,52.390322 4.912725,52.39032 4.912728,52.390282 4.912692,52.390281 4.912689,52.390228 4.912482,52.39021 4.912465,52.390206 4.912409,52.3902 4.912333,52.390247 4.912288,52.390258 4.912299))";4.912513;52.390275;
12092;"Wonen 100% - Voorzieningen 0% - Werken 0%";"QD33_00003818";471;0;0;471;100;0;0;"WON";"POLYGON((4.914142 52.390533,4.914595 52.390357,4.914623 52.390346,4.914579 52.390299,4.914507 52.390299,4.914491 52.390299,4.914432 52.39034,4.914364 52.390348,4.914233 52.390392,4.914147 52.390448,4.914139 52.390446,4.914108 52.390441,4.914063 52.390488,4.914107 52.390534,4.914136 52.390535,4.914142 52.390533))";"POLYGON((52.390533 4.914142,52.390357 4.914595,52.390346 4.914623,52.390299 4.914579,52.390299 4.914507,52.390299 4.914491,52.39034 4.914432,52.390348 4.914364,52.390392 4.914233,52.390448 4.914147,52.390446 4.914139,52.390441 4.914108,52.390488 4.914063,52.390534 4.914107,52.390535 4.914136,52.390533 4.914142))";4.914348;52.39041;
