OBJECTNUMMER;Soortnaam_NL;Boomnummer;Soortnaam_WTS;Boomtype;Boomhoogte;Plantjaar;Eigenaar;Beheerder;Categorie;SOORT_KORT;SDVIEW;RADIUS;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
210015;"Amerikaanse linde";367958;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.826299,52.379494)";"POINT(52.379494,4.826299)";4.826299;52.379494;
210016;"Amerikaanse linde";367957;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.826404,52.379748)";"POINT(52.379748,4.826404)";4.826404;52.379748;
210017;"Amerikaanse linde";367956;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.826599,52.38022)";"POINT(52.38022,4.826599)";4.826599;52.38022;
210018;"Amerikaanse linde";367955;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.826241,52.379544)";"POINT(52.379544,4.826241)";4.826241;52.379544;
210019;"Amerikaanse linde";367954;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.826512,52.380191)";"POINT(52.380191,4.826512)";4.826512;52.380191;
210020;"Amerikaanse linde";367953;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.826541,52.380268)";"POINT(52.380268,4.826541)";4.826541;52.380268;
210021;"Amerikaanse linde";367741;"Tilia americana";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";7;"POINT(4.818747,52.38174)";"POINT(52.38174,4.818747)";4.818747;52.38174;
210022;"Zomerlinde";367740;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.818599,52.382671)";"POINT(52.382671,4.818599)";4.818599;52.382671;
210023;"Zomerlinde";367739;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.818807,52.382048)";"POINT(52.382048,4.818807)";4.818807;52.382048;
210024;"Amerikaanse linde";367738;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.819931,52.381423)";"POINT(52.381423,4.819931)";4.819931;52.381423;
210025;"Amerikaanse linde";367737;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.818439,52.382107)";"POINT(52.382107,4.818439)";4.818439;52.382107;
210026;"Amerikaanse linde";367736;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.818415,52.382567)";"POINT(52.382567,4.818415)";4.818415;52.382567;
210027;"Amerikaanse linde";367735;"Tilia americana";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.820783,52.381291)";"POINT(52.381291,4.820783)";4.820783;52.381291;
210028;"Zomerlinde";367734;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.818679,52.382247)";"POINT(52.382247,4.818679)";4.818679;52.382247;
210029;"Amerikaanse linde";367733;"Tilia americana";"Boom niet vrij uitgroeiend";"12 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";5;"POINT(4.818432,52.382294)";"POINT(52.382294,4.818432)";4.818432;52.382294;
210030;"Zomerlinde";367732;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.818991,52.381865)";"POINT(52.381865,4.818991)";4.818991;52.381865;
210031;"Zomerlinde";367731;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.818733,52.382145)";"POINT(52.382145,4.818733)";4.818733;52.382145;
210032;"Zomerlinde";367730;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.818638,52.382352)";"POINT(52.382352,4.818638)";4.818638;52.382352;
210033;"Kers (cultuurvariëteit)";367498;"Prunus maackii `Amber Beauty`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";2;"POINT(4.777147,52.350529)";"POINT(52.350529,4.777147)";4.777147;52.350529;
210034;"Callery-peer (cultuurvariëteit)";367496;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";2;"POINT(4.772863,52.352553)";"POINT(52.352553,4.772863)";4.772863;52.352553;
210035;"Callery-peer (cultuurvariëteit)";367495;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";3;"POINT(4.772951,52.352518)";"POINT(52.352518,4.772951)";4.772951;52.352518;
210036;"Hollandse linde";367494;"Tilia europaea";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Tilia";"Tilia";"F";3;"POINT(4.776987,52.350659)";"POINT(52.350659,4.776987)";4.776987;52.350659;
210037;"Kers (cultuurvariëteit)";367491;"Prunus maackii `Amber Beauty`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";2;"POINT(4.777098,52.35068)";"POINT(52.35068,4.777098)";4.777098;52.35068;
210038;"Callery-peer (cultuurvariëteit)";367490;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"tot 6 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";1;"POINT(4.776109,52.351184)";"POINT(52.351184,4.776109)";4.776109;52.351184;
210039;"Callery-peer (cultuurvariëteit)";367489;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"tot 6 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";1;"POINT(4.776015,52.351222)";"POINT(52.351222,4.776015)";4.776015;52.351222;
210040;"Callery-peer (cultuurvariëteit)";367488;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"tot 6 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";1;"POINT(4.775926,52.351258)";"POINT(52.351258,4.775926)";4.775926;52.351258;
210041;"Callery-peer (cultuurvariëteit)";367487;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"tot 6 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";1;"POINT(4.775839,52.351293)";"POINT(52.351293,4.775839)";4.775839;52.351293;
210042;"Callery-peer (cultuurvariëteit)";367486;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"tot 6 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";1;"POINT(4.775758,52.351325)";"POINT(52.351325,4.775758)";4.775758;52.351325;
210043;"Callery-peer (cultuurvariëteit)";367485;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"tot 6 m.";1996;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Overig";"Pyrus";"F";1;"POINT(4.777226,52.350759)";"POINT(52.350759,4.777226)";4.777226;52.350759;
210044;"Veldesdoorn (cultuurvariëteit)";367270;"Acer campestre `Elsrijk`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";5;"POINT(4.793236,52.359755)";"POINT(52.359755,4.793236)";4.793236;52.359755;
210045;"Moseik";367269;"Quercus cerris";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Quercus";"Quercus";"F";3;"POINT(4.793851,52.359551)";"POINT(52.359551,4.793851)";4.793851;52.359551;
210046;"Kers (cultuurvariëteit)";367268;"Prunus `Accolade`";"Boom niet vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";1;"POINT(4.795926,52.360108)";"POINT(52.360108,4.795926)";4.795926;52.360108;
210047;"Dubbelbloemige paardenkastanje";367267;"Aesculus hippocastanum `Baumannii`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Aesculus";"Aesculus";"F";4;"POINT(4.796193,52.360129)";"POINT(52.360129,4.796193)";4.796193;52.360129;
210048;"Kers (cultuurvariëteit)";367266;"Prunus `Snow Goose`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";2;"POINT(4.795866,52.360263)";"POINT(52.360263,4.795866)";4.795866;52.360263;
210049;"Dubbelbloemige paardenkastanje";367264;"Aesculus hippocastanum `Baumannii`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Aesculus";"Aesculus";"F";4;"POINT(4.79623,52.36027)";"POINT(52.36027,4.79623)";4.79623;52.36027;
210050;"Kers (cultuurvariëteit)";367263;"Prunus gondouinii `Schnee`";"Boom niet vrij uitgroeiend";"tot 6 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";1;"POINT(4.796389,52.360224)";"POINT(52.360224,4.796389)";4.796389;52.360224;
210051;"Kers (cultuurvariëteit)";367262;"Prunus `Accolade`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";2;"POINT(4.796724,52.360329)";"POINT(52.360329,4.796724)";4.796724;52.360329;
210052;"Veldesdoorn (cultuurvariëteit)";367261;"Acer campestre cv.";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";4;"POINT(4.796879,52.360367)";"POINT(52.360367,4.796879)";4.796879;52.360367;
210053;"Kers (cultuurvariëteit)";367260;"Prunus `Accolade`";"Boom niet vrij uitgroeiend";"tot 6 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";1;"POINT(4.796863,52.360303)";"POINT(52.360303,4.796863)";4.796863;52.360303;
210054;"Kers (cultuurvariëteit)";367258;"Prunus `Snow Goose`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";2;"POINT(4.796599,52.360385)";"POINT(52.360385,4.796599)";4.796599;52.360385;
210055;"Kers (cultuurvariëteit)";367257;"Prunus `Accolade`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";2;"POINT(4.795935,52.360225)";"POINT(52.360225,4.795935)";4.795935;52.360225;
210056;"Kers (cultuurvariëteit)";367256;"Prunus `Accolade`";"Boom niet vrij uitgroeiend";"tot 6 m.";2012;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Prunus";"Prunus";"F";1;"POINT(4.796971,52.360131)";"POINT(52.360131,4.796971)";4.796971;52.360131;
210057;"Canadese populier (cultuurvariëteit)";367028;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.780098,52.371291)";"POINT(52.371291,4.780098)";4.780098;52.371291;
210058;"Canadese populier (cultuurvariëteit)";367027;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.780031,52.371336)";"POINT(52.371336,4.780031)";4.780031;52.371336;
210059;"Canadese populier (cultuurvariëteit)";367026;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.779942,52.371399)";"POINT(52.371399,4.779942)";4.779942;52.371399;
210060;"Canadese populier (cultuurvariëteit)";367025;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.779756,52.371502)";"POINT(52.371502,4.779756)";4.779756;52.371502;
210061;"Canadese populier (cultuurvariëteit)";367024;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.779665,52.371587)";"POINT(52.371587,4.779665)";4.779665;52.371587;
210062;"Canadese populier (cultuurvariëteit)";367023;"Populus canadensis cv.";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.778019,52.372575)";"POINT(52.372575,4.778019)";4.778019;52.372575;
210063;"Canadese populier (cultuurvariëteit)";367022;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.778123,52.372503)";"POINT(52.372503,4.778123)";4.778123;52.372503;
210064;"Canadese populier (cultuurvariëteit)";367021;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.77825,52.372427)";"POINT(52.372427,4.77825)";4.77825;52.372427;
210065;"Canadese populier (cultuurvariëteit)";367020;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.778391,52.372341)";"POINT(52.372341,4.778391)";4.778391;52.372341;
210066;"Canadese populier (cultuurvariëteit)";367019;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.77854,52.372256)";"POINT(52.372256,4.77854)";4.77854;52.372256;
210067;"Canadese populier (cultuurvariëteit)";367018;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.778682,52.372171)";"POINT(52.372171,4.778682)";4.778682;52.372171;
210068;"Canadese populier (cultuurvariëteit)";367017;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.778838,52.372077)";"POINT(52.372077,4.778838)";4.778838;52.372077;
210069;"Canadese populier (cultuurvariëteit)";367016;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1955;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Populus";"Populus";"F";8;"POINT(4.779017,52.37196)";"POINT(52.37196,4.779017)";4.779017;52.37196;
210070;"Gewone es (cultuurvariëteit)";366859;"Fraxinus excelsior cv.";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1979;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Fraxinus";"Fraxinus";"F";4;"POINT(4.787631,52.378114)";"POINT(52.378114,4.787631)";4.787631;52.378114;
210071;"Zomereik (cultuurvariëteit)";366858;"Quercus robur cv.";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Quercus";"Quercus";"F";4;"POINT(4.787656,52.378126)";"POINT(52.378126,4.787656)";4.787656;52.378126;
210072;"Zomereik (cultuurvariëteit)";366857;"Quercus robur cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Quercus";"Quercus";"F";3;"POINT(4.787672,52.378275)";"POINT(52.378275,4.787672)";4.787672;52.378275;
210073;"Gewone es (cultuurvariëteit)";366856;"Fraxinus excelsior cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1989;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Fraxinus";"Fraxinus";"F";3;"POINT(4.787684,52.378347)";"POINT(52.378347,4.787684)";4.787684;52.378347;
210074;"Veldesdoorn (cultuurvariëteit)";366855;"Acer campestre cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";3;"POINT(4.787731,52.378341)";"POINT(52.378341,4.787731)";4.787731;52.378341;
210075;"Zwarte els (cultuurvariëteit)";366854;"Alnus glutinosa cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Alnus";"Alnus";"F";3;"POINT(4.787622,52.378376)";"POINT(52.378376,4.787622)";4.787622;52.378376;
210076;"Gewone esdoorn (cultuurvariëteit)";366853;"Acer pseudoplatanus cv.";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";4;"POINT(4.787643,52.378438)";"POINT(52.378438,4.787643)";4.787643;52.378438;
210077;"Gewone esdoorn (cultuurvariëteit)";366852;"Acer pseudoplatanus cv.";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";4;"POINT(4.787693,52.378429)";"POINT(52.378429,4.787693)";4.787693;52.378429;
210078;"Zomereik (cultuurvariëteit)";366851;"Quercus robur cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1984;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Quercus";"Quercus";"F";3;"POINT(4.787672,52.378483)";"POINT(52.378483,4.787672)";4.787672;52.378483;
210079;"Veldesdoorn (cultuurvariëteit)";366850;"Acer campestre cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";3;"POINT(4.787719,52.378486)";"POINT(52.378486,4.787719)";4.787719;52.378486;
210080;"Veldesdoorn (cultuurvariëteit)";366849;"Acer campestre cv.";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1994;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";2;"POINT(4.787715,52.378548)";"POINT(52.378548,4.787715)";4.787715;52.378548;
210081;"Zwarte els (cultuurvariëteit)";366848;"Alnus glutinosa cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Alnus";"Alnus";"F";3;"POINT(4.787614,52.378506)";"POINT(52.378506,4.787614)";4.787614;52.378506;
210082;"Gewone esdoorn (cultuurvariëteit)";366847;"Acer pseudoplatanus cv.";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1969;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";4;"POINT(4.787693,52.378521)";"POINT(52.378521,4.787693)";4.787693;52.378521;
210083;"Gewone esdoorn (cultuurvariëteit)";366846;"Acer pseudoplatanus cv.";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1994;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Acer";"Acer";"F";3;"POINT(4.787636,52.378549)";"POINT(52.378549,4.787636)";4.787636;52.378549;
210084;"Huntingdon-iep";370177;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Ulmus";"Ulmus";"F";8;"POINT(4.816248,52.358286)";"POINT(52.358286,4.816248)";4.816248;52.358286;
210085;"Schietwilg";370176;"Salix alba";"Boom niet vrij uitgroeiend";"24 m. en hoger";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Salix";"Salix";"F";8;"POINT(4.816119,52.358253)";"POINT(52.358253,4.816119)";4.816119;52.358253;
210086;"Schietwilg";370175;"Salix alba";"Boom niet vrij uitgroeiend";"24 m. en hoger";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Salix";"Salix";"F";8;"POINT(4.81632,52.358313)";"POINT(52.358313,4.81632)";4.81632;52.358313;
210087;"Huntingdon-iep";370174;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Ulmus";"Ulmus";"F";8;"POINT(4.816388,52.358439)";"POINT(52.358439,4.816388)";4.816388;52.358439;
210088;"Huntingdon-iep";370172;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Ulmus";"Ulmus";"F";8;"POINT(4.816498,52.358459)";"POINT(52.358459,4.816498)";4.816498;52.358459;
210089;"Huntingdon-iep";370171;"Ulmus hollandica `Vegeta`";"Gekandelaberde boom";"12 tot 15 m.";1976;"Gemeente Amsterdam";"Stadsdeel Nieuw-West";"Ulmus";"Ulmus";"F";4;"POINT(4.816624,52.358485)";"POINT(52.358485,4.816624)";4.816624;52.358485;
