OBJECTNUMMER;NETTYPE;STATUS;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.880939 52.39407,4.880916 52.394016,4.880856 52.393974,4.880724 52.393941,4.880635 52.393955,4.880543 52.394014,4.879619 52.393532,4.87972 52.393486,4.879744 52.393432,4.87972 52.393319,4.879656 52.393279,4.879568 52.393264,4.879474 52.393278,4.87919 52.39348,4.879165 52.393534,4.879188 52.393588,4.879228 52.393617,4.880481 52.394264,4.880569 52.394279,4.880657 52.394265,4.880795 52.394172,4.880849 52.394163,4.880914 52.394124,4.880939 52.39407))";"POLYGON((52.39407 4.880939,52.394016 4.880916,52.393974 4.880856,52.393941 4.880724,52.393955 4.880635,52.394014 4.880543,52.393532 4.879619,52.393486 4.87972,52.393432 4.879744,52.393319 4.87972,52.393279 4.879656,52.393264 4.879568,52.393278 4.879474,52.39348 4.87919,52.393534 4.879165,52.393588 4.879188,52.393617 4.879228,52.394264 4.880481,52.394279 4.880569,52.394265 4.880657,52.394172 4.880795,52.394163 4.880849,52.394124 4.880914,52.39407 4.880939))";4.880057;52.3937645;
2;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.876796 52.336114,4.876773 52.336043,4.876709 52.336003,4.876621 52.335988,4.876385 52.336,4.876129 52.335988,4.87598 52.336014,4.875915 52.336053,4.87589 52.336107,4.875887 52.336493,4.875868 52.336536,4.875891 52.336593,4.875955 52.336633,4.876042 52.336648,4.876225 52.336634,4.876275 52.336604,4.876492 52.336619,4.876586 52.336605,4.876651 52.336566,4.876675 52.336512,4.876652 52.33644,4.876588 52.3364,4.8765 52.336385,4.876386 52.33637,4.876246 52.336384,4.876247 52.336226,4.876575 52.336229,4.876669 52.336215,4.876771 52.336167,4.876796 52.336114))";"POLYGON((52.336114 4.876796,52.336043 4.876773,52.336003 4.876709,52.335988 4.876621,52.336 4.876385,52.335988 4.876129,52.336014 4.87598,52.336053 4.875915,52.336107 4.87589,52.336493 4.875887,52.336536 4.875868,52.336593 4.875891,52.336633 4.875955,52.336648 4.876042,52.336634 4.876225,52.336604 4.876275,52.336619 4.876492,52.336605 4.876586,52.336566 4.876651,52.336512 4.876675,52.33644 4.876652,52.3364 4.876588,52.336385 4.8765,52.33637 4.876386,52.336384 4.876246,52.336226 4.876247,52.336229 4.876575,52.336215 4.876669,52.336167 4.876771,52.336114 4.876796))";4.876337;52.336311;
3;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.885902 52.392993,4.885802 52.392692,4.885516 52.39206,4.885435 52.391995,4.885347 52.391981,4.885259 52.391995,4.885189 52.392036,4.885171 52.392119,4.885445 52.392721,4.885432 52.392792,4.885521 52.392946,4.885499 52.392995,4.88551 52.393037,4.885592 52.393104,4.88568 52.393119,4.885813 52.393086,4.885878 52.393046,4.885902 52.392993))";"POLYGON((52.392993 4.885902,52.392692 4.885802,52.39206 4.885516,52.391995 4.885435,52.391981 4.885347,52.391995 4.885259,52.392036 4.885189,52.392119 4.885171,52.392721 4.885445,52.392792 4.885432,52.392946 4.885521,52.392995 4.885499,52.393037 4.88551,52.393104 4.885592,52.393119 4.88568,52.393086 4.885813,52.393046 4.885878,52.392993 4.885902))";4.8855415;52.392543;
4;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.880182 52.395939,4.880159 52.395885,4.880125 52.395863,4.880173 52.395795,4.88015 52.395741,4.880041 52.395678,4.879911 52.395658,4.879815 52.395672,4.87975 52.395711,4.879725 52.395765,4.879748 52.395819,4.8798 52.395854,4.879758 52.395862,4.879649 52.395838,4.879552 52.395852,4.879487 52.395892,4.879463 52.395945,4.879486 52.395999,4.879554 52.396043,4.879611 52.396113,4.879743 52.396179,4.879831 52.396194,4.879919 52.39618,4.88003 52.39611,4.880158 52.395993,4.880182 52.395939))";"POLYGON((52.395939 4.880182,52.395885 4.880159,52.395863 4.880125,52.395795 4.880173,52.395741 4.88015,52.395678 4.880041,52.395658 4.879911,52.395672 4.879815,52.395711 4.87975,52.395765 4.879725,52.395819 4.879748,52.395854 4.8798,52.395862 4.879758,52.395838 4.879649,52.395852 4.879552,52.395892 4.879487,52.395945 4.879463,52.395999 4.879486,52.396043 4.879554,52.396113 4.879611,52.396179 4.879743,52.396194 4.879831,52.39618 4.879919,52.39611 4.88003,52.395993 4.880158,52.395939 4.880182))";4.8798275;52.395919;
5;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.879725 52.394062,4.879702 52.394008,4.879638 52.393968,4.87942 52.393855,4.879327 52.393838,4.879239 52.393852,4.879154 52.393905,4.87913 52.393959,4.87915 52.394009,4.879093 52.394047,4.879069 52.394101,4.879092 52.394155,4.879156 52.394195,4.879244 52.39421,4.879333 52.394196,4.879406 52.394152,4.879436 52.394171,4.879524 52.394186,4.879613 52.394172,4.879701 52.394116,4.879725 52.394062))";"POLYGON((52.394062 4.879725,52.394008 4.879702,52.393968 4.879638,52.393855 4.87942,52.393838 4.879327,52.393852 4.879239,52.393905 4.879154,52.393959 4.87913,52.394009 4.87915,52.394047 4.879093,52.394101 4.879069,52.394155 4.879092,52.394195 4.879156,52.39421 4.879244,52.394196 4.879333,52.394152 4.879406,52.394171 4.879436,52.394186 4.879524,52.394172 4.879613,52.394116 4.879701,52.394062 4.879725))";4.879402;52.394017;
6;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.877164 52.394096,4.877141 52.394042,4.877073 52.393999,4.876985 52.393984,4.876897 52.393998,4.876702 52.394127,4.876621 52.39414,4.876556 52.394179,4.876528 52.394236,4.876551 52.39429,4.876664 52.394354,4.876752 52.394369,4.87684 52.394355,4.877121 52.394165,4.877164 52.394096))";"POLYGON((52.394096 4.877164,52.394042 4.877141,52.393999 4.877073,52.393984 4.876985,52.393998 4.876897,52.394127 4.876702,52.39414 4.876621,52.394179 4.876556,52.394236 4.876528,52.39429 4.876551,52.394354 4.876664,52.394369 4.876752,52.394355 4.87684,52.394165 4.877121,52.394096 4.877164))";4.876851;52.3941695;
7;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.882476 52.392959,4.882453 52.392905,4.882414 52.392876,4.882249 52.392793,4.882161 52.392778,4.882073 52.392792,4.882008 52.392832,4.88198 52.392888,4.882003 52.392942,4.882207 52.393054,4.882295 52.393069,4.882383 52.393055,4.882448 52.393016,4.882476 52.392959))";"POLYGON((52.392959 4.882476,52.392905 4.882453,52.392876 4.882414,52.392793 4.882249,52.392778 4.882161,52.392792 4.882073,52.392832 4.882008,52.392888 4.88198,52.392942 4.882003,52.393054 4.882207,52.393069 4.882295,52.393055 4.882383,52.393016 4.882448,52.392959 4.882476))";4.882233;52.3929165;
8;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.879247 52.395591,4.879224 52.395537,4.87916 52.395498,4.879072 52.395483,4.878976 52.395497,4.878928 52.395521,4.878877 52.395561,4.878853 52.395615,4.878876 52.395669,4.87894 52.395708,4.879032 52.395725,4.879121 52.395711,4.879168 52.395687,4.879223 52.395645,4.879247 52.395591))";"POLYGON((52.395591 4.879247,52.395537 4.879224,52.395498 4.87916,52.395483 4.879072,52.395497 4.878976,52.395521 4.878928,52.395561 4.878877,52.395615 4.878853,52.395669 4.878876,52.395708 4.87894,52.395725 4.879032,52.395711 4.879121,52.395687 4.879168,52.395645 4.879223,52.395591 4.879247))";4.879055;52.395597;
9;"KOUDE WIJK";"IN AANLEG";"POLYGON((4.879724 52.395523,4.879701 52.395469,4.879637 52.395429,4.879549 52.395414,4.879452 52.395429,4.879405 52.395453,4.879351 52.395531,4.879374 52.395585,4.879413 52.395614,4.879541 52.395647,4.879629 52.395633,4.879694 52.395594,4.879724 52.395523))";"POLYGON((52.395523 4.879724,52.395469 4.879701,52.395429 4.879637,52.395414 4.879549,52.395429 4.879452,52.395453 4.879405,52.395531 4.879351,52.395585 4.879374,52.395614 4.879413,52.395647 4.879541,52.395633 4.879629,52.395594 4.879694,52.395523 4.879724))";4.8795425;52.3955235;
10;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.880389 52.39575,4.880366 52.395696,4.880329 52.395668,4.879486 52.39521,4.879355 52.395173,4.879277 52.395186,4.879221 52.39513,4.87883 52.394926,4.87887 52.394859,4.878847 52.394805,4.878783 52.394765,4.878682 52.394713,4.87859 52.394696,4.878502 52.39471,4.878461 52.394734,4.878378 52.39469,4.878419 52.394625,4.878396 52.394571,4.878328 52.394529,4.87824 52.394514,4.878114 52.394544,4.878023 52.394507,4.878063 52.39444,4.87804 52.394386,4.877976 52.394346,4.877883 52.394329,4.877795 52.394343,4.877751 52.394367,4.877691 52.394335,4.87772 52.394261,4.877697 52.394207,4.877633 52.394167,4.877545 52.394152,4.877452 52.394165,4.877411 52.39419,4.87722 52.394093,4.877132 52.394078,4.877043 52.394092,4.876878 52.394203,4.876894 52.394162,4.876871 52.394108,4.876819 52.394075,4.876797 52.394014,4.8766 52.393905,4.876417 52.393866,4.876073 52.39388,4.875988 52.393815,4.8759 52.3938,4.875763 52.393815,4.875698 52.393854,4.875674 52.393922,4.875577 52.393937,4.875512 52.393976,4.875465 52.394065,4.875467 52.394112,4.87549 52.394169,4.875544 52.394203,4.875485 52.394238,4.875462 52.39431,4.875483 52.394372,4.875547 52.394411,4.875779 52.394447,4.876153 52.394441,4.876247 52.394427,4.876374 52.394438,4.876491 52.394477,4.876512 52.394489,4.876466 52.394556,4.876489 52.39461,4.876539 52.394644,4.878644 52.395721,4.878732 52.395736,4.878821 52.395722,4.87889 52.395682,4.878952 52.395684,4.878977 52.395768,4.879016 52.395797,4.87913 52.395854,4.879187 52.395864,4.879293 52.395938,4.879421 52.395963,4.879432 52.395989,4.879496 52.396028,4.879638 52.396054,4.879735 52.39604,4.8798 52.396,4.879824 52.395947,4.879813 52.395921,4.879864 52.395867,4.879997 52.395859,4.880062 52.39582,4.880208 52.39586,4.880297 52.395845,4.880361 52.395806,4.880389 52.39575),(4.878709 52.395294,4.878624 52.395265,4.878509 52.395199,4.878421 52.395184,4.878308 52.395202,4.878189 52.395139,4.878275 52.395074,4.878299 52.395021,4.878383 52.395035,4.878461 52.395022,4.878827 52.395213,4.878709 52.395294),(4.877997 52.394905,4.87783 52.395016,4.87774 52.39497,4.877792 52.394937,4.877816 52.394884,4.877793 52.39483,4.877619 52.394697,4.877538 52.394657,4.877483 52.394647,4.877456 52.394591,4.877378 52.394541,4.877265 52.394516,4.877197 52.394526,4.877101 52.394492,4.877038 52.39444,4.877119 52.394427,4.877196 52.394366,4.877518 52.394533,4.877505 52.394561,4.877528 52.394616,4.877682 52.394693,4.8777 52.394736,4.87778 52.394784,4.877868 52.394799,4.877982 52.394772,4.878058 52.394812,4.878045 52.394842,4.878067 52.394894,4.877997 52.394905))";"POLYGON((52.39575 4.880389,52.395696 4.880366,52.395668 4.880329,52.39521 4.879486,52.395173 4.879355,52.395186 4.879277,52.39513 4.879221,52.394926 4.87883,52.394859 4.87887,52.394805 4.878847,52.394765 4.878783,52.394713 4.878682,52.394696 4.87859,52.39471 4.878502,52.394734 4.878461,52.39469 4.878378,52.394625 4.878419,52.394571 4.878396,52.394529 4.878328,52.394514 4.87824,52.394544 4.878114,52.394507 4.878023,52.39444 4.878063,52.394386 4.87804,52.394346 4.877976,52.394329 4.877883,52.394343 4.877795,52.394367 4.877751,52.394335 4.877691,52.394261 4.87772,52.394207 4.877697,52.394167 4.877633,52.394152 4.877545,52.394165 4.877452,52.39419 4.877411,52.394093 4.87722,52.394078 4.877132,52.394092 4.877043,52.394203 4.876878,52.394162 4.876894,52.394108 4.876871,52.394075 4.876819,52.394014 4.876797,52.393905 4.8766,52.393866 4.876417,52.39388 4.876073,52.393815 4.875988,52.3938 4.8759,52.393815 4.875763,52.393854 4.875698,52.393922 4.875674,52.393937 4.875577,52.393976 4.875512,52.394065 4.875465,52.394112 4.875467,52.394169 4.87549,52.394203 4.875544,52.394238 4.875485,52.39431 4.875462,52.394372 4.875483,52.394411 4.875547,52.394447 4.875779,52.394441 4.876153,52.394427 4.876247,52.394438 4.876374,52.394477 4.876491,52.394489 4.876512,52.394556 4.876466,52.39461 4.876489,52.394644 4.876539,52.395721 4.878644,52.395736 4.878732,52.395722 4.878821,52.395682 4.87889,52.395684 4.878952,52.395768 4.878977,52.395797 4.879016,52.395854 4.87913,52.395864 4.879187,52.395938 4.879293,52.395963 4.879421,52.395989 4.879432,52.396028 4.879496,52.396054 4.879638,52.39604 4.879735,52.396 4.8798,52.395947 4.879824,52.395921 4.879813,52.395867 4.879864,52.395859 4.879997,52.39582 4.880062,52.39586 4.880208,52.395845 4.880297,52.395806 4.880361,52.39575 4.880389),(52.395294 4.878709,52.395265 4.878624,52.395199 4.878509,52.395184 4.878421,52.395202 4.878308,52.395139 4.878189,52.395074 4.878275,52.395021 4.878299,52.395035 4.878383,52.395022 4.878461,52.395213 4.878827,52.395294 4.878709),(52.394905 4.877997,52.395016 4.87783,52.39497 4.87774,52.394937 4.877792,52.394884 4.877816,52.39483 4.877793,52.394697 4.877619,52.394657 4.877538,52.394647 4.877483,52.394591 4.877456,52.394541 4.877378,52.394516 4.877265,52.394526 4.877197,52.394492 4.877101,52.39444 4.877038,52.394427 4.877119,52.394366 4.877196,52.394533 4.877518,52.394561 4.877505,52.394616 4.877528,52.394693 4.877682,52.394736 4.8777,52.394784 4.87778,52.394799 4.877868,52.394772 4.877982,52.394812 4.878058,52.394842 4.878045,52.394894 4.878067,52.394905 4.877997))";4.8779305;52.39492;
11;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.876131 52.335861,4.876108 52.335803,4.876044 52.335763,4.875968 52.33575,4.875989 52.335587,4.875966 52.335533,4.875902 52.335493,4.875814 52.335479,4.87572 52.335493,4.875655 52.335532,4.87561 52.335651,4.875416 52.33565,4.875394 52.33554,4.87533 52.3355,4.87519 52.335476,4.875096 52.33549,4.875031 52.335529,4.875007 52.335583,4.875023 52.33583,4.875045 52.335885,4.875109 52.335925,4.875278 52.335951,4.875366 52.335937,4.875431 52.335897,4.875443 52.33587,4.875526 52.33587,4.875544 52.335912,4.875608 52.335952,4.875696 52.335967,4.875954 52.335968,4.876042 52.335954,4.876107 52.335914,4.876131 52.335861))";"POLYGON((52.335861 4.876131,52.335803 4.876108,52.335763 4.876044,52.33575 4.875968,52.335587 4.875989,52.335533 4.875966,52.335493 4.875902,52.335479 4.875814,52.335493 4.87572,52.335532 4.875655,52.335651 4.87561,52.33565 4.875416,52.33554 4.875394,52.3355 4.87533,52.335476 4.87519,52.33549 4.875096,52.335529 4.875031,52.335583 4.875007,52.33583 4.875023,52.335885 4.875045,52.335925 4.875109,52.335951 4.875278,52.335937 4.875366,52.335897 4.875431,52.33587 4.875443,52.33587 4.875526,52.335912 4.875544,52.335952 4.875608,52.335967 4.875696,52.335968 4.875954,52.335954 4.876042,52.335914 4.876107,52.335861 4.876131))";4.875574;52.335715;
12;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.918308 52.343876,4.918285 52.343822,4.918193 52.343774,4.917838 52.3437,4.917724 52.34373,4.917332 52.343641,4.917227 52.343563,4.917168 52.343547,4.917107 52.343541,4.917019 52.343555,4.916954 52.343594,4.916873 52.343722,4.916811 52.343751,4.91624 52.343621,4.916228 52.343591,4.916178 52.34356,4.916297 52.343346,4.916235 52.343209,4.916193 52.343171,4.916267 52.343032,4.916244 52.342978,4.91618 52.342938,4.916087 52.342922,4.915998 52.342936,4.915934 52.342975,4.915802 52.343186,4.915791 52.343223,4.915814 52.343277,4.91593 52.343345,4.915841 52.343491,4.915614 52.34345,4.915526 52.343464,4.915427 52.343482,4.915362 52.343521,4.915334 52.343579,4.915357 52.343633,4.915447 52.34368,4.915595 52.343708,4.915675 52.343695,4.915773 52.343758,4.916838 52.34399,4.916808 52.344067,4.91638 52.343979,4.916292 52.343993,4.916227 52.344032,4.915757 52.344781,4.91578 52.344835,4.915844 52.344875,4.916598 52.34505,4.916834 52.344993,4.916965 52.345012,4.917054 52.344998,4.917119 52.344959,4.917168 52.344865,4.917145 52.344811,4.917081 52.344771,4.916864 52.344719,4.916803 52.344712,4.916715 52.344726,4.916629 52.344796,4.916547 52.344807,4.916174 52.344717,4.916485 52.344232,4.916602 52.344257,4.916589 52.344286,4.916612 52.34434,4.91672 52.344397,4.916809 52.34441,4.916898 52.344396,4.916975 52.34434,4.917622 52.344483,4.917691 52.344534,4.917831 52.344567,4.917898 52.344576,4.917986 52.344562,4.918051 52.344522,4.918079 52.344462,4.918056 52.344408,4.918008 52.344378,4.918308 52.343876),(4.917689 52.344262,4.917148 52.344142,4.917237 52.343963,4.917214 52.343909,4.917163 52.343873,4.917184 52.343838,4.917744 52.343966,4.91787 52.343969,4.917689 52.344262))";"POLYGON((52.343876 4.918308,52.343822 4.918285,52.343774 4.918193,52.3437 4.917838,52.34373 4.917724,52.343641 4.917332,52.343563 4.917227,52.343547 4.917168,52.343541 4.917107,52.343555 4.917019,52.343594 4.916954,52.343722 4.916873,52.343751 4.916811,52.343621 4.91624,52.343591 4.916228,52.34356 4.916178,52.343346 4.916297,52.343209 4.916235,52.343171 4.916193,52.343032 4.916267,52.342978 4.916244,52.342938 4.91618,52.342922 4.916087,52.342936 4.915998,52.342975 4.915934,52.343186 4.915802,52.343223 4.915791,52.343277 4.915814,52.343345 4.91593,52.343491 4.915841,52.34345 4.915614,52.343464 4.915526,52.343482 4.915427,52.343521 4.915362,52.343579 4.915334,52.343633 4.915357,52.34368 4.915447,52.343708 4.915595,52.343695 4.915675,52.343758 4.915773,52.34399 4.916838,52.344067 4.916808,52.343979 4.91638,52.343993 4.916292,52.344032 4.916227,52.344781 4.915757,52.344835 4.91578,52.344875 4.915844,52.34505 4.916598,52.344993 4.916834,52.345012 4.916965,52.344998 4.917054,52.344959 4.917119,52.344865 4.917168,52.344811 4.917145,52.344771 4.917081,52.344719 4.916864,52.344712 4.916803,52.344726 4.916715,52.344796 4.916629,52.344807 4.916547,52.344717 4.916174,52.344232 4.916485,52.344257 4.916602,52.344286 4.916589,52.34434 4.916612,52.344397 4.91672,52.34441 4.916809,52.344396 4.916898,52.34434 4.916975,52.344483 4.917622,52.344534 4.917691,52.344567 4.917831,52.344576 4.917898,52.344562 4.917986,52.344522 4.918051,52.344462 4.918079,52.344408 4.918056,52.344378 4.918008,52.343876 4.918308),(52.344262 4.917689,52.344142 4.917148,52.343963 4.917237,52.343909 4.917214,52.343873 4.917163,52.343838 4.917184,52.343966 4.917744,52.343969 4.91787,52.344262 4.917689))";4.916826;52.343979;
13;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.87596 52.336487,4.875938 52.336382,4.875874 52.336342,4.875668 52.336301,4.87552 52.336315,4.875483 52.336337,4.875304 52.33632,4.875182 52.336337,4.875064 52.33639,4.87504 52.336444,4.875063 52.336525,4.875127 52.336564,4.875258 52.336575,4.875294 52.336598,4.875382 52.336613,4.875509 52.336588,4.875611 52.336612,4.875871 52.33658,4.875936 52.336541,4.87596 52.336487))";"POLYGON((52.336487 4.87596,52.336382 4.875938,52.336342 4.875874,52.336301 4.875668,52.336315 4.87552,52.336337 4.875483,52.33632 4.875304,52.336337 4.875182,52.33639 4.875064,52.336444 4.87504,52.336525 4.875063,52.336564 4.875127,52.336575 4.875258,52.336598 4.875294,52.336613 4.875382,52.336588 4.875509,52.336612 4.875611,52.33658 4.875871,52.336541 4.875936,52.336487 4.87596))";4.875505;52.33645;
14;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.914783 52.408962,4.914749 52.408897,4.914436 52.408642,4.914348 52.408627,4.914212 52.408648,4.914179 52.408667,4.914082 52.40868,4.913946 52.40874,4.913803 52.408832,4.913215 52.409109,4.912992 52.409181,4.912921 52.409244,4.912927 52.409314,4.913069 52.409435,4.913159 52.409462,4.913244 52.40946,4.913344 52.409423,4.913458 52.409413,4.914067 52.409139,4.91413 52.409191,4.914085 52.409271,4.913485 52.409566,4.91346 52.40962,4.913496 52.4097,4.9136 52.409756,4.913688 52.409771,4.913776 52.409757,4.913846 52.409716,4.913884 52.409647,4.914089 52.409587,4.914329 52.409459,4.914454 52.409451,4.914523 52.40941,4.914536 52.409381,4.914616 52.409368,4.914708 52.409316,4.914733 52.409262,4.914711 52.409212,4.914749 52.409149,4.914703 52.409061,4.914759 52.409016,4.914783 52.408962))";"POLYGON((52.408962 4.914783,52.408897 4.914749,52.408642 4.914436,52.408627 4.914348,52.408648 4.914212,52.408667 4.914179,52.40868 4.914082,52.40874 4.913946,52.408832 4.913803,52.409109 4.913215,52.409181 4.912992,52.409244 4.912921,52.409314 4.912927,52.409435 4.913069,52.409462 4.913159,52.40946 4.913244,52.409423 4.913344,52.409413 4.913458,52.409139 4.914067,52.409191 4.91413,52.409271 4.914085,52.409566 4.913485,52.40962 4.91346,52.4097 4.913496,52.409756 4.9136,52.409771 4.913688,52.409757 4.913776,52.409716 4.913846,52.409647 4.913884,52.409587 4.914089,52.409459 4.914329,52.409451 4.914454,52.40941 4.914523,52.409381 4.914536,52.409368 4.914616,52.409316 4.914708,52.409262 4.914733,52.409212 4.914711,52.409149 4.914749,52.409061 4.914703,52.409016 4.914759,52.408962 4.914783))";4.913857;52.409192;
15;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.886859 52.39315,4.886836 52.393096,4.886772 52.393056,4.88668 52.393039,4.886573 52.393062,4.88655 52.393007,4.886486 52.392967,4.886393 52.392951,4.886268 52.392975,4.886217 52.39295,4.886129 52.392935,4.886041 52.392949,4.885912 52.393032,4.885874 52.393008,4.885786 52.392994,4.885645 52.393016,4.88558 52.393055,4.885533 52.393193,4.885553 52.393255,4.885617 52.393294,4.885799 52.393318,4.885772 52.393378,4.885797 52.393436,4.885861 52.393475,4.885975 52.393486,4.886021 52.393573,4.886068 52.393598,4.886156 52.393613,4.886244 52.393599,4.886313 52.393557,4.886373 52.393511,4.886397 52.393457,4.886374 52.393403,4.886228 52.393306,4.886138 52.393208,4.886149 52.393201,4.886361 52.393286,4.886543 52.393331,4.886631 52.393317,4.886756 52.39326,4.886835 52.393204,4.886859 52.39315))";"POLYGON((52.39315 4.886859,52.393096 4.886836,52.393056 4.886772,52.393039 4.88668,52.393062 4.886573,52.393007 4.88655,52.392967 4.886486,52.392951 4.886393,52.392975 4.886268,52.39295 4.886217,52.392935 4.886129,52.392949 4.886041,52.393032 4.885912,52.393008 4.885874,52.392994 4.885786,52.393016 4.885645,52.393055 4.88558,52.393193 4.885533,52.393255 4.885553,52.393294 4.885617,52.393318 4.885799,52.393378 4.885772,52.393436 4.885797,52.393475 4.885861,52.393486 4.885975,52.393573 4.886021,52.393598 4.886068,52.393613 4.886156,52.393599 4.886244,52.393557 4.886313,52.393511 4.886373,52.393457 4.886397,52.393403 4.886374,52.393306 4.886228,52.393208 4.886138,52.393201 4.886149,52.393286 4.886361,52.393331 4.886543,52.393317 4.886631,52.39326 4.886756,52.393204 4.886835,52.39315 4.886859))";4.886201;52.393267;
16;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.880392 52.394444,4.880369 52.39439,4.880218 52.394311,4.880019 52.394154,4.87994 52.394129,4.879772 52.394037,4.879703 52.394024,4.879448 52.393892,4.879439 52.393872,4.879346 52.393825,4.879273 52.393764,4.879191 52.393748,4.87918 52.393723,4.879116 52.393684,4.879024 52.393653,4.878623 52.393438,4.878524 52.393391,4.878451 52.393377,4.878321 52.393308,4.878229 52.393291,4.878174 52.3933,4.878044 52.393271,4.877956 52.393285,4.877891 52.393324,4.877867 52.393378,4.877955 52.393545,4.878063 52.393607,4.878089 52.393646,4.878153 52.393686,4.878618 52.393918,4.878666 52.393928,4.878817 52.394024,4.879411 52.394328,4.879471 52.39434,4.87948 52.394359,4.879656 52.394457,4.87973 52.394471,4.879784 52.3945,4.879497 52.394708,4.877594 52.393716,4.877669 52.393666,4.877694 52.393612,4.877672 52.393511,4.877621 52.393476,4.877509 52.393449,4.877348 52.393369,4.877277 52.39331,4.877251 52.393258,4.877187 52.393218,4.877095 52.393201,4.877006 52.393215,4.876896 52.393294,4.876764 52.39332,4.876653 52.393389,4.876638 52.393463,4.876586 52.393502,4.876556 52.39358,4.876579 52.393634,4.876643 52.393674,4.876822 52.393708,4.876891 52.393754,4.87692 52.393809,4.877041 52.393874,4.87713 52.393887,4.877218 52.393873,4.877283 52.393837,4.879518 52.395005,4.879606 52.395019,4.879694 52.395005,4.879764 52.394964,4.879788 52.39491,4.87977 52.394867,4.880204 52.394553,4.880299 52.39454,4.880364 52.394501,4.880392 52.394444))";"POLYGON((52.394444 4.880392,52.39439 4.880369,52.394311 4.880218,52.394154 4.880019,52.394129 4.87994,52.394037 4.879772,52.394024 4.879703,52.393892 4.879448,52.393872 4.879439,52.393825 4.879346,52.393764 4.879273,52.393748 4.879191,52.393723 4.87918,52.393684 4.879116,52.393653 4.879024,52.393438 4.878623,52.393391 4.878524,52.393377 4.878451,52.393308 4.878321,52.393291 4.878229,52.3933 4.878174,52.393271 4.878044,52.393285 4.877956,52.393324 4.877891,52.393378 4.877867,52.393545 4.877955,52.393607 4.878063,52.393646 4.878089,52.393686 4.878153,52.393918 4.878618,52.393928 4.878666,52.394024 4.878817,52.394328 4.879411,52.39434 4.879471,52.394359 4.87948,52.394457 4.879656,52.394471 4.87973,52.3945 4.879784,52.394708 4.879497,52.393716 4.877594,52.393666 4.877669,52.393612 4.877694,52.393511 4.877672,52.393476 4.877621,52.393449 4.877509,52.393369 4.877348,52.39331 4.877277,52.393258 4.877251,52.393218 4.877187,52.393201 4.877095,52.393215 4.877006,52.393294 4.876896,52.39332 4.876764,52.393389 4.876653,52.393463 4.876638,52.393502 4.876586,52.39358 4.876556,52.393634 4.876579,52.393674 4.876643,52.393708 4.876822,52.393754 4.876891,52.393809 4.87692,52.393874 4.877041,52.393887 4.87713,52.393873 4.877218,52.393837 4.877283,52.395005 4.879518,52.395019 4.879606,52.395005 4.879694,52.394964 4.879764,52.39491 4.879788,52.394867 4.87977,52.394553 4.880204,52.39454 4.880299,52.394501 4.880364,52.394444 4.880392))";4.878479;52.394103;
17;"KOUDE WIJK";"IN BEDRIJF";"POLYGON((4.882356 52.392778,4.882333 52.392724,4.882296 52.392696,4.880696 52.391869,4.880608 52.391854,4.88052 52.391869,4.880431 52.391923,4.880407 52.391977,4.88043 52.392031,4.880668 52.392146,4.880598 52.392194,4.880574 52.392248,4.880597 52.392302,4.881099 52.392571,4.881143 52.392612,4.881249 52.392648,4.881778 52.392922,4.881791 52.392955,4.881909 52.393022,4.882022 52.393047,4.88211 52.393033,4.882158 52.393009,4.882235 52.392951,4.882356 52.392778))";"POLYGON((52.392778 4.882356,52.392724 4.882333,52.392696 4.882296,52.391869 4.880696,52.391854 4.880608,52.391869 4.88052,52.391923 4.880431,52.391977 4.880407,52.392031 4.88043,52.392146 4.880668,52.392194 4.880598,52.392248 4.880574,52.392302 4.880597,52.392571 4.881099,52.392612 4.881143,52.392648 4.881249,52.392922 4.881778,52.392955 4.881791,52.393022 4.881909,52.393047 4.882022,52.393033 4.88211,52.393009 4.882158,52.392951 4.882235,52.392778 4.882356))";4.8813865;52.3924435;
