OBJECTNUMMER;plein_park;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"Park";"POLYGON((4.807952 52.382621,4.810798 52.383123,4.811609 52.383217,4.811874 52.383217,4.811936 52.38315,4.811939 52.38312,4.811931 52.383061,4.811908 52.383003,4.811934 52.382965,4.811942 52.382923,4.81193 52.382883,4.811901 52.382846,4.81194 52.382789,4.811926 52.382627,4.811959 52.382603,4.811944 52.382549,4.811945 52.382461,4.811907 52.382401,4.811873 52.382298,4.811836 52.382229,4.811741 52.382188,4.811568 52.382194,4.811546 52.3822,4.811507 52.38208,4.811621 52.382079,4.811829 52.382095,4.811892 52.382077,4.811924 52.382038,4.811935 52.381952,4.811887 52.381842,4.811917 52.381761,4.811916 52.38172,4.811897 52.381679,4.811848 52.381639,4.811898 52.381491,4.811899 52.381452,4.81186 52.381422,4.811797 52.381403,4.811588 52.381406,4.811583 52.381366,4.81161 52.381309,4.811671 52.381269,4.811757 52.381311,4.811817 52.381321,4.811911 52.381313,4.811958 52.381296,4.812023 52.381152,4.812003 52.380887,4.811982 52.380786,4.809291 52.38074,4.808554 52.380607,4.808153 52.3806,4.808118 52.380609,4.808095 52.380644,4.808016 52.38246,4.808006 52.382504,4.807952 52.382621))";"POLYGON((52.382621 4.807952,52.383123 4.810798,52.383217 4.811609,52.383217 4.811874,52.38315 4.811936,52.38312 4.811939,52.383061 4.811931,52.383003 4.811908,52.382965 4.811934,52.382923 4.811942,52.382883 4.81193,52.382846 4.811901,52.382789 4.81194,52.382627 4.811926,52.382603 4.811959,52.382549 4.811944,52.382461 4.811945,52.382401 4.811907,52.382298 4.811873,52.382229 4.811836,52.382188 4.811741,52.382194 4.811568,52.3822 4.811546,52.38208 4.811507,52.382079 4.811621,52.382095 4.811829,52.382077 4.811892,52.382038 4.811924,52.381952 4.811935,52.381842 4.811887,52.381761 4.811917,52.38172 4.811916,52.381679 4.811897,52.381639 4.811848,52.381491 4.811898,52.381452 4.811899,52.381422 4.81186,52.381403 4.811797,52.381406 4.811588,52.381366 4.811583,52.381309 4.81161,52.381269 4.811671,52.381311 4.811757,52.381321 4.811817,52.381313 4.811911,52.381296 4.811958,52.381152 4.812023,52.380887 4.812003,52.380786 4.811982,52.38074 4.809291,52.380607 4.808554,52.3806 4.808153,52.380609 4.808118,52.380644 4.808095,52.38246 4.808016,52.382504 4.808006,52.382621 4.807952))";4.8099925;52.3819015;
2;"Park";"MULTIPOLYGON(((4.808143 52.374654,4.807909 52.374677,4.8079 52.374648,4.807051 52.374732,4.807524 52.376384,4.80655 52.376482,4.806766 52.377288,4.806722 52.378063,4.807835 52.377958,4.80898 52.377833,4.808927 52.377836,4.808877 52.377793,4.80883 52.377718,4.808054 52.374798,4.80805 52.374759,4.808076 52.374701,4.8081 52.374666,4.808147 52.374667,4.808143 52.374654)),((4.809019 52.377989,4.807884 52.378107,4.807853 52.378811,4.807414 52.378804,4.807404 52.379063,4.808005 52.379075,4.808044 52.378284,4.808599 52.378295,4.808651 52.378356,4.808576 52.379988,4.807365 52.379973,4.807358 52.380218,4.808996 52.380243,4.809056 52.380236,4.8091 52.380222,4.809166 52.380175,4.809192 52.38012,4.80923 52.379258,4.80894 52.378134,4.808943 52.378045,4.808976 52.378,4.809021 52.377996,4.809019 52.377989)),((4.805869 52.372662,4.806436 52.374668,4.8081 52.374505,4.808098 52.374496,4.808053 52.374501,4.807993 52.374454,4.807956 52.37441,4.807482 52.372598,4.807452 52.372564,4.807413 52.372537,4.807312 52.372522,4.805869 52.372662)))";"MULTIPOLYGON(((52.374654 4.808143,52.374677 4.807909,52.374648 4.8079,52.374732 4.807051,52.376384 4.807524,52.376482 4.80655,52.377288 4.806766,52.378063 4.806722,52.377958 4.807835,52.377833 4.80898,52.377836 4.808927,52.377793 4.808877,52.377718 4.80883,52.374798 4.808054,52.374759 4.80805,52.374701 4.808076,52.374666 4.8081,52.374667 4.808147,52.374654 4.808143)),((52.377989 4.809019,52.378107 4.807884,52.378811 4.807853,52.378804 4.807414,52.379063 4.807404,52.379075 4.808005,52.378284 4.808044,52.378295 4.808599,52.378356 4.808651,52.379988 4.808576,52.379973 4.807365,52.380218 4.807358,52.380243 4.808996,52.380236 4.809056,52.380222 4.8091,52.380175 4.809166,52.38012 4.809192,52.379258 4.80923,52.378134 4.80894,52.378045 4.808943,52.378 4.808976,52.377996 4.809021,52.377989 4.809019)),((52.372662 4.805869,52.374668 4.806436,52.374505 4.8081,52.374496 4.808098,52.374501 4.808053,52.374454 4.807993,52.37441 4.807956,52.372598 4.807482,52.372564 4.807452,52.372537 4.807413,52.372522 4.807312,52.372662 4.805869)))";4.8075545;52.3763755;
3;"Park";"POLYGON((4.818832 52.354458,4.819093 52.353999,4.82014 52.352012,4.820144 52.351966,4.820105 52.351917,4.820058 52.351883,4.819987 52.351859,4.819552 52.351847,4.817774 52.351828,4.81775 52.352161,4.818181 52.352164,4.818184 52.352236,4.817722 52.353063,4.817795 52.353083,4.817673 52.353286,4.817443 52.353242,4.817331 52.353447,4.817264 52.353467,4.816363 52.355168,4.816446 52.355184,4.816503 52.355187,4.816444 52.355297,4.818189 52.355649,4.818788 52.354542,4.818812 52.354544,4.818793 52.354532,4.818832 52.354458))";"POLYGON((52.354458 4.818832,52.353999 4.819093,52.352012 4.82014,52.351966 4.820144,52.351917 4.820105,52.351883 4.820058,52.351859 4.819987,52.351847 4.819552,52.351828 4.817774,52.352161 4.81775,52.352164 4.818181,52.352236 4.818184,52.353063 4.817722,52.353083 4.817795,52.353286 4.817673,52.353242 4.817443,52.353447 4.817331,52.353467 4.817264,52.355168 4.816363,52.355184 4.816446,52.355187 4.816503,52.355297 4.816444,52.355649 4.818189,52.354542 4.818788,52.354544 4.818812,52.354532 4.818793,52.354458 4.818832))";4.8182585;52.3537315;
4;"Park";"POLYGON((4.826789 52.379053,4.826808 52.379012,4.826855 52.378994,4.829055 52.378646,4.829141 52.3786,4.829286 52.378584,4.829394 52.378593,4.829447 52.378585,4.829513 52.378561,4.829559 52.378533,4.829606 52.378528,4.829679 52.378548,4.8299 52.378514,4.829931 52.378481,4.829984 52.378474,4.830097 52.378483,4.83015 52.378475,4.830284 52.378423,4.83033 52.378427,4.830369 52.37844,4.832013 52.378186,4.832038 52.378159,4.832091 52.378146,4.832264 52.378146,4.832353 52.378132,4.83241 52.378091,4.832524 52.378076,4.83265 52.378086,4.832871 52.378051,4.832909 52.378021,4.832962 52.378005,4.833066 52.378021,4.836335 52.377509,4.835967 52.3766,4.835307 52.376705,4.835327 52.376806,4.835294 52.3769,4.835244 52.376948,4.835182 52.376986,4.835091 52.377018,4.835013 52.377032,4.834923 52.37704,4.834834 52.377033,4.834697 52.376996,4.834609 52.376918,4.834544 52.376826,4.825961 52.378171,4.826015 52.378322,4.826052 52.378387,4.826359 52.379118,4.826789 52.379053))";"POLYGON((52.379053 4.826789,52.379012 4.826808,52.378994 4.826855,52.378646 4.829055,52.3786 4.829141,52.378584 4.829286,52.378593 4.829394,52.378585 4.829447,52.378561 4.829513,52.378533 4.829559,52.378528 4.829606,52.378548 4.829679,52.378514 4.8299,52.378481 4.829931,52.378474 4.829984,52.378483 4.830097,52.378475 4.83015,52.378423 4.830284,52.378427 4.83033,52.37844 4.830369,52.378186 4.832013,52.378159 4.832038,52.378146 4.832091,52.378146 4.832264,52.378132 4.832353,52.378091 4.83241,52.378076 4.832524,52.378086 4.83265,52.378051 4.832871,52.378021 4.832909,52.378005 4.832962,52.378021 4.833066,52.377509 4.836335,52.3766 4.835967,52.376705 4.835307,52.376806 4.835327,52.3769 4.835294,52.376948 4.835244,52.376986 4.835182,52.377018 4.835091,52.377032 4.835013,52.37704 4.834923,52.377033 4.834834,52.376996 4.834697,52.376918 4.834609,52.376826 4.834544,52.378171 4.825961,52.378322 4.826015,52.378387 4.826052,52.379118 4.826359,52.379053 4.826789))";4.831153;52.377852;
5;"Park";"MULTIPOLYGON(((4.844743 52.33116,4.844763 52.331217,4.84518 52.33165,4.845162 52.331672,4.845018 52.331708,4.844862 52.331717,4.84485 52.33177,4.845238 52.331947,4.84573 52.332139,4.846266 52.332225,4.846409 52.332264,4.846511 52.332314,4.846575 52.332358,4.846702 52.332521,4.846986 52.332727,4.846937 52.332861,4.847268 52.333045,4.847589 52.333071,4.847848 52.333126,4.847881 52.333115,4.847935 52.333216,4.847958 52.333226,4.847983 52.333215,4.847967 52.333152,4.847977 52.333126,4.847999 52.333114,4.848119 52.333091,4.847995 52.332856,4.847983 52.332797,4.848049 52.33277,4.848174 52.332762,4.848449 52.33269,4.848665 52.332643,4.849059 52.332576,4.84933 52.332542,4.850309 52.332507,4.853488 52.332349,4.853574 52.33233,4.853612 52.332308,4.853846 52.331983,4.853722 52.331939,4.853658 52.331938,4.853623 52.331905,4.853535 52.331884,4.853135 52.331852,4.852884 52.331858,4.85273 52.33187,4.852246 52.331925,4.852097 52.331925,4.851598 52.331873,4.851351 52.331855,4.850655 52.331866,4.848926 52.331922,4.848717 52.331978,4.848468 52.331996,4.848252 52.332033,4.848185 52.332053,4.848163 52.332079,4.848164 52.332107,4.848188 52.332161,4.848281 52.332301,4.84819 52.332311,4.848152 52.33228,4.848093 52.33227,4.847597 52.332323,4.847548 52.33232,4.847333 52.332161,4.847816 52.331752,4.847878 52.331716,4.849906 52.330956,4.849999 52.331029,4.850268 52.330833,4.850584 52.330477,4.849304 52.330524,4.849791 52.330866,4.849803 52.330895,4.84979 52.330912,4.847773 52.331674,4.8474 52.331989,4.847398 52.332014,4.847424 52.332031,4.847294 52.332133,4.846686 52.331689,4.84662 52.33166,4.846139 52.331522,4.8461 52.331494,4.846078 52.331461,4.846078 52.331423,4.846096 52.331386,4.846355 52.331042,4.846348 52.330983,4.846322 52.330953,4.846 52.330766,4.845838 52.330712,4.845649 52.330689,4.84551 52.330685,4.845321 52.330694,4.845327 52.330526,4.84541 52.330537,4.84567 52.33054,4.846026 52.330619,4.846124 52.330654,4.846211 52.330696,4.846432 52.330833,4.846495 52.330863,4.846568 52.330887,4.846731 52.330854,4.846777 52.330837,4.846948 52.330661,4.846976 52.330645,4.847019 52.330637,4.847403 52.330649,4.84748 52.330685,4.847842 52.330731,4.84854 52.330554,4.847988 52.330567,4.847959 52.33055,4.847679 52.33017,4.847639 52.330076,4.847564 52.330047,4.846361 52.329863,4.845274 52.329688,4.845218 52.32969,4.844936 52.32981,4.845071 52.330019,4.845134 52.330143,4.845159 52.330227,4.845182 52.330486,4.845219 52.330512,4.845258 52.330519,4.84525 52.330696,4.845186 52.330701,4.845138 52.330714,4.845097 52.330737,4.844961 52.330854,4.844802 52.331013,4.844763 52.331067,4.844746 52.331104,4.844743 52.33116)),((4.843974 52.330323,4.843891 52.330356,4.84389 52.330333,4.843851 52.330261,4.843953 52.330218,4.84372 52.330172,4.843749 52.330235,4.843738 52.330277,4.843578 52.330456,4.843556 52.330554,4.843523 52.330602,4.84338 52.330756,4.843272 52.330847,4.843241 52.330887,4.843213 52.330991,4.843223 52.331002,4.843289 52.330991,4.843503 52.330771,4.843722 52.330857,4.843498 52.331072,4.84343 52.331045,4.843324 52.331057,4.843135 52.331231,4.843219 52.331264,4.84325 52.331234,4.843323 52.331263,4.84329 52.331294,4.843366 52.331323,4.843417 52.331274,4.843472 52.331296,4.84342 52.331345,4.843502 52.331378,4.843567 52.331317,4.843623 52.33134,4.843559 52.3314,4.843645 52.331435,4.843721 52.331362,4.843791 52.331388,4.843843 52.331338,4.843908 52.331364,4.844366 52.330926,4.844301 52.330902,4.844738 52.330482,4.844621 52.330438,4.844212 52.330569,4.84409 52.33043,4.844629 52.33026,4.844821 52.330289,4.844744 52.330168,4.844646 52.330199,4.844618 52.330165,4.844714 52.330134,4.844684 52.330095,4.843974 52.330323)),((4.844286 52.330084,4.844164 52.330134,4.84412 52.330172,4.84396 52.330262,4.843947 52.330278,4.844093 52.330214,4.844248 52.330123,4.844286 52.330084)),((4.8466 52.331382,4.846659 52.331288,4.846985 52.331025,4.846985 52.331008,4.846969 52.330999,4.846903 52.331004,4.846876 52.331021,4.846558 52.331319,4.846532 52.331365,4.846555 52.331382,4.84658 52.331388,4.8466 52.331382)),((4.846849 52.331539,4.846873 52.331549,4.846901 52.331592,4.846926 52.331608,4.846957 52.331608,4.846985 52.331599,4.847171 52.331453,4.847522 52.331089,4.84761 52.331015,4.847635 52.330978,4.847604 52.330965,4.847534 52.330965,4.847465 52.330974,4.847391 52.330999,4.847338 52.331033,4.847267 52.331083,4.847207 52.331162,4.847139 52.33123,4.846832 52.331514,4.846849 52.331539)),((4.848285 52.330979,4.848332 52.330939,4.848355 52.330891,4.848332 52.330874,4.848295 52.330898,4.848252 52.330883,4.848143 52.330962,4.848073 52.330951,4.84802 52.33095,4.847952 52.330997,4.8473 52.331622,4.847319 52.331645,4.847277 52.331738,4.847241 52.33175,4.847165 52.331748,4.847162 52.331769,4.847258 52.331862,4.847295 52.331884,4.847313 52.331883,4.847346 52.331859,4.847748 52.331477,4.847804 52.331435,4.847876 52.331341,4.847924 52.331322,4.84796 52.331296,4.847978 52.331262,4.848285 52.330979)),((4.847994 52.331775,4.847965 52.331789,4.847965 52.331798,4.847709 52.332016,4.847641 52.332057,4.84761 52.332103,4.847609 52.332119,4.847626 52.332129,4.847649 52.332131,4.847665 52.332118,4.848025 52.331821,4.848036 52.331797,4.84802 52.331779,4.847994 52.331775)),((4.848289 52.331866,4.848333 52.331872,4.848424 52.331852,4.848673 52.331616,4.848737 52.331569,4.848714 52.33155,4.848634 52.33157,4.848549 52.331617,4.848453 52.331651,4.84842 52.331686,4.848366 52.331714,4.848259 52.331828,4.848254 52.331845,4.848289 52.331866)),((4.848539 52.331212,4.848566 52.331179,4.848613 52.331153,4.848634 52.331124,4.848887 52.330894,4.848913 52.330853,4.848868 52.330835,4.848737 52.33093,4.848402 52.331235,4.8484 52.331284,4.848431 52.331294,4.848463 52.331285,4.848518 52.331246,4.848539 52.331212)),((4.848988 52.331781,4.849009 52.331747,4.849107 52.331763,4.849166 52.331731,4.849174 52.331693,4.849456 52.33142,4.849479 52.331376,4.849522 52.33135,4.849532 52.331304,4.849455 52.331287,4.849424 52.33129,4.84935 52.33132,4.849315 52.331326,4.849207 52.331386,4.849138 52.331442,4.848981 52.331607,4.848915 52.331659,4.848873 52.331712,4.848881 52.331776,4.848897 52.331792,4.84895 52.331807,4.848988 52.331781)),((4.852502 52.330413,4.853663 52.330773,4.853708 52.330718,4.853877 52.330753,4.853821 52.330822,4.854031 52.330885,4.854286 52.330935,4.854519 52.330961,4.855522 52.330945,4.855492 52.331796,4.855871 52.330726,4.855914 52.330661,4.856034 52.330313,4.85593 52.3303,4.855924 52.330318,4.854943 52.330339,4.852502 52.330413)))";"MULTIPOLYGON(((52.33116 4.844743,52.331217 4.844763,52.33165 4.84518,52.331672 4.845162,52.331708 4.845018,52.331717 4.844862,52.33177 4.84485,52.331947 4.845238,52.332139 4.84573,52.332225 4.846266,52.332264 4.846409,52.332314 4.846511,52.332358 4.846575,52.332521 4.846702,52.332727 4.846986,52.332861 4.846937,52.333045 4.847268,52.333071 4.847589,52.333126 4.847848,52.333115 4.847881,52.333216 4.847935,52.333226 4.847958,52.333215 4.847983,52.333152 4.847967,52.333126 4.847977,52.333114 4.847999,52.333091 4.848119,52.332856 4.847995,52.332797 4.847983,52.33277 4.848049,52.332762 4.848174,52.33269 4.848449,52.332643 4.848665,52.332576 4.849059,52.332542 4.84933,52.332507 4.850309,52.332349 4.853488,52.33233 4.853574,52.332308 4.853612,52.331983 4.853846,52.331939 4.853722,52.331938 4.853658,52.331905 4.853623,52.331884 4.853535,52.331852 4.853135,52.331858 4.852884,52.33187 4.85273,52.331925 4.852246,52.331925 4.852097,52.331873 4.851598,52.331855 4.851351,52.331866 4.850655,52.331922 4.848926,52.331978 4.848717,52.331996 4.848468,52.332033 4.848252,52.332053 4.848185,52.332079 4.848163,52.332107 4.848164,52.332161 4.848188,52.332301 4.848281,52.332311 4.84819,52.33228 4.848152,52.33227 4.848093,52.332323 4.847597,52.33232 4.847548,52.332161 4.847333,52.331752 4.847816,52.331716 4.847878,52.330956 4.849906,52.331029 4.849999,52.330833 4.850268,52.330477 4.850584,52.330524 4.849304,52.330866 4.849791,52.330895 4.849803,52.330912 4.84979,52.331674 4.847773,52.331989 4.8474,52.332014 4.847398,52.332031 4.847424,52.332133 4.847294,52.331689 4.846686,52.33166 4.84662,52.331522 4.846139,52.331494 4.8461,52.331461 4.846078,52.331423 4.846078,52.331386 4.846096,52.331042 4.846355,52.330983 4.846348,52.330953 4.846322,52.330766 4.846,52.330712 4.845838,52.330689 4.845649,52.330685 4.84551,52.330694 4.845321,52.330526 4.845327,52.330537 4.84541,52.33054 4.84567,52.330619 4.846026,52.330654 4.846124,52.330696 4.846211,52.330833 4.846432,52.330863 4.846495,52.330887 4.846568,52.330854 4.846731,52.330837 4.846777,52.330661 4.846948,52.330645 4.846976,52.330637 4.847019,52.330649 4.847403,52.330685 4.84748,52.330731 4.847842,52.330554 4.84854,52.330567 4.847988,52.33055 4.847959,52.33017 4.847679,52.330076 4.847639,52.330047 4.847564,52.329863 4.846361,52.329688 4.845274,52.32969 4.845218,52.32981 4.844936,52.330019 4.845071,52.330143 4.845134,52.330227 4.845159,52.330486 4.845182,52.330512 4.845219,52.330519 4.845258,52.330696 4.84525,52.330701 4.845186,52.330714 4.845138,52.330737 4.845097,52.330854 4.844961,52.331013 4.844802,52.331067 4.844763,52.331104 4.844746,52.33116 4.844743)),((52.330323 4.843974,52.330356 4.843891,52.330333 4.84389,52.330261 4.843851,52.330218 4.843953,52.330172 4.84372,52.330235 4.843749,52.330277 4.843738,52.330456 4.843578,52.330554 4.843556,52.330602 4.843523,52.330756 4.84338,52.330847 4.843272,52.330887 4.843241,52.330991 4.843213,52.331002 4.843223,52.330991 4.843289,52.330771 4.843503,52.330857 4.843722,52.331072 4.843498,52.331045 4.84343,52.331057 4.843324,52.331231 4.843135,52.331264 4.843219,52.331234 4.84325,52.331263 4.843323,52.331294 4.84329,52.331323 4.843366,52.331274 4.843417,52.331296 4.843472,52.331345 4.84342,52.331378 4.843502,52.331317 4.843567,52.33134 4.843623,52.3314 4.843559,52.331435 4.843645,52.331362 4.843721,52.331388 4.843791,52.331338 4.843843,52.331364 4.843908,52.330926 4.844366,52.330902 4.844301,52.330482 4.844738,52.330438 4.844621,52.330569 4.844212,52.33043 4.84409,52.33026 4.844629,52.330289 4.844821,52.330168 4.844744,52.330199 4.844646,52.330165 4.844618,52.330134 4.844714,52.330095 4.844684,52.330323 4.843974)),((52.330084 4.844286,52.330134 4.844164,52.330172 4.84412,52.330262 4.84396,52.330278 4.843947,52.330214 4.844093,52.330123 4.844248,52.330084 4.844286)),((52.331382 4.8466,52.331288 4.846659,52.331025 4.846985,52.331008 4.846985,52.330999 4.846969,52.331004 4.846903,52.331021 4.846876,52.331319 4.846558,52.331365 4.846532,52.331382 4.846555,52.331388 4.84658,52.331382 4.8466)),((52.331539 4.846849,52.331549 4.846873,52.331592 4.846901,52.331608 4.846926,52.331608 4.846957,52.331599 4.846985,52.331453 4.847171,52.331089 4.847522,52.331015 4.84761,52.330978 4.847635,52.330965 4.847604,52.330965 4.847534,52.330974 4.847465,52.330999 4.847391,52.331033 4.847338,52.331083 4.847267,52.331162 4.847207,52.33123 4.847139,52.331514 4.846832,52.331539 4.846849)),((52.330979 4.848285,52.330939 4.848332,52.330891 4.848355,52.330874 4.848332,52.330898 4.848295,52.330883 4.848252,52.330962 4.848143,52.330951 4.848073,52.33095 4.84802,52.330997 4.847952,52.331622 4.8473,52.331645 4.847319,52.331738 4.847277,52.33175 4.847241,52.331748 4.847165,52.331769 4.847162,52.331862 4.847258,52.331884 4.847295,52.331883 4.847313,52.331859 4.847346,52.331477 4.847748,52.331435 4.847804,52.331341 4.847876,52.331322 4.847924,52.331296 4.84796,52.331262 4.847978,52.330979 4.848285)),((52.331775 4.847994,52.331789 4.847965,52.331798 4.847965,52.332016 4.847709,52.332057 4.847641,52.332103 4.84761,52.332119 4.847609,52.332129 4.847626,52.332131 4.847649,52.332118 4.847665,52.331821 4.848025,52.331797 4.848036,52.331779 4.84802,52.331775 4.847994)),((52.331866 4.848289,52.331872 4.848333,52.331852 4.848424,52.331616 4.848673,52.331569 4.848737,52.33155 4.848714,52.33157 4.848634,52.331617 4.848549,52.331651 4.848453,52.331686 4.84842,52.331714 4.848366,52.331828 4.848259,52.331845 4.848254,52.331866 4.848289)),((52.331212 4.848539,52.331179 4.848566,52.331153 4.848613,52.331124 4.848634,52.330894 4.848887,52.330853 4.848913,52.330835 4.848868,52.33093 4.848737,52.331235 4.848402,52.331284 4.8484,52.331294 4.848431,52.331285 4.848463,52.331246 4.848518,52.331212 4.848539)),((52.331781 4.848988,52.331747 4.849009,52.331763 4.849107,52.331731 4.849166,52.331693 4.849174,52.33142 4.849456,52.331376 4.849479,52.33135 4.849522,52.331304 4.849532,52.331287 4.849455,52.33129 4.849424,52.33132 4.84935,52.331326 4.849315,52.331386 4.849207,52.331442 4.849138,52.331607 4.848981,52.331659 4.848915,52.331712 4.848873,52.331776 4.848881,52.331792 4.848897,52.331807 4.84895,52.331781 4.848988)),((52.330413 4.852502,52.330773 4.853663,52.330718 4.853708,52.330753 4.853877,52.330822 4.853821,52.330885 4.854031,52.330935 4.854286,52.330961 4.854519,52.330945 4.855522,52.331796 4.855492,52.330726 4.855871,52.330661 4.855914,52.330313 4.856034,52.3303 4.85593,52.330318 4.855924,52.330339 4.854943,52.330413 4.852502)))";4.8495895;52.33145;
6;"Park";"POLYGON((4.85337 52.333762,4.852918 52.333775,4.852859 52.333786,4.852793 52.333817,4.852762 52.333845,4.852724 52.33391,4.852559 52.33509,4.852581 52.335112,4.85266 52.335116,4.852662 52.335155,4.852741 52.335185,4.852832 52.335184,4.852897 52.335167,4.852928 52.335151,4.852976 52.335096,4.853009 52.334999,4.85318 52.334793,4.853247 52.334747,4.853514 52.334614,4.85372 52.334465,4.853885 52.334394,4.853907 52.334377,4.853925 52.334346,4.853935 52.334282,4.853896 52.334177,4.853905 52.334151,4.853932 52.334126,4.854377 52.333878,4.85432 52.333856,4.854477 52.333732,4.85337 52.333762))";"POLYGON((52.333762 4.85337,52.333775 4.852918,52.333786 4.852859,52.333817 4.852793,52.333845 4.852762,52.33391 4.852724,52.33509 4.852559,52.335112 4.852581,52.335116 4.85266,52.335155 4.852662,52.335185 4.852741,52.335184 4.852832,52.335167 4.852897,52.335151 4.852928,52.335096 4.852976,52.334999 4.853009,52.334793 4.85318,52.334747 4.853247,52.334614 4.853514,52.334465 4.85372,52.334394 4.853885,52.334377 4.853907,52.334346 4.853925,52.334282 4.853935,52.334177 4.853896,52.334151 4.853905,52.334126 4.853932,52.333878 4.854377,52.333856 4.85432,52.333732 4.854477,52.333762 4.85337))";4.853523;52.3344515;
7;"Park";"MULTIPOLYGON(((4.850501 52.344526,4.850525 52.344512,4.850551 52.344416,4.850827 52.343779,4.85087 52.343612,4.850871 52.343497,4.85084 52.343407,4.850747 52.343329,4.850309 52.343199,4.849824 52.343086,4.849647 52.343073,4.849579 52.343081,4.849544 52.343095,4.849513 52.343132,4.8495 52.343172,4.849518 52.343306,4.849761 52.343984,4.850006 52.344452,4.850186 52.344702,4.850224 52.344733,4.850269 52.344753,4.85034 52.344757,4.850399 52.344722,4.850501 52.344526)),((4.850608 52.344996,4.850457 52.344966,4.850394 52.344966,4.850361 52.344975,4.850316 52.345004,4.850283 52.345037,4.850271 52.345087,4.850931 52.34655,4.851181 52.34645,4.851251 52.346429,4.851434 52.346411,4.851494 52.346413,4.851564 52.346434,4.851699 52.34652,4.851743 52.346582,4.851877 52.346556,4.851663 52.346377,4.85147 52.346183,4.851271 52.34593,4.851161 52.345774,4.851081 52.345627,4.850978 52.345397,4.850916 52.345196,4.850878 52.344998,4.850788 52.345021,4.850769 52.345042,4.85077 52.345132,4.850711 52.345132,4.850711 52.345093,4.850639 52.34501,4.850608 52.344996)))";"MULTIPOLYGON(((52.344526 4.850501,52.344512 4.850525,52.344416 4.850551,52.343779 4.850827,52.343612 4.85087,52.343497 4.850871,52.343407 4.85084,52.343329 4.850747,52.343199 4.850309,52.343086 4.849824,52.343073 4.849647,52.343081 4.849579,52.343095 4.849544,52.343132 4.849513,52.343172 4.8495,52.343306 4.849518,52.343984 4.849761,52.344452 4.850006,52.344702 4.850186,52.344733 4.850224,52.344753 4.850269,52.344757 4.85034,52.344722 4.850399,52.344526 4.850501)),((52.344996 4.850608,52.344966 4.850457,52.344966 4.850394,52.344975 4.850361,52.345004 4.850316,52.345037 4.850283,52.345087 4.850271,52.34655 4.850931,52.34645 4.851181,52.346429 4.851251,52.346411 4.851434,52.346413 4.851494,52.346434 4.851564,52.34652 4.851699,52.346582 4.851743,52.346556 4.851877,52.346377 4.851663,52.346183 4.85147,52.34593 4.851271,52.345774 4.851161,52.345627 4.851081,52.345397 4.850978,52.345196 4.850916,52.344998 4.850878,52.345021 4.850788,52.345042 4.850769,52.345132 4.85077,52.345132 4.850711,52.345093 4.850711,52.34501 4.850639,52.344996 4.850608)))";4.8506935;52.3448205;
