OBJECTNUMMER;Naam_gebied;Status;Aanwijzing;Pdf;Weblink_1;Weblink_2;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
2;"Van Eesteren Museum";"Gemeentelijk beschermd stadsgezicht";"10-6-2008";"http://www.mapsbma.nl/CHV/PDF/pdf%20beschermde%20stadsgezichten/Toelichting_aanwijzing_VanEesterenMuseum_BMA.pdf";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/monumenten-0/wet-regelgeving/beschermde-stads-0/";"";"G_STAD";"POLYGON((4.82578 52.378083,4.826823 52.380541,4.827275 52.381643,4.827325 52.381975,4.827266 52.382936,4.831968 52.38302,4.832518 52.383023,4.837846 52.382186,4.83546 52.376535,4.82578 52.378083))";"POLYGON((52.378083 4.82578,52.380541 4.826823,52.381643 4.827275,52.381975 4.827325,52.382936 4.827266,52.38302 4.831968,52.383023 4.832518,52.382186 4.837846,52.376535 4.83546,52.378083 4.82578))";4.83181785;52.3797709;
