OBJECTNUMMER;Soort;Plantjaar;Stamdiameter;Hoogte;Beplantingssituatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
17884;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9742358,52.3824927)";"POINT(52.3824927,4.9742358)";4.9742358;52.3824927;
17885;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.974262,52.3844039)";"POINT(52.3844039,4.974262)";4.974262;52.3844039;
17886;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9748561,52.3852774)";"POINT(52.3852774,4.9748561)";4.9748561;52.3852774;
17887;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9748852,52.3843772)";"POINT(52.3843772,4.9748852)";4.9748852;52.3843772;
17888;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9749238,52.3846327)";"POINT(52.3846327,4.9749238)";4.9749238;52.3846327;
17889;"Ulmus hol. `Wredei`";0;"0 - 20 cm";"";"Gras";"POINT(4.9749901,52.3849494)";"POINT(52.3849494,4.9749901)";4.9749901;52.3849494;
17890;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9750898,52.3811576)";"POINT(52.3811576,4.9750898)";4.9750898;52.3811576;
17891;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9752829,52.3807417)";"POINT(52.3807417,4.9752829)";4.9752829;52.3807417;
17892;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.975342,52.3807532)";"POINT(52.3807532,4.975342)";4.975342;52.3807532;
17893;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9755089,52.3818518)";"POINT(52.3818518,4.9755089)";4.9755089;52.3818518;
17894;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9755442,52.3816802)";"POINT(52.3816802,4.9755442)";4.9755442;52.3816802;
17895;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9755471,52.3814513)";"POINT(52.3814513,4.9755471)";4.9755471;52.3814513;
17896;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.975558,52.3824202)";"POINT(52.3824202,4.975558)";4.975558;52.3824202;
17897;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9758532,52.3818251)";"POINT(52.3818251,4.9758532)";4.9758532;52.3818251;
17898;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9758732,52.3798529)";"POINT(52.3798529,4.9758732)";4.9758732;52.3798529;
17899;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.976002,52.3799025)";"POINT(52.3799025,4.976002)";4.976002;52.3799025;
17902;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9767291,52.381478)";"POINT(52.381478,4.9767291)";4.9767291;52.381478;
17903;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9768541,52.3800398)";"POINT(52.3800398,4.9768541)";4.9768541;52.3800398;
17904;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9768689,52.3807723)";"POINT(52.3807723,4.9768689)";4.9768689;52.3807723;
17905;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9769542,52.3806616)";"POINT(52.3806616,4.9769542)";4.9769542;52.3806616;
17906;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9769719,52.3802954)";"POINT(52.3802954,4.9769719)";4.9769719;52.3802954;
17907;"Ulmus";0;"0 - 20 cm";"";"Gras";"POINT(4.9770148,52.3804175)";"POINT(52.3804175,4.9770148)";4.9770148;52.3804175;
17935;"Ulmus x hol. `Belgica`";1880;"50 - 100 cm";"";"Gras";"POINT(4.9955318,52.3904807)";"POINT(52.3904807,4.9955318)";4.9955318;52.3904807;
17936;"Ulmus x hol. `Belgica`";0;"50 - 100 cm";"";"";"POINT(4.9955432,52.3904425)";"POINT(52.3904425,4.9955432)";4.9955432;52.3904425;
17937;"Ulmus x hol. `Belgica`";1880;"50 - 100 cm";"";"Gras";"POINT(4.995578,52.3905837)";"POINT(52.3905837,4.995578)";4.995578;52.3905837;
18009;"Ulmus x hol. `Belgica`";1875;"> 100 cm";"";"Gras";"POINT(5.0528428,52.4141738)";"POINT(52.4141738,5.0528428)";5.0528428;52.4141738;
18010;"Ulmus x hol. `Belgica`";1875;"> 100 cm";"";"Gras";"POINT(5.0528929,52.4141356)";"POINT(52.4141356,5.0528929)";5.0528929;52.4141356;
18013;"Ulmus x hol. `Belgica`";1952;"> 100 cm";"";"Gras";"POINT(5.05423,52.4144599)";"POINT(52.4144599,5.05423)";5.05423;52.4144599;
27112;"ULMMIN";0;"Onbekend";"";"";"POINT(4.9030878,52.3371436)";"POINT(52.3371436,4.9030878)";4.9030878;52.3371436;
27113;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8627059,52.3837897)";"POINT(52.3837897,4.8627059)";4.8627059;52.3837897;
27114;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8627479,52.3837248)";"POINT(52.3837248,4.8627479)";4.8627479;52.3837248;
27115;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8627779,52.3824507)";"POINT(52.3824507,4.8627779)";4.8627779;52.3824507;
27116;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.862695,52.3897254)";"POINT(52.3897254,4.862695)";4.862695;52.3897254;
27117;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.862788,52.38366)";"POINT(52.38366,4.862788)";4.862788;52.38366;
27118;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.862848,52.3823706)";"POINT(52.3823706,4.862848)";4.862848;52.3823706;
27119;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8628409,52.3833968)";"POINT(52.3833968,4.8628409)";4.8628409;52.3833968;
27120;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.862776,52.3896987)";"POINT(52.3896987,4.862776)";4.862776;52.3896987;
27121;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.86287,52.3823783)";"POINT(52.3823783,4.86287)";4.86287;52.3823783;
27122;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8632572,52.3523032)";"POINT(52.3523032,4.8632572)";4.8632572;52.3523032;
27123;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8629048,52.3823859)";"POINT(52.3823859,4.8629048)";4.8629048;52.3823859;
27124;"ULCARPIN";1980;"Onbekend";"12-15 m";"";"POINT(4.862808,52.3905455)";"POINT(52.3905455,4.862808)";4.862808;52.3905455;
27125;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.8628161,52.3906638)";"POINT(52.3906638,4.8628161)";4.8628161;52.3906638;
27126;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8628318,52.3899581)";"POINT(52.3899581,4.8628318)";4.8628318;52.3899581;
27127;"ULCARPIN";1980;"Onbekend";"12-15 m";"";"POINT(4.8628299,52.3906027)";"POINT(52.3906027,4.8628299)";4.8628299;52.3906027;
27128;"ULCARPIN";1980;"Onbekend";"12-15 m";"";"POINT(4.8628371,52.3905112)";"POINT(52.3905112,4.8628371)";4.8628371;52.3905112;
27129;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8629429,52.3823935)";"POINT(52.3823935,4.8629429)";4.8629429;52.3823935;
27130;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8633468,52.3485228)";"POINT(52.3485228,4.8633468)";4.8633468;52.3485228;
27131;"ULCARPIN";1980;"Onbekend";"12-15 m";"";"POINT(4.862869,52.3905341)";"POINT(52.3905341,4.862869)";4.862869;52.3905341;
27132;"ULCARPIN";1980;"Onbekend";"12-15 m";"";"POINT(4.8628881,52.3905074)";"POINT(52.3905074,4.8628881)";4.8628881;52.3905074;
27133;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8629868,52.3824011)";"POINT(52.3824011,4.8629868)";4.8629868;52.3824011;
27134;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8629172,52.3899619)";"POINT(52.3899619,4.8629172)";4.8629172;52.3899619;
27135;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8630249,52.3824126)";"POINT(52.3824126,4.8630249)";4.8630249;52.3824126;
27136;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8630588,52.3831297)";"POINT(52.3831297,4.8630588)";4.8630588;52.3831297;
27137;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8630159,52.3872687)";"POINT(52.3872687,4.8630159)";4.8630159;52.3872687;
27138;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.863075,52.382424)";"POINT(52.382424,4.863075)";4.863075;52.382424;
27139;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8630412,52.3876311)";"POINT(52.3876311,4.8630412)";4.8630412;52.3876311;
27140;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8631232,52.3824355)";"POINT(52.3824355,4.8631232)";4.8631232;52.3824355;
27141;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8630178,52.3914725)";"POINT(52.3914725,4.8630178)";4.8630178;52.3914725;
27142;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8631208,52.382836)";"POINT(52.382836,4.8631208)";4.8631208;52.382836;
27143;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8631232,52.3830878)";"POINT(52.3830878,4.8631232)";4.8631232;52.3830878;
27144;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.863486,52.35241)";"POINT(52.35241,4.863486)";4.863486;52.35241;
27145;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8630569,52.3895651)";"POINT(52.3895651,4.8630569)";4.8630569;52.3895651;
27146;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8631489,52.3824393)";"POINT(52.3824393,4.8631489)";4.8631489;52.3824393;
27147;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.863157,52.3830382)";"POINT(52.3830382,4.863157)";4.863157;52.3830382;
27148;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8630621,52.3914801)";"POINT(52.3914801,4.8630621)";4.8630621;52.3914801;
27149;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8631632,52.3831755)";"POINT(52.3831755,4.8631632)";4.8631632;52.3831755;
27150;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8631728,52.3824469)";"POINT(52.3824469,4.8631728)";4.8631728;52.3824469;
27151;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8631771,52.3830992)";"POINT(52.3830992,4.8631771)";4.8631771;52.3830992;
27152;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8630989,52.3896948)";"POINT(52.3896948,4.8630989)";4.8630989;52.3896948;
27153;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8635862,52.349774)";"POINT(52.349774,4.8635862)";4.8635862;52.349774;
27154;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8631012,52.3914839)";"POINT(52.3914839,4.8631012)";4.8631012;52.3914839;
27155;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8639061,52.3245017)";"POINT(52.3245017,4.8639061)";4.8639061;52.3245017;
27156;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8632228,52.3824584)";"POINT(52.3824584,4.8632228)";4.8632228;52.3824584;
27157;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8632219,52.3829199)";"POINT(52.3829199,4.8632219)";4.8632219;52.3829199;
27158;"ULCARPIN";1985;"Onbekend";"12-15 m";"";"POINT(4.863189,52.3861739)";"POINT(52.3861739,4.863189)";4.863189;52.3861739;
27159;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.863138,52.3914992)";"POINT(52.3914992,4.863138)";4.863138;52.3914992;
27160;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8632462,52.3829924)";"POINT(52.3829924,4.8632462)";4.8632462;52.3829924;
27161;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8632681,52.382466)";"POINT(52.382466,4.8632681)";4.8632681;52.382466;
27162;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.86322,52.3866431)";"POINT(52.3866431,4.86322)";4.86322;52.3866431;
27163;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8631751,52.3914878)";"POINT(52.3914878,4.8631751)";4.8631751;52.3914878;
27164;"ULCARPIN";1965;"Onbekend";"15-18 m";"";"POINT(4.8632028,52.3897215)";"POINT(52.3897215,4.8632028)";4.8632028;52.3897215;
27165;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.863208,52.389569)";"POINT(52.389569,4.863208)";4.863208;52.389569;
27166;"ULHOLLAN";1925;"Onbekend";"15-18 m";"";"POINT(4.8632061,52.3896834)";"POINT(52.3896834,4.8632061)";4.8632061;52.3896834;
27167;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8633091,52.3824736)";"POINT(52.3824736,4.8633091)";4.8633091;52.3824736;
27168;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.86323,52.3896414)";"POINT(52.3896414,4.86323)";4.86323;52.3896414;
27169;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.86324,52.389569)";"POINT(52.389569,4.86324)";4.86324;52.389569;
27170;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.863353,52.3824851)";"POINT(52.3824851,4.863353)";4.863353;52.3824851;
27171;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.863261,52.3915068)";"POINT(52.3915068,4.863261)";4.863261;52.3915068;
27172;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8632872,52.3895728)";"POINT(52.3895728,4.8632872)";4.8632872;52.3895728;
27173;"ULCARPIN";1990;"Onbekend";"12-15 m";"";"POINT(4.8633711,52.3826682)";"POINT(52.3826682,4.8633711)";4.8633711;52.3826682;
27174;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8632939,52.3915068)";"POINT(52.3915068,4.8632939)";4.8632939;52.3915068;
27175;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8633211,52.3895804)";"POINT(52.3895804,4.8633211)";4.8633211;52.3895804;
27176;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8633358,52.3915183)";"POINT(52.3915183,4.8633358)";4.8633358;52.3915183;
27177;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8633602,52.389588)";"POINT(52.389588,4.8633602)";4.8633602;52.389588;
27178;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.8633711,52.3915221)";"POINT(52.3915221,4.8633711)";4.8633711;52.3915221;
27179;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8634221,52.389588)";"POINT(52.389588,4.8634221)";4.8634221;52.389588;
27180;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8634531,52.3895957)";"POINT(52.3895957,4.8634531)";4.8634531;52.3895957;
27181;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8634851,52.3895995)";"POINT(52.3895995,4.8634851)";4.8634851;52.3895995;
27182;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8635232,52.3896033)";"POINT(52.3896033,4.8635232)";4.8635232;52.3896033;
27183;"WN";0;"Onbekend";"";"";"POINT(4.864229,52.3307959)";"POINT(52.3307959,4.864229)";4.864229;52.3307959;
27184;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8635571,52.3896071)";"POINT(52.3896071,4.8635571)";4.8635571;52.3896071;
27185;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8636019,52.3896147)";"POINT(52.3896147,4.8636019)";4.8636019;52.3896147;
27186;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8636291,52.3896147)";"POINT(52.3896147,4.8636291)";4.8636291;52.3896147;
27187;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8640501,52.3553359)";"POINT(52.3553359,4.8640501)";4.8640501;52.3553359;
27188;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8641159,52.3499991)";"POINT(52.3499991,4.8641159)";4.8641159;52.3499991;
27189;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.863682,52.3896224)";"POINT(52.3896224,4.863682)";4.863682;52.3896224;
27190;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8641121,52.3543669)";"POINT(52.3543669,4.8641121)";4.8641121;52.3543669;
27191;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8637402,52.3864409)";"POINT(52.3864409,4.8637402)";4.8637402;52.3864409;
27192;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8637402,52.3896338)";"POINT(52.3896338,4.8637402)";4.8637402;52.3896338;
27193;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8637431,52.3916136)";"POINT(52.3916136,4.8637431)";4.8637431;52.3916136;
27194;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.864012,52.3907324)";"POINT(52.3907324,4.864012)";4.864012;52.3907324;
27195;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8646099,52.3542105)";"POINT(52.3542105,4.8646099)";4.8646099;52.3542105;
27196;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8642189,52.3916098)";"POINT(52.3916098,4.8642189)";4.8642189;52.3916098;
27197;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.864691,52.3539244)";"POINT(52.3539244,4.864691)";4.864691;52.3539244;
27198;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8643019,52.3906828)";"POINT(52.3906828,4.8643019)";4.8643019;52.3906828;
27199;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8644059,52.3898207)";"POINT(52.3898207,4.8644059)";4.8644059;52.3898207;
27200;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8652608,52.3233801)";"POINT(52.3233801,4.8652608)";4.8652608;52.3233801;
27201;"ULCAMPER";2000;"Onbekend";"0-6 m";"";"POINT(4.8645098,52.3902976)";"POINT(52.3902976,4.8645098)";4.8645098;52.3902976;
27202;"ULCAMPER";2000;"Onbekend";"0-6 m";"";"POINT(4.8645589,52.3906752)";"POINT(52.3906752,4.8645589)";4.8645589;52.3906752;
27203;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8646071,52.3897521)";"POINT(52.3897521,4.8646071)";4.8646071;52.3897521;
27204;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8654039,52.3245856)";"POINT(52.3245856,4.8654039)";4.8654039;52.3245856;
27205;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8646438,52.3909613)";"POINT(52.3909613,4.8646438)";4.8646438;52.3909613;
27206;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8647039,52.3897673)";"POINT(52.3897673,4.8647039)";4.8647039;52.3897673;
27207;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8652322,52.3478705)";"POINT(52.3478705,4.8652322)";4.8652322;52.3478705;
27208;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8655441,52.3232237)";"POINT(52.3232237,4.8655441)";4.8655441;52.3232237;
27209;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8647921,52.389775)";"POINT(52.389775,4.8647921)";4.8647921;52.389775;
27210;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8655522,52.3254706)";"POINT(52.3254706,4.8655522)";4.8655522;52.3254706;
27211;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8652828,52.353028)";"POINT(52.353028,4.8652828)";4.8652828;52.353028;
27212;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8648579,52.3897864)";"POINT(52.3897864,4.8648579)";4.8648579;52.3897864;
27213;"ULCAMPER";2000;"Onbekend";"0-6 m";"";"POINT(4.8648808,52.3899085)";"POINT(52.3899085,4.8648808)";4.8648808;52.3899085;
27214;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8649189,52.389794)";"POINT(52.389794,4.8649189)";4.8649189;52.389794;
27215;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.865464,52.3473288)";"POINT(52.3473288,4.865464)";4.865464;52.3473288;
27216;"ULGCAMPE";0;"Onbekend";"";"";"POINT(4.8658249,52.3544318)";"POINT(52.3544318,4.8658249)";4.8658249;52.3544318;
27217;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8664911,52.354386)";"POINT(52.354386,4.8664911)";4.8664911;52.354386;
27218;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8672011,52.3533904)";"POINT(52.3533904,4.8672011)";4.8672011;52.3533904;
27219;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8678639,52.3306052)";"POINT(52.3306052,4.8678639)";4.8678639;52.3306052;
27220;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8676851,52.3510138)";"POINT(52.3510138,4.8676851)";4.8676851;52.3510138;
27221;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.868407,52.3499648)";"POINT(52.3499648,4.868407)";4.868407;52.3499648;
27222;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8686049,52.3511893)";"POINT(52.3511893,4.8686049)";4.8686049;52.3511893;
27223;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8686368,52.3562857)";"POINT(52.3562857,4.8686368)";4.8686368;52.3562857;
27224;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.86884,52.3564345)";"POINT(52.3564345,4.86884)";4.86884;52.3564345;
27225;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8689849,52.3538672)";"POINT(52.3538672,4.8689849)";4.8689849;52.3538672;
27226;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8689969,52.3538138)";"POINT(52.3538138,4.8689969)";4.8689969;52.3538138;
27227;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8691699,52.3500563)";"POINT(52.3500563,4.8691699)";4.8691699;52.3500563;
27228;"ULHOLL";0;"Onbekend";"";"";"POINT(4.8691552,52.3526084)";"POINT(52.3526084,4.8691552)";4.8691552;52.3526084;
27229;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8692248,52.3514067)";"POINT(52.3514067,4.8692248)";4.8692248;52.3514067;
27230;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8695438,52.3483397)";"POINT(52.3483397,4.8695438)";4.8695438;52.3483397;
27231;"ULDODOEN";0;"Onbekend";"";"";"POINT(4.8698199,52.3324668)";"POINT(52.3324668,4.8698199)";4.8698199;52.3324668;
27232;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8697698,52.3566519)";"POINT(52.3566519,4.8697698)";4.8697698;52.3566519;
27233;"ULMINOR";0;"Onbekend";"";"";"POINT(4.87024,52.3265845)";"POINT(52.3265845,4.87024)";4.87024;52.3265845;
27234;"ULMINOR";0;"Onbekend";"";"";"POINT(4.870249,52.3264624)";"POINT(52.3264624,4.870249)";4.870249;52.3264624;
27235;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8700712,52.3547293)";"POINT(52.3547293,4.8700712)";4.8700712;52.3547293;
27236;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8704402,52.3264281)";"POINT(52.3264281,4.8704402)";4.8704402;52.3264281;
27237;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8702872,52.3518416)";"POINT(52.3518416,4.8702872)";4.8702872;52.3518416;
27238;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8699968,52.3939978)";"POINT(52.3939978,4.8699968)";4.8699968;52.3939978;
27239;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8700921,52.3941695)";"POINT(52.3941695,4.8700921)";4.8700921;52.3941695;
27240;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8714902,52.323548)";"POINT(52.323548,4.8714902)";4.8714902;52.323548;
27241;"ULMINOR";0;"Onbekend";"";"";"POINT(4.871444,52.3324782)";"POINT(52.3324782,4.871444)";4.871444;52.3324782;
27242;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8711998,52.3571059)";"POINT(52.3571059,4.8711998)";4.8711998;52.3571059;
27243;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.870981,52.3937689)";"POINT(52.3937689,4.870981)";4.870981;52.3937689;
27244;"ULCARPIN";1995;"Onbekend";"0-6 m";"";"POINT(4.8710391,52.3945777)";"POINT(52.3945777,4.8710391)";4.8710391;52.3945777;
27245;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8710568,52.3937041)";"POINT(52.3937041,4.8710568)";4.8710568;52.3937041;
27246;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8710682,52.3934905)";"POINT(52.3934905,4.8710682)";4.8710682;52.3934905;
27247;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.871072,52.3935324)";"POINT(52.3935324,4.871072)";4.871072;52.3935324;
27248;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8710821,52.3934256)";"POINT(52.3934256,4.8710821)";4.8710821;52.3934256;
27249;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.871505,52.3574034)";"POINT(52.3574034,4.871505)";4.871505;52.3574034;
27250;"WN";0;"Onbekend";"";"";"POINT(4.8718979,52.323857)";"POINT(52.323857,4.8718979)";4.8718979;52.323857;
27251;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8711331,52.3934867)";"POINT(52.3934867,4.8711331)";4.8711331;52.3934867;
27252;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8712008,52.3949286)";"POINT(52.3949286,4.8712008)";4.8712008;52.3949286;
27253;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8720572,52.3243758)";"POINT(52.3243758,4.8720572)";4.8720572;52.3243758;
27254;"ULMINOR";0;"Onbekend";"";"";"POINT(4.872093,52.3243758)";"POINT(52.3243758,4.872093)";4.872093;52.3243758;
27255;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8720162,52.3486525)";"POINT(52.3486525,4.8720162)";4.8720162;52.3486525;
27256;"ULCARPIN";1995;"Onbekend";"0-6 m";"";"POINT(4.8715551,52.3941161)";"POINT(52.3941161,4.8715551)";4.8715551;52.3941161;
27257;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.872113,52.3472907)";"POINT(52.3472907,4.872113)";4.872113;52.3472907;
27258;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8720572,52.3526236)";"POINT(52.3526236,4.8720572)";4.8720572;52.3526236;
27259;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8726389,52.3241583)";"POINT(52.3241583,4.8726389)";4.8726389;52.3241583;
27260;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8727038,52.3262831)";"POINT(52.3262831,4.8727038)";4.8727038;52.3262831;
27261;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8725989,52.3496749)";"POINT(52.3496749,4.8725989)";4.8725989;52.3496749;
27262;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8727,52.3486373)";"POINT(52.3486373,4.8727)";4.8727;52.3486373;
27263;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.872721,52.3485152)";"POINT(52.3485152,4.872721)";4.872721;52.3485152;
