OBJECTNUMMER;Gebied;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"Stationseiland";"MULTIPOLYGON(((4.8950200 52.3797382,4.8950172 52.3797480,4.8950220 52.3797573,4.8950290 52.3797672,4.8950898 52.3798181,4.8950928 52.3798217,4.8950894 52.3798255,4.8955722 52.3802195,4.8961851 52.3808414,4.8964189 52.3810823,4.8964331 52.3810954,4.8964611 52.3811102,4.8964982 52.3811184,4.8965252 52.3811340,4.8968696 52.3814907,4.8974380 52.3819710,4.9057240 52.3786490,4.9032656 52.3762048,4.9030228 52.3764133,4.9030087 52.3764202,4.9029970 52.3764224,4.9029838 52.3764202,4.9029563 52.3764056,4.9028887 52.3764624,4.9026064 52.3767042,4.9023781 52.3769004,4.9024376 52.3769264,4.9023681 52.3770782,4.9023160 52.3770944,4.9019097 52.3771801,4.9018901 52.3771842,4.9018735 52.3771840,4.9018598 52.3771802,4.9018482 52.3771730,4.9018264 52.3771538,4.9017967 52.3771360,4.9017617 52.3771214,4.9017308 52.3771133,4.9016952 52.3771105,4.9013758 52.3770904,4.9013596 52.3770910,4.9011785 52.3771229,4.9010524 52.3771232,4.9010517 52.3771017,4.9009468 52.3770979,4.9008427 52.3770899,4.9007372 52.3770790,4.9006138 52.3770607,4.9005535 52.3770499,4.9004958 52.3770374,4.9003553 52.3770053,4.9002108 52.3769692,4.9000991 52.3769408,4.9000017 52.3769151,4.8999251 52.3768948,4.8996231 52.3768644,4.8991093 52.3768112,4.8990915 52.3768108,4.8990766 52.3768110,4.8990597 52.3768140,4.8990419 52.3768204,4.8988176 52.3769463,4.8986677 52.3770323,4.8985974 52.3770794,4.8985770 52.3771042,4.8985668 52.3771350,4.8985678 52.3771614,4.8985803 52.3771873,4.8986060 52.3772158,4.8986357 52.3772420,4.8989678 52.3774767,4.8989741 52.3774848,4.8989690 52.3774885,4.8989979 52.3775121,4.8987517 52.3776447,4.8987393 52.3776517,4.8987157 52.3776592,4.8986089 52.3777053,4.8977223 52.3784329,4.8976794 52.3784167,4.8976728 52.3784238,4.8973457 52.3786131,4.8968243 52.3788933,4.8965461 52.3790414,4.8962660 52.3791899,4.8957352 52.3794762,4.8956696 52.3795096,4.8954981 52.3796019,4.8954816 52.3796041,4.8954701 52.3796051,4.8952929 52.3795989,4.8952845 52.3795971,4.8952704 52.3795903,4.8952040 52.3796244,4.8951360 52.3796572,4.8950953 52.3796811,4.8950461 52.3797077)),((4.9030040 52.3763560,4.9030040 52.3763560)))";"MULTIPOLYGON(((52.3797382 4.8950200,52.3797480 4.8950172,52.3797573 4.8950220,52.3797672 4.8950290,52.3798181 4.8950898,52.3798217 4.8950928,52.3798255 4.8950894,52.3802195 4.8955722,52.3808414 4.8961851,52.3810823 4.8964189,52.3810954 4.8964331,52.3811102 4.8964611,52.3811184 4.8964982,52.3811340 4.8965252,52.3814907 4.8968696,52.3819710 4.8974380,52.3786490 4.9057240,52.3762048 4.9032656,52.3764133 4.9030228,52.3764202 4.9030087,52.3764224 4.9029970,52.3764202 4.9029838,52.3764056 4.9029563,52.3764624 4.9028887,52.3767042 4.9026064,52.3769004 4.9023781,52.3769264 4.9024376,52.3770782 4.9023681,52.3770944 4.9023160,52.3771801 4.9019097,52.3771842 4.9018901,52.3771840 4.9018735,52.3771802 4.9018598,52.3771730 4.9018482,52.3771538 4.9018264,52.3771360 4.9017967,52.3771214 4.9017617,52.3771133 4.9017308,52.3771105 4.9016952,52.3770904 4.9013758,52.3770910 4.9013596,52.3771229 4.9011785,52.3771232 4.9010524,52.3771017 4.9010517,52.3770979 4.9009468,52.3770899 4.9008427,52.3770790 4.9007372,52.3770607 4.9006138,52.3770499 4.9005535,52.3770374 4.9004958,52.3770053 4.9003553,52.3769692 4.9002108,52.3769408 4.9000991,52.3769151 4.9000017,52.3768948 4.8999251,52.3768644 4.8996231,52.3768112 4.8991093,52.3768108 4.8990915,52.3768110 4.8990766,52.3768140 4.8990597,52.3768204 4.8990419,52.3769463 4.8988176,52.3770323 4.8986677,52.3770794 4.8985974,52.3771042 4.8985770,52.3771350 4.8985668,52.3771614 4.8985678,52.3771873 4.8985803,52.3772158 4.8986060,52.3772420 4.8986357,52.3774767 4.8989678,52.3774848 4.8989741,52.3774885 4.8989690,52.3775121 4.8989979,52.3776447 4.8987517,52.3776517 4.8987393,52.3776592 4.8987157,52.3777053 4.8986089,52.3784329 4.8977223,52.3784167 4.8976794,52.3784238 4.8976728,52.3786131 4.8973457,52.3788933 4.8968243,52.3790414 4.8965461,52.3791899 4.8962660,52.3794762 4.8957352,52.3795096 4.8956696,52.3796019 4.8954981,52.3796041 4.8954816,52.3796051 4.8954701,52.3795989 4.8952929,52.3795971 4.8952845,52.3795903 4.8952704,52.3796244 4.8952040,52.3796572 4.8951360,52.3796811 4.8950953,52.3797077 4.8950461)),((52.3763560 4.9030040,52.3763560 4.9030040)))";4.9003756;52.3790809;
2;"Wallen Nieuwendijk";"POLYGON((4.8952040 52.3796243,4.8952040 52.3796244,4.8951360 52.3796572,4.8950953 52.3796811,4.8950461 52.3797077,4.8950170 52.3797384,4.8950172 52.3797480,4.8950220 52.3797573,4.8950290 52.3797672,4.8950898 52.3798181,4.8950928 52.3798217,4.8950894 52.3798255,4.8955722 52.3802195,4.8961851 52.3808414,4.8959711 52.3809068,4.8953870 52.3803010,4.8948730 52.3805150,4.8948850 52.3805290,4.8948850 52.3805290,4.8948850 52.3805290,4.8943890 52.3807380,4.8937120 52.3801610,4.8933710 52.3803490,4.8932180 52.3804110,4.8932040 52.3804010,4.8931430 52.3804230,4.8930700 52.3803300,4.8928100 52.3800922,4.8927237 52.3799994,4.8927930 52.3799720,4.8931080 52.3797820,4.8940614 52.3792323,4.8940699 52.3792266,4.8938668 52.3790496,4.8938120 52.3790036,4.8936515 52.3788624,4.8939553 52.3787257,4.8939140 52.3786880,4.8914040 52.3764060,4.8911810 52.3761840,4.8896730 52.3748130,4.8893030 52.3744540,4.8892590 52.3743010,4.8889080 52.3734320,4.8888180 52.3731360,4.8902490 52.3730550,4.8903740 52.3724410,4.8914020 52.3726450,4.8921190 52.3726630,4.8927520 52.3726320,4.8931330 52.3725810,4.8936528 52.3724716,4.8940170 52.3723950,4.8955570 52.3718980,4.8955100 52.3718490,4.8959730 52.3716730,4.8960250 52.3717190,4.8970020 52.3713630,4.8970310 52.3713970,4.8985640 52.3709900,4.9005240 52.3704800,4.9001310 52.3704520,4.8999870 52.3702880,4.8997430 52.3700240,4.9000880 52.3699480,4.9000940 52.3699380,4.9000940 52.3699380,4.8997800 52.3696650,4.9000910 52.3694960,4.9002120 52.3694400,4.9004640 52.3693250,4.9008150 52.3691270,4.9011440 52.3694180,4.9011580 52.3694270,4.9011790 52.3694240,4.9021960 52.3689880,4.9023850 52.3689150,4.9035880 52.3684200,4.9039790 52.3686390,4.9039380 52.3686600,4.9038890 52.3686590,4.9033360 52.3688870,4.9026350 52.3691800,4.9024720 52.3692440,4.9024440 52.3692190,4.9019030 52.3694520,4.9016050 52.3695770,4.9015870 52.3696020,4.9015830 52.3696240,4.9016010 52.3696400,4.9018550 52.3697600,4.9018980 52.3697960,4.9019250 52.3697860,4.9020290 52.3698780,4.9015490 52.3700960,4.9010150 52.3697450,4.9009570 52.3697800,4.9009570 52.3697800,4.9008560 52.3699580,4.9007870 52.3701450,4.9007280 52.3705040,4.9005120 52.3719990,4.9006280 52.3720090,4.9008360 52.3723550,4.9010060 52.3726110,4.9016380 52.3740100,4.9027060 52.3761520,4.9030228 52.3764133,4.9030087 52.3764202,4.9029970 52.3764224,4.9029838 52.3764202,4.9029563 52.3764056,4.9028887 52.3764624,4.9026064 52.3767042,4.9023781 52.3769004,4.9024376 52.3769264,4.9023681 52.3770782,4.9023160 52.3770944,4.9019097 52.3771801,4.9018901 52.3771842,4.9018735 52.3771840,4.9018598 52.3771802,4.9018482 52.3771730,4.9018264 52.3771538,4.9017967 52.3771360,4.9017617 52.3771214,4.9017308 52.3771133,4.9016952 52.3771105,4.9013758 52.3770904,4.9013596 52.3770910,4.9011785 52.3771229,4.9010524 52.3771232,4.9010517 52.3771017,4.9009468 52.3770979,4.9008427 52.3770899,4.9007372 52.3770790,4.9006138 52.3770607,4.9005535 52.3770499,4.9004958 52.3770374,4.9003553 52.3770053,4.9002108 52.3769692,4.9000991 52.3769408,4.9000017 52.3769151,4.8999251 52.3768948,4.8996231 52.3768644,4.8991093 52.3768112,4.8990915 52.3768108,4.8990766 52.3768110,4.8990597 52.3768140,4.8990419 52.3768204,4.8988176 52.3769463,4.8986677 52.3770323,4.8985974 52.3770794,4.8985770 52.3771042,4.8985668 52.3771350,4.8985678 52.3771614,4.8985803 52.3771873,4.8986060 52.3772158,4.8986357 52.3772420,4.8987551 52.3773271,4.8989677 52.3774757,4.8989678 52.3774767,4.8989741 52.3774848,4.8989690 52.3774885,4.8989979 52.3775121,4.8987517 52.3776447,4.8987393 52.3776517,4.8987157 52.3776592,4.8986089 52.3777053,4.8977223 52.3784329,4.8976794 52.3784167,4.8976728 52.3784238,4.8973457 52.3786131,4.8968243 52.3788933,4.8965461 52.3790414,4.8962660 52.3791899,4.8957352 52.3794762,4.8956696 52.3795096,4.8954981 52.3796019,4.8954816 52.3796041,4.8954701 52.3796051,4.8952929 52.3795989,4.8952845 52.3795971,4.8952704 52.3795903))";"POLYGON((52.3796243 4.8952040,52.3796244 4.8952040,52.3796572 4.8951360,52.3796811 4.8950953,52.3797077 4.8950461,52.3797384 4.8950170,52.3797480 4.8950172,52.3797573 4.8950220,52.3797672 4.8950290,52.3798181 4.8950898,52.3798217 4.8950928,52.3798255 4.8950894,52.3802195 4.8955722,52.3808414 4.8961851,52.3809068 4.8959711,52.3803010 4.8953870,52.3805150 4.8948730,52.3805290 4.8948850,52.3805290 4.8948850,52.3805290 4.8948850,52.3807380 4.8943890,52.3801610 4.8937120,52.3803490 4.8933710,52.3804110 4.8932180,52.3804010 4.8932040,52.3804230 4.8931430,52.3803300 4.8930700,52.3800922 4.8928100,52.3799994 4.8927237,52.3799720 4.8927930,52.3797820 4.8931080,52.3792323 4.8940614,52.3792266 4.8940699,52.3790496 4.8938668,52.3790036 4.8938120,52.3788624 4.8936515,52.3787257 4.8939553,52.3786880 4.8939140,52.3764060 4.8914040,52.3761840 4.8911810,52.3748130 4.8896730,52.3744540 4.8893030,52.3743010 4.8892590,52.3734320 4.8889080,52.3731360 4.8888180,52.3730550 4.8902490,52.3724410 4.8903740,52.3726450 4.8914020,52.3726630 4.8921190,52.3726320 4.8927520,52.3725810 4.8931330,52.3724716 4.8936528,52.3723950 4.8940170,52.3718980 4.8955570,52.3718490 4.8955100,52.3716730 4.8959730,52.3717190 4.8960250,52.3713630 4.8970020,52.3713970 4.8970310,52.3709900 4.8985640,52.3704800 4.9005240,52.3704520 4.9001310,52.3702880 4.8999870,52.3700240 4.8997430,52.3699480 4.9000880,52.3699380 4.9000940,52.3699380 4.9000940,52.3696650 4.8997800,52.3694960 4.9000910,52.3694400 4.9002120,52.3693250 4.9004640,52.3691270 4.9008150,52.3694180 4.9011440,52.3694270 4.9011580,52.3694240 4.9011790,52.3689880 4.9021960,52.3689150 4.9023850,52.3684200 4.9035880,52.3686390 4.9039790,52.3686600 4.9039380,52.3686590 4.9038890,52.3688870 4.9033360,52.3691800 4.9026350,52.3692440 4.9024720,52.3692190 4.9024440,52.3694520 4.9019030,52.3695770 4.9016050,52.3696020 4.9015870,52.3696240 4.9015830,52.3696400 4.9016010,52.3697600 4.9018550,52.3697960 4.9018980,52.3697860 4.9019250,52.3698780 4.9020290,52.3700960 4.9015490,52.3697450 4.9010150,52.3697800 4.9009570,52.3697800 4.9009570,52.3699580 4.9008560,52.3701450 4.9007870,52.3705040 4.9007280,52.3719990 4.9005120,52.3720090 4.9006280,52.3723550 4.9008360,52.3726110 4.9010060,52.3740100 4.9016380,52.3761520 4.9027060,52.3764133 4.9030228,52.3764202 4.9030087,52.3764224 4.9029970,52.3764202 4.9029838,52.3764056 4.9029563,52.3764624 4.9028887,52.3767042 4.9026064,52.3769004 4.9023781,52.3769264 4.9024376,52.3770782 4.9023681,52.3770944 4.9023160,52.3771801 4.9019097,52.3771842 4.9018901,52.3771840 4.9018735,52.3771802 4.9018598,52.3771730 4.9018482,52.3771538 4.9018264,52.3771360 4.9017967,52.3771214 4.9017617,52.3771133 4.9017308,52.3771105 4.9016952,52.3770904 4.9013758,52.3770910 4.9013596,52.3771229 4.9011785,52.3771232 4.9010524,52.3771017 4.9010517,52.3770979 4.9009468,52.3770899 4.9008427,52.3770790 4.9007372,52.3770607 4.9006138,52.3770499 4.9005535,52.3770374 4.9004958,52.3770053 4.9003553,52.3769692 4.9002108,52.3769408 4.9000991,52.3769151 4.9000017,52.3768948 4.8999251,52.3768644 4.8996231,52.3768112 4.8991093,52.3768108 4.8990915,52.3768110 4.8990766,52.3768140 4.8990597,52.3768204 4.8990419,52.3769463 4.8988176,52.3770323 4.8986677,52.3770794 4.8985974,52.3771042 4.8985770,52.3771350 4.8985668,52.3771614 4.8985678,52.3771873 4.8985803,52.3772158 4.8986060,52.3772420 4.8986357,52.3773271 4.8987551,52.3774757 4.8989677,52.3774767 4.8989678,52.3774848 4.8989741,52.3774885 4.8989690,52.3775121 4.8989979,52.3776447 4.8987517,52.3776517 4.8987393,52.3776592 4.8987157,52.3777053 4.8986089,52.3784329 4.8977223,52.3784167 4.8976794,52.3784238 4.8976728,52.3786131 4.8973457,52.3788933 4.8968243,52.3790414 4.8965461,52.3791899 4.8962660,52.3794762 4.8957352,52.3795096 4.8956696,52.3796019 4.8954981,52.3796041 4.8954816,52.3796051 4.8954701,52.3795989 4.8952929,52.3795971 4.8952845,52.3795903 4.8952704))";4.8964035;52.3746564;
3;"Leidseplein";"POLYGON((4.8878750 52.3627660,4.8847540 52.3648310,4.8894770 52.3670570,4.8890640 52.3673070,4.8842330 52.3651960,4.8835050 52.3656790,4.8828820 52.3660670,4.8827980 52.3661690,4.8807180 52.3654190,4.8823730 52.3641540,4.8819467 52.3639202,4.8819305 52.3639329,4.8819324 52.3639335,4.8819180 52.3639478,4.8819134 52.3639463,4.8818958 52.3639599,4.8819018 52.3639634,4.8818890 52.3639722,4.8818929 52.3639742,4.8818539 52.3640046,4.8816243 52.3638973,4.8816096 52.3638895,4.8816117 52.3638868,4.8816040 52.3638822,4.8815974 52.3638848,4.8811838 52.3636920,4.8811889 52.3636882,4.8811773 52.3636834,4.8810012 52.3636253,4.8809440 52.3635463,4.8809510 52.3635428,4.8809464 52.3635391,4.8809635 52.3635232,4.8808903 52.3634682,4.8797509 52.3629371,4.8797917 52.3628972,4.8797982 52.3628805,4.8797941 52.3628615,4.8799691 52.3627172,4.8799737 52.3627131,4.8800404 52.3627304,4.8800630 52.3627013,4.8800774 52.3627038,4.8801009 52.3626735,4.8801143 52.3626760,4.8801358 52.3626449,4.8801493 52.3626484,4.8801763 52.3626159,4.8801899 52.3626190,4.8802108 52.3625881,4.8801565 52.3625732,4.8801848 52.3625451,4.8801930 52.3625477,4.8802216 52.3625179,4.8802318 52.3625196,4.8802576 52.3624902,4.8802676 52.3624929,4.8802957 52.3624623,4.8803036 52.3624649,4.8803301 52.3624358,4.8803415 52.3624373,4.8803669 52.3624076,4.8803790 52.3624095,4.8804126 52.3623692,4.8805011 52.3622452,4.8805964 52.3622706,4.8807535 52.3620538,4.8808289 52.3620901,4.8811354 52.3618589,4.8810583 52.3618366,4.8816720 52.3615572,4.8817124 52.3615797,4.8817409 52.3615978,4.8817711 52.3616216,4.8817845 52.3616161,4.8818101 52.3616468,4.8821039 52.3615469,4.8822704 52.3618736,4.8822118 52.3618866,4.8822140 52.3618906,4.8821620 52.3619042,4.8821534 52.3619101,4.8821427 52.3619186,4.8821349 52.3619300,4.8821339 52.3619420,4.8821441 52.3619572,4.8822194 52.3620054,4.8821152 52.3620413,4.8820328 52.3619920,4.8820089 52.3619866,4.8819773 52.3619832,4.8819488 52.3619871,4.8819253 52.3619948,4.8818851 52.3620169,4.8818436 52.3620397,4.8818384 52.3620394,4.8818187 52.3620455,4.8817871 52.3620616,4.8817321 52.3621066,4.8816697 52.3621709,4.8816167 52.3622425,4.8816044 52.3622391,4.8815586 52.3623106,4.8815182 52.3623854,4.8814890 52.3624629,4.8814639 52.3625363,4.8814101 52.3627187,4.8813550 52.3628540,4.8812886 52.3629874,4.8813121 52.3630110,4.8812604 52.3630746,4.8812577 52.3630807,4.8812616 52.3630870,4.8812721 52.3630932,4.8812703 52.3630948,4.8814961 52.3632038,4.8815011 52.3632006,4.8815138 52.3632065,4.8815244 52.3632052,4.8815335 52.3632009,4.8815959 52.3631407,4.8816323 52.3631408,4.8816180 52.3630819,4.8816362 52.3630502,4.8818295 52.3631095,4.8817375 52.3632348,4.8817451 52.3632626,4.8819277 52.3633485,4.8819255 52.3633508,4.8819478 52.3633603,4.8819536 52.3633565,4.8820014 52.3633808,4.8819977 52.3633851,4.8820172 52.3633937,4.8820212 52.3633897,4.8820695 52.3634131,4.8820670 52.3634161,4.8820846 52.3634255,4.8820903 52.3634205,4.8821380 52.3634448,4.8821341 52.3634485,4.8821532 52.3634582,4.8821565 52.3634540,4.8822061 52.3634767,4.8829690 52.3627440,4.8863300 52.3610820,4.8870440 52.3618350,4.8876990 52.3625510,4.8878750 52.3627660))";"POLYGON((52.3627660 4.8878750,52.3648310 4.8847540,52.3670570 4.8894770,52.3673070 4.8890640,52.3651960 4.8842330,52.3656790 4.8835050,52.3660670 4.8828820,52.3661690 4.8827980,52.3654190 4.8807180,52.3641540 4.8823730,52.3639202 4.8819467,52.3639329 4.8819305,52.3639335 4.8819324,52.3639478 4.8819180,52.3639463 4.8819134,52.3639599 4.8818958,52.3639634 4.8819018,52.3639722 4.8818890,52.3639742 4.8818929,52.3640046 4.8818539,52.3638973 4.8816243,52.3638895 4.8816096,52.3638868 4.8816117,52.3638822 4.8816040,52.3638848 4.8815974,52.3636920 4.8811838,52.3636882 4.8811889,52.3636834 4.8811773,52.3636253 4.8810012,52.3635463 4.8809440,52.3635428 4.8809510,52.3635391 4.8809464,52.3635232 4.8809635,52.3634682 4.8808903,52.3629371 4.8797509,52.3628972 4.8797917,52.3628805 4.8797982,52.3628615 4.8797941,52.3627172 4.8799691,52.3627131 4.8799737,52.3627304 4.8800404,52.3627013 4.8800630,52.3627038 4.8800774,52.3626735 4.8801009,52.3626760 4.8801143,52.3626449 4.8801358,52.3626484 4.8801493,52.3626159 4.8801763,52.3626190 4.8801899,52.3625881 4.8802108,52.3625732 4.8801565,52.3625451 4.8801848,52.3625477 4.8801930,52.3625179 4.8802216,52.3625196 4.8802318,52.3624902 4.8802576,52.3624929 4.8802676,52.3624623 4.8802957,52.3624649 4.8803036,52.3624358 4.8803301,52.3624373 4.8803415,52.3624076 4.8803669,52.3624095 4.8803790,52.3623692 4.8804126,52.3622452 4.8805011,52.3622706 4.8805964,52.3620538 4.8807535,52.3620901 4.8808289,52.3618589 4.8811354,52.3618366 4.8810583,52.3615572 4.8816720,52.3615797 4.8817124,52.3615978 4.8817409,52.3616216 4.8817711,52.3616161 4.8817845,52.3616468 4.8818101,52.3615469 4.8821039,52.3618736 4.8822704,52.3618866 4.8822118,52.3618906 4.8822140,52.3619042 4.8821620,52.3619101 4.8821534,52.3619186 4.8821427,52.3619300 4.8821349,52.3619420 4.8821339,52.3619572 4.8821441,52.3620054 4.8822194,52.3620413 4.8821152,52.3619920 4.8820328,52.3619866 4.8820089,52.3619832 4.8819773,52.3619871 4.8819488,52.3619948 4.8819253,52.3620169 4.8818851,52.3620397 4.8818436,52.3620394 4.8818384,52.3620455 4.8818187,52.3620616 4.8817871,52.3621066 4.8817321,52.3621709 4.8816697,52.3622425 4.8816167,52.3622391 4.8816044,52.3623106 4.8815586,52.3623854 4.8815182,52.3624629 4.8814890,52.3625363 4.8814639,52.3627187 4.8814101,52.3628540 4.8813550,52.3629874 4.8812886,52.3630110 4.8813121,52.3630746 4.8812604,52.3630807 4.8812577,52.3630870 4.8812616,52.3630932 4.8812721,52.3630948 4.8812703,52.3632038 4.8814961,52.3632006 4.8815011,52.3632065 4.8815138,52.3632052 4.8815244,52.3632009 4.8815335,52.3631407 4.8815959,52.3631408 4.8816323,52.3630819 4.8816180,52.3630502 4.8816362,52.3631095 4.8818295,52.3632348 4.8817375,52.3632626 4.8817451,52.3633485 4.8819277,52.3633508 4.8819255,52.3633603 4.8819478,52.3633565 4.8819536,52.3633808 4.8820014,52.3633851 4.8819977,52.3633937 4.8820172,52.3633897 4.8820212,52.3634131 4.8820695,52.3634161 4.8820670,52.3634255 4.8820846,52.3634205 4.8820903,52.3634448 4.8821380,52.3634485 4.8821341,52.3634582 4.8821532,52.3634540 4.8821565,52.3634767 4.8822061,52.3627440 4.8829690,52.3610820 4.8863300,52.3618350 4.8870440,52.3625510 4.8876990,52.3627660 4.8878750))";4.88461895;52.3641875;
