OBJECTNUMMER;Soortnaam_NL;Boomnummer;Soortnaam_WTS;Boomtype;Boomhoogte;Plantjaar;Eigenaar;Beheerder;Categorie;SOORT_KORT;SDVIEW;RADIUS;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
111663;"Wilde lijsterbes";485389;"Sorbus aucuparia";"Boom niet vrij uitgroeiend";"tot 6 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Overig";"Sorbus";"M";1;"POINT(4.954374,52.346455)";"POINT(52.346455,4.954374)";4.954374;52.346455;
111664;"Gewone es";485388;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"18 tot 24 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";7;"POINT(4.954208,52.346581)";"POINT(52.346581,4.954208)";4.954208;52.346581;
111665;"Gewone esdoorn";485092;"Acer pseudoplatanus";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Acer";"Acer";"M";3;"POINT(4.928431,52.341544)";"POINT(52.341544,4.928431)";4.928431;52.341544;
111666;"Italiaanse populier";485091;"Populus nigra `Italica`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Populus";"Populus";"M";5;"POINT(4.928554,52.34147)";"POINT(52.34147,4.928554)";4.928554;52.34147;
111667;"Gewone es";485090;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";5;"POINT(4.928569,52.341402)";"POINT(52.341402,4.928569)";4.928569;52.341402;
111668;"Rode esdoorn";485089;"Acer rubrum";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Acer";"Acer";"M";2;"POINT(4.928675,52.341386)";"POINT(52.341386,4.928675)";4.928675;52.341386;
111669;"Gewone es";485088;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"18 tot 24 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";7;"POINT(4.928776,52.341273)";"POINT(52.341273,4.928776)";4.928776;52.341273;
111670;"Eenbladige es";485087;"Fraxinus excelsior `Diversifolia`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";5;"POINT(4.928888,52.341215)";"POINT(52.341215,4.928888)";4.928888;52.341215;
111671;"Veldesdoorn";485086;"Acer campestre";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Acer";"Acer";"M";3;"POINT(4.928791,52.341322)";"POINT(52.341322,4.928791)";4.928791;52.341322;
111672;"Hartbladige els";485085;"Alnus cordata";"Boom niet vrij uitgroeiend";"18 tot 24 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Alnus";"Alnus";"M";7;"POINT(4.928955,52.341249)";"POINT(52.341249,4.928955)";4.928955;52.341249;
111673;"Italiaanse populier";485084;"Populus nigra `Italica`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Populus";"Populus";"M";4;"POINT(4.929019,52.341284)";"POINT(52.341284,4.929019)";4.929019;52.341284;
111674;"Gewone es";485083;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";5;"POINT(4.929113,52.341336)";"POINT(52.341336,4.929113)";4.929113;52.341336;
111675;"Hartbladige els";485082;"Alnus cordata";"Boom niet vrij uitgroeiend";"18 tot 24 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Alnus";"Alnus";"M";7;"POINT(4.929165,52.341375)";"POINT(52.341375,4.929165)";4.929165;52.341375;
111676;"Ruwe berk";485081;"Betula pendula";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Betula";"Betula";"M";5;"POINT(4.92927,52.341444)";"POINT(52.341444,4.92927)";4.92927;52.341444;
111677;"Iep (cultuurvariëteit)";485080;"Ulmus `New Horizon`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Ulmus";"Ulmus";"M";3;"POINT(4.929349,52.341493)";"POINT(52.341493,4.929349)";4.929349;52.341493;
111678;"Gewone es";485079;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";5;"POINT(4.929443,52.341561)";"POINT(52.341561,4.929443)";4.929443;52.341561;
111679;"Hartbladige els";485078;"Alnus cordata";"Boom niet vrij uitgroeiend";"18 tot 24 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Alnus";"Alnus";"M";7;"POINT(4.929502,52.341603)";"POINT(52.341603,4.929502)";4.929502;52.341603;
111680;"Gewone es";485077;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"18 tot 24 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";7;"POINT(4.929581,52.341646)";"POINT(52.341646,4.929581)";4.929581;52.341646;
111681;"Gewone es";485076;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";5;"POINT(4.929659,52.341703)";"POINT(52.341703,4.929659)";4.929659;52.341703;
111682;"Hartbladige els";485075;"Alnus cordata";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Alnus";"Alnus";"M";5;"POINT(4.929728,52.341742)";"POINT(52.341742,4.929728)";4.929728;52.341742;
111683;"Gewone es";485966;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.906306,52.333083)";"POINT(52.333083,4.906306)";4.906306;52.333083;
111684;"Veldesdoorn";485965;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.908376,52.334108)";"POINT(52.334108,4.908376)";4.908376;52.334108;
111685;"Veldesdoorn";485964;"Acer campestre";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";5;"POINT(4.907623,52.333699)";"POINT(52.333699,4.907623)";4.907623;52.333699;
111686;"Zomereik";485963;"Quercus robur";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Quercus";"Quercus";"M";4;"POINT(4.91414,52.331069)";"POINT(52.331069,4.91414)";4.91414;52.331069;
111687;"Zomereik";485962;"Quercus robur";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Quercus";"Quercus";"D";4;"POINT(4.91504,52.330011)";"POINT(52.330011,4.91504)";4.91504;52.330011;
111688;"Gewone es";485961;"Fraxinus excelsior";"Boom vrij uitgroeiend";"15 tot 18 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.90798,52.333789)";"POINT(52.333789,4.90798)";4.90798;52.333789;
111689;"Veldesdoorn";485960;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.907678,52.333741)";"POINT(52.333741,4.907678)";4.907678;52.333741;
111690;"Gewone es";485959;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.905426,52.332861)";"POINT(52.332861,4.905426)";4.905426;52.332861;
111691;"Veldesdoorn";485956;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.908636,52.334293)";"POINT(52.334293,4.908636)";4.908636;52.334293;
111692;"Gewone es";485955;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.908631,52.334221)";"POINT(52.334221,4.908631)";4.908631;52.334221;
111693;"Veldesdoorn";485954;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.908341,52.334087)";"POINT(52.334087,4.908341)";4.908341;52.334087;
111694;"Veldesdoorn";485953;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.90844,52.33415)";"POINT(52.33415,4.90844)";4.90844;52.33415;
111695;"Veldesdoorn";485952;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.907864,52.333813)";"POINT(52.333813,4.907864)";4.907864;52.333813;
111696;"Gewone es";485951;"Fraxinus excelsior";"Knotboom";"tot 6 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";1;"POINT(4.908138,52.33388)";"POINT(52.33388,4.908138)";4.908138;52.33388;
111697;"Veldesdoorn";485950;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.908527,52.334207)";"POINT(52.334207,4.908527)";4.908527;52.334207;
111698;"Hollandse iep";485949;"Ulmus hollandica";"Boom niet vrij uitgroeiend";"tot 6 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Ulmus";"Ulmus";"M";1;"POINT(4.914234,52.330968)";"POINT(52.330968,4.914234)";4.914234;52.330968;
111699;"Gewone haagbeuk";485672;"Carpinus betulus";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Carpinus";"Carpinus";"M";3;"POINT(4.950713,52.347134)";"POINT(52.347134,4.950713)";4.950713;52.347134;
111700;"Gewone haagbeuk";485671;"Carpinus betulus";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Carpinus";"Carpinus";"M";4;"POINT(4.950755,52.347159)";"POINT(52.347159,4.950755)";4.950755;52.347159;
111701;"Gewone esdoorn";485670;"Acer pseudoplatanus";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.950702,52.347188)";"POINT(52.347188,4.950702)";4.950702;52.347188;
111702;"Gewone es";485669;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";4;"POINT(4.950781,52.347201)";"POINT(52.347201,4.950781)";4.950781;52.347201;
111703;"Gewone es";485668;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";4;"POINT(4.950854,52.347233)";"POINT(52.347233,4.950854)";4.950854;52.347233;
111704;"Veldesdoorn";485667;"Acer campestre";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";2;"POINT(4.950897,52.347231)";"POINT(52.347231,4.950897)";4.950897;52.347231;
111705;"Gewone es";485666;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";4;"POINT(4.950949,52.347328)";"POINT(52.347328,4.950949)";4.950949;52.347328;
111706;"Ruwe berk";485665;"Betula pendula";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Betula";"Betula";"M";4;"POINT(4.951133,52.347365)";"POINT(52.347365,4.951133)";4.951133;52.347365;
111707;"Veldiep";485664;"Ulmus minor";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Ulmus";"Ulmus";"M";5;"POINT(4.951096,52.347403)";"POINT(52.347403,4.951096)";4.951096;52.347403;
111708;"Gewone haagbeuk";485663;"Carpinus betulus";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Carpinus";"Carpinus";"M";4;"POINT(4.951238,52.34742)";"POINT(52.34742,4.951238)";4.951238;52.34742;
111709;"Veldesdoorn";485662;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.951301,52.347455)";"POINT(52.347455,4.951301)";4.951301;52.347455;
111710;"Gewone es";485661;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";4;"POINT(4.951354,52.347485)";"POINT(52.347485,4.951354)";4.951354;52.347485;
111711;"Gewone es";485660;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";4;"POINT(4.951343,52.34752)";"POINT(52.34752,4.951343)";4.951343;52.34752;
111712;"Gewone es";485659;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";4;"POINT(4.951406,52.347511)";"POINT(52.347511,4.951406)";4.951406;52.347511;
111713;"Gewone es";485658;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.951449,52.34753)";"POINT(52.34753,4.951449)";4.951449;52.34753;
111714;"Himalayaberk (cultuurvariëteit)";485657;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Betula";"Betula";"M";4;"POINT(4.951422,52.347579)";"POINT(52.347579,4.951422)";4.951422;52.347579;
111715;"Gewone haagbeuk";485656;"Carpinus betulus";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Carpinus";"Carpinus";"M";4;"POINT(4.951491,52.347576)";"POINT(52.347576,4.951491)";4.951491;52.347576;
111716;"Ruwe berk";485655;"Betula pendula";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Betula";"Betula";"M";4;"POINT(4.951474,52.347618)";"POINT(52.347618,4.951474)";4.951474;52.347618;
111717;"Gewone es";485380;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.953789,52.346844)";"POINT(52.346844,4.953789)";4.953789;52.346844;
111718;"Zomereik";485379;"Quercus robur";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Quercus";"Quercus";"M";5;"POINT(4.953715,52.34688)";"POINT(52.34688,4.953715)";4.953715;52.34688;
111719;"Zomereik";485378;"Quercus robur";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Quercus";"Quercus";"M";5;"POINT(4.95366,52.346925)";"POINT(52.346925,4.95366)";4.95366;52.346925;
111720;"Ruwe berk";485376;"Betula pendula";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Betula";"Betula";"M";4;"POINT(4.953326,52.347144)";"POINT(52.347144,4.953326)";4.953326;52.347144;
111721;"Veldesdoorn";485375;"Acer campestre";"Boom niet vrij uitgroeiend";"tot 6 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";1;"POINT(4.955238,52.348136)";"POINT(52.348136,4.955238)";4.955238;52.348136;
111722;"Ruwe berk";485374;"Betula pendula";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Betula";"Betula";"M";5;"POINT(4.95527,52.348107)";"POINT(52.348107,4.95527)";4.95527;52.348107;
111723;"Vogelkers";485373;"Prunus padus";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Prunus";"Prunus";"M";3;"POINT(4.955334,52.348066)";"POINT(52.348066,4.955334)";4.955334;52.348066;
111724;"Veldesdoorn";485372;"Acer campestre";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";3;"POINT(4.955366,52.348043)";"POINT(52.348043,4.955366)";4.955366;52.348043;
111725;"Ruwe berk";485371;"Betula pendula";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Betula";"Betula";"M";5;"POINT(4.95542,52.348008)";"POINT(52.348008,4.95542)";4.95542;52.348008;
111726;"Zoete kers";485370;"Prunus avium";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Prunus";"Prunus";"M";3;"POINT(4.955467,52.347992)";"POINT(52.347992,4.955467)";4.955467;52.347992;
111727;"Ruwe berk";485369;"Betula pendula";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Betula";"Betula";"M";5;"POINT(4.955536,52.347944)";"POINT(52.347944,4.955536)";4.955536;52.347944;
111728;"Appel";485368;"Malus";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Overig";"Malus";"M";2;"POINT(4.955583,52.34793)";"POINT(52.34793,4.955583)";4.955583;52.34793;
111729;"Gewone es";485367;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.95562,52.347898)";"POINT(52.347898,4.95562)";4.95562;52.347898;
111730;"Pluimes";485074;"Fraxinus ornus";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";5;"POINT(4.92979,52.341781)";"POINT(52.341781,4.92979)";4.92979;52.341781;
111731;"Hartbladige els";485073;"Alnus cordata";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1950;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Alnus";"Alnus";"M";5;"POINT(4.929859,52.341817)";"POINT(52.341817,4.929859)";4.929859;52.341817;
111732;"Gewone es";485072;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Fraxinus";"Fraxinus";"M";4;"POINT(4.929952,52.34188)";"POINT(52.34188,4.929952)";4.929952;52.34188;
111733;"Veldesdoorn";485071;"Acer campestre";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2010;"Gemeente Amsterdam";"Gemeente Amsterdam, rve Sport";"Acer";"Acer";"M";2;"POINT(4.930043,52.341928)";"POINT(52.341928,4.930043)";4.930043;52.341928;
111734;"Siberische balsempopulier";485070;"Populus berolinensis";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Populus";"Populus";"M";5;"POINT(4.943922,52.345873)";"POINT(52.345873,4.943922)";4.943922;52.345873;
111735;"Valse acacia";485069;"Robinia pseudoacacia";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Robinia";"Robinia";"M";4;"POINT(4.943879,52.3459)";"POINT(52.3459,4.943879)";4.943879;52.3459;
111736;"Eenstijlige meidoorn";485068;"Crataegus monogyna";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Crataegus";"Crataegus";"M";3;"POINT(4.943835,52.345928)";"POINT(52.345928,4.943835)";4.943835;52.345928;
111737;"Zwarte els";485066;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"tot 6 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Alnus";"Alnus";"M";1;"POINT(4.943573,52.346062)";"POINT(52.346062,4.943573)";4.943573;52.346062;
111738;"Gewone haagbeuk";485065;"Carpinus betulus";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Carpinus";"Carpinus";"M";2;"POINT(4.943507,52.346101)";"POINT(52.346101,4.943507)";4.943507;52.346101;
111739;"Gewone haagbeuk";485064;"Carpinus betulus";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Carpinus";"Carpinus";"M";4;"POINT(4.943501,52.34616)";"POINT(52.34616,4.943501)";4.943501;52.34616;
111740;"Zoete kers";485063;"Prunus avium";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Prunus";"Prunus";"M";4;"POINT(4.943305,52.346243)";"POINT(52.346243,4.943305)";4.943305;52.346243;
111741;"Veldesdoorn";485062;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.943247,52.346291)";"POINT(52.346291,4.943247)";4.943247;52.346291;
111742;"Veldesdoorn";485061;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.943173,52.34633)";"POINT(52.34633,4.943173)";4.943173;52.34633;
111743;"Veldesdoorn";485060;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.94311,52.346368)";"POINT(52.346368,4.94311)";4.94311;52.346368;
111744;"Veldesdoorn";485059;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";4;"POINT(4.94305,52.346419)";"POINT(52.346419,4.94305)";4.94305;52.346419;
111745;"Valse acacia";485058;"Robinia pseudoacacia";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Robinia";"Robinia";"M";4;"POINT(4.942897,52.34648)";"POINT(52.34648,4.942897)";4.942897;52.34648;
111746;"Valse acacia";485057;"Robinia pseudoacacia";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Oost";"Robinia";"Robinia";"M";4;"POINT(4.942844,52.346513)";"POINT(52.346513,4.942844)";4.942844;52.346513;
111747;"Gewone es";485948;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.907935,52.33385)";"POINT(52.33385,4.907935)";4.907935;52.33385;
111748;"Veldesdoorn";485947;"Acer campestre";"Boom vrij uitgroeiend";"9 tot 12 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Acer";"Acer";"M";3;"POINT(4.906571,52.333135)";"POINT(52.333135,4.906571)";4.906571;52.333135;
111749;"Hollandse iep";485946;"Ulmus hollandica";"Boom niet vrij uitgroeiend";"tot 6 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Ulmus";"Ulmus";"M";1;"POINT(4.91428,52.330908)";"POINT(52.330908,4.91428)";4.91428;52.330908;
111750;"Schietwilg";485945;"Salix alba";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Salix";"Salix";"M";4;"POINT(4.906339,52.333351)";"POINT(52.333351,4.906339)";4.906339;52.333351;
111751;"Walnoot";485944;"Juglans regia";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1985;"Gemeente Amsterdam";"Stadsdeel Oost";"Overig";"Juglans";"M";3;"POINT(4.906644,52.333444)";"POINT(52.333444,4.906644)";4.906644;52.333444;
111752;"Grauwe abeel";485943;"Populus canescens";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Populus";"Populus";"M";7;"POINT(4.90545,52.332794)";"POINT(52.332794,4.90545)";4.90545;52.332794;
111753;"Gewone es";485942;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";7;"POINT(4.905674,52.332948)";"POINT(52.332948,4.905674)";4.905674;52.332948;
111754;"Gewone es";485941;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";7;"POINT(4.90605,52.332941)";"POINT(52.332941,4.90605)";4.90605;52.332941;
111755;"Gewone es";485940;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.905289,52.332858)";"POINT(52.332858,4.905289)";4.905289;52.332858;
111756;"Gewone es";485938;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.905168,52.332845)";"POINT(52.332845,4.905168)";4.905168;52.332845;
111757;"Schietwilg";485937;"Salix alba";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1970;"Gemeente Amsterdam";"Stadsdeel Oost";"Salix";"Salix";"M";3;"POINT(4.905363,52.333118)";"POINT(52.333118,4.905363)";4.905363;52.333118;
111758;"Gewone es";485936;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Oost";"Fraxinus";"Fraxinus";"M";5;"POINT(4.904991,52.332771)";"POINT(52.332771,4.904991)";4.904991;52.332771;
