OBJECTNUMMER;ABSREL;Stemdistrict;Stemlocatie;Opgeroepenen;Geldig;Blanco;Ongeldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;Verschil_aantal;Verschil_percentage;GROENLINKS;PvdA;D66;VVD;Partij_voor_de_Dieren;Forum_voor_Democratie;VOLT;DENK;SP;CDA;PVV;ChristenUnie_SGP;50PLUS;JEZUS_LEEFT;De_Groenen;vandeRegio_Piratenpartij;_GROENLINKS;_PvdA;_D66;_VVD;_Partij_voor_de_Dieren;_Forum_voor_Democratie;_VOLT;_DENK;_SP;_CDA;_PVV;_ChristenUnie_SGP;_50PLUS;_JEZUS_LEEFT;_De_Groenen;_vandeRegio_Piratenpartij;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
247;"REL";"290";"Zorgcentrum De Buitenhof";1351;679;0;6;50.7;"VVD";0;26.8;"PvdA";0;16.8;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.3;16.8;7.8;26.8;5.9;13.5;2.8;0.4;2.8;5.2;3.1;1.9;3.7;0;0;0;"POINT(4.8881962,52.3266608)";"POINT(52.3266608,4.8881962)";4.8881962;52.3266608;
248;"ABS";"292";"Andrieskerk";1175;667;1;4;57.2;"PvdA";174;0;"VVD";116;0;58;0;76;174;66;116;23;73;20;5;19;39;25;14;14;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.868098,52.3318411)";"POINT(52.3318411,4.868098)";4.868098;52.3318411;
249;"REL";"292";"Andrieskerk";1175;667;1;4;57.2;"PvdA";0;26.1;"VVD";0;17.4;0;8.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.4;26.1;9.9;17.4;3.4;10.9;3.0;0.7;2.8;5.8;3.7;2.1;2.1;0.1;0.3;0;"POINT(4.868098,52.3318411)";"POINT(52.3318411,4.868098)";4.868098;52.3318411;
250;"ABS";"297";"Menno Simonszhuis/Dynamo";836;471;0;1;56.5;"VVD";121;0;"PvdA";100;0;21;0;61;100;31;121;27;57;9;0;6;24;9;6;19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.866514,52.3267943)";"POINT(52.3267943,4.866514)";4.866514;52.3267943;
251;"REL";"297";"Menno Simonszhuis/Dynamo";836;471;0;1;56.5;"VVD";0;25.7;"PvdA";0;21.2;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.0;21.2;6.6;25.7;5.7;12.1;1.9;0;1.3;5.1;1.9;1.3;4.0;0;0.2;0;"POINT(4.866514,52.3267943)";"POINT(52.3267943,4.866514)";4.866514;52.3267943;
252;"ABS";"298";"Marius ten Catehof";1063;649;1;3;61.4;"PvdA";154;0;"VVD";139;0;15;0;56;154;64;139;41;74;18;2;18;29;12;17;21;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8588211,52.3273169)";"POINT(52.3273169,4.8588211)";4.8588211;52.3273169;
253;"REL";"298";"Marius ten Catehof";1063;649;1;3;61.4;"PvdA";0;23.7;"VVD";0;21.4;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.6;23.7;9.9;21.4;6.3;11.4;2.8;0.3;2.8;4.5;1.8;2.6;3.2;0;0.5;0.2;"POINT(4.8588211,52.3273169)";"POINT(52.3273169,4.8588211)";4.8588211;52.3273169;
254;"ABS";"299";"Woonzorgcentrum Buitenveldert";1011;525;2;1;52.2;"VVD";126;0;"PvdA";114;0;12;0;63;114;56;126;20;55;15;4;4;31;12;14;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.861367,52.3228881)";"POINT(52.3228881,4.861367)";4.861367;52.3228881;
255;"REL";"299";"Woonzorgcentrum Buitenveldert";1011;525;2;1;52.2;"VVD";0;24.0;"PvdA";0;21.7;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.0;21.7;10.7;24.0;3.8;10.5;2.9;0.8;0.8;5.9;2.3;2.7;1.7;0;0.4;0;"POINT(4.861367,52.3228881)";"POINT(52.3228881,4.861367)";4.861367;52.3228881;
256;"ABS";"300";"WTC Toren A t/m G";0;1089;2;4;0;"VVD";265;0;"D66";227;0;38;0;211;144;227;265;33;34;93;2;11;62;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8735321,52.3401991)";"POINT(52.3401991,4.8735321)";4.8735321;52.3401991;
257;"REL";"300";"WTC Toren A t/m G";0;1089;2;4;0;"VVD";0;24.3;"D66";0;20.8;0;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.4;13.2;20.8;24.3;3.0;3.1;8.5;0.2;1.0;5.7;0.2;0.3;0.1;0;0;0.1;"POINT(4.8735321,52.3401991)";"POINT(52.3401991,4.8735321)";4.8735321;52.3401991;
258;"ABS";"301";"Sporthallen Zuid";582;322;1;0;55.5;"PvdA";83;0;"GROENLINKS";58;0;25;0;58;83;50;46;21;11;13;1;3;14;12;1;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8541071,52.3399779)";"POINT(52.3399779,4.8541071)";4.8541071;52.3399779;
259;"REL";"301";"Sporthallen Zuid";582;322;1;0;55.5;"PvdA";0;25.8;"GROENLINKS";0;18.0;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.0;25.8;15.5;14.3;6.5;3.4;4.0;0.3;0.9;4.3;3.7;0.3;2.2;0;0.6;0;"POINT(4.8541071,52.3399779)";"POINT(52.3399779,4.8541071)";4.8541071;52.3399779;
260;"ABS";"311";"Kinderopvang Parvaneh";2181;736;0;6;34.0;"GROENLINKS";225;0;"PvdA";128;0;97;0;225;128;96;53;71;25;28;41;19;9;9;8;16;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8518422,52.3831183)";"POINT(52.3831183,4.8518422)";4.8518422;52.3831183;
261;"REL";"311";"Kinderopvang Parvaneh";2181;736;0;6;34.0;"GROENLINKS";0;30.6;"PvdA";0;17.4;0;13.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.6;17.4;13.0;7.2;9.6;3.4;3.8;5.6;2.6;1.2;1.2;1.1;2.2;0.1;0.7;0.3;"POINT(4.8518422,52.3831183)";"POINT(52.3831183,4.8518422)";4.8518422;52.3831183;
262;"ABS";"313";"KBS De Boomgaard";1066;597;1;1;56.2;"GROENLINKS";180;0;"PvdA";103;0;77;0;180;103;74;54;48;31;29;19;9;16;12;9;9;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8500411,52.3838355)";"POINT(52.3838355,4.8500411)";4.8500411;52.3838355;
263;"REL";"313";"KBS De Boomgaard";1066;597;1;1;56.2;"GROENLINKS";0;30.2;"PvdA";0;17.3;0;12.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.2;17.3;12.4;9.0;8.0;5.2;4.9;3.2;1.5;2.7;2.0;1.5;1.5;0;0.7;0;"POINT(4.8500411,52.3838355)";"POINT(52.3838355,4.8500411)";4.8500411;52.3838355;
264;"ABS";"317";"Brede School de Springplank";1901;486;1;2;25.7;"GROENLINKS";135;0;"PvdA";68;0;67;0;135;68;55;54;33;17;24;55;13;15;6;4;4;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8464062,52.3735549)";"POINT(52.3735549,4.8464062)";4.8464062;52.3735549;
265;"REL";"317";"Brede School de Springplank";1901;486;1;2;25.7;"GROENLINKS";0;27.8;"PvdA";0;14.0;0;13.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.8;14.0;11.3;11.1;6.8;3.5;4.9;11.3;2.7;3.1;1.2;0.8;0.8;0;0.2;0.4;"POINT(4.8464062,52.3735549)";"POINT(52.3735549,4.8464062)";4.8464062;52.3735549;
266;"ABS";"319";"Wachterliedpaviljoen";2071;732;2;0;35.4;"GROENLINKS";230;0;"PvdA";119;0;111;0;230;119;77;65;61;39;38;34;12;14;7;13;11;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8535979,52.3774878)";"POINT(52.3774878,4.8535979)";4.8535979;52.3774878;
267;"REL";"319";"Wachterliedpaviljoen";2071;732;2;0;35.4;"GROENLINKS";0;31.4;"PvdA";0;16.3;0;15.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.4;16.3;10.5;8.9;8.3;5.3;5.2;4.6;1.6;1.9;1.0;1.8;1.5;0.4;1.0;0.3;"POINT(4.8535979,52.3774878)";"POINT(52.3774878,4.8535979)";4.8535979;52.3774878;
268;"ABS";"321";"Narcis-Queridoschool";1943;633;1;4;32.8;"GROENLINKS";159;0;"PvdA";111;0;48;0;159;111;66;57;44;46;35;44;27;8;13;3;15;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8606398,52.3793723)";"POINT(52.3793723,4.8606398)";4.8606398;52.3793723;
269;"REL";"321";"Narcis-Queridoschool";1943;633;1;4;32.8;"GROENLINKS";0;25.1;"PvdA";0;17.5;0;7.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.1;17.5;10.4;9.0;7.0;7.3;5.5;7.0;4.3;1.3;2.1;0.5;2.4;0;0.5;0.3;"POINT(4.8606398,52.3793723)";"POINT(52.3793723,4.8606398)";4.8606398;52.3793723;
270;"ABS";"325";"Centrum voor Ouderen De Boeg";1119;731;3;3;65.9;"GROENLINKS";192;0;"PvdA";109;0;83;0;192;109;94;87;54;42;44;17;30;19;16;7;16;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8466389,52.376145)";"POINT(52.376145,4.8466389)";4.8466389;52.376145;
271;"REL";"325";"Centrum voor Ouderen De Boeg";1119;731;3;3;65.9;"GROENLINKS";0;26.3;"PvdA";0;14.9;0;11.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.3;14.9;12.9;11.9;7.4;5.7;6.0;2.3;4.1;2.6;2.2;1.0;2.2;0;0.1;0.4;"POINT(4.8466389,52.376145)";"POINT(52.376145,4.8466389)";4.8466389;52.376145;
272;"ABS";"328";"Bos en Lommerschool";2332;543;1;2;23.4;"DENK";140;0;"GROENLINKS";136;0;4;0;136;83;59;37;26;9;12;140;11;7;6;7;5;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.840039,52.3790251)";"POINT(52.3790251,4.840039)";4.840039;52.3790251;
273;"REL";"328";"Bos en Lommerschool";2332;543;1;2;23.4;"DENK";0;25.8;"GROENLINKS";0;25.0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.0;15.3;10.9;6.8;4.8;1.7;2.2;25.8;2.0;1.3;1.1;1.3;0.9;0.2;0.2;0.6;"POINT(4.840039,52.3790251)";"POINT(52.3790251,4.840039)";4.840039;52.3790251;
274;"ABS";"330";"de Wiltzangh";1464;552;1;2;37.9;"GROENLINKS";173;0;"PvdA";84;0;89;0;173;84;73;50;26;16;31;49;13;9;4;9;7;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8505499,52.3818175)";"POINT(52.3818175,4.8505499)";4.8505499;52.3818175;
275;"REL";"330";"de Wiltzangh";1464;552;1;2;37.9;"GROENLINKS";0;31.3;"PvdA";0;15.2;0;16.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.3;15.2;13.2;9.1;4.7;2.9;5.6;8.9;2.4;1.6;0.7;1.6;1.3;0.5;0.5;0.4;"POINT(4.8505499,52.3818175)";"POINT(52.3818175,4.8505499)";4.8505499;52.3818175;
276;"ABS";"331";"t Landhuis";1974;630;2;2;32.1;"GROENLINKS";182;0;"PvdA";112;0;70;0;182;112;82;67;52;24;23;34;15;11;10;9;5;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8592312,52.3792769)";"POINT(52.3792769,4.8592312)";4.8592312;52.3792769;
277;"REL";"331";"t Landhuis";1974;630;2;2;32.1;"GROENLINKS";0;28.9;"PvdA";0;17.8;0;11.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.9;17.8;13.0;10.6;8.3;3.8;3.7;5.4;2.4;1.7;1.6;1.4;0.8;0.2;0.3;0.2;"POINT(4.8592312,52.3792769)";"POINT(52.3792769,4.8592312)";4.8592312;52.3792769;
278;"ABS";"334";"MBO College West";1323;352;1;2;26.8;"GROENLINKS";101;0;"PvdA";70;0;31;0;101;70;39;40;22;7;15;43;6;3;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8406079,52.3733756)";"POINT(52.3733756,4.8406079)";4.8406079;52.3733756;
279;"REL";"334";"MBO College West";1323;352;1;2;26.8;"GROENLINKS";0;28.7;"PvdA";0;19.9;0;8.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.7;19.9;11.1;11.4;6.3;2.0;4.3;12.2;1.7;0.9;0.3;0.9;0.3;0;0.3;0;"POINT(4.8406079,52.3733756)";"POINT(52.3733756,4.8406079)";4.8406079;52.3733756;
280;"ABS";"335";"A.K.C. Blauw-Wit";1800;577;1;1;32.2;"GROENLINKS";177;0;"PvdA";86;0;91;0;177;86;80;65;55;20;31;17;13;12;6;5;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.856703,52.3757788)";"POINT(52.3757788,4.856703)";4.856703;52.3757788;
281;"REL";"335";"A.K.C. Blauw-Wit";1800;577;1;1;32.2;"GROENLINKS";0;30.7;"PvdA";0;14.9;0;15.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.7;14.9;13.9;11.3;9.5;3.5;5.4;2.9;2.3;2.1;1.0;0.9;1.4;0.2;0.2;0;"POINT(4.856703,52.3757788)";"POINT(52.3757788,4.856703)";4.856703;52.3757788;
282;"ABS";"341";"Molen van Sloten";1020;582;0;2;57.3;"PvdA";128;0;"VVD";92;0;36;0;83;128;60;92;47;70;13;3;15;23;21;3;19;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7922079,52.341561)";"POINT(52.341561,4.7922079)";4.7922079;52.341561;
283;"REL";"341";"Molen van Sloten";1020;582;0;2;57.3;"PvdA";0;22.0;"VVD";0;15.8;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.3;22.0;10.3;15.8;8.1;12.0;2.2;0.5;2.6;4.0;3.6;0.5;3.3;0;0.5;0.3;"POINT(4.7922079,52.341561)";"POINT(52.341561,4.7922079)";4.7922079;52.341561;
284;"ABS";"342";"Vrouw en Vaart";1417;573;0;2;40.6;"PvdA";157;0;"GROENLINKS";72;0;85;0;72;157;58;59;23;69;8;24;19;34;19;7;19;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8053338,52.3656775)";"POINT(52.3656775,4.8053338)";4.8053338;52.3656775;
285;"REL";"342";"Vrouw en Vaart";1417;573;0;2;40.6;"PvdA";0;27.4;"GROENLINKS";0;12.6;0;14.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.6;27.4;10.1;10.3;4.0;12.0;1.4;4.2;3.3;5.9;3.3;1.2;3.3;0;0.5;0.3;"POINT(4.8053338,52.3656775)";"POINT(52.3656775,4.8053338)";4.8053338;52.3656775;
286;"ABS";"346";"Osdorpse Montessorischool";710;296;1;2;42.1;"PvdA";64;0;"Forum voor Democratie";43;0;21;0;30;64;20;26;12;43;7;36;13;12;11;7;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8026102,52.3539702)";"POINT(52.3539702,4.8026102)";4.8026102;52.3539702;
287;"REL";"346";"Osdorpse Montessorischool";710;296;1;2;42.1;"PvdA";0;21.6;"Forum voor Democratie";0;14.5;0;7.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1;21.6;6.8;8.8;4.1;14.5;2.4;12.2;4.4;4.1;3.7;2.4;4.7;0;0.3;0;"POINT(4.8026102,52.3539702)";"POINT(52.3539702,4.8026102)";4.8026102;52.3539702;
288;"ABS";"347";"Stadsloket Nieuw-West		";1540;470;3;10;31.4;"PvdA";93;0;"GROENLINKS";65;0;28;0;65;93;35;41;18;57;8;64;24;13;18;7;23;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8066699,52.3577735)";"POINT(52.3577735,4.8066699)";4.8066699;52.3577735;
289;"REL";"347";"Stadsloket Nieuw-West		";1540;470;3;10;31.4;"PvdA";0;19.8;"GROENLINKS";0;13.8;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8;19.8;7.4;8.7;3.8;12.1;1.7;13.6;5.1;2.8;3.8;1.5;4.9;0.6;0.2;0;"POINT(4.8066699,52.3577735)";"POINT(52.3577735,4.8066699)";4.8066699;52.3577735;
290;"ABS";"348";"Dienstencentrum Osdorperhof";1502;473;0;2;31.6;"PvdA";97;0;"Forum voor Democratie";68;0;29;0;50;97;34;58;30;68;13;18;12;27;17;18;19;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8126109,52.3547484)";"POINT(52.3547484,4.8126109)";4.8126109;52.3547484;
291;"REL";"348";"Dienstencentrum Osdorperhof";1502;473;0;2;31.6;"PvdA";0;20.5;"Forum voor Democratie";0;14.4;0;6.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.6;20.5;7.2;12.3;6.3;14.4;2.7;3.8;2.5;5.7;3.6;3.8;4.0;0.6;1.5;0.4;"POINT(4.8126109,52.3547484)";"POINT(52.3547484,4.8126109)";4.8126109;52.3547484;
292;"ABS";"349";"Ichthusschool";1427;519;0;1;36.4;"PvdA";98;0;"GROENLINKS";90;0;8;0;90;98;34;46;23;80;11;15;26;37;16;13;25;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8106601,52.3524024)";"POINT(52.3524024,4.8106601)";4.8106601;52.3524024;
293;"REL";"349";"Ichthusschool";1427;519;0;1;36.4;"PvdA";0;18.9;"GROENLINKS";0;17.3;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.3;18.9;6.6;8.9;4.4;15.4;2.1;2.9;5.0;7.1;3.1;2.5;4.8;0.8;0.2;0;"POINT(4.8106601,52.3524024)";"POINT(52.3524024,4.8106601)";4.8106601;52.3524024;
294;"ABS";"351";"Verenigingsgebouw Nivon";991;220;1;0;22.3;"DENK";57;0;"PvdA";34;0;23;0;24;34;14;15;8;21;4;57;2;8;13;7;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7951372,52.3629309)";"POINT(52.3629309,4.7951372)";4.7951372;52.3629309;
295;"REL";"351";"Verenigingsgebouw Nivon";991;220;1;0;22.3;"DENK";0;25.9;"PvdA";0;15.5;0;10.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.9;15.5;6.4;6.8;3.6;9.5;1.8;25.9;0.9;3.6;5.9;3.2;5.5;0;0.5;0;"POINT(4.7951372,52.3629309)";"POINT(52.3629309,4.7951372)";4.7951372;52.3629309;
296;"ABS";"352";"Zorgcentrum Leo Polak";2041;573;2;4;28.4;"PvdA";104;0;"Forum voor Democratie";94;0;10;0;43;104;23;63;19;94;5;79;19;32;35;14;35;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7891328,52.3628661)";"POINT(52.3628661,4.7891328)";4.7891328;52.3628661;
297;"REL";"352";"Zorgcentrum Leo Polak";2041;573;2;4;28.4;"PvdA";0;18.2;"Forum voor Democratie";0;16.4;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.5;18.2;4.0;11.0;3.3;16.4;0.9;13.8;3.3;5.6;6.1;2.4;6.1;0.9;0.3;0.2;"POINT(4.7891328,52.3628661)";"POINT(52.3628661,4.7891328)";4.7891328;52.3628661;
298;"ABS";"354";"De Wachter";1519;348;0;6;23.3;"PvdA";76;0;"DENK";71;0;5;0;43;76;15;28;19;24;6;71;18;9;20;1;14;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7974088,52.3566062)";"POINT(52.3566062,4.7974088)";4.7974088;52.3566062;
299;"REL";"354";"De Wachter";1519;348;0;6;23.3;"PvdA";0;21.8;"DENK";0;20.4;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;21.8;4.3;8.0;5.5;6.9;1.7;20.4;5.2;2.6;5.7;0.3;4.0;0.3;0.6;0.3;"POINT(4.7974088,52.3566062)";"POINT(52.3566062,4.7974088)";4.7974088;52.3566062;
300;"ABS";"356";"Nieuw Amstelrade";1590;405;1;0;25.5;"DENK";112;0;"PvdA";83;0;29;0;55;83;22;21;16;30;3;112;11;13;12;11;10;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.794843,52.3552443)";"POINT(52.3552443,4.794843)";4.794843;52.3552443;
301;"REL";"356";"Nieuw Amstelrade";1590;405;1;0;25.5;"DENK";0;27.7;"PvdA";0;20.5;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6;20.5;5.4;5.2;4.0;7.4;0.7;27.7;2.7;3.2;3.0;2.7;2.5;0;0.7;0.7;"POINT(4.794843,52.3552443)";"POINT(52.3552443,4.794843)";4.794843;52.3552443;
302;"ABS";"357";"Basisschool de Odyssee";2620;778;0;3;29.8;"PvdA";174;0;"VVD";108;0;66;0;99;174;93;108;35;78;21;70;11;37;17;11;19;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.79305,52.3488356)";"POINT(52.3488356,4.79305)";4.79305;52.3488356;
303;"REL";"357";"Basisschool de Odyssee";2620;778;0;3;29.8;"PvdA";0;22.4;"VVD";0;13.9;0;8.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.7;22.4;12.0;13.9;4.5;10.0;2.7;9.0;1.4;4.8;2.2;1.4;2.4;0;0.4;0.3;"POINT(4.79305,52.3488356)";"POINT(52.3488356,4.79305)";4.79305;52.3488356;
304;"ABS";"362";"Jenaplanschool Atlantis";1400;316;2;3;22.9;"DENK";58;0;"PvdA";56;0;2;0;41;56;14;23;12;43;7;58;15;6;22;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7868578,52.3574416)";"POINT(52.3574416,4.7868578)";4.7868578;52.3574416;
305;"REL";"362";"Jenaplanschool Atlantis";1400;316;2;3;22.9;"DENK";0;18.4;"PvdA";0;17.7;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.0;17.7;4.4;7.3;3.8;13.6;2.2;18.4;4.7;1.9;7.0;1.6;4.4;0;0;0;"POINT(4.7868578,52.3574416)";"POINT(52.3574416,4.7868578)";4.7868578;52.3574416;
306;"ABS";"363";"Ymere Amsterdam-West";1027;492;0;2;48.1;"PvdA";132;0;"GROENLINKS";91;0;41;0;91;132;45;75;33;42;14;13;8;20;6;1;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8111231,52.3426596)";"POINT(52.3426596,4.8111231)";4.8111231;52.3426596;
307;"REL";"363";"Ymere Amsterdam-West";1027;492;0;2;48.1;"PvdA";0;26.8;"GROENLINKS";0;18.5;0;8.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.5;26.8;9.1;15.2;6.7;8.5;2.8;2.6;1.6;4.1;1.2;0.2;2.2;0;0.2;0;"POINT(4.8111231,52.3426596)";"POINT(52.3426596,4.8111231)";4.8111231;52.3426596;
308;"ABS";"371";"OBA Osdorp";693;382;0;1;55.3;"VVD";66;0;"PvdA";61;0;5;0;59;61;23;66;14;40;6;41;27;12;14;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8067882,52.3589255)";"POINT(52.3589255,4.8067882)";4.8067882;52.3589255;
309;"REL";"371";"OBA Osdorp";693;382;0;1;55.3;"VVD";0;17.3;"PvdA";0;16.0;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.4;16.0;6.0;17.3;3.7;10.5;1.6;10.7;7.1;3.1;3.7;2.9;2.1;0;0;0;"POINT(4.8067882,52.3589255)";"POINT(52.3589255,4.8067882)";4.8067882;52.3589255;
310;"ABS";"393";"Museum Het Schip";1545;764;2;2;49.7;"GROENLINKS";262;0;"PvdA";172;0;90;0;262;172;69;44;61;37;29;4;29;15;20;7;6;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8739521,52.3903166)";"POINT(52.3903166,4.8739521)";4.8739521;52.3903166;
311;"REL";"393";"Museum Het Schip";1545;764;2;2;49.7;"GROENLINKS";0;34.3;"PvdA";0;22.5;0;11.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.3;22.5;9.0;5.8;8.0;4.8;3.8;0.5;3.8;2.0;2.6;0.9;0.8;0;0.7;0.5;"POINT(4.8739521,52.3903166)";"POINT(52.3903166,4.8739521)";4.8739521;52.3903166;
312;"ABS";"405";"Cartesius Lyceum";1589;653;1;5;41.5;"GROENLINKS";173;0;"PvdA";131;0;42;0;173;131;89;81;63;28;29;4;18;10;7;4;10;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8764288,52.3779685)";"POINT(52.3779685,4.8764288)";4.8764288;52.3779685;
313;"REL";"405";"Cartesius Lyceum";1589;653;1;5;41.5;"GROENLINKS";0;26.5;"PvdA";0;20.1;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.5;20.1;13.6;12.4;9.6;4.3;4.4;0.6;2.8;1.5;1.1;0.6;1.5;0;0;0.9;"POINT(4.8764288,52.3779685)";"POINT(52.3779685,4.8764288)";4.8764288;52.3779685;
314;"ABS";"406";"Van Hogendorphal";2081;823;1;5;39.8;"GROENLINKS";288;0;"PvdA";186;0;102;0;288;186;68;41;89;36;40;13;30;6;6;2;10;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8675892,52.381642)";"POINT(52.381642,4.8675892)";4.8675892;52.381642;
315;"REL";"406";"Van Hogendorphal";2081;823;1;5;39.8;"GROENLINKS";0;35.0;"PvdA";0;22.6;0;12.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;22.6;8.3;5.0;10.8;4.4;4.9;1.6;3.6;0.7;0.7;0.2;1.2;0;0.9;0.1;"POINT(4.8675892,52.381642)";"POINT(52.381642,4.8675892)";4.8675892;52.381642;
316;"ABS";"410";"Marcanti College";1325;503;0;0;38.0;"GROENLINKS";151;0;"PvdA";82;0;69;0;151;82;75;49;41;26;33;5;12;5;9;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8661368,52.3752181)";"POINT(52.3752181,4.8661368)";4.8661368;52.3752181;
317;"REL";"410";"Marcanti College";1325;503;0;0;38.0;"GROENLINKS";0;30.0;"PvdA";0;16.3;0;13.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.0;16.3;14.9;9.7;8.2;5.2;6.6;1.0;2.4;1.0;1.8;1.6;1.4;0;0;0;"POINT(4.8661368,52.3752181)";"POINT(52.3752181,4.8661368)";4.8661368;52.3752181;
