OBJECTNUMMER;LAAG;Naam_gebied;Soort_onderzoek;Jaar_onderzoek;Beschrijving;Weblink_1;Weblink_2;Foto_url_bma;Foto_upload_maps;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;1;"Tuindorp Nieuwendam en Buiksloot";"";0;"Informatie volgt";"";"";"";"";"MULTIPOLYGON(((4.947873 52.392395,4.951605 52.391283,4.951964 52.39065,4.950882 52.390419,4.951236 52.389794,4.95116 52.389756,4.949614 52.389432,4.949596 52.389415,4.950332 52.388093,4.949996 52.388022,4.950165 52.387722,4.950147 52.387688,4.949562 52.387563,4.950097 52.386615,4.949552 52.386651,4.94924 52.386709,4.948527 52.386741,4.948305 52.386758,4.948053 52.386813,4.94801 52.386836,4.948024 52.386847,4.947935 52.386876,4.947863 52.386928,4.947936 52.386969,4.947817 52.387051,4.94772 52.387083,4.947583 52.387087,4.947563 52.387082,4.94635 52.387949,4.945888 52.388345,4.945027 52.389023,4.945019 52.389018,4.944887 52.389125,4.944938 52.389149,4.944898 52.389181,4.944899 52.389202,4.944862 52.38921,4.944741 52.389282,4.944621 52.389375,4.944466 52.389539,4.94431 52.389654,4.944221 52.389714,4.944069 52.389798,4.943474 52.3901,4.94347 52.390095,4.942844 52.390365,4.942719 52.390446,4.942412 52.390676,4.942359 52.390707,4.942147 52.390872,4.942031 52.390949,4.941852 52.391047,4.941704 52.391095,4.941548 52.391134,4.941436 52.391152,4.941406 52.391128,4.941153 52.391195,4.940896 52.391242,4.940779 52.391271,4.940565 52.391308,4.940561 52.391301,4.940206 52.391368,4.939819 52.391416,4.939424 52.391445,4.938965 52.391535,4.93897 52.391554,4.938931 52.391564,4.938935 52.39157,4.938657 52.391625,4.93875 52.39181,4.93875 52.391864,4.938685 52.391898,4.938123 52.392086,4.93814 52.392152,4.937586 52.392309,4.937715 52.392506,4.937706 52.392534,4.938208 52.393272,4.937378 52.393527,4.937252 52.393568,4.937257 52.393575,4.937022 52.393646,4.940058 52.394722,4.947873 52.392395)),((4.93341 52.392409,4.933478 52.392364,4.933516 52.392383,4.933521 52.392378,4.933655 52.392454,4.933722 52.392476,4.933875 52.392316,4.933886 52.392294,4.933871 52.392272,4.93375 52.392179,4.93374 52.392152,4.933587 52.392076,4.933223 52.391865,4.933249 52.391817,4.932319 52.391781,4.932304 52.391844,4.932189 52.391839,4.930093 52.391705,4.928769 52.391607,4.928772 52.391593,4.927417 52.391497,4.927434 52.391423,4.925129 52.391163,4.924996 52.391047,4.924727 52.391093,4.924665 52.391095,4.924655 52.391178,4.924702 52.391322,4.924582 52.391753,4.924218 52.393305,4.924239 52.393459,4.92435 52.393696,4.924515 52.393933,4.924606 52.393964,4.924801 52.393973,4.924731 52.394523,4.924762 52.39462,4.9254 52.39498,4.925363 52.395049,4.925208 52.395097,4.925211 52.395105,4.933396 52.39307,4.933661 52.39302,4.933895 52.392985,4.933191 52.392559,4.93341 52.392409)))";"MULTIPOLYGON(((52.392395 4.947873,52.391283 4.951605,52.39065 4.951964,52.390419 4.950882,52.389794 4.951236,52.389756 4.95116,52.389432 4.949614,52.389415 4.949596,52.388093 4.950332,52.388022 4.949996,52.387722 4.950165,52.387688 4.950147,52.387563 4.949562,52.386615 4.950097,52.386651 4.949552,52.386709 4.94924,52.386741 4.948527,52.386758 4.948305,52.386813 4.948053,52.386836 4.94801,52.386847 4.948024,52.386876 4.947935,52.386928 4.947863,52.386969 4.947936,52.387051 4.947817,52.387083 4.94772,52.387087 4.947583,52.387082 4.947563,52.387949 4.94635,52.388345 4.945888,52.389023 4.945027,52.389018 4.945019,52.389125 4.944887,52.389149 4.944938,52.389181 4.944898,52.389202 4.944899,52.38921 4.944862,52.389282 4.944741,52.389375 4.944621,52.389539 4.944466,52.389654 4.94431,52.389714 4.944221,52.389798 4.944069,52.3901 4.943474,52.390095 4.94347,52.390365 4.942844,52.390446 4.942719,52.390676 4.942412,52.390707 4.942359,52.390872 4.942147,52.390949 4.942031,52.391047 4.941852,52.391095 4.941704,52.391134 4.941548,52.391152 4.941436,52.391128 4.941406,52.391195 4.941153,52.391242 4.940896,52.391271 4.940779,52.391308 4.940565,52.391301 4.940561,52.391368 4.940206,52.391416 4.939819,52.391445 4.939424,52.391535 4.938965,52.391554 4.93897,52.391564 4.938931,52.39157 4.938935,52.391625 4.938657,52.39181 4.93875,52.391864 4.93875,52.391898 4.938685,52.392086 4.938123,52.392152 4.93814,52.392309 4.937586,52.392506 4.937715,52.392534 4.937706,52.393272 4.938208,52.393527 4.937378,52.393568 4.937252,52.393575 4.937257,52.393646 4.937022,52.394722 4.940058,52.392395 4.947873)),((52.392409 4.93341,52.392364 4.933478,52.392383 4.933516,52.392378 4.933521,52.392454 4.933655,52.392476 4.933722,52.392316 4.933875,52.392294 4.933886,52.392272 4.933871,52.392179 4.93375,52.392152 4.93374,52.392076 4.933587,52.391865 4.933223,52.391817 4.933249,52.391781 4.932319,52.391844 4.932304,52.391839 4.932189,52.391705 4.930093,52.391607 4.928769,52.391593 4.928772,52.391497 4.927417,52.391423 4.927434,52.391163 4.925129,52.391047 4.924996,52.391093 4.924727,52.391095 4.924665,52.391178 4.924655,52.391322 4.924702,52.391753 4.924582,52.393305 4.924218,52.393459 4.924239,52.393696 4.92435,52.393933 4.924515,52.393964 4.924606,52.393973 4.924801,52.394523 4.924731,52.39462 4.924762,52.39498 4.9254,52.395049 4.925363,52.395097 4.925208,52.395105 4.925211,52.39307 4.933396,52.39302 4.933661,52.392985 4.933895,52.392559 4.933191,52.392409 4.93341)))";4.93809605;52.39085265;
2;1;"Bedrijventerrein Schinkel - Aalsmeerplein e.o.";"Cultuurhistorische verkenning voor bestemmingsplan";2012;"Op het bedrijventerrein staan enkele goed bewaarde bedrijfsgebouwen uit de jaren vijftig en zestig. Ook de begraafplaats Te Vraag ligt in dit gebied met de daarop aansluitende kleinschalige woonbebouwing.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse-0/amsterdamse/cultuurhistorische-6/?reload=true";"";"http://www.mapsbma.nl/CHV/foto/CHV Bedrijventerrein Schinkel.JPG";"";"POLYGON((4.848139 52.344261,4.848153 52.343881,4.848141 52.343707,4.848104 52.343623,4.848055 52.343551,4.84751 52.343023,4.847379 52.342939,4.847058 52.342858,4.846934 52.342818,4.846825 52.342764,4.846672 52.342636,4.846547 52.342436,4.846418 52.342199,4.846071 52.341501,4.845777 52.34021,4.845783 52.340199,4.845823 52.340176,4.845994 52.340094,4.846032 52.340051,4.84622 52.33871,4.846332 52.338249,4.84635 52.338094,4.846015 52.338072,4.845473 52.33807,4.84525 52.338076,4.844739 52.338124,4.844457 52.338167,4.84417 52.338228,4.843923 52.338295,4.843672 52.338381,4.843418 52.338484,4.843204 52.33859,4.842972 52.338727,4.84278 52.338862,4.842608 52.339007,4.842504 52.339108,4.842367 52.339262,4.842257 52.33941,4.842165 52.339565,4.84209 52.339726,4.842024 52.339929,4.84197 52.340162,4.841876 52.340675,4.841792 52.341198,4.841634 52.342325,4.841509 52.343429,4.841511 52.343859,4.841535 52.344172,4.841612 52.344742,4.841654 52.345148,4.841663 52.345362,4.841636 52.345403,4.841637 52.345427,4.841663 52.345479,4.841725 52.34552,4.841785 52.345539,4.841947 52.345555,4.841944 52.345974,4.842345 52.345948,4.842348 52.345957,4.843107 52.345912,4.843947 52.345889,4.844221 52.345897,4.844491 52.345922,4.844734 52.345965,4.844987 52.346028,4.845261 52.346121,4.845486 52.346221,4.845746 52.34637,4.845899 52.346483,4.846083 52.346652,4.845828 52.346755,4.84575 52.346768,4.845648 52.34677,4.845636 52.347393,4.846875 52.347186,4.847343 52.346828,4.849098 52.347212,4.84922 52.347252,4.849617 52.347494,4.84983 52.347357,4.849857 52.347325,4.849955 52.346966,4.849958 52.346891,4.849937 52.346756,4.849852 52.346533,4.849386 52.345617,4.849366 52.345624,4.849185 52.345241,4.849154 52.345186,4.849112 52.345143,4.849002 52.345071,4.848988 52.345053,4.848896 52.34481,4.84885 52.344794,4.848694 52.344814,4.848737 52.344958,4.848745 52.345027,4.848735 52.345197,4.848737 52.345624,4.848729 52.345634,4.848709 52.34564,4.848425 52.34564,4.848439 52.34544,4.848072 52.345435,4.848123 52.344708,4.848139 52.344261))";"POLYGON((52.344261 4.848139,52.343881 4.848153,52.343707 4.848141,52.343623 4.848104,52.343551 4.848055,52.343023 4.84751,52.342939 4.847379,52.342858 4.847058,52.342818 4.846934,52.342764 4.846825,52.342636 4.846672,52.342436 4.846547,52.342199 4.846418,52.341501 4.846071,52.34021 4.845777,52.340199 4.845783,52.340176 4.845823,52.340094 4.845994,52.340051 4.846032,52.33871 4.84622,52.338249 4.846332,52.338094 4.84635,52.338072 4.846015,52.33807 4.845473,52.338076 4.84525,52.338124 4.844739,52.338167 4.844457,52.338228 4.84417,52.338295 4.843923,52.338381 4.843672,52.338484 4.843418,52.33859 4.843204,52.338727 4.842972,52.338862 4.84278,52.339007 4.842608,52.339108 4.842504,52.339262 4.842367,52.33941 4.842257,52.339565 4.842165,52.339726 4.84209,52.339929 4.842024,52.340162 4.84197,52.340675 4.841876,52.341198 4.841792,52.342325 4.841634,52.343429 4.841509,52.343859 4.841511,52.344172 4.841535,52.344742 4.841612,52.345148 4.841654,52.345362 4.841663,52.345403 4.841636,52.345427 4.841637,52.345479 4.841663,52.34552 4.841725,52.345539 4.841785,52.345555 4.841947,52.345974 4.841944,52.345948 4.842345,52.345957 4.842348,52.345912 4.843107,52.345889 4.843947,52.345897 4.844221,52.345922 4.844491,52.345965 4.844734,52.346028 4.844987,52.346121 4.845261,52.346221 4.845486,52.34637 4.845746,52.346483 4.845899,52.346652 4.846083,52.346755 4.845828,52.346768 4.84575,52.34677 4.845648,52.347393 4.845636,52.347186 4.846875,52.346828 4.847343,52.347212 4.849098,52.347252 4.84922,52.347494 4.849617,52.347357 4.84983,52.347325 4.849857,52.346966 4.849955,52.346891 4.849958,52.346756 4.849937,52.346533 4.849852,52.345617 4.849386,52.345624 4.849366,52.345241 4.849185,52.345186 4.849154,52.345143 4.849112,52.345071 4.849002,52.345053 4.848988,52.34481 4.848896,52.344794 4.84885,52.344814 4.848694,52.344958 4.848737,52.345027 4.848745,52.345197 4.848735,52.345624 4.848737,52.345634 4.848729,52.34564 4.848709,52.34564 4.848425,52.34544 4.848439,52.345435 4.848072,52.344708 4.848123,52.344261 4.848139))";4.8457384;52.34277405;
3;1;"Bos en Lommerplein";"Cultuurhistorische verkenning voor bestemmingsplan";2012;"Binnen de gebiedsgrenzen staat voor- en naoorlogse bebouwing die op basis van het Uitbreidingsplan Bosch en Lommer uit 1935 tot stand kwam.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse-0/amsterdamse/cultuurhistorische-1/?reload=true";"";"http://www.mapsbma.nl/CHV/foto/CHV Bos en Lommerplein.JPG";"";"POLYGON((4.845998 52.375228,4.845533 52.375185,4.845124 52.375167,4.844576 52.375174,4.844303 52.375188,4.843897 52.375226,4.843635 52.375258,4.842159 52.375489,4.842934 52.377339,4.841861 52.377509,4.842161 52.378223,4.841179 52.378377,4.841723 52.379674,4.842702 52.379521,4.842733 52.379594,4.843739 52.379614,4.843875 52.3795,4.844124 52.379462,4.844915 52.379427,4.845131 52.37938,4.845899 52.379387,4.846895 52.379584,4.847681 52.378123,4.847463 52.378064,4.847562 52.377878,4.847599 52.377858,4.847654 52.37786,4.847904 52.377397,4.848508 52.37752,4.849359 52.37587,4.848656 52.375716,4.847631 52.375509,4.846442 52.375291,4.845998 52.375228))";"POLYGON((52.375228 4.845998,52.375185 4.845533,52.375167 4.845124,52.375174 4.844576,52.375188 4.844303,52.375226 4.843897,52.375258 4.843635,52.375489 4.842159,52.377339 4.842934,52.377509 4.841861,52.378223 4.842161,52.378377 4.841179,52.379674 4.841723,52.379521 4.842702,52.379594 4.842733,52.379614 4.843739,52.3795 4.843875,52.379462 4.844124,52.379427 4.844915,52.37938 4.845131,52.379387 4.845899,52.379584 4.846895,52.378123 4.847681,52.378064 4.847463,52.377878 4.847562,52.377858 4.847599,52.37786 4.847654,52.377397 4.847904,52.37752 4.848508,52.37587 4.849359,52.375716 4.848656,52.375509 4.847631,52.375291 4.846442,52.375228 4.845998))";4.84527395;52.3774134;
4;1;"Bosleeuw";"Cultuurhistorische verkenning voor bestemmingsplan";2012;"Dit gebied maakt deel uit van 1 stedenbouwkundig concept: Uitbreidingsplan Bosch en Lommer uit 1935. Dit is een baanbrekend stedenbouwkundig ontwerp geweest. De oorspronkelijke opzet is grotendeels in tact en daarmee van cultuurhistorische waarde.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse-0/amsterdamse/cultuurhistorische-3/?reload=true";"";"http://www.mapsbma.nl/CHV/foto/CHV Bosleeuw.JPG";"";"POLYGON((4.846378 52.384535,4.845919 52.383996,4.846338 52.383858,4.84658 52.383894,4.847135 52.383654,4.84718 52.383694,4.84818 52.383258,4.848184 52.383264,4.848248 52.383229,4.848258 52.383232,4.848296 52.383216,4.848296 52.383209,4.84837 52.383184,4.848366 52.383178,4.849066 52.382876,4.849072 52.38288,4.849117 52.382862,4.849116 52.382855,4.849145 52.382848,4.849203 52.382816,4.849213 52.38282,4.849258 52.3828,4.849252 52.382796,4.849949 52.382494,4.849925 52.382474,4.850537 52.382209,4.850572 52.382238,4.850676 52.382194,4.850698 52.382199,4.851031 52.38205,4.852897 52.380973,4.852173 52.380503,4.852422 52.380038,4.852541 52.379902,4.852616 52.379834,4.852613 52.379825,4.852747 52.379749,4.853561 52.380275,4.85376 52.38016,4.852632 52.379426,4.85252 52.37936,4.852273 52.379243,4.852004 52.379149,4.851714 52.379076,4.850257 52.378775,4.847745 52.378272,4.847005 52.379651,4.845353 52.379615,4.845415 52.380649,4.845404 52.380715,4.845367 52.380748,4.845219 52.380745,4.845173 52.381864,4.845325 52.381868,4.845297 52.382388,4.845315 52.382388,4.8453 52.383011,4.845364 52.38343,4.845423 52.383968,4.845433 52.384201,4.845426 52.384465,4.845438 52.384526,4.845494 52.38453,4.845548 52.384554,4.845663 52.384682,4.845705 52.384717,4.845958 52.384666,4.846378 52.384535))";"POLYGON((52.384535 4.846378,52.383996 4.845919,52.383858 4.846338,52.383894 4.84658,52.383654 4.847135,52.383694 4.84718,52.383258 4.84818,52.383264 4.848184,52.383229 4.848248,52.383232 4.848258,52.383216 4.848296,52.383209 4.848296,52.383184 4.84837,52.383178 4.848366,52.382876 4.849066,52.38288 4.849072,52.382862 4.849117,52.382855 4.849116,52.382848 4.849145,52.382816 4.849203,52.38282 4.849213,52.3828 4.849258,52.382796 4.849252,52.382494 4.849949,52.382474 4.849925,52.382209 4.850537,52.382238 4.850572,52.382194 4.850676,52.382199 4.850698,52.38205 4.851031,52.380973 4.852897,52.380503 4.852173,52.380038 4.852422,52.379902 4.852541,52.379834 4.852616,52.379825 4.852613,52.379749 4.852747,52.380275 4.853561,52.38016 4.85376,52.379426 4.852632,52.37936 4.85252,52.379243 4.852273,52.379149 4.852004,52.379076 4.851714,52.378775 4.850257,52.378272 4.847745,52.379651 4.847005,52.379615 4.845353,52.380649 4.845415,52.380715 4.845404,52.380748 4.845367,52.380745 4.845219,52.381864 4.845173,52.381868 4.845325,52.382388 4.845297,52.382388 4.845315,52.383011 4.8453,52.38343 4.845364,52.383968 4.845423,52.384201 4.845433,52.384465 4.845426,52.384526 4.845438,52.38453 4.845494,52.384554 4.845548,52.384682 4.845663,52.384717 4.845705,52.384666 4.845958,52.384535 4.846378))";4.84947135;52.3814875;
5;1;"GWL terrein";"Cultuurhistorische verkenning voor bestemmingsplan";2012;"De Gemeentelijke Waterleidingen nam in 1900 het terrein met het pompstation in gebruik om aan de toegenomen vraag naar drinkwater te voldoen. Inmiddels is het terrein omgebouwd tot woonwijk naar stedenbouwkundig ontwerp van K. Christaanse en A. Geuze.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse-0/amsterdamse/cultuurhistorische-8/?reload=true";"";"http://www.mapsbma.nl/CHV/foto/CHV GWL.JPG";"";"POLYGON((4.867947 52.382096,4.867897 52.382087,4.867523 52.383058,4.867557 52.383152,4.866739 52.385381,4.869433 52.385426,4.870557 52.38256,4.867947 52.382096))";"POLYGON((52.382096 4.867947,52.382087 4.867897,52.383058 4.867523,52.383152 4.867557,52.385381 4.866739,52.385426 4.869433,52.38256 4.870557,52.382096 4.867947))";4.8686528;52.38374965;
6;1;"Westergasfabriekterrein";"Cultuurhistorische verkenning voor bestemmingsplan";2012;"Het monumentale ensemble van het negentiende eeuwse Westergasfabriekcomplex en het Westerpark is vanaf de jaren 1980 omgevormd tot hedendaags cultuurpark.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse-0/amsterdamse/cultuurhistorische-a/?reload=true";"";"http://www.mapsbma.nl/CHV/foto/CHV Westergasfabriek.JPG";"";"POLYGON((4.881139 52.386067,4.881125 52.38602,4.881148 52.385945,4.881197 52.385901,4.881237 52.385881,4.881352 52.385851,4.881253 52.385597,4.881209 52.385604,4.880814 52.385619,4.878014 52.385565,4.878005 52.385571,4.877068 52.385553,4.876972 52.385545,4.875959 52.385527,4.875868 52.385538,4.875907 52.385538,4.875856 52.385548,4.874957 52.385531,4.874911 52.385552,4.874911 52.385581,4.874788 52.385578,4.874784 52.385558,4.874792 52.385557,4.874776 52.38554,4.874738 52.385529,4.873843 52.385517,4.873743 52.38549,4.865504 52.385364,4.865482 52.385379,4.86548 52.385435,4.865395 52.385434,4.865397 52.385403,4.865204 52.385397,4.865204 52.38543,4.865058 52.385428,4.865059 52.385413,4.865035 52.385402,4.864852 52.385394,4.864711 52.385393,4.864655 52.385401,4.864606 52.385418,4.864519 52.385349,4.864425 52.385349,4.864415 52.385596,4.864499 52.38567,4.864498 52.385718,4.864877 52.385725,4.864873 52.385986,4.864834 52.385986,4.864101 52.385862,4.86388 52.386359,4.863521 52.387119,4.86319 52.388021,4.864798 52.388048,4.864762 52.388905,4.865962 52.388925,4.867263 52.388912,4.868993 52.388856,4.869694 52.388802,4.870683 52.388669,4.872395 52.388351,4.873432 52.388217,4.874537 52.388093,4.875414 52.387942,4.875346 52.387895,4.876759 52.387614,4.87734 52.387534,4.878473 52.38728,4.879432 52.386981,4.879393 52.386944,4.879808 52.386855,4.88135 52.386309,4.881139 52.386067))";"POLYGON((52.386067 4.881139,52.38602 4.881125,52.385945 4.881148,52.385901 4.881197,52.385881 4.881237,52.385851 4.881352,52.385597 4.881253,52.385604 4.881209,52.385619 4.880814,52.385565 4.878014,52.385571 4.878005,52.385553 4.877068,52.385545 4.876972,52.385527 4.875959,52.385538 4.875868,52.385538 4.875907,52.385548 4.875856,52.385531 4.874957,52.385552 4.874911,52.385581 4.874911,52.385578 4.874788,52.385558 4.874784,52.385557 4.874792,52.38554 4.874776,52.385529 4.874738,52.385517 4.873843,52.38549 4.873743,52.385364 4.865504,52.385379 4.865482,52.385435 4.86548,52.385434 4.865395,52.385403 4.865397,52.385397 4.865204,52.38543 4.865204,52.385428 4.865058,52.385413 4.865059,52.385402 4.865035,52.385394 4.864852,52.385393 4.864711,52.385401 4.864655,52.385418 4.864606,52.385349 4.864519,52.385349 4.864425,52.385596 4.864415,52.38567 4.864499,52.385718 4.864498,52.385725 4.864877,52.385986 4.864873,52.385986 4.864834,52.385862 4.864101,52.386359 4.86388,52.387119 4.863521,52.388021 4.86319,52.388048 4.864798,52.388905 4.864762,52.388925 4.865962,52.388912 4.867263,52.388856 4.868993,52.388802 4.869694,52.388669 4.870683,52.388351 4.872395,52.388217 4.873432,52.388093 4.874537,52.387942 4.875414,52.387895 4.875346,52.387614 4.876759,52.387534 4.87734,52.38728 4.878473,52.386981 4.879432,52.386944 4.879393,52.386855 4.879808,52.386309 4.88135,52.386067 4.881139))";4.87227605;52.38712945;
7;1;"De Buikslotermeer";"Cultuurhistorische verkenning voor bestemmingsplan";2012;"In de woonwijk Buikslotermeer zijn belangrijke overgangen terug te vinden tussen de oude wijken op basis van het Algemeen Uitbreidingsplan (AUP) en de Bijlmermeer. Zo vormen onder meer Amerbos en Het Breed bijzondere stedenbouwkundige eenheden.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse-0/amsterdamse/cultuurhistorische-5/?reload=true";"";"http://www.mapsbma.nl/CHV/foto/CHV Buikslotermeer.JPG";"";"POLYGON((4.938292 52.406224,4.939466 52.405784,4.939807 52.406052,4.940077 52.40599,4.940471 52.405919,4.940874 52.405872,4.941079 52.405859,4.941489 52.405848,4.941693 52.405851,4.942101 52.405876,4.942401 52.405878,4.942745 52.405865,4.943126 52.405834,4.943501 52.405785,4.943709 52.405749,4.944115 52.405662,4.944861 52.40543,4.944675 52.405496,4.946284 52.404939,4.947526 52.404471,4.948623 52.40403,4.949862 52.40349,4.95077 52.403065,4.951385 52.402766,4.952514 52.402187,4.953573 52.401613,4.954362 52.401162,4.954529 52.401076,4.954539 52.401081,4.954774 52.400939,4.953841 52.400141,4.95295 52.400405,4.950719 52.397569,4.950753 52.397559,4.949133 52.395576,4.946562 52.396325,4.94635 52.396197,4.944216 52.393483,4.940058 52.394722,4.937022 52.393646,4.936751 52.393563,4.936237 52.39337,4.935528 52.393155,4.934666 52.393018,4.933895 52.392985,4.933661 52.39302,4.933396 52.39307,4.924821 52.395204,4.925003 52.395463,4.925347 52.395862,4.926189 52.396723,4.926484 52.396991,4.927411 52.397782,4.928321 52.398516,4.930651 52.40032,4.931057 52.400128,4.931834 52.400736,4.932841 52.400318,4.932921 52.400387,4.932769 52.400255,4.932683 52.400294,4.932828 52.400223,4.932261 52.399788,4.933351 52.399363,4.931378 52.397834,4.931746 52.397645,4.933931 52.399188,4.934048 52.399135,4.934344 52.399027,4.935112 52.398714,4.935137 52.398684,4.935621 52.39849,4.935889 52.398383,4.935925 52.398389,4.936687 52.398084,4.93678 52.398027,4.936928 52.397966,4.936966 52.397973,4.937271 52.397853,4.93728 52.397827,4.937527 52.397728,4.938145 52.397482,4.938185 52.397487,4.938618 52.397314,4.938623 52.397288,4.938925 52.39717,4.938962 52.397176,4.939312 52.397037,4.939319 52.397012,4.939353 52.396999,4.939359 52.397004,4.939613 52.396894,4.939841 52.396824,4.940946 52.396385,4.941819 52.396115,4.941894 52.396105,4.941998 52.396118,4.942074 52.396155,4.942397 52.39642,4.942513 52.396502,4.942514 52.396528,4.943022 52.397002,4.943267 52.397257,4.943307 52.397267,4.943349 52.397345,4.94355 52.397537,4.940675 52.39867,4.940733 52.398689,4.940765 52.398709,4.940953 52.398883,4.940976 52.398915,4.940992 52.398966,4.940984 52.399013,4.940946 52.399069,4.940897 52.399099,4.940811 52.399121,4.940572 52.399128,4.940373 52.399159,4.940258 52.399194,4.93991 52.399329,4.936355 52.40075,4.935578 52.401127,4.935434 52.401208,4.935116 52.401365,4.935073 52.401324,4.934924 52.401402,4.934683 52.401554,4.934534 52.401628,4.934348 52.401454,4.934259 52.401496,4.93486 52.401968,4.934256 52.402256,4.934375 52.40235,4.934402 52.402336,4.934577 52.402473,4.934783 52.402606,4.935067 52.402805,4.935427 52.403088,4.935577 52.403184,4.935623 52.403222,4.93565 52.403235,4.935634 52.403217,4.935807 52.403157,4.935944 52.403294,4.935996 52.403367,4.936072 52.403521,4.936104 52.403679,4.936067 52.403783,4.935929 52.403989,4.9359 52.404096,4.935911 52.404202,4.935932 52.404253,4.936002 52.404348,4.936438 52.404711,4.937191 52.405368,4.938292 52.406224))";"POLYGON((52.406224 4.938292,52.405784 4.939466,52.406052 4.939807,52.40599 4.940077,52.405919 4.940471,52.405872 4.940874,52.405859 4.941079,52.405848 4.941489,52.405851 4.941693,52.405876 4.942101,52.405878 4.942401,52.405865 4.942745,52.405834 4.943126,52.405785 4.943501,52.405749 4.943709,52.405662 4.944115,52.40543 4.944861,52.405496 4.944675,52.404939 4.946284,52.404471 4.947526,52.40403 4.948623,52.40349 4.949862,52.403065 4.95077,52.402766 4.951385,52.402187 4.952514,52.401613 4.953573,52.401162 4.954362,52.401076 4.954529,52.401081 4.954539,52.400939 4.954774,52.400141 4.953841,52.400405 4.95295,52.397569 4.950719,52.397559 4.950753,52.395576 4.949133,52.396325 4.946562,52.396197 4.94635,52.393483 4.944216,52.394722 4.940058,52.393646 4.937022,52.393563 4.936751,52.39337 4.936237,52.393155 4.935528,52.393018 4.934666,52.392985 4.933895,52.39302 4.933661,52.39307 4.933396,52.395204 4.924821,52.395463 4.925003,52.395862 4.925347,52.396723 4.926189,52.396991 4.926484,52.397782 4.927411,52.398516 4.928321,52.40032 4.930651,52.400128 4.931057,52.400736 4.931834,52.400318 4.932841,52.400387 4.932921,52.400255 4.932769,52.400294 4.932683,52.400223 4.932828,52.399788 4.932261,52.399363 4.933351,52.397834 4.931378,52.397645 4.931746,52.399188 4.933931,52.399135 4.934048,52.399027 4.934344,52.398714 4.935112,52.398684 4.935137,52.39849 4.935621,52.398383 4.935889,52.398389 4.935925,52.398084 4.936687,52.398027 4.93678,52.397966 4.936928,52.397973 4.936966,52.397853 4.937271,52.397827 4.93728,52.397728 4.937527,52.397482 4.938145,52.397487 4.938185,52.397314 4.938618,52.397288 4.938623,52.39717 4.938925,52.397176 4.938962,52.397037 4.939312,52.397012 4.939319,52.396999 4.939353,52.397004 4.939359,52.396894 4.939613,52.396824 4.939841,52.396385 4.940946,52.396115 4.941819,52.396105 4.941894,52.396118 4.941998,52.396155 4.942074,52.39642 4.942397,52.396502 4.942513,52.396528 4.942514,52.397002 4.943022,52.397257 4.943267,52.397267 4.943307,52.397345 4.943349,52.397537 4.94355,52.39867 4.940675,52.398689 4.940733,52.398709 4.940765,52.398883 4.940953,52.398915 4.940976,52.398966 4.940992,52.399013 4.940984,52.399069 4.940946,52.399099 4.940897,52.399121 4.940811,52.399128 4.940572,52.399159 4.940373,52.399194 4.940258,52.399329 4.93991,52.40075 4.936355,52.401127 4.935578,52.401208 4.935434,52.401365 4.935116,52.401324 4.935073,52.401402 4.934924,52.401554 4.934683,52.401628 4.934534,52.401454 4.934348,52.401496 4.934259,52.401968 4.93486,52.402256 4.934256,52.40235 4.934375,52.402336 4.934402,52.402473 4.934577,52.402606 4.934783,52.402805 4.935067,52.403088 4.935427,52.403184 4.935577,52.403222 4.935623,52.403235 4.93565,52.403217 4.935634,52.403157 4.935807,52.403294 4.935944,52.403367 4.935996,52.403521 4.936072,52.403679 4.936104,52.403783 4.936067,52.403989 4.935929,52.404096 4.9359,52.404202 4.935911,52.404253 4.935932,52.404348 4.936002,52.404711 4.936438,52.405368 4.937191,52.406224 4.938292))";4.9398024;52.3995978;
