OBJECTNUMMER;Stemlocatie;Opgeroepenen;Blanco;Ongeldig;Geldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;_1__VVD;_2__PvdA;_3__PVV;_4__SP;_5__CDA;_6__D66;_7__ChristenUnie;_8__GroenLinks;_9__SGP;_10__Partij_voor_de_Dieren;_11__50PLUS;_12__OndernemersPartij;_13__VoorNederland;_14__DENK;_15__NIEUWE_WEGEN;_16__Forum_voor_Democratie;_17__De_Burger_Beweging;_18__Vrijzinnige_Partij;_19__GeenPeil;_20__Piratenpartij;_21__Artikel_1;_22__Niet_Stemmers;_23__Libertarische_Partij;_24__Lokaal_in_de_Kamer;_Overig_totaal;__1__VVD;__2__PvdA;__3__PVV;__4__SP;__5__CDA;__6__D66;__7__ChristenUnie;__8__GroenLinks;__9__SGP;__10__Partij_voor_de_Dieren;__11__50PLUS;__12__OndernemersPartij;__13__VoorNederland;__14__DENK;__15__NIEUWE_WEGEN;__16__Forum_voor_Democratie;__17__De_Burger_Beweging;__18__Vrijzinnige_Partij;__19__GeenPeil;__20__Piratenpartij;__21__Artikel_1;__22__Niet_Stemmers;__23__Libertarische_Partij;__24__Lokaal_in_de_Kamer;__Overig_totaal;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
248;"Prof. Dr. H. Kraemerschool";2455;4;13;1024;42.4;"DENK";340;0;"PVV";132;0;79;66;132;82;32;85;15;83;4;20;40;0;2;340;0;7;2;0;1;2;32;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7990639,52.3627974)";"POINT(52.3627974,4.7990639)";4.7990639;52.3627974;
249;"Protestantse Gemeente Nieuwendam";1156;2;3;1057;91.9;"GroenLinks";196;0;"PVV";190;0;112;118;190;106;38;108;14;196;2;70;61;1;5;12;2;8;0;0;0;6;7;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9405768,52.3916289)";"POINT(52.3916289,4.9405768)";4.9405768;52.3916289;
250;"Q-Factory";2827;6;16;2951;105.2;"GroenLinks";820;0;"D66";682;0;396;271;107;144;69;682;31;820;1;195;26;1;2;118;1;29;0;0;2;15;38;3;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9305279,52.3574645)";"POINT(52.3574645,4.9305279)";4.9305279;52.3574645;
251;"R.K. Basisschool De Mijlpaal";2293;1;8;1785;78.2;"GroenLinks";279;0;"D66";267;0;241;192;193;162;82;267;25;279;3;57;52;6;10;139;2;26;0;0;0;8;41;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8064458,52.3472754)";"POINT(52.3472754,4.8064458)";4.8064458;52.3472754;
252;"Revalidatie- en Zorgcentrum Vreugdehof";2940;0;10;1627;55.7;"VVD";368;0;"D66";256;0;368;117;146;143;102;256;39;188;4;101;61;3;9;27;1;32;2;0;0;3;18;6;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8842771,52.3338477)";"POINT(52.3338477,4.8842771)";4.8842771;52.3338477;
253;"ROC Elandsstraat";0;0;1;185;0;"GroenLinks";57;0;"D66";46;0;20;6;7;15;1;46;2;57;0;21;0;0;1;0;0;5;0;1;0;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8790748,52.3698813)";"POINT(52.3698813,4.8790748)";4.8790748;52.3698813;
254;"ROC Noord";0;1;1;92;0;"GroenLinks";20;0;"DENK";19;0;4;6;3;8;3;9;5;20;0;5;1;1;0;19;0;1;0;0;0;2;4;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9312708,52.4018103)";"POINT(52.4018103,4.9312708)";4.9312708;52.4018103;
255;"ROC TOP De Donge";1501;0;1;1189;79.3;"VVD";301;0;"D66";234;0;301;103;42;50;45;234;19;217;3;45;10;0;0;74;2;14;0;0;4;3;21;2;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.893903,52.3455626)";"POINT(52.3455626,4.893903)";4.893903;52.3455626;
256;"ROC Westpoort";0;0;3;181;0;"DENK";73;0;"GroenLinks";27;0;20;9;4;12;4;20;0;27;0;6;0;0;0;73;0;2;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8416011,52.3867842)";"POINT(52.3867842,4.8416011)";4.8416011;52.3867842;
257;"ROC Zuidoost";0;0;6;235;0;"DENK";56;0;"GroenLinks";47;0;16;12;1;17;2;36;10;47;0;11;1;0;0;56;0;1;1;0;1;1;21;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9470551,52.3155791)";"POINT(52.3155791,4.9470551)";4.9470551;52.3155791;
258;"Rosa Boekdrukkerschool";3350;7;21;1673;50.8;"GroenLinks";384;0;"D66";342;0;186;95;102;118;26;342;18;384;0;132;18;4;5;184;2;13;1;1;1;11;27;3;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8553588,52.3731581)";"POINT(52.3731581,4.8553588)";4.8553588;52.3731581;
259;"SBO De Kans";2823;2;13;1390;49.8;"DENK";430;0;"GroenLinks";173;0;87;79;143;127;41;145;20;173;0;60;19;0;8;430;1;22;4;0;2;3;24;0;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.812444,52.3725363)";"POINT(52.3725363,4.812444)";4.812444;52.3725363;
260;"SBO De Zeppelin";1241;1;2;885;71.6;"PVV";253;0;"GroenLinks";108;0;88;51;253;103;26;74;8;108;1;44;60;2;2;38;2;11;1;0;0;2;8;3;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8947442,52.4100615)";"POINT(52.4100615,4.8947442)";4.8947442;52.4100615;
261;"SBO Kolom/Meander";1356;7;1;1095;81.3;"D66";272;0;"GroenLinks";239;0;229;49;56;49;47;272;7;239;0;84;19;0;3;8;1;21;0;1;1;7;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9037559,52.3436782)";"POINT(52.3436782,4.9037559)";4.9037559;52.3436782;
262;"Scholengemeenschap Reigersbos";1236;1;6;570;46.7;"D66";78;0;"GroenLinks";73;0;53;61;58;61;18;78;17;73;1;22;21;2;0;19;0;4;1;0;1;7;72;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9775612,52.2968451)";"POINT(52.2968451,4.9775612)";4.9775612;52.2968451;
263;"School As-Siddieq";1410;3;8;1051;75.3;"GroenLinks";247;0;"D66";225;0;103;73;48;47;16;225;9;247;1;71;15;0;1;152;0;14;0;0;0;14;14;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.857094,52.3717085)";"POINT(52.3717085,4.857094)";4.857094;52.3717085;
264;"School De Bron";2076;7;8;1421;69.2;"GroenLinks";403;0;"D66";291;0;170;104;64;100;23;291;5;403;0;129;15;0;2;58;1;10;1;0;0;12;30;1;0;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8744891,52.3823287)";"POINT(52.3823287,4.8744891)";4.8744891;52.3823287;
265;"School De Eilanden";2327;4;2;1687;72.8;"GroenLinks";502;0;"D66";317;0;198;154;73;126;29;317;8;502;1;186;16;0;1;18;3;30;2;1;2;2;11;2;0;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8900669,52.3867613)";"POINT(52.3867613,4.8900669)";4.8900669;52.3867613;
266;"School De Meidoorn";1506;4;11;1380;92.6;"GroenLinks";340;0;"D66";314;0;152;95;62;84;27;314;14;340;0;106;19;1;1;127;1;9;1;1;0;8;15;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.861181,52.3688246)";"POINT(52.3688246,4.861181)";4.861181;52.3688246;
267;"School De Rivieren - gebouw Het Viertje";1511;1;4;1406;93.4;"D66";337;0;"GroenLinks";287;0;275;127;56;86;57;337;14;287;1;78;22;2;2;19;0;18;1;0;1;10;9;1;0;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9042351,52.3442313)";"POINT(52.3442313,4.9042351)";4.9042351;52.3442313;
268;"School De Roos";2883;3;11;2695;94.0;"D66";663;0;"GroenLinks";660;0;424;166;157;115;56;663;27;660;3;174;36;0;5;115;0;30;2;0;1;14;42;1;3;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8608229,52.3742224)";"POINT(52.3742224,4.8608229)";4.8608229;52.3742224;
269;"School De Ster";2749;3;12;1626;59.7;"GroenLinks";234;0;"SP";213;0;165;192;200;213;57;140;58;234;10;78;76;2;5;22;2;23;2;0;1;8;129;5;1;3;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9876988,52.2942282)";"POINT(52.2942282,4.9876988)";4.9876988;52.2942282;
270;"School De Tamboerijn";3111;3;18;2432;78.8;"GroenLinks";361;0;"SP";300;0;211;272;295;300;87;213;96;361;10;132;130;1;6;37;4;29;0;1;1;19;219;3;0;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9771302,52.294335)";"POINT(52.294335,4.9771302)";4.9771302;52.294335;
271;"School De Witte Olifant";1122;3;3;1298;116.2;"GroenLinks";389;0;"D66";260;0;149;142;55;82;24;260;6;389;2;128;13;1;4;8;0;18;1;0;0;6;8;1;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.904186,52.3702666)";"POINT(52.3702666,4.904186)";4.904186;52.3702666;
272;"School Het Gein";2597;3;13;2051;79.6;"GroenLinks";334;0;"VVD";303;0;303;261;195;221;72;255;53;334;8;120;86;2;9;6;0;32;1;0;3;11;75;0;0;4;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9934928,52.2987601)";"POINT(52.2987601,4.9934928)";4.9934928;52.2987601;
273;"Schoolgebouw ROC";1376;4;6;1248;91.4;"GroenLinks";321;0;"D66";269;0;210;95;50;70;28;269;12;321;1;112;19;2;1;24;0;12;0;0;0;10;12;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.874387,52.368344)";"POINT(52.368344,4.874387)";4.874387;52.368344;
274;"Scouting Oost 1";1607;2;1;1110;69.3;"GroenLinks";241;0;"D66";237;0;142;131;77;81;45;237;17;241;0;76;28;0;3;9;0;12;0;0;0;5;6;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9437792,52.3490492)";"POINT(52.3490492,4.9437792)";4.9437792;52.3490492;
275;"Senioren bewonersruimte";1505;4;3;1123;75.1;"D66";276;0;"GroenLinks";266;0;187;83;53;63;36;276;10;266;3;78;20;1;2;19;0;11;0;2;0;2;9;1;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9043629,52.3554007)";"POINT(52.3554007,4.9043629)";4.9043629;52.3554007;
276;"Senioren-flat De Wasknijper";1409;0;4;1074;76.5;"D66";226;0;"GroenLinks";192;0;163;83;95;70;52;226;17;192;0;49;20;2;1;63;3;11;0;0;0;7;16;3;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9292748,52.4049841)";"POINT(52.4049841,4.9292748)";4.9292748;52.4049841;
277;"Serviceflat Garstkamp";3005;4;8;1865;62.5;"GroenLinks";268;0;"PvdA";260;0;235;260;165;168;98;247;35;268;3;95;72;4;4;50;2;34;1;2;2;9;107;3;1;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9802768,52.3252379)";"POINT(52.3252379,4.9802768)";4.9802768;52.3252379;
278;"Serviceflat Koornhorst";1501;4;11;838;56.8;"PvdA";111;0;"PVV";108;0;80;111;108;82;29;83;38;93;5;22;41;1;1;30;3;15;3;0;1;4;86;2;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9865882,52.3183219)";"POINT(52.3183219,4.9865882)";4.9865882;52.3183219;
279;"Servicepunt Het Brinkhuis";2504;3;5;1718;68.9;"PVV";321;0;"GroenLinks";283;0;158;119;321;221;51;184;17;283;2;154;74;4;5;60;4;17;1;0;0;11;29;2;1;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9432681,52.3399779)";"POINT(52.3399779,4.9432681)";4.9432681;52.3399779;
280;"Speeltuinvereniging Nieuwendam";837;1;3;826;99.2;"PVV";182;0;"GroenLinks";137;0;69;80;182;84;31;86;7;137;2;68;43;0;4;11;1;8;1;0;0;5;6;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9504998,52.3894278)";"POINT(52.3894278,4.9504998)";4.9504998;52.3894278;
281;"Spinoza20first";3271;2;8;2140;65.7;"D66";502;0;"VVD";481;0;481;169;115;116;45;502;18;422;1;173;35;1;2;15;0;17;0;0;2;6;14;3;0;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9101689,52.3436705)";"POINT(52.3436705,4.9101689)";4.9101689;52.3436705;
282;"Sportcentrum De Pijp";1403;6;3;1219;87.5;"GroenLinks";283;0;"D66";209;0;175;100;71;100;28;209;17;283;0;99;19;0;3;67;2;11;1;0;0;5;27;1;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8937251,52.3497397)";"POINT(52.3497397,4.8937251)";4.8937251;52.3497397;
283;"Sporthal Gaasperdam";1186;1;9;672;57.5;"GroenLinks";103;0;"SP";81;0;68;80;59;81;19;73;22;103;5;27;34;2;2;6;1;10;0;0;0;4;76;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9782498,52.2968032)";"POINT(52.2968032,4.9782498)";4.9782498;52.2968032;
284;"Sporthal Wethouder Verheij";1380;1;8;1140;83.3;"GroenLinks";276;0;"D66";225;0;156;116;63;78;27;225;9;276;0;56;19;1;0;69;0;7;0;0;0;11;25;1;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.93136,52.3578726)";"POINT(52.3578726,4.93136)";4.93136;52.3578726;
285;"Sporthallen Zuid";580;0;2;512;88.6;"VVD";139;0;"D66";130;0;139;42;26;19;10;130;6;87;1;19;11;1;1;12;0;3;0;1;0;3;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8541119,52.3399703)";"POINT(52.3399703,4.8541119)";4.8541119;52.3399703;
286;"St. Ignatius Gymnasium";2266;2;3;1699;75.2;"VVD";672;0;"D66";400;0;672;153;45;33;80;400;11;196;3;56;9;3;3;2;1;19;0;0;3;5;5;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8739412,52.3497664)";"POINT(52.3497664,4.8739412)";4.8739412;52.3497664;
287;"Stadhuis";1618;1;12;2865;177.9;"GroenLinks";823;0;"D66";591;0;370;267;105;193;59;591;9;823;2;268;21;0;3;35;2;42;4;0;5;20;40;5;1;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9001629,52.3675887)";"POINT(52.3675887,4.9001629)";4.9001629;52.3675887;
288;"Stadsdeelkantoor Amsterdam-Noord";990;1;5;1101;111.8;"GroenLinks";211;0;"D66";153;0;128;94;106;96;40;153;32;211;9;51;32;1;0;89;1;15;1;0;0;4;37;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9329321,52.4008223)";"POINT(52.4008223,4.9329321)";4.9329321;52.4008223;
289;"Stadsloket";883;7;6;1822;207.8;"DENK";419;0;"GroenLinks";297;0;213;98;149;127;70;231;25;297;2;70;40;3;4;419;1;25;1;0;0;10;31;3;1;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8066752,52.3577696)";"POINT(52.3577696,4.8066752)";4.8066752;52.3577696;
290;"Stadsloket Zuid";2510;12;21;2399;96.9;"D66";587;0;"VVD";483;0;483;188;115;128;90;587;42;414;4;145;27;3;2;84;0;42;3;0;2;6;27;4;3;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8939602,52.3404662)";"POINT(52.3404662,4.8939602)";4.8939602;52.3404662;
291;"Station Sloterdijk - (Starbucks)";0;2;7;1655;0;"D66";459;0;"GroenLinks";436;0;216;92;50;100;43;459;25;436;3;119;11;0;7;34;0;14;0;0;2;21;22;0;0;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.837363,52.3892104)";"POINT(52.3892104,4.837363)";4.837363;52.3892104;
292;"Stayokay Amsterdam Zeeburg";1013;4;6;1048;104.4;"GroenLinks";333;0;"D66";224;0;117;93;44;44;16;224;8;333;0;70;9;1;1;55;1;2;1;0;0;3;23;2;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9355118,52.3653456)";"POINT(52.3653456,4.9355118)";4.9355118;52.3653456;
293;"Stichting Dorpsraad Driemond";1187;1;1;1012;85.4;"VVD";247;0;"PVV";172;0;247;56;172;93;81;126;16;98;0;54;41;0;4;5;3;11;0;0;0;2;2;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(5.0146801,52.3088042)";"POINT(52.3088042,5.0146801)";5.0146801;52.3088042;
294;"Stichting MaDi";1700;0;11;788;47.0;"Artikel 1";150;0;"GroenLinks";99;0;53;81;61;75;9;66;62;99;2;17;18;0;1;79;0;5;1;1;1;4;150;1;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9750769,52.3149535)";"POINT(52.3149535,4.9750769)";4.9750769;52.3149535;
295;"Ten Haaf Projects Temporary";974;0;3;580;59.9;"GroenLinks";197;0;"D66";128;0;83;47;13;23;14;128;1;197;0;41;2;0;0;5;1;11;0;0;1;4;7;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9015691,52.375405)";"POINT(52.375405,4.9015691)";4.9015691;52.375405;
296;"Theo Thijssenschool";1519;1;8;1441;95.5;"GroenLinks";354;0;"D66";246;0;213;184;77;127;33;246;11;354;1;133;19;0;2;2;2;19;0;1;2;4;8;2;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.881171,52.3772437)";"POINT(52.3772437,4.881171)";4.881171;52.3772437;
297;"Thomaskerk";834;0;4;1055;127.0;"VVD";392;0;"D66";254;0;392;80;19;10;78;254;19;116;9;39;7;1;3;1;1;20;0;0;2;3;1;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.874882,52.3419654)";"POINT(52.3419654,4.874882)";4.874882;52.3419654;
298;"Tijl Uilenspiegelschool";2149;4;14;1841;86.5;"GroenLinks";391;0;"D66";363;0;200;96;72;105;27;363;19;391;0;118;24;1;6;356;4;17;0;0;0;14;23;1;1;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8491771,52.3779914)";"POINT(52.3779914,4.8491771)";4.8491771;52.3779914;
299;"Timotheusschool";2305;3;26;1487;65.8;"DENK";661;0;"D66";156;0;102;75;108;109;36;156;14;130;1;18;25;0;5;661;0;15;0;1;1;2;22;1;2;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8053639,52.3794676)";"POINT(52.3794676,4.8053639)";4.8053639;52.3794676;
300;"Tobiasschool";2754;4;5;1885;68.8;"D66";438;0;"VVD";437;0;437;119;90;95;46;438;18;382;2;130;36;0;3;30;1;29;1;0;1;5;13;6;1;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8471601,52.3494307)";"POINT(52.3494307,4.8471601)";4.8471601;52.3494307;
301;"Tugelahuis";1323;2;5;720;55.0;"GroenLinks";179;0;"D66";132;0;49;52;26;48;19;132;6;179;1;47;9;0;1;110;0;3;1;0;2;6;28;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.920769,52.3558089)";"POINT(52.3558089,4.920769)";4.920769;52.3558089;
302;"Tuinstadhuis Geuzenveld";3085;11;43;2247;74.6;"DENK";635;0;"GroenLinks";280;0;187;160;206;175;70;259;31;280;8;67;67;2;3;635;0;14;3;0;1;11;59;5;1;3;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8211572,52.3790938)";"POINT(52.3790938,4.8211572)";4.8211572;52.3790938;
303;"Twiskehuis";1444;5;1;1041;72.5;"PVV";299;0;"SP";135;0;103;73;299;135;40;89;8;91;2;61;70;6;6;21;2;14;1;1;0;6;10;1;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8803899,52.4160773)";"POINT(52.4160773,4.8803899)";4.8803899;52.4160773;
304;"Universiteitsbibliotheek Amsterdam";706;3;1;1295;184.0;"D66";347;0;"GroenLinks";344;0;230;78;32;43;33;347;24;344;2;99;1;0;2;11;1;21;1;0;1;3;20;2;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8897231,52.3676726)";"POINT(52.3676726,4.8897231)";4.8897231;52.3676726;
305;"UvA - locatie P.C. Hoofthuis";1134;2;8;1380;122.6;"GroenLinks";446;0;"D66";316;0;267;73;16;33;38;316;10;446;2;113;2;0;2;9;1;27;1;0;1;11;9;3;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8898418,52.3740889)";"POINT(52.3740889,4.8898418)";4.8898418;52.3740889;
306;"V.B.S.K. Albert Cuyp";1230;1;3;1359;110.8;"GroenLinks";353;0;"D66";328;0;248;99;50;69;18;328;5;353;0;95;12;2;2;25;2;26;0;0;1;13;9;0;2;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8976109,52.356713)";"POINT(52.356713,4.8976109)";4.8976109;52.356713;
307;"Van Hogendorphal";2050;8;2;1248;61.4;"GroenLinks";379;0;"D66";219;0;122;108;50;75;22;219;16;379;2;118;13;0;3;66;2;16;1;0;0;14;21;1;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.867594,52.3816344)";"POINT(52.3816344,4.867594)";4.867594;52.3816344;
308;"Verenigingsgebouw Batavia";2916;8;28;1623;56.9;"DENK";457;0;"GroenLinks";334;0;99;112;89;115;19;180;18;334;5;73;21;1;1;457;2;7;0;0;0;8;78;3;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9407432,52.3605315)";"POINT(52.3605315,4.9407432)";4.9407432;52.3605315;
309;"Verenigingsgebouw Nivon";974;0;5;540;56.0;"DENK";151;0;"VVD";61;0;61;38;60;28;21;54;9;56;0;10;29;0;0;151;0;4;0;1;0;0;17;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7951419,52.3629233)";"POINT(52.3629233,4.7951419)";4.7951419;52.3629233;
310;"Vivium Torendael";2029;2;6;1320;65.5;"D66";258;0;"VVD";226;0;226;160;90;113;73;258;23;182;2;109;29;0;3;11;1;18;2;0;0;7;10;0;2;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.897445,52.3384596)";"POINT(52.3384596,4.897445)";4.897445;52.3384596;
311;"Vondelstede";2582;3;5;1608;62.6;"D66";389;0;"VVD";335;0;335;174;49;78;51;389;9;318;1;134;14;1;3;8;2;17;4;0;0;6;12;2;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8697369,52.3603446)";"POINT(52.3603446,4.8697369)";4.8697369;52.3603446;
312;"Voormalige Stadstimmertuin";1200;3;0;910;76.1;"GroenLinks";253;0;"D66";222;0;154;86;28;40;20;222;7;253;0;61;5;0;3;6;0;9;0;0;2;6;8;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9057081,52.3612753)";"POINT(52.3612753,4.9057081)";4.9057081;52.3612753;
313;"Vrijburg";1569;0;1;844;53.9;"VVD";280;0;"D66";206;0;280;90;33;12;28;206;9;118;1;41;3;0;4;0;0;14;0;0;0;4;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8823378,52.345658)";"POINT(52.345658,4.8823378)";4.8823378;52.345658;
314;"Vrije Universiteit Amsterdam";873;2;3;1978;227.1;"D66";586;0;"GroenLinks";466;0;384;86;29;53;66;586;48;466;5;90;6;0;1;92;0;35;0;0;0;7;23;1;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8664868,52.3345801)";"POINT(52.3345801,4.8664868)";4.8664868;52.3345801;
