OBJECTNUMMER;SELECTIE;KLASSE;SOORT;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
16555;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.758948 52.384276,4.759225 52.384314,4.759313 52.384342,4.759526 52.384361,4.759604 52.38435,4.759623 52.384345,4.759704 52.384363,4.759892 52.384364,4.75999 52.38435,4.760071 52.384367,4.760262 52.384366,4.760357 52.384352,4.760432 52.384366,4.760636 52.384365,4.760711 52.384358,4.760725 52.384354,4.760796 52.384367,4.761008 52.384365,4.761092 52.384356,4.7611 52.384359,4.761451 52.384361,4.76146 52.384358,4.761466 52.384361,4.761826 52.38436,4.761828 52.38436,4.762958 52.384366,4.762961 52.384183,4.761832 52.384176,4.761469 52.384179,4.759994 52.384177,4.759628 52.384166,4.759282 52.384075,4.759055 52.384088,4.758957 52.384102,4.75895 52.384188,4.758948 52.384276)),((4.758941 52.384456,4.758994 52.38446,4.759053 52.384492,4.759137 52.384452,4.759331 52.384438,4.75942 52.384482,4.759531 52.384437,4.759695 52.38444,4.759786 52.384485,4.759896 52.384441,4.760058 52.384517,4.760048 52.38453,4.760083 52.384562,4.760107 52.384614,4.760265 52.384641,4.760447 52.384649,4.760516 52.384644,4.760647 52.384655,4.76081 52.384657,4.760882 52.384649,4.761018 52.38466,4.761174 52.384662,4.761249 52.384655,4.76139 52.384666,4.761538 52.384668,4.761618 52.38466,4.761761 52.384671,4.761902 52.384673,4.761985 52.384666,4.762132 52.384676,4.762268 52.384677,4.76235 52.384669,4.7625 52.384678,4.762635 52.38468,4.762718 52.384671,4.762869 52.384682,4.762954 52.384683,4.762956 52.384505,4.761254 52.384486,4.760983 52.384462,4.760887 52.384481,4.76081 52.384459,4.760617 52.384457,4.76052 52.384477,4.760441 52.384455,4.760255 52.384451,4.760153 52.384471,4.760068 52.384447,4.759963 52.384398,4.759786 52.384467,4.759643 52.384395,4.759596 52.384394,4.75942 52.384466,4.75928 52.384395,4.759214 52.3844,4.759053 52.384478,4.758946 52.38442,4.758941 52.384456)))";"MULTIPOLYGON(((52.384276 4.758948,52.384314 4.759225,52.384342 4.759313,52.384361 4.759526,52.38435 4.759604,52.384345 4.759623,52.384363 4.759704,52.384364 4.759892,52.38435 4.75999,52.384367 4.760071,52.384366 4.760262,52.384352 4.760357,52.384366 4.760432,52.384365 4.760636,52.384358 4.760711,52.384354 4.760725,52.384367 4.760796,52.384365 4.761008,52.384356 4.761092,52.384359 4.7611,52.384361 4.761451,52.384358 4.76146,52.384361 4.761466,52.38436 4.761826,52.38436 4.761828,52.384366 4.762958,52.384183 4.762961,52.384176 4.761832,52.384179 4.761469,52.384177 4.759994,52.384166 4.759628,52.384075 4.759282,52.384088 4.759055,52.384102 4.758957,52.384188 4.75895,52.384276 4.758948)),((52.384456 4.758941,52.38446 4.758994,52.384492 4.759053,52.384452 4.759137,52.384438 4.759331,52.384482 4.75942,52.384437 4.759531,52.38444 4.759695,52.384485 4.759786,52.384441 4.759896,52.384517 4.760058,52.38453 4.760048,52.384562 4.760083,52.384614 4.760107,52.384641 4.760265,52.384649 4.760447,52.384644 4.760516,52.384655 4.760647,52.384657 4.76081,52.384649 4.760882,52.38466 4.761018,52.384662 4.761174,52.384655 4.761249,52.384666 4.76139,52.384668 4.761538,52.38466 4.761618,52.384671 4.761761,52.384673 4.761902,52.384666 4.761985,52.384676 4.762132,52.384677 4.762268,52.384669 4.76235,52.384678 4.7625,52.38468 4.762635,52.384671 4.762718,52.384682 4.762869,52.384683 4.762954,52.384505 4.762956,52.384486 4.761254,52.384462 4.760983,52.384481 4.760887,52.384459 4.76081,52.384457 4.760617,52.384477 4.76052,52.384455 4.760441,52.384451 4.760255,52.384471 4.760153,52.384447 4.760068,52.384398 4.759963,52.384467 4.759786,52.384395 4.759643,52.384394 4.759596,52.384466 4.75942,52.384395 4.75928,52.3844 4.759214,52.384478 4.759053,52.38442 4.758946,52.384456 4.758941)))";4.760956;52.384372;
16556;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.762956 52.384505,4.762954 52.384683,4.763001 52.384684,4.763083 52.384676,4.763237 52.384686,4.763367 52.384687,4.76345 52.384679,4.763591 52.384681,4.763746 52.384678,4.763818 52.384674,4.764111 52.384681,4.764185 52.384676,4.764548 52.384677,4.764713 52.384702,4.764826 52.384708,4.764897 52.384704,4.765102 52.384716,4.765186 52.384718,4.765249 52.384714,4.765361 52.384716,4.765477 52.384723,4.765549 52.384724,4.765605 52.38472,4.765741 52.384721,4.765847 52.384727,4.765914 52.384728,4.765969 52.384724,4.766216 52.384729,4.766461 52.384724,4.766575 52.384729,4.766806 52.384723,4.76694 52.384729,4.767021 52.384729,4.767093 52.384725,4.767169 52.384724,4.767389 52.384729,4.767485 52.384721,4.767804 52.384684,4.767854 52.384669,4.768167 52.384691,4.768221 52.384701,4.768385 52.384725,4.7685 52.384727,4.768586 52.384716,4.768888 52.384709,4.768954 52.384705,4.769079 52.384708,4.769321 52.384698,4.769637 52.384701,4.769688 52.384695,4.769793 52.384703,4.769998 52.384709,4.770055 52.384704,4.770174 52.384713,4.770298 52.384717,4.7703 52.384573,4.769692 52.384567,4.768957 52.384565,4.768304 52.384557,4.767857 52.384547,4.76749 52.384549,4.765767 52.384537,4.764136 52.384514,4.762956 52.384505)),((4.762961 52.384183,4.762958 52.384366,4.764398 52.38438,4.764821 52.384378,4.765504 52.384389,4.767708 52.384409,4.768025 52.384435,4.768075 52.384424,4.76811 52.384435,4.768389 52.384416,4.768444 52.384415,4.770302 52.384429,4.770303 52.384296,4.768814 52.384285,4.768447 52.384287,4.768353 52.384304,4.768201 52.384325,4.768078 52.384336,4.767941 52.384322,4.767711 52.38429,4.767551 52.38428,4.767344 52.384273,4.765507 52.384254,4.76514 52.384211,4.764773 52.384201,4.762961 52.384183)))";"MULTIPOLYGON(((52.384505 4.762956,52.384683 4.762954,52.384684 4.763001,52.384676 4.763083,52.384686 4.763237,52.384687 4.763367,52.384679 4.76345,52.384681 4.763591,52.384678 4.763746,52.384674 4.763818,52.384681 4.764111,52.384676 4.764185,52.384677 4.764548,52.384702 4.764713,52.384708 4.764826,52.384704 4.764897,52.384716 4.765102,52.384718 4.765186,52.384714 4.765249,52.384716 4.765361,52.384723 4.765477,52.384724 4.765549,52.38472 4.765605,52.384721 4.765741,52.384727 4.765847,52.384728 4.765914,52.384724 4.765969,52.384729 4.766216,52.384724 4.766461,52.384729 4.766575,52.384723 4.766806,52.384729 4.76694,52.384729 4.767021,52.384725 4.767093,52.384724 4.767169,52.384729 4.767389,52.384721 4.767485,52.384684 4.767804,52.384669 4.767854,52.384691 4.768167,52.384701 4.768221,52.384725 4.768385,52.384727 4.7685,52.384716 4.768586,52.384709 4.768888,52.384705 4.768954,52.384708 4.769079,52.384698 4.769321,52.384701 4.769637,52.384695 4.769688,52.384703 4.769793,52.384709 4.769998,52.384704 4.770055,52.384713 4.770174,52.384717 4.770298,52.384573 4.7703,52.384567 4.769692,52.384565 4.768957,52.384557 4.768304,52.384547 4.767857,52.384549 4.76749,52.384537 4.765767,52.384514 4.764136,52.384505 4.762956)),((52.384183 4.762961,52.384366 4.762958,52.38438 4.764398,52.384378 4.764821,52.384389 4.765504,52.384409 4.767708,52.384435 4.768025,52.384424 4.768075,52.384435 4.76811,52.384416 4.768389,52.384415 4.768444,52.384429 4.770302,52.384296 4.770303,52.384285 4.768814,52.384287 4.768447,52.384304 4.768353,52.384325 4.768201,52.384336 4.768078,52.384322 4.767941,52.38429 4.767711,52.38428 4.767551,52.384273 4.767344,52.384254 4.765507,52.384211 4.76514,52.384201 4.764773,52.384183 4.762961)))";4.7666335;52.384449;
16557;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.7703 52.384573,4.770298 52.384717,4.770356 52.384719,4.770421 52.384716,4.770559 52.384724,4.770719 52.384726,4.770788 52.384724,4.770926 52.384728,4.771086 52.384729,4.771155 52.384726,4.772385 52.384732,4.772623 52.384736,4.772928 52.384735,4.77299 52.384738,4.773118 52.384737,4.773724 52.384743,4.775926 52.384755,4.776228 52.384759,4.776418 52.384757,4.776659 52.384749,4.777026 52.38475,4.7773 52.38479,4.777404 52.384813,4.77764 52.384829,4.777643 52.384641,4.777167 52.384637,4.777029 52.384628,4.776365 52.384623,4.775927 52.384623,4.7703 52.384573)),((4.770303 52.384296,4.770302 52.384429,4.777645 52.384485,4.777647 52.38435,4.776338 52.384346,4.774485 52.384327,4.773225 52.38432,4.770303 52.384296)))";"MULTIPOLYGON(((52.384573 4.7703,52.384717 4.770298,52.384719 4.770356,52.384716 4.770421,52.384724 4.770559,52.384726 4.770719,52.384724 4.770788,52.384728 4.770926,52.384729 4.771086,52.384726 4.771155,52.384732 4.772385,52.384736 4.772623,52.384735 4.772928,52.384738 4.77299,52.384737 4.773118,52.384743 4.773724,52.384755 4.775926,52.384759 4.776228,52.384757 4.776418,52.384749 4.776659,52.38475 4.777026,52.38479 4.7773,52.384813 4.777404,52.384829 4.77764,52.384641 4.777643,52.384637 4.777167,52.384628 4.777029,52.384623 4.776365,52.384623 4.775927,52.384573 4.7703)),((52.384296 4.770303,52.384429 4.770302,52.384485 4.777645,52.38435 4.777647,52.384346 4.776338,52.384327 4.774485,52.38432 4.773225,52.384296 4.770303)))";4.7739775;52.3845555;
16558;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.777643 52.384641,4.77764 52.384829,4.777793 52.384836,4.778007 52.384835,4.778109 52.384839,4.778157 52.384836,4.778375 52.384836,4.779942 52.384857,4.781466 52.384865,4.783616 52.38487,4.784022 52.384868,4.78425 52.384853,4.784361 52.384851,4.784984 52.384855,4.784986 52.384686,4.784126 52.384682,4.783999 52.384685,4.781798 52.384672,4.777643 52.384641)),((4.777647 52.38435,4.777645 52.384485,4.784988 52.38453,4.78499 52.384387,4.783516 52.384376,4.782046 52.384374,4.779473 52.384352,4.778875 52.384355,4.777647 52.38435)))";"MULTIPOLYGON(((52.384641 4.777643,52.384829 4.77764,52.384836 4.777793,52.384835 4.778007,52.384839 4.778109,52.384836 4.778157,52.384836 4.778375,52.384857 4.779942,52.384865 4.781466,52.38487 4.783616,52.384868 4.784022,52.384853 4.78425,52.384851 4.784361,52.384855 4.784984,52.384686 4.784986,52.384682 4.784126,52.384685 4.783999,52.384672 4.781798,52.384641 4.777643)),((52.38435 4.777647,52.384485 4.777645,52.38453 4.784988,52.384387 4.78499,52.384376 4.783516,52.384374 4.782046,52.384352 4.779473,52.384355 4.778875,52.38435 4.777647)))";4.78132;52.384603;
16559;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.784986 52.384686,4.784984 52.384855,4.786197 52.384867,4.7873 52.384866,4.788036 52.384868,4.788763 52.384877,4.78913 52.384879,4.78953 52.384871,4.789866 52.384869,4.790966 52.384882,4.792328 52.384908,4.79233 52.384748,4.791603 52.384731,4.790873 52.384721,4.787668 52.3847,4.786567 52.384696,4.784986 52.384686)),((4.78499 52.384387,4.784988 52.38453,4.786821 52.384542,4.787924 52.384544,4.79075 52.384565,4.791603 52.384577,4.792332 52.384595,4.792334 52.384451,4.791613 52.384426,4.79124 52.384416,4.789398 52.384396,4.787559 52.384391,4.787189 52.384392,4.786825 52.384398,4.786456 52.384399,4.78499 52.384387)))";"MULTIPOLYGON(((52.384686 4.784986,52.384855 4.784984,52.384867 4.786197,52.384866 4.7873,52.384868 4.788036,52.384877 4.788763,52.384879 4.78913,52.384871 4.78953,52.384869 4.789866,52.384882 4.790966,52.384908 4.792328,52.384748 4.79233,52.384731 4.791603,52.384721 4.790873,52.3847 4.787668,52.384696 4.786567,52.384686 4.784986)),((52.384387 4.78499,52.38453 4.784988,52.384542 4.786821,52.384544 4.787924,52.384565 4.79075,52.384577 4.791603,52.384595 4.792332,52.384451 4.792334,52.384426 4.791613,52.384416 4.79124,52.384396 4.789398,52.384391 4.787559,52.384392 4.787189,52.384398 4.786825,52.384399 4.786456,52.384387 4.78499)))";4.788664;52.3846405;
16560;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.79233 52.384748,4.792328 52.384908,4.792787 52.384915,4.793871 52.384958,4.794233 52.384981,4.794948 52.385036,4.795307 52.385067,4.795957 52.385129,4.79674 52.385212,4.7971 52.385257,4.797447 52.385306,4.797467 52.385311,4.797608 52.385334,4.798152 52.385414,4.798502 52.385474,4.798854 52.385529,4.799201 52.38559,4.799662 52.385675,4.799664 52.385515,4.799271 52.385443,4.798919 52.385383,4.798337 52.385288,4.797745 52.385198,4.797145 52.385115,4.796673 52.385057,4.796066 52.38499,4.795457 52.38493,4.794982 52.384887,4.794257 52.384833,4.793636 52.384798,4.793164 52.384776,4.792528 52.384752,4.79233 52.384748)),((4.792334 52.384451,4.792332 52.384595,4.792981 52.384616,4.793809 52.384657,4.794175 52.384678,4.794542 52.384703,4.795191 52.384754,4.796004 52.384829,4.796728 52.384909,4.797183 52.384967,4.79781 52.385051,4.798527 52.385158,4.798784 52.3852,4.799238 52.385278,4.799666 52.385355,4.799668 52.385205,4.798589 52.385013,4.798324 52.38498,4.797601 52.384876,4.797136 52.384814,4.796683 52.384756,4.796377 52.384723,4.79585 52.384689,4.794933 52.38461,4.794563 52.384583,4.793988 52.384548,4.793612 52.384528,4.792717 52.384467,4.792334 52.384451)))";"MULTIPOLYGON(((52.384748 4.79233,52.384908 4.792328,52.384915 4.792787,52.384958 4.793871,52.384981 4.794233,52.385036 4.794948,52.385067 4.795307,52.385129 4.795957,52.385212 4.79674,52.385257 4.7971,52.385306 4.797447,52.385311 4.797467,52.385334 4.797608,52.385414 4.798152,52.385474 4.798502,52.385529 4.798854,52.38559 4.799201,52.385675 4.799662,52.385515 4.799664,52.385443 4.799271,52.385383 4.798919,52.385288 4.798337,52.385198 4.797745,52.385115 4.797145,52.385057 4.796673,52.38499 4.796066,52.38493 4.795457,52.384887 4.794982,52.384833 4.794257,52.384798 4.793636,52.384776 4.793164,52.384752 4.792528,52.384748 4.79233)),((52.384451 4.792334,52.384595 4.792332,52.384616 4.792981,52.384657 4.793809,52.384678 4.794175,52.384703 4.794542,52.384754 4.795191,52.384829 4.796004,52.384909 4.796728,52.384967 4.797183,52.385051 4.79781,52.385158 4.798527,52.3852 4.798784,52.385278 4.799238,52.385355 4.799666,52.385205 4.799668,52.385013 4.798589,52.38498 4.798324,52.384876 4.797601,52.384814 4.797136,52.384756 4.796683,52.384723 4.796377,52.384689 4.79585,52.38461 4.794933,52.384583 4.794563,52.384548 4.793988,52.384528 4.793612,52.384467 4.792717,52.384451 4.792334)))";4.796003;52.385056;
16561;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.799668 52.385205,4.799666 52.385355,4.800296 52.385477,4.800644 52.385549,4.80134 52.385699,4.801563 52.385734,4.801698 52.385759,4.802028 52.385861,4.802618 52.38601,4.803047 52.386124,4.803718 52.386311,4.804051 52.386409,4.804711 52.386611,4.80634 52.387131,4.806984 52.387332,4.806986 52.387183,4.806765 52.387114,4.806678 52.38708,4.806502 52.387024,4.806442 52.387011,4.806117 52.386905,4.805809 52.386811,4.805787 52.386809,4.805579 52.386733,4.805122 52.386593,4.804944 52.386534,4.804261 52.386318,4.803553 52.386111,4.803475 52.386092,4.803138 52.386,4.802932 52.38595,4.802794 52.385914,4.802611 52.385873,4.802261 52.385783,4.802105 52.385745,4.801838 52.38563,4.801748 52.385624,4.801409 52.385583,4.801067 52.385495,4.800734 52.385418,4.80037 52.385342,4.799668 52.385205)),((4.799664 52.385515,4.799662 52.385675,4.799893 52.385718,4.799982 52.38574,4.800146 52.385773,4.800242 52.385786,4.800583 52.385856,4.800932 52.38592,4.801265 52.386015,4.801601 52.386097,4.801945 52.386162,4.802137 52.386216,4.802286 52.38624,4.802625 52.386321,4.802829 52.386375,4.803288 52.386502,4.803614 52.3866,4.804034 52.386729,4.804581 52.386909,4.805233 52.38711,4.806295 52.387429,4.80678 52.387432,4.80567 52.387086,4.804612 52.386747,4.804286 52.386646,4.803711 52.386475,4.803047 52.386288,4.80261 52.386173,4.802035 52.386027,4.801886 52.385996,4.801691 52.385952,4.801354 52.385865,4.800664 52.385714,4.800203 52.385619,4.799664 52.385515)))";"MULTIPOLYGON(((52.385205 4.799668,52.385355 4.799666,52.385477 4.800296,52.385549 4.800644,52.385699 4.80134,52.385734 4.801563,52.385759 4.801698,52.385861 4.802028,52.38601 4.802618,52.386124 4.803047,52.386311 4.803718,52.386409 4.804051,52.386611 4.804711,52.387131 4.80634,52.387332 4.806984,52.387183 4.806986,52.387114 4.806765,52.38708 4.806678,52.387024 4.806502,52.387011 4.806442,52.386905 4.806117,52.386811 4.805809,52.386809 4.805787,52.386733 4.805579,52.386593 4.805122,52.386534 4.804944,52.386318 4.804261,52.386111 4.803553,52.386092 4.803475,52.386 4.803138,52.38595 4.802932,52.385914 4.802794,52.385873 4.802611,52.385783 4.802261,52.385745 4.802105,52.38563 4.801838,52.385624 4.801748,52.385583 4.801409,52.385495 4.801067,52.385418 4.800734,52.385342 4.80037,52.385205 4.799668)),((52.385515 4.799664,52.385675 4.799662,52.385718 4.799893,52.38574 4.799982,52.385773 4.800146,52.385786 4.800242,52.385856 4.800583,52.38592 4.800932,52.386015 4.801265,52.386097 4.801601,52.386162 4.801945,52.386216 4.802137,52.38624 4.802286,52.386321 4.802625,52.386375 4.802829,52.386502 4.803288,52.3866 4.803614,52.386729 4.804034,52.386909 4.804581,52.38711 4.805233,52.387429 4.806295,52.387432 4.80678,52.387086 4.80567,52.386747 4.804612,52.386646 4.804286,52.386475 4.803711,52.386288 4.803047,52.386173 4.80261,52.386027 4.802035,52.385996 4.801886,52.385952 4.801691,52.385865 4.801354,52.385714 4.800664,52.385619 4.800203,52.385515 4.799664)))";4.803329;52.3863115;
16562;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.802489 52.333267,4.802554 52.333306,4.802686 52.333325,4.802853 52.333486,4.803429 52.333489,4.803416 52.333486,4.803326 52.333438,4.803229 52.333404,4.803114 52.333353,4.803008 52.333273,4.802873 52.333182,4.802819 52.333129,4.802489 52.333267)),((4.802894 52.333098,4.803469 52.333454,4.803519 52.33349,4.803535 52.33349,4.803478 52.333448,4.802903 52.333095,4.802894 52.333098)),((4.803504 52.332845,4.803728 52.332984,4.803811 52.33298,4.803802 52.333032,4.804007 52.333171,4.804054 52.333171,4.804048 52.333197,4.804243 52.333333,4.804245 52.333341,4.804004 52.333314,4.804125 52.333432,4.804218 52.333493,4.804598 52.333495,4.804565 52.333465,4.804501 52.333464,4.80414 52.333217,4.804156 52.333132,4.804012 52.333136,4.803864 52.333035,4.803883 52.332927,4.803708 52.332935,4.803538 52.332831,4.803504 52.332845),(4.804183 52.33343,4.804156 52.333414,4.804142 52.333398,4.804176 52.333402,4.804234 52.333429,4.804183 52.33343)))";"MULTIPOLYGON(((52.333267 4.802489,52.333306 4.802554,52.333325 4.802686,52.333486 4.802853,52.333489 4.803429,52.333486 4.803416,52.333438 4.803326,52.333404 4.803229,52.333353 4.803114,52.333273 4.803008,52.333182 4.802873,52.333129 4.802819,52.333267 4.802489)),((52.333098 4.802894,52.333454 4.803469,52.33349 4.803519,52.33349 4.803535,52.333448 4.803478,52.333095 4.802903,52.333098 4.802894)),((52.332845 4.803504,52.332984 4.803728,52.33298 4.803811,52.333032 4.803802,52.333171 4.804007,52.333171 4.804054,52.333197 4.804048,52.333333 4.804243,52.333341 4.804245,52.333314 4.804004,52.333432 4.804125,52.333493 4.804218,52.333495 4.804598,52.333465 4.804565,52.333464 4.804501,52.333217 4.80414,52.333132 4.804156,52.333136 4.804012,52.333035 4.803864,52.332927 4.803883,52.332935 4.803708,52.332831 4.803538,52.332845 4.803504),(52.33343 4.804183,52.333414 4.804156,52.333398 4.804142,52.333402 4.804176,52.333429 4.804234,52.33343 4.804183)))";4.8035485;52.333156;
16563;60;"60-65 dB";"TREINMETRO_NIGHT";"MULTIPOLYGON(((4.80765 52.336319,4.807652 52.336127,4.80702 52.335759,4.806237 52.335284,4.805961 52.335111,4.80546 52.334782,4.804819 52.334389,4.804683 52.334303,4.804602 52.334244,4.803909 52.333821,4.803712 52.33374,4.803591 52.333698,4.803518 52.333655,4.803564 52.333648,4.803588 52.333655,4.803565 52.333554,4.803642 52.333569,4.803535 52.33349,4.803519 52.33349,4.803552 52.333514,4.803429 52.333489,4.802853 52.333486,4.802918 52.333525,4.803194 52.333608,4.803267 52.333643,4.803413 52.333731,4.803474 52.333777,4.803589 52.333855,4.803726 52.333918,4.803912 52.334025,4.804007 52.334069,4.804275 52.334234,4.804315 52.33427,4.80448 52.334387,4.804532 52.33441,4.804655 52.334514,4.804767 52.334588,4.804872 52.334652,4.805025 52.334721,4.805088 52.334779,4.805207 52.334852,4.805299 52.334891,4.805405 52.334976,4.80552 52.335049,4.805628 52.335117,4.805788 52.335198,4.805839 52.335247,4.805949 52.335315,4.806063 52.33537,4.806157 52.335442,4.806274 52.335513,4.806341 52.335542,4.806472 52.335634,4.806593 52.335708,4.806715 52.335781,4.806839 52.335844,4.80691 52.335898,4.807044 52.335977,4.807124 52.336014,4.80737 52.336161,4.807632 52.336311,4.80765 52.336319)),((4.80766 52.335562,4.807662 52.335399,4.807444 52.335267,4.807176 52.335092,4.807142 52.33507,4.807018 52.334963,4.80691 52.334883,4.80658 52.334668,4.80651 52.334626,4.80639 52.334577,4.806241 52.334457,4.806105 52.334375,4.805892 52.334281,4.805839 52.334208,4.805774 52.334167,4.805611 52.33411,4.805506 52.334007,4.805427 52.333959,4.805333 52.333941,4.805196 52.333832,4.805086 52.333765,4.804973 52.333697,4.804774 52.333612,4.804598 52.333495,4.804218 52.333493,4.80433 52.333566,4.804423 52.333569,4.804675 52.333734,4.805449 52.334214,4.80597 52.334531,4.806238 52.334685,4.806501 52.334842,4.806759 52.335002,4.807008 52.335168,4.80766 52.335562)))";"MULTIPOLYGON(((52.336319 4.80765,52.336127 4.807652,52.335759 4.80702,52.335284 4.806237,52.335111 4.805961,52.334782 4.80546,52.334389 4.804819,52.334303 4.804683,52.334244 4.804602,52.333821 4.803909,52.33374 4.803712,52.333698 4.803591,52.333655 4.803518,52.333648 4.803564,52.333655 4.803588,52.333554 4.803565,52.333569 4.803642,52.33349 4.803535,52.33349 4.803519,52.333514 4.803552,52.333489 4.803429,52.333486 4.802853,52.333525 4.802918,52.333608 4.803194,52.333643 4.803267,52.333731 4.803413,52.333777 4.803474,52.333855 4.803589,52.333918 4.803726,52.334025 4.803912,52.334069 4.804007,52.334234 4.804275,52.33427 4.804315,52.334387 4.80448,52.33441 4.804532,52.334514 4.804655,52.334588 4.804767,52.334652 4.804872,52.334721 4.805025,52.334779 4.805088,52.334852 4.805207,52.334891 4.805299,52.334976 4.805405,52.335049 4.80552,52.335117 4.805628,52.335198 4.805788,52.335247 4.805839,52.335315 4.805949,52.33537 4.806063,52.335442 4.806157,52.335513 4.806274,52.335542 4.806341,52.335634 4.806472,52.335708 4.806593,52.335781 4.806715,52.335844 4.806839,52.335898 4.80691,52.335977 4.807044,52.336014 4.807124,52.336161 4.80737,52.336311 4.807632,52.336319 4.80765)),((52.335562 4.80766,52.335399 4.807662,52.335267 4.807444,52.335092 4.807176,52.33507 4.807142,52.334963 4.807018,52.334883 4.80691,52.334668 4.80658,52.334626 4.80651,52.334577 4.80639,52.334457 4.806241,52.334375 4.806105,52.334281 4.805892,52.334208 4.805839,52.334167 4.805774,52.33411 4.805611,52.334007 4.805506,52.333959 4.805427,52.333941 4.805333,52.333832 4.805196,52.333765 4.805086,52.333697 4.804973,52.333612 4.804774,52.333495 4.804598,52.333493 4.804218,52.333566 4.80433,52.333569 4.804423,52.333734 4.804675,52.334214 4.805449,52.334531 4.80597,52.334685 4.806238,52.334842 4.806501,52.335002 4.806759,52.335168 4.807008,52.335562 4.80766)))";4.8052625;52.3348955;
16564;60;"60-65 dB";"TREINMETRO_NIGHT";"POLYGON((4.80698 52.38763,4.806982 52.387494,4.80678 52.387432,4.806295 52.387429,4.80698 52.38763))";"POLYGON((52.38763 4.80698,52.387494 4.806982,52.387432 4.80678,52.387429 4.806295,52.38763 4.80698))";4.8066435;52.3875225;
16565;60;"60-65 dB";"TREINMETRO_NIGHT";"POLYGON((4.806986 52.387183,4.806984 52.387332,4.80733 52.387434,4.80788 52.387437,4.807746 52.387404,4.807418 52.387312,4.807368 52.38729,4.807194 52.387238,4.80709 52.387215,4.806986 52.387183))";"POLYGON((52.387183 4.806986,52.387332 4.806984,52.387434 4.80733,52.387437 4.80788,52.387404 4.807746,52.387312 4.807418,52.38729 4.807368,52.387238 4.807194,52.387215 4.80709,52.387183 4.806986))";4.807437;52.387303;
