OBJECTNUMMER;SELECTIE;KLASSE;SOORT;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
8000;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.846595 52.338188,4.846617 52.338188,4.846436 52.338108,4.846683 52.338099,4.847012 52.338156,4.847 52.33819,4.847605 52.338192,4.84702 52.338154,4.846683 52.338097,4.84641 52.338106,4.846595 52.338188))";"POLYGON((52.338188 4.846595,52.338188 4.846617,52.338108 4.846436,52.338099 4.846683,52.338156 4.847012,52.33819 4.847,52.338192 4.847605,52.338154 4.84702,52.338097 4.846683,52.338106 4.84641,52.338188 4.846595))";4.8470125;52.3381375;
8001;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.848187 52.338244,4.848181 52.338238,4.847838 52.338209,4.847605 52.338192,4.847 52.33819,4.846984 52.338235,4.84666 52.338207,4.846617 52.338188,4.846595 52.338188,4.846657 52.338215,4.847017 52.338246,4.847025 52.338226,4.847049 52.338242,4.847282 52.338268,4.847407 52.338291,4.847675 52.338363,4.847913 52.338387,4.84804 52.338377,4.848175 52.338353,4.848156 52.338333,4.848128 52.338327,4.848187 52.338244))";"POLYGON((52.338244 4.848187,52.338238 4.848181,52.338209 4.847838,52.338192 4.847605,52.33819 4.847,52.338235 4.846984,52.338207 4.84666,52.338188 4.846617,52.338188 4.846595,52.338215 4.846657,52.338246 4.847017,52.338226 4.847025,52.338242 4.847049,52.338268 4.847282,52.338291 4.847407,52.338363 4.847675,52.338387 4.847913,52.338377 4.84804,52.338353 4.848175,52.338333 4.848156,52.338327 4.848128,52.338244 4.848187))";4.847396;52.3382805;
8002;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.051387 52.412992,5.051368 52.412971,5.051169 52.412857,5.051176 52.412852,5.051175 52.412847,5.05114 52.412832,5.050925 52.412653,5.050737 52.412462,5.050695 52.412433,5.050612 52.412338,5.050561 52.412265,5.050559 52.412256,5.050416 52.4121,5.050383 52.412068,5.050208 52.411871,5.050201 52.411851,5.050065 52.411693,5.050038 52.411673,5.049908 52.411515,5.049864 52.411474,5.049347 52.410879,5.049244 52.410867,5.04949 52.411161,5.049502 52.411167,5.049508 52.411153,5.049622 52.411286,5.049607 52.411289,5.049605 52.411292,5.049788 52.411499,5.049893 52.411515,5.049906 52.411529,5.049959 52.411705,5.050074 52.41184,5.050131 52.411897,5.050202 52.411941,5.050257 52.411999,5.050274 52.412024,5.050315 52.412116,5.050338 52.412103,5.050473 52.412253,5.050451 52.412252,5.050439 52.412254,5.050483 52.412291,5.050532 52.412347,5.050558 52.412386,5.05056 52.412416,5.050637 52.412464,5.050659 52.412489,5.050675 52.412521,5.050816 52.412663,5.050853 52.412682,5.050926 52.412747,5.050932 52.412743,5.050935 52.412729,5.051079 52.412849,5.051059 52.412858,5.051356 52.413052,5.051366 52.413039,5.051387 52.412992))";"POLYGON((52.412992 5.051387,52.412971 5.051368,52.412857 5.051169,52.412852 5.051176,52.412847 5.051175,52.412832 5.05114,52.412653 5.050925,52.412462 5.050737,52.412433 5.050695,52.412338 5.050612,52.412265 5.050561,52.412256 5.050559,52.4121 5.050416,52.412068 5.050383,52.411871 5.050208,52.411851 5.050201,52.411693 5.050065,52.411673 5.050038,52.411515 5.049908,52.411474 5.049864,52.410879 5.049347,52.410867 5.049244,52.411161 5.04949,52.411167 5.049502,52.411153 5.049508,52.411286 5.049622,52.411289 5.049607,52.411292 5.049605,52.411499 5.049788,52.411515 5.049893,52.411529 5.049906,52.411705 5.049959,52.41184 5.050074,52.411897 5.050131,52.411941 5.050202,52.411999 5.050257,52.412024 5.050274,52.412116 5.050315,52.412103 5.050338,52.412253 5.050473,52.412252 5.050451,52.412254 5.050439,52.412291 5.050483,52.412347 5.050532,52.412386 5.050558,52.412416 5.05056,52.412464 5.050637,52.412489 5.050659,52.412521 5.050675,52.412663 5.050816,52.412682 5.050853,52.412747 5.050926,52.412743 5.050932,52.412729 5.050935,52.412849 5.051079,52.412858 5.051059,52.413052 5.051356,52.413039 5.051366,52.412992 5.051387))";5.0503205;52.4119525;
8003;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.951971 52.300215,4.951879 52.300182,4.951872 52.300164,4.951946 52.300082,4.951866 52.300041,4.95179 52.30001,4.951714 52.299986,4.951608 52.299956,4.951463 52.299998,4.951406 52.300049,4.951176 52.300197,4.951424 52.300333,4.951683 52.300358,4.95179 52.300345,4.951971 52.300215),(4.951791 52.300247,4.951552 52.300276,4.951424 52.300264,4.951302 52.300197,4.951415 52.300125,4.951517 52.300037,4.951539 52.300031,4.951783 52.30011,4.951813 52.300123,4.951798 52.300138,4.951821 52.300194,4.951851 52.300205,4.951791 52.300247))";"POLYGON((52.300215 4.951971,52.300182 4.951879,52.300164 4.951872,52.300082 4.951946,52.300041 4.951866,52.30001 4.95179,52.299986 4.951714,52.299956 4.951608,52.299998 4.951463,52.300049 4.951406,52.300197 4.951176,52.300333 4.951424,52.300358 4.951683,52.300345 4.95179,52.300215 4.951971),(52.300247 4.951791,52.300276 4.951552,52.300264 4.951424,52.300197 4.951302,52.300125 4.951415,52.300037 4.951517,52.300031 4.951539,52.30011 4.951783,52.300123 4.951813,52.300138 4.951798,52.300194 4.951821,52.300205 4.951851,52.300247 4.951791))";4.9515785;52.30015;
8004;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.017077 52.417448,5.017077 52.417443,5.016991 52.417362,5.01691 52.417344,5.016906 52.417347,5.016906 52.417355,5.016683 52.417305,5.016684 52.417302,5.016639 52.417297,5.016419 52.417253,5.016288 52.417232,5.016114 52.417239,5.016031 52.417223,5.015936 52.417167,5.015609 52.417097,5.015052 52.416894,5.014978 52.416866,5.014954 52.416853,5.014945 52.416863,5.014763 52.416792,5.014772 52.416788,5.014772 52.416783,5.014442 52.416662,5.014221 52.416576,5.014286 52.416695,5.014582 52.41681,5.0146 52.416812,5.014912 52.41693,5.014944 52.416952,5.014948 52.41695,5.015133 52.417021,5.015134 52.417025,5.015266 52.417053,5.015454 52.417121,5.015542 52.417162,5.015606 52.417184,5.015615 52.417182,5.015618 52.417176,5.015608 52.417099,5.015831 52.417219,5.015825 52.417225,5.015826 52.417229,5.015901 52.417238,5.01597 52.417252,5.016013 52.417264,5.016023 52.417272,5.016052 52.417282,5.016091 52.417277,5.016149 52.417284,5.016254 52.417301,5.016399 52.417263,5.01642 52.417261,5.016606 52.417364,5.016669 52.417386,5.016676 52.417383,5.016914 52.41743,5.016959 52.417428,5.017071 52.41745,5.017077 52.417448))";"POLYGON((52.417448 5.017077,52.417443 5.017077,52.417362 5.016991,52.417344 5.01691,52.417347 5.016906,52.417355 5.016906,52.417305 5.016683,52.417302 5.016684,52.417297 5.016639,52.417253 5.016419,52.417232 5.016288,52.417239 5.016114,52.417223 5.016031,52.417167 5.015936,52.417097 5.015609,52.416894 5.015052,52.416866 5.014978,52.416853 5.014954,52.416863 5.014945,52.416792 5.014763,52.416788 5.014772,52.416783 5.014772,52.416662 5.014442,52.416576 5.014221,52.416695 5.014286,52.41681 5.014582,52.416812 5.0146,52.41693 5.014912,52.416952 5.014944,52.41695 5.014948,52.417021 5.015133,52.417025 5.015134,52.417053 5.015266,52.417121 5.015454,52.417162 5.015542,52.417184 5.015606,52.417182 5.015615,52.417176 5.015618,52.417099 5.015608,52.417219 5.015831,52.417225 5.015825,52.417229 5.015826,52.417238 5.015901,52.417252 5.01597,52.417264 5.016013,52.417272 5.016023,52.417282 5.016052,52.417277 5.016091,52.417284 5.016149,52.417301 5.016254,52.417263 5.016399,52.417261 5.01642,52.417364 5.016606,52.417386 5.016669,52.417383 5.016676,52.41743 5.016914,52.417428 5.016959,52.41745 5.017071,52.417448 5.017077))";5.015654;52.417006;
8005;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.975653 52.41482,4.975652 52.414937,4.97597 52.415061,4.975972 52.415056,4.975893 52.414925,4.975807 52.414881,4.975653 52.41482))";"POLYGON((52.41482 4.975653,52.414937 4.975652,52.415061 4.97597,52.415056 4.975972,52.414925 4.975893,52.414881 4.975807,52.41482 4.975653))";4.975817;52.4149335;
8006;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.975652 52.414937,4.975653 52.41482,4.97559 52.414801,4.974987 52.414544,4.974937 52.414507,4.974774 52.414437,4.974684 52.414417,4.974387 52.414286,4.974218 52.414219,4.974214 52.414222,4.974297 52.414364,4.97439 52.414411,4.974556 52.414481,4.974595 52.414488,4.974903 52.414619,4.974923 52.414632,4.974929 52.414628,4.975014 52.414664,4.975008 52.414666,4.975009 52.414668,4.975206 52.414745,4.975258 52.414787,4.975428 52.414859,4.975515 52.414876,4.975553 52.414896,4.975652 52.414937))";"POLYGON((52.414937 4.975652,52.41482 4.975653,52.414801 4.97559,52.414544 4.974987,52.414507 4.974937,52.414437 4.974774,52.414417 4.974684,52.414286 4.974387,52.414219 4.974218,52.414222 4.974214,52.414364 4.974297,52.414411 4.97439,52.414481 4.974556,52.414488 4.974595,52.414619 4.974903,52.414632 4.974923,52.414628 4.974929,52.414664 4.975014,52.414666 4.975008,52.414668 4.975009,52.414745 4.975206,52.414787 4.975258,52.414859 4.975428,52.414876 4.975515,52.414896 4.975553,52.414937 4.975652))";4.9749385;52.414571;
8007;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.974847 52.380945,4.9745 52.380753,4.974196 52.380757,4.974189 52.380943,4.974497 52.381133,4.974829 52.381148,4.974847 52.380945),(4.974762 52.381107,4.974497 52.381095,4.974252 52.380943,4.974258 52.380796,4.9745 52.380792,4.974776 52.380945,4.974762 52.381107))";"POLYGON((52.380945 4.974847,52.380753 4.9745,52.380757 4.974196,52.380943 4.974189,52.381133 4.974497,52.381148 4.974829,52.380945 4.974847),(52.381107 4.974762,52.381095 4.974497,52.380943 4.974252,52.380796 4.974258,52.380792 4.9745,52.380945 4.974776,52.381107 4.974762))";4.974523;52.3809435;
8008;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.95898 52.300225,4.958878 52.300075,4.958949 52.3,4.958758 52.299903,4.958645 52.29993,4.958606 52.299999,4.958501 52.300067,4.958419 52.300223,4.958753 52.3004,4.958973 52.30036,4.95898 52.300225))";"POLYGON((52.300225 4.95898,52.300075 4.958878,52.3 4.958949,52.299903 4.958758,52.29993 4.958645,52.299999 4.958606,52.300067 4.958501,52.300223 4.958419,52.3004 4.958753,52.30036 4.958973,52.300225 4.95898))";4.9587045;52.3001445;
8009;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.832803 52.340079,4.832783 52.339922,4.832549 52.339809,4.832185 52.339622,4.831951 52.339549,4.832005 52.339693,4.832182 52.339828,4.832291 52.339919,4.832546 52.340103,4.832803 52.340079))";"POLYGON((52.340079 4.832803,52.339922 4.832783,52.339809 4.832549,52.339622 4.832185,52.339549 4.831951,52.339693 4.832005,52.339828 4.832182,52.339919 4.832291,52.340103 4.832546,52.340079 4.832803))";4.832382;52.339819;
8010;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.839394 52.343272,4.839393 52.343098,4.839114 52.342912,4.83881 52.342909,4.838768 52.343095,4.839109 52.34329,4.839394 52.343272),(4.83911 52.343214,4.838905 52.343096,4.83893 52.342984,4.839113 52.342985,4.839282 52.343098,4.839282 52.343203,4.83911 52.343214))";"POLYGON((52.343272 4.839394,52.343098 4.839393,52.342912 4.839114,52.342909 4.83881,52.343095 4.838768,52.34329 4.839109,52.343272 4.839394),(52.343214 4.83911,52.343096 4.838905,52.342984 4.83893,52.342985 4.839113,52.343098 4.839282,52.343203 4.839282,52.343214 4.83911))";4.839086;52.3430925;
8011;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.009304 52.414052,5.009267 52.413886,5.009185 52.413859,5.0091 52.413817,5.009056 52.413817,5.008993 52.413799,5.008852 52.413746,5.008843 52.413747,5.008634 52.413676,5.008635 52.413671,5.008604 52.413667,5.008541 52.413651,5.008351 52.413589,5.008283 52.413558,5.007963 52.413447,5.007769 52.413422,5.00764 52.413369,5.007643 52.413338,5.007329 52.41323,5.00728 52.413218,5.007277 52.41322,5.007266 52.41329,5.007587 52.413401,5.007623 52.41341,5.007685 52.413431,5.007908 52.41351,5.00795 52.413538,5.007956 52.413535,5.008165 52.413605,5.008165 52.41361,5.008229 52.413619,5.008264 52.413631,5.008366 52.413692,5.00842 52.413691,5.008504 52.413714,5.00855 52.41373,5.00863 52.413763,5.008635 52.413758,5.00884 52.413825,5.008837 52.41383,5.009 52.41387,5.009105 52.413909,5.009172 52.413945,5.009228 52.413994,5.009304 52.414052))";"POLYGON((52.414052 5.009304,52.413886 5.009267,52.413859 5.009185,52.413817 5.0091,52.413817 5.009056,52.413799 5.008993,52.413746 5.008852,52.413747 5.008843,52.413676 5.008634,52.413671 5.008635,52.413667 5.008604,52.413651 5.008541,52.413589 5.008351,52.413558 5.008283,52.413447 5.007963,52.413422 5.007769,52.413369 5.00764,52.413338 5.007643,52.41323 5.007329,52.413218 5.00728,52.41322 5.007277,52.41329 5.007266,52.413401 5.007587,52.41341 5.007623,52.413431 5.007685,52.41351 5.007908,52.413538 5.00795,52.413535 5.007956,52.413605 5.008165,52.41361 5.008165,52.413619 5.008229,52.413631 5.008264,52.413692 5.008366,52.413691 5.00842,52.413714 5.008504,52.41373 5.00855,52.413763 5.00863,52.413758 5.008635,52.413825 5.00884,52.41383 5.008837,52.41387 5.009,52.413909 5.009105,52.413945 5.009172,52.413994 5.009228,52.414052 5.009304))";5.00829;52.413628;
8012;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.010754 52.383761,5.010889 52.383761,5.010397 52.383603,5.010177 52.383537,5.0101 52.383512,5.010073 52.383499,5.009747 52.383395,5.009734 52.383394,5.009728 52.383404,5.009446 52.383312,5.009455 52.383305,5.009422 52.383291,5.009392 52.383293,5.009262 52.38325,5.009101 52.383183,5.00907 52.383175,5.009069 52.383188,5.009063 52.383195,5.009065 52.383223,5.009363 52.383324,5.009711 52.383437,5.010045 52.38353,5.010066 52.383551,5.010146 52.383576,5.010375 52.383639,5.010397 52.383659,5.0104 52.383646,5.010661 52.38373,5.010643 52.383738,5.010675 52.383741,5.010754 52.383761))";"POLYGON((52.383761 5.010754,52.383761 5.010889,52.383603 5.010397,52.383537 5.010177,52.383512 5.0101,52.383499 5.010073,52.383395 5.009747,52.383394 5.009734,52.383404 5.009728,52.383312 5.009446,52.383305 5.009455,52.383291 5.009422,52.383293 5.009392,52.38325 5.009262,52.383183 5.009101,52.383175 5.00907,52.383188 5.009069,52.383195 5.009063,52.383223 5.009065,52.383324 5.009363,52.383437 5.009711,52.38353 5.010045,52.383551 5.010066,52.383576 5.010146,52.383639 5.010375,52.383659 5.010397,52.383646 5.0104,52.38373 5.010661,52.383738 5.010643,52.383741 5.010675,52.383761 5.010754))";5.009981;52.383461;
8013;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.012656 52.384375,5.012656 52.384344,5.012345 52.384236,5.01229 52.384212,5.012023 52.384126,5.011995 52.384113,5.011729 52.384027,5.011698 52.384022,5.011612 52.383994,5.011557 52.383971,5.011535 52.383968,5.011496 52.383956,5.011373 52.383917,5.011329 52.383899,5.011065 52.383815,5.011048 52.383813,5.010889 52.383761,5.010754 52.383761,5.010886 52.383803,5.011016 52.38385,5.011069 52.383873,5.011068 52.383861,5.011326 52.383942,5.011314 52.383951,5.011491 52.383985,5.011566 52.38401,5.011583 52.384016,5.011664 52.384061,5.011979 52.384171,5.011986 52.384169,5.012268 52.384213,5.01229 52.38422,5.012307 52.384276,5.01242 52.384315,5.012632 52.384381,5.012648 52.384394,5.012656 52.384375))";"POLYGON((52.384375 5.012656,52.384344 5.012656,52.384236 5.012345,52.384212 5.01229,52.384126 5.012023,52.384113 5.011995,52.384027 5.011729,52.384022 5.011698,52.383994 5.011612,52.383971 5.011557,52.383968 5.011535,52.383956 5.011496,52.383917 5.011373,52.383899 5.011329,52.383815 5.011065,52.383813 5.011048,52.383761 5.010889,52.383761 5.010754,52.383803 5.010886,52.38385 5.011016,52.383873 5.011069,52.383861 5.011068,52.383942 5.011326,52.383951 5.011314,52.383985 5.011491,52.38401 5.011566,52.384016 5.011583,52.384061 5.011664,52.384171 5.011979,52.384169 5.011986,52.384213 5.012268,52.38422 5.01229,52.384276 5.012307,52.384315 5.01242,52.384381 5.012632,52.384394 5.012648,52.384375 5.012656))";5.01171;52.3840705;
8014;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.012656 52.384344,5.012656 52.384375,5.012665 52.384347,5.012656 52.384344))";"POLYGON((52.384344 5.012656,52.384375 5.012656,52.384347 5.012665,52.384344 5.012656))";5.0126655;52.3843525;
8015;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.067112 52.413757,5.067101 52.413697,5.067052 52.413696,5.067038 52.413699,5.067036 52.413708,5.066748 52.41367,5.066745 52.413664,5.066739 52.413662,5.066719 52.413668,5.066364 52.413728,5.066029 52.413788,5.06601 52.413787,5.065912 52.413803,5.065896 52.413808,5.065895 52.413813,5.065675 52.41385,5.06567 52.413842,5.065596 52.413849,5.065313 52.413909,5.065305 52.413922,5.06495 52.414021,5.064947 52.414019,5.064879 52.414036,5.064627 52.414088,5.064276 52.414152,5.064255 52.414207,5.064257 52.414212,5.0643 52.414204,5.064363 52.414199,5.064627 52.414151,5.064652 52.414139,5.064843 52.414074,5.064974 52.414047,5.065005 52.414063,5.065105 52.414037,5.065101 52.414031,5.065319 52.413973,5.065322 52.413979,5.065339 52.413971,5.065678 52.413896,5.066033 52.413838,5.066046 52.413833,5.066055 52.413835,5.066168 52.413817,5.066242 52.4138,5.066387 52.413779,5.066396 52.41378,5.066605 52.413745,5.066742 52.41372,5.066912 52.413733,5.067061 52.413737,5.067105 52.413759,5.067112 52.413757))";"POLYGON((52.413757 5.067112,52.413697 5.067101,52.413696 5.067052,52.413699 5.067038,52.413708 5.067036,52.41367 5.066748,52.413664 5.066745,52.413662 5.066739,52.413668 5.066719,52.413728 5.066364,52.413788 5.066029,52.413787 5.06601,52.413803 5.065912,52.413808 5.065896,52.413813 5.065895,52.41385 5.065675,52.413842 5.06567,52.413849 5.065596,52.413909 5.065313,52.413922 5.065305,52.414021 5.06495,52.414019 5.064947,52.414036 5.064879,52.414088 5.064627,52.414152 5.064276,52.414207 5.064255,52.414212 5.064257,52.414204 5.0643,52.414199 5.064363,52.414151 5.064627,52.414139 5.064652,52.414074 5.064843,52.414047 5.064974,52.414063 5.065005,52.414037 5.065105,52.414031 5.065101,52.413973 5.065319,52.413979 5.065322,52.413971 5.065339,52.413896 5.065678,52.413838 5.066033,52.413833 5.066046,52.413835 5.066055,52.413817 5.066168,52.4138 5.066242,52.413779 5.066387,52.41378 5.066396,52.413745 5.066605,52.41372 5.066742,52.413733 5.066912,52.413737 5.067061,52.413759 5.067105,52.413757 5.067112))";5.0656885;52.41393;
8016;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.982244 52.397148,4.982186 52.397148,4.982186 52.397202,4.98217 52.3972,4.982162 52.397202,4.982166 52.397248,4.982175 52.397252,4.982191 52.397249,4.98219 52.397429,4.982166 52.397429,4.982172 52.397443,4.982166 52.397472,4.982189 52.397472,4.982195 52.397654,4.982182 52.397653,4.982201 52.397667,4.98218 52.3977,4.982193 52.397698,4.982209 52.397888,4.9822 52.39789,4.9822 52.397896,4.982209 52.397902,4.982188 52.398102,4.982211 52.398117,4.982183 52.398154,4.982168 52.398324,4.982159 52.398325,4.982164 52.398338,4.982113 52.398424,4.982114 52.39843,4.982128 52.398425,4.98224 52.398343,4.98225 52.398331,4.982271 52.398116,4.982257 52.397912,4.982259 52.397693,4.982252 52.397467,4.982245 52.397443,4.982244 52.397148))";"POLYGON((52.397148 4.982244,52.397148 4.982186,52.397202 4.982186,52.3972 4.98217,52.397202 4.982162,52.397248 4.982166,52.397252 4.982175,52.397249 4.982191,52.397429 4.98219,52.397429 4.982166,52.397443 4.982172,52.397472 4.982166,52.397472 4.982189,52.397654 4.982195,52.397653 4.982182,52.397667 4.982201,52.3977 4.98218,52.397698 4.982193,52.397888 4.982209,52.39789 4.9822,52.397896 4.9822,52.397902 4.982209,52.398102 4.982188,52.398117 4.982211,52.398154 4.982183,52.398324 4.982168,52.398325 4.982159,52.398338 4.982164,52.398424 4.982113,52.39843 4.982114,52.398425 4.982128,52.398343 4.98224,52.398331 4.98225,52.398116 4.982271,52.397912 4.982257,52.397693 4.982259,52.397467 4.982252,52.397443 4.982245,52.397148 4.982244))";4.982197;52.397782;
8017;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.982186 52.397148,4.982244 52.397148,4.982252 52.396544,4.982291 52.396327,4.982303 52.396309,4.982295 52.396305,4.982281 52.396305,4.982411 52.396155,4.982419 52.39614,4.982416 52.396091,4.98241 52.396084,4.982403 52.396084,4.982372 52.396101,4.982335 52.396134,4.982332 52.396144,4.982342 52.396149,4.98232 52.396197,4.982219 52.396318,4.982202 52.396352,4.98221 52.396358,4.982226 52.396355,4.982193 52.396529,4.98217 52.396529,4.982179 52.396544,4.982169 52.396579,4.982177 52.396582,4.982191 52.396579,4.98219 52.396753,4.982168 52.396753,4.982174 52.396769,4.982167 52.396804,4.982175 52.396807,4.982189 52.396804,4.982188 52.396978,4.982166 52.396978,4.98217 52.396993,4.982164 52.397029,4.982171 52.397033,4.982187 52.397029,4.982186 52.397148))";"POLYGON((52.397148 4.982186,52.397148 4.982244,52.396544 4.982252,52.396327 4.982291,52.396309 4.982303,52.396305 4.982295,52.396305 4.982281,52.396155 4.982411,52.39614 4.982419,52.396091 4.982416,52.396084 4.98241,52.396084 4.982403,52.396101 4.982372,52.396134 4.982335,52.396144 4.982332,52.396149 4.982342,52.396197 4.98232,52.396318 4.982219,52.396352 4.982202,52.396358 4.98221,52.396355 4.982226,52.396529 4.982193,52.396529 4.98217,52.396544 4.982179,52.396579 4.982169,52.396582 4.982177,52.396579 4.982191,52.396753 4.98219,52.396753 4.982168,52.396769 4.982174,52.396804 4.982167,52.396807 4.982175,52.396804 4.982189,52.396978 4.982188,52.396978 4.982166,52.396993 4.98217,52.397029 4.982164,52.397033 4.982171,52.397029 4.982187,52.397148 4.982186))";4.9822965;52.396609;
8018;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.056492 52.414898,5.056492 52.41491,5.056517 52.414912,5.056718 52.414954,5.056799 52.414917,5.056742 52.414907,5.056527 52.414902,5.056492 52.414898))";"POLYGON((52.414898 5.056492,52.41491 5.056492,52.414912 5.056517,52.414954 5.056718,52.414917 5.056799,52.414907 5.056742,52.414902 5.056527,52.414898 5.056492))";5.0566505;52.414919;
8019;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((5.056492 52.41491,5.056492 52.414898,5.0564 52.414833,5.056077 52.414735,5.055929 52.414697,5.055757 52.414648,5.055743 52.414636,5.05541 52.414541,5.055398 52.414531,5.055141 52.414459,5.055077 52.414446,5.055051 52.414434,5.054908 52.414388,5.054762 52.414335,5.054728 52.414319,5.054718 52.414319,5.054712 52.414323,5.054488 52.414243,5.054492 52.414238,5.054486 52.414232,5.054447 52.41422,5.054313 52.414217,5.054281 52.414206,5.05413 52.414105,5.054042 52.414073,5.054027 52.414071,5.054029 52.414081,5.054086 52.414152,5.054238 52.41421,5.054263 52.414222,5.054267 52.414228,5.054291 52.414237,5.0543 52.414236,5.054393 52.414274,5.05458 52.414332,5.054717 52.414381,5.054858 52.414422,5.055025 52.41448,5.055038 52.414495,5.055371 52.414591,5.055389 52.414601,5.055623 52.414668,5.055706 52.414685,5.05572 52.41469,5.055729 52.414697,5.055829 52.414727,5.055907 52.414744,5.056033 52.414781,5.056069 52.414802,5.056077 52.414782,5.05633 52.414861,5.056313 52.41487,5.056345 52.414871,5.05637 52.414876,5.056483 52.414906,5.056492 52.41491))";"POLYGON((52.41491 5.056492,52.414898 5.056492,52.414833 5.0564,52.414735 5.056077,52.414697 5.055929,52.414648 5.055757,52.414636 5.055743,52.414541 5.05541,52.414531 5.055398,52.414459 5.055141,52.414446 5.055077,52.414434 5.055051,52.414388 5.054908,52.414335 5.054762,52.414319 5.054728,52.414319 5.054718,52.414323 5.054712,52.414243 5.054488,52.414238 5.054492,52.414232 5.054486,52.41422 5.054447,52.414217 5.054313,52.414206 5.054281,52.414105 5.05413,52.414073 5.054042,52.414071 5.054027,52.414081 5.054029,52.414152 5.054086,52.41421 5.054238,52.414222 5.054263,52.414228 5.054267,52.414237 5.054291,52.414236 5.0543,52.414274 5.054393,52.414332 5.05458,52.414381 5.054717,52.414422 5.054858,52.41448 5.055025,52.414495 5.055038,52.414591 5.055371,52.414601 5.055389,52.414668 5.055623,52.414685 5.055706,52.41469 5.05572,52.414697 5.055729,52.414727 5.055829,52.414744 5.055907,52.414781 5.056033,52.414802 5.056069,52.414782 5.056077,52.414861 5.05633,52.41487 5.056313,52.414871 5.056345,52.414876 5.05637,52.414906 5.056483,52.41491 5.056492))";5.0552645;52.4144835;
8020;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.887711 52.338617,4.88759 52.338418,4.887292 52.338409,4.887268 52.338591,4.887252 52.33861,4.887282 52.338804,4.887345 52.338836,4.887508 52.338784,4.887665 52.338676,4.887711 52.338617),(4.887594 52.338701,4.887495 52.338768,4.887392 52.338802,4.887353 52.338781,4.887335 52.33866,4.887389 52.338592,4.887405 52.338478,4.887589 52.338484,4.887664 52.338608,4.887594 52.338701))";"POLYGON((52.338617 4.887711,52.338418 4.88759,52.338409 4.887292,52.338591 4.887268,52.33861 4.887252,52.338804 4.887282,52.338836 4.887345,52.338784 4.887508,52.338676 4.887665,52.338617 4.887711),(52.338701 4.887594,52.338768 4.887495,52.338802 4.887392,52.338781 4.887353,52.33866 4.887335,52.338592 4.887389,52.338478 4.887405,52.338484 4.887589,52.338608 4.887664,52.338701 4.887594))";4.8874865;52.3386155;
8021;50;"50-55 dB";"WEGTRAM_NIGHT";"POLYGON((4.993616 52.407048,4.993613 52.407045,4.993436 52.406974,4.993395 52.406945,4.993389 52.406948,4.993197 52.406861,4.993199 52.406856,4.993144 52.406837,4.993118 52.406835,4.992955 52.406772,4.992858 52.406696,4.992713 52.406634,4.992682 52.406616,4.992638 52.406596,4.99262 52.406593,4.992246 52.406426,4.991939 52.406403,4.992112 52.406482,4.992229 52.40653,4.992235 52.406529,4.992239 52.406521,4.992425 52.406605,4.992413 52.406609,4.992413 52.406614,4.992469 52.406641,4.992573 52.406635,4.992656 52.406675,4.992763 52.406775,4.99289 52.406831,4.992916 52.406854,4.992981 52.406883,4.993004 52.406884,4.993058 52.406909,4.993367 52.40703,4.993379 52.407038,4.993616 52.407048))";"POLYGON((52.407048 4.993616,52.407045 4.993613,52.406974 4.993436,52.406945 4.993395,52.406948 4.993389,52.406861 4.993197,52.406856 4.993199,52.406837 4.993144,52.406835 4.993118,52.406772 4.992955,52.406696 4.992858,52.406634 4.992713,52.406616 4.992682,52.406596 4.992638,52.406593 4.99262,52.406426 4.992246,52.406403 4.991939,52.406482 4.992112,52.40653 4.992229,52.406529 4.992235,52.406521 4.992239,52.406605 4.992425,52.406609 4.992413,52.406614 4.992413,52.406641 4.992469,52.406635 4.992573,52.406675 4.992656,52.406775 4.992763,52.406831 4.99289,52.406854 4.992916,52.406883 4.992981,52.406884 4.993004,52.406909 4.993058,52.40703 4.993367,52.407038 4.993379,52.407048 4.993616))";4.9927825;52.4067185;
