OBJECTNUMMER;Categorie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"C";"POLYGON((4.758477 52.371094,4.762117 52.369597,4.762247 52.369516,4.762332 52.369433,4.762531 52.369085,4.767988 52.366535,4.768688 52.366503,4.76921 52.366422,4.769658 52.366386,4.769831 52.366379,4.770145 52.366376,4.770453 52.366386,4.77098 52.366431,4.77145 52.366387,4.771747 52.366378,4.771942 52.36638,4.772267 52.366397,4.77254 52.366425,4.774362 52.366347,4.774593 52.366332,4.774784 52.366308,4.774987 52.366271,4.775324 52.366178,4.77622 52.365813,4.778449 52.365595,4.778518 52.365583,4.778566 52.365569,4.778609 52.36556,4.778631 52.365552,4.778667 52.365542,4.77874 52.365511,4.778789 52.365493,4.778828 52.365474,4.780439 52.363788,4.780551 52.36291,4.780254 52.362213,4.780271 52.361802,4.780367 52.361026,4.781654 52.360508,4.778706 52.357741,4.778486 52.357565,4.778163 52.35736,4.778008 52.357286,4.777874 52.357242,4.777723 52.357209,4.777571 52.357193,4.777511 52.357192,4.777353 52.357213,4.776487 52.357369,4.776252 52.357367,4.776098 52.357347,4.776024 52.357329,4.775896 52.35728,4.775671 52.357126,4.775169 52.356654,4.773974 52.355646,4.773627 52.355395,4.773323 52.35521,4.772997 52.355038,4.772635 52.354876,4.772353 52.354783,4.772093 52.354709,4.771803 52.354638,4.771372 52.354551,4.771092 52.354472,4.770755 52.354343,4.770551 52.354245,4.770365 52.354137,4.770195 52.354019,4.770081 52.353926,4.768769 52.352608,4.767551 52.351432,4.767395 52.35127,4.762125 52.353341,4.757332 52.355204,4.756655 52.355521,4.756108 52.35583,4.755686 52.356151,4.755316 52.356538,4.755106 52.356833,4.754943 52.35722,4.754839 52.357908,4.754904 52.358385,4.755099 52.359035,4.755475 52.360392,4.756486 52.3639,4.757986 52.36924,4.758477 52.371094))";"POLYGON((52.371094 4.758477,52.369597 4.762117,52.369516 4.762247,52.369433 4.762332,52.369085 4.762531,52.366535 4.767988,52.366503 4.768688,52.366422 4.76921,52.366386 4.769658,52.366379 4.769831,52.366376 4.770145,52.366386 4.770453,52.366431 4.77098,52.366387 4.77145,52.366378 4.771747,52.36638 4.771942,52.366397 4.772267,52.366425 4.77254,52.366347 4.774362,52.366332 4.774593,52.366308 4.774784,52.366271 4.774987,52.366178 4.775324,52.365813 4.77622,52.365595 4.778449,52.365583 4.778518,52.365569 4.778566,52.36556 4.778609,52.365552 4.778631,52.365542 4.778667,52.365511 4.77874,52.365493 4.778789,52.365474 4.778828,52.363788 4.780439,52.36291 4.780551,52.362213 4.780254,52.361802 4.780271,52.361026 4.780367,52.360508 4.781654,52.357741 4.778706,52.357565 4.778486,52.35736 4.778163,52.357286 4.778008,52.357242 4.777874,52.357209 4.777723,52.357193 4.777571,52.357192 4.777511,52.357213 4.777353,52.357369 4.776487,52.357367 4.776252,52.357347 4.776098,52.357329 4.776024,52.35728 4.775896,52.357126 4.775671,52.356654 4.775169,52.355646 4.773974,52.355395 4.773627,52.35521 4.773323,52.355038 4.772997,52.354876 4.772635,52.354783 4.772353,52.354709 4.772093,52.354638 4.771803,52.354551 4.771372,52.354472 4.771092,52.354343 4.770755,52.354245 4.770551,52.354137 4.770365,52.354019 4.770195,52.353926 4.770081,52.352608 4.768769,52.351432 4.767551,52.35127 4.767395,52.353341 4.762125,52.355204 4.757332,52.355521 4.756655,52.35583 4.756108,52.356151 4.755686,52.356538 4.755316,52.356833 4.755106,52.35722 4.754943,52.357908 4.754839,52.358385 4.754904,52.359035 4.755099,52.360392 4.755475,52.3639 4.756486,52.36924 4.757986,52.371094 4.758477))";4.7682515;52.361175;
2;"B";"POLYGON((4.996894 52.317643,4.995459 52.316895,4.995049 52.316691,4.994221 52.31629,4.993171 52.315801,4.992103 52.315327,4.991029 52.314871,4.989978 52.314445,4.988978 52.314057,4.987929 52.313669,4.986866 52.313295,4.971415 52.307996,4.976265 52.302686,4.976547 52.302462,4.976755 52.302323,4.976978 52.302193,4.977338 52.302017,4.977594 52.301912,4.977998 52.301775,4.978423 52.301665,4.978805 52.30159,4.978987 52.301563,4.979435 52.301515,4.989198 52.301545,4.990477 52.301556,4.990689 52.301577,4.990856 52.301617,4.990979 52.301662,4.991384 52.301837,4.991532 52.301882,4.99169 52.301912,4.99191 52.301927,4.992075 52.301919,4.992288 52.301883,4.992388 52.301855,4.992624 52.301752,4.992727 52.301717,4.992865 52.301687,4.99304 52.301672,4.995117 52.301681,4.995375 52.30171,4.995623 52.301764,4.995884 52.301811,4.996241 52.301822,4.996529 52.301808,4.997025 52.301695,4.997174 52.301674,4.997357 52.301661,5.000347 52.30161,5.002881 52.301577,5.005415 52.301557,5.00795 52.301549,5.007889 52.301522,5.007803 52.301443,5.00775 52.301366,5.007695 52.301183,5.007628 52.301011,5.007542 52.300868,5.007378 52.300656,5.007109 52.300358,5.007052 52.300379,5.005262 52.298394,5.00383 52.29851,5.003763 52.298341,5.003675 52.298165,5.0034 52.297666,5.003242 52.297426,5.003231 52.297389,5.003226 52.296749,5.003249 52.296298,5.003245 52.296132,5.003232 52.296076,5.003175 52.296041,5.003096 52.296022,5.002828 52.296049,5.002562 52.296043,5.002432 52.296031,5.002338 52.296012,5.002071 52.295927,5.001849 52.295879,5.00185 52.295724,5.001836 52.295606,5.00185 52.295366,5.001813 52.29341,5.001795 52.293176,5.001799 52.293056,5.001831 52.292923,5.001819 52.292843,5.001787 52.292793,5.001371 52.292483,5.001352 52.292463,5.00133 52.292408,5.001247 52.29233,5.000814 52.291957,5.000671 52.291853,5.000537 52.291723,5.000175 52.291423,5.00001 52.291272,4.999234 52.290616,4.998823 52.290259,4.998812 52.29024,4.998762 52.290219,4.99866 52.290232,4.998548 52.290235,4.998515 52.29018,4.99845 52.289839,4.998324 52.289833,4.998295 52.289816,4.997756 52.289349,4.997473 52.289119,4.995528 52.289225,4.994996 52.289233,4.994098 52.28929,4.993442 52.28935,4.992637 52.289412,4.991163 52.289553,4.990433 52.289606,4.987594 52.289893,4.98511 52.290171,4.983504 52.290369,4.983363 52.290224,4.983096 52.289906,4.982977 52.28979,4.982915 52.289667,4.982882 52.28964,4.982745 52.28959,4.982615 52.289524,4.982464 52.289466,4.98234 52.289428,4.982203 52.289356,4.982058 52.28931,4.981662 52.289148,4.98134 52.288997,4.980955 52.28887,4.980443 52.288645,4.98011 52.28851,4.979787 52.288351,4.979185 52.288078,4.978567 52.28784,4.977347 52.287299,4.976389 52.286863,4.976114 52.286753,4.975935 52.286648,4.975146 52.286343,4.974935 52.286225,4.974771 52.286093,4.97371 52.285445,4.973458 52.285341,4.973247 52.285237,4.973168 52.285167,4.973099 52.285045,4.97307 52.285022,4.972952 52.284992,4.972821 52.284946,4.972628 52.284857,4.972393 52.284717,4.971837 52.284361,4.97 52.286367,4.96974 52.286615,4.969305 52.287129,4.966283 52.290464,4.966091 52.290747,4.964918 52.290359,4.962071 52.28939,4.958942 52.288265,4.958653 52.28819,4.958391 52.288153,4.958212 52.288143,4.955697 52.288096,4.955454 52.288109,4.955219 52.288145,4.955083 52.288178,4.954912 52.288235,4.952276 52.289243,4.952064 52.289341,4.951878 52.289458,4.951694 52.289618,4.947763 52.29392,4.951263 52.295128,4.950049 52.296474,4.946907 52.299871,4.945139 52.301803,4.944774 52.302258,4.944451 52.302774,4.944154 52.303148,4.942187 52.3053,4.941426 52.306157,4.949478 52.308766,4.951542 52.306642,4.956447 52.308318,4.955373 52.309486,4.955296 52.309542,4.955208 52.309591,4.954818 52.309757,4.954701 52.309815,4.954572 52.309899,4.954466 52.309995,4.953557 52.311005,4.953353 52.311262,4.953268 52.311396,4.952929 52.312092,4.952528 52.312538,4.95705 52.314096,4.957219 52.313911,4.955051 52.316284,4.952165 52.315291,4.950454 52.317167,4.946295 52.315739,4.945772 52.315591,4.945449 52.315509,4.945127 52.315448,4.944608 52.315294,4.943815 52.315022,4.943713 52.315137,4.943612 52.315134,4.94296 52.315756,4.942974 52.31583,4.942946 52.315969,4.942633 52.316436,4.938723 52.315091,4.938736 52.315636,4.938651 52.315798,4.938116 52.316383,4.93804 52.316506,4.939829 52.31712,4.93999 52.317471,4.940249 52.318103,4.940307 52.318203,4.94033 52.318303,4.939584 52.31912,4.941042 52.31962,4.940484 52.320346,4.940372 52.320507,4.940204 52.320815,4.940069 52.321153,4.939989 52.321451,4.939926 52.321936,4.93976 52.322029,4.939569 52.322112,4.939444 52.322179,4.939138 52.322389,4.938945 52.322504,4.938625 52.32274,4.938516 52.322803,4.938366 52.322839,4.938253 52.322901,4.937995 52.323062,4.9378 52.323235,4.937618 52.3233,4.937857 52.32376,4.93796 52.324123,4.938262 52.324145,4.938516 52.324183,4.938611 52.324216,4.938689 52.324286,4.939317 52.324776,4.939365 52.324836,4.93949 52.324938,4.939851 52.325192,4.939858 52.325189,4.939883 52.325207,4.939974 52.325287,4.940324 52.325539,4.940493 52.325678,4.947657 52.328138,4.952674 52.322644,4.954999 52.323445,4.954982 52.323463,4.955024 52.323478,4.955041 52.323459,4.955172 52.323502,4.962507 52.326036,4.96404 52.326555,4.96754 52.327758,4.969208 52.326784,4.969607 52.326518,4.970253 52.326169,4.970835 52.326473,4.970963 52.326552,4.9711 52.326651,4.971218 52.326771,4.971361 52.326958,4.971806 52.327473,4.972151 52.327716,4.973413 52.328474,4.974024 52.328907,4.974505 52.329327,4.974824 52.3297,4.975001 52.329977,4.975306 52.330562,4.975633 52.330607,4.97596 52.330636,4.976341 52.33065,4.977135 52.330643,4.977944 52.33116,4.978345 52.331077,4.979798 52.331003,4.980508 52.330782,4.980682 52.330761,4.981134 52.33077,4.981649 52.330806,4.982518 52.330804,4.983081 52.330768,4.983353 52.330747,4.983964 52.330666,4.984474 52.330565,4.984787 52.330481,4.984944 52.330428,4.985096 52.330364,4.985301 52.330259,4.985496 52.330144,4.986367 52.329599,4.987025 52.329117,4.987296 52.32893,4.987646 52.328729,4.988626 52.328216,4.989043 52.327985,4.9892 52.327876,4.989472 52.327665,4.989602 52.327548,4.990349 52.326777,4.990743 52.326342,4.990889 52.326142,4.991065 52.325797,4.991506 52.324752,4.991613 52.324538,4.991764 52.324273,4.992107 52.323766,4.992168 52.323706,4.992596 52.323135,4.993455 52.32195,4.99421 52.321029,4.994338 52.320826,4.994838 52.320221,4.995253 52.319615,4.995477 52.31931,4.995578 52.319195,4.995844 52.318936,4.995929 52.318837,4.996209 52.318458,4.996779 52.317759,4.996894 52.317643))";"POLYGON((52.317643 4.996894,52.316895 4.995459,52.316691 4.995049,52.31629 4.994221,52.315801 4.993171,52.315327 4.992103,52.314871 4.991029,52.314445 4.989978,52.314057 4.988978,52.313669 4.987929,52.313295 4.986866,52.307996 4.971415,52.302686 4.976265,52.302462 4.976547,52.302323 4.976755,52.302193 4.976978,52.302017 4.977338,52.301912 4.977594,52.301775 4.977998,52.301665 4.978423,52.30159 4.978805,52.301563 4.978987,52.301515 4.979435,52.301545 4.989198,52.301556 4.990477,52.301577 4.990689,52.301617 4.990856,52.301662 4.990979,52.301837 4.991384,52.301882 4.991532,52.301912 4.99169,52.301927 4.99191,52.301919 4.992075,52.301883 4.992288,52.301855 4.992388,52.301752 4.992624,52.301717 4.992727,52.301687 4.992865,52.301672 4.99304,52.301681 4.995117,52.30171 4.995375,52.301764 4.995623,52.301811 4.995884,52.301822 4.996241,52.301808 4.996529,52.301695 4.997025,52.301674 4.997174,52.301661 4.997357,52.30161 5.000347,52.301577 5.002881,52.301557 5.005415,52.301549 5.00795,52.301522 5.007889,52.301443 5.007803,52.301366 5.00775,52.301183 5.007695,52.301011 5.007628,52.300868 5.007542,52.300656 5.007378,52.300358 5.007109,52.300379 5.007052,52.298394 5.005262,52.29851 5.00383,52.298341 5.003763,52.298165 5.003675,52.297666 5.0034,52.297426 5.003242,52.297389 5.003231,52.296749 5.003226,52.296298 5.003249,52.296132 5.003245,52.296076 5.003232,52.296041 5.003175,52.296022 5.003096,52.296049 5.002828,52.296043 5.002562,52.296031 5.002432,52.296012 5.002338,52.295927 5.002071,52.295879 5.001849,52.295724 5.00185,52.295606 5.001836,52.295366 5.00185,52.29341 5.001813,52.293176 5.001795,52.293056 5.001799,52.292923 5.001831,52.292843 5.001819,52.292793 5.001787,52.292483 5.001371,52.292463 5.001352,52.292408 5.00133,52.29233 5.001247,52.291957 5.000814,52.291853 5.000671,52.291723 5.000537,52.291423 5.000175,52.291272 5.00001,52.290616 4.999234,52.290259 4.998823,52.29024 4.998812,52.290219 4.998762,52.290232 4.99866,52.290235 4.998548,52.29018 4.998515,52.289839 4.99845,52.289833 4.998324,52.289816 4.998295,52.289349 4.997756,52.289119 4.997473,52.289225 4.995528,52.289233 4.994996,52.28929 4.994098,52.28935 4.993442,52.289412 4.992637,52.289553 4.991163,52.289606 4.990433,52.289893 4.987594,52.290171 4.98511,52.290369 4.983504,52.290224 4.983363,52.289906 4.983096,52.28979 4.982977,52.289667 4.982915,52.28964 4.982882,52.28959 4.982745,52.289524 4.982615,52.289466 4.982464,52.289428 4.98234,52.289356 4.982203,52.28931 4.982058,52.289148 4.981662,52.288997 4.98134,52.28887 4.980955,52.288645 4.980443,52.28851 4.98011,52.288351 4.979787,52.288078 4.979185,52.28784 4.978567,52.287299 4.977347,52.286863 4.976389,52.286753 4.976114,52.286648 4.975935,52.286343 4.975146,52.286225 4.974935,52.286093 4.974771,52.285445 4.97371,52.285341 4.973458,52.285237 4.973247,52.285167 4.973168,52.285045 4.973099,52.285022 4.97307,52.284992 4.972952,52.284946 4.972821,52.284857 4.972628,52.284717 4.972393,52.284361 4.971837,52.286367 4.97,52.286615 4.96974,52.287129 4.969305,52.290464 4.966283,52.290747 4.966091,52.290359 4.964918,52.28939 4.962071,52.288265 4.958942,52.28819 4.958653,52.288153 4.958391,52.288143 4.958212,52.288096 4.955697,52.288109 4.955454,52.288145 4.955219,52.288178 4.955083,52.288235 4.954912,52.289243 4.952276,52.289341 4.952064,52.289458 4.951878,52.289618 4.951694,52.29392 4.947763,52.295128 4.951263,52.296474 4.950049,52.299871 4.946907,52.301803 4.945139,52.302258 4.944774,52.302774 4.944451,52.303148 4.944154,52.3053 4.942187,52.306157 4.941426,52.308766 4.949478,52.306642 4.951542,52.308318 4.956447,52.309486 4.955373,52.309542 4.955296,52.309591 4.955208,52.309757 4.954818,52.309815 4.954701,52.309899 4.954572,52.309995 4.954466,52.311005 4.953557,52.311262 4.953353,52.311396 4.953268,52.312092 4.952929,52.312538 4.952528,52.314096 4.95705,52.313911 4.957219,52.316284 4.955051,52.315291 4.952165,52.317167 4.950454,52.315739 4.946295,52.315591 4.945772,52.315509 4.945449,52.315448 4.945127,52.315294 4.944608,52.315022 4.943815,52.315137 4.943713,52.315134 4.943612,52.315756 4.94296,52.31583 4.942974,52.315969 4.942946,52.316436 4.942633,52.315091 4.938723,52.315636 4.938736,52.315798 4.938651,52.316383 4.938116,52.316506 4.93804,52.31712 4.939829,52.317471 4.93999,52.318103 4.940249,52.318203 4.940307,52.318303 4.94033,52.31912 4.939584,52.31962 4.941042,52.320346 4.940484,52.320507 4.940372,52.320815 4.940204,52.321153 4.940069,52.321451 4.939989,52.321936 4.939926,52.322029 4.93976,52.322112 4.939569,52.322179 4.939444,52.322389 4.939138,52.322504 4.938945,52.32274 4.938625,52.322803 4.938516,52.322839 4.938366,52.322901 4.938253,52.323062 4.937995,52.323235 4.9378,52.3233 4.937618,52.32376 4.937857,52.324123 4.93796,52.324145 4.938262,52.324183 4.938516,52.324216 4.938611,52.324286 4.938689,52.324776 4.939317,52.324836 4.939365,52.324938 4.93949,52.325192 4.939851,52.325189 4.939858,52.325207 4.939883,52.325287 4.939974,52.325539 4.940324,52.325678 4.940493,52.328138 4.947657,52.322644 4.952674,52.323445 4.954999,52.323463 4.954982,52.323478 4.955024,52.323459 4.955041,52.323502 4.955172,52.326036 4.962507,52.326555 4.96404,52.327758 4.96754,52.326784 4.969208,52.326518 4.969607,52.326169 4.970253,52.326473 4.970835,52.326552 4.970963,52.326651 4.9711,52.326771 4.971218,52.326958 4.971361,52.327473 4.971806,52.327716 4.972151,52.328474 4.973413,52.328907 4.974024,52.329327 4.974505,52.3297 4.974824,52.329977 4.975001,52.330562 4.975306,52.330607 4.975633,52.330636 4.97596,52.33065 4.976341,52.330643 4.977135,52.33116 4.977944,52.331077 4.978345,52.331003 4.979798,52.330782 4.980508,52.330761 4.980682,52.33077 4.981134,52.330806 4.981649,52.330804 4.982518,52.330768 4.983081,52.330747 4.983353,52.330666 4.983964,52.330565 4.984474,52.330481 4.984787,52.330428 4.984944,52.330364 4.985096,52.330259 4.985301,52.330144 4.985496,52.329599 4.986367,52.329117 4.987025,52.32893 4.987296,52.328729 4.987646,52.328216 4.988626,52.327985 4.989043,52.327876 4.9892,52.327665 4.989472,52.327548 4.989602,52.326777 4.990349,52.326342 4.990743,52.326142 4.990889,52.325797 4.991065,52.324752 4.991506,52.324538 4.991613,52.324273 4.991764,52.323766 4.992107,52.323706 4.992168,52.323135 4.992596,52.32195 4.993455,52.321029 4.99421,52.320826 4.994338,52.320221 4.994838,52.319615 4.995253,52.31931 4.995477,52.319195 4.995578,52.318936 4.995844,52.318837 4.995929,52.318458 4.996209,52.317759 4.996779,52.317643 4.996894))";4.972789;52.3077535;
