OBJECTNUMMER;Volgnummer;Adres;Soort_tuin;Sinds;Oppervlakte_m2;Stadsdeel;Foto;Weblink;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
68;67;"Pedro de Medinalaan";"Sedumdak";2008;660;"Oost";"SEDUMDAK";"POINT(4.9781148,52.3626944)";"POINT(52.3626944,4.9781148)";4.9781148;52.3626944;
69;68;"Eerste Van Campenstraat";"Sedumdak";2010;70;"Zuid";"1evcampenstraat.jpg";"SEDUMDAK";"POINT(4.889725,52.3572928)";"POINT(52.3572928,4.889725)";4.889725;52.3572928;
70;69;"Lutkemeerweg";"Sedumdak";"West";"vandertol1.jpg";"SEDUMDAK";"POINT(4.7642252,52.3572928)";"POINT(52.3572928,4.7642252)";4.7642252;52.3572928;
71;70;"Lutkemeerweg";"Kruidendak";2010;52;"West";"vandertol2.jpg";"KRUIDENDAK";"POINT(4.762315,52.3577925)";"POINT(52.3577925,4.762315)";4.762315;52.3577925;
72;71;"Oudezijds Achterburgwal";"Sedumdak";2010;40;"Centrum";"oudezijdsachterburgwal.jpg";"SEDUMDAK";"POINT(4.8953249,52.3700911)";"POINT(52.3700911,4.8953249)";4.8953249;52.3700911;
73;73;"Stuurmankade";"Sedumdak";2010;112;"Oost";"stuurmankade-1.jpg";"SEDUMDAK";"POINT(4.9487851,52.3723914)";"POINT(52.3723914,4.9487851)";4.9487851;52.3723914;
74;74;"Stuurmankade";"Sedumdak";2010;47;"Oost";"stuurmankade-2.jpg";"SEDUMDAK";"POINT(4.9492652,52.3724944)";"POINT(52.3724944,4.9492652)";4.9492652;52.3724944;
75;75;"Van Ostadestraat";"Solar-sedumdak";2010;48;"Zuid";"VanOstadestraat.jpg";"";"SOLARSEDUM";"POINT(4.8936031,52.3525321)";"POINT(52.3525321,4.8936031)";4.8936031;52.3525321;
76;77;"Rijksstraatweg Duivendrecht";"Sedumdak";2010;4;"Buiten Amsterdam";"rijksstraatweg-duivendrecht.jpg";"";"SEDUMDAK";"POINT(4.9415018,52.3341834)";"POINT(52.3341834,4.9415018)";4.9415018;52.3341834;
77;78;"Tweede Helmerstraat";"Sedumdak";2010;58;"West";"2ehelmerstraat.jpg";"SEDUMDAK";"POINT(4.8768051,52.3646933)";"POINT(52.3646933,4.8768051)";4.8768051;52.3646933;
78;79;"Stadsdeelkantoor Oost";"Sedumdak";2010;"Oost";"SDkantoor Oost.jpg";"http://www.youtube.com/watch?v=2L9JyM7nlt8";"SEDUMDAK";"POINT(4.9313352,52.3567931)";"POINT(52.3567931,4.9313352)";4.9313352;52.3567931;
79;81;"IJzerhof";"Sedumdak";"Nieuw-west";"SEDUMDAK";"POINT(4.805455,52.3439948)";"POINT(52.3439948,4.805455)";4.805455;52.3439948;
80;82;"Zennehof";"Sedumdak";"Nieuw-west";"SEDUMDAK";"POINT(4.805485,52.3432929)";"POINT(52.3432929,4.805485)";4.805485;52.3432929;
81;84;"Liederkerkeplantsoen";"Sedumdak";"Nieuw-west";"SEDUMDAK";"POINT(4.806175,52.3432929)";"POINT(52.3432929,4.806175)";4.806175;52.3432929;
82;85;"Liederkerkeplantsoen";"Sedumdak";"Nieuw-west";"SEDUMDAK";"POINT(4.8062951,52.3425948)";"POINT(52.3425948,4.8062951)";4.8062951;52.3425948;
83;86;"Watermaalpad";"Sedumdak";"Nieuw-west";"SEDUMDAK";"POINT(4.805475,52.3425948)";"POINT(52.3425948,4.805475)";4.805475;52.3425948;
84;83;"Liederkerkeplantsoen";"Sedumdak";"Nieuw-west";"SEDUMDAK";"POINT(4.806165,52.3438918)";"POINT(52.3438918,4.806165)";4.806165;52.3438918;
85;87;"Watermaalpad";"Sedumdak";"Nieuw-west";"SEDUMDAK";"POINT(4.8046448,52.3425948)";"POINT(52.3425948,4.8046448)";4.8046448;52.3425948;
86;111;"Valeriusstraat";"Sedumdak";2010;43;"Zuid";"Valeriusstraat.jpg";"SEDUMDAK";"POINT(4.8578551,52.3510939)";"POINT(52.3510939,4.8578551)";4.8578551;52.3510939;
87;89;"Nieuwe Uilenburgerstraat";"Sedumdak";2011;175;"Centrum";"uilenburgerstraat.jpg";"SEDUMDAK";"POINT(4.903815,52.3701941)";"POINT(52.3701941,4.903815)";4.903815;52.3701941;
88;90;"Nicolaas Witsenkade";"Sedumdak";2011;40;"Centrum";"Nic-Witsenkade.jpg";"SEDUMDAK";"POINT(4.8965852,52.3582923)";"POINT(52.3582923,4.8965852)";4.8965852;52.3582923;
89;91;"Wakkerstraat";"Sedumdak";2010;73;"Oost";"Wakkerstraat.jpg";"SEDUMDAK";"POINT(4.9284952,52.3540923)";"POINT(52.3540923,4.9284952)";4.9284952;52.3540923;
90;92;"Florijn";"Sedumdak";2011;55;"Zuidoost";"Kidz en friends.jpg";"SEDUMDAK";"POINT(4.9556949,52.3206946)";"POINT(52.3206946,4.9556949)";4.9556949;52.3206946;
91;93;"Dijksgracht";"Sedumdak";2010;42;"Centrum";"Jannie 009.jpg";"";"SEDUMDAK";"POINT(4.916249,52.3761222)";"POINT(52.3761222,4.916249)";4.916249;52.3761222;
92;94;"Overtoom";"Sedumdak";2011;420;"West";"conscious.jpg";"";"SEDUMDAK";"POINT(4.8563878,52.3576361)";"POINT(52.3576361,4.8563878)";4.8563878;52.3576361;
93;95;"Middenweg";"Sedumdak";2011;50;"Oost";"middenweg.jpg";"SEDUMDAK";"POINT(4.9373648,52.3497931)";"POINT(52.3497931,4.9373648)";4.9373648;52.3497931;
94;96;"Johannes Verhulststraat";"Sedumdak";2011;75;"Zuid";"Johannes-verhulst.jpg";"SEDUMDAK";"POINT(4.8702848,52.3537947)";"POINT(52.3537947,4.8702848)";4.8702848;52.3537947;
95;97;"Roemer Visscherstraat";"Sedumdak";2010;94;"West";"Roemer-Visscherstraat.jpg";"SEDUMDAK";"POINT(4.8757451,52.3611914)";"POINT(52.3611914,4.8757451)";4.8757451;52.3611914;
96;98;"De Wittenstraat";"Sedumdak";2010;140;"West";"SEDUMDAK";"POINT(4.8796351,52.3835913)";"POINT(52.3835913,4.8796351)";4.8796351;52.3835913;
97;99;"James Bradleystraat";"Sedumdak";2010;45;"Oost";"James Bradleystraat.jpg";"SEDUMDAK";"POINT(4.9769952,52.3607947)";"POINT(52.3607947,4.9769952)";4.9769952;52.3607947;
98;100;"Entrepotdok";"Sedumdak";2010;585;"Centrum";"Entrepotdok110-220_in aanleg_4.jpg";"SEDUMDAK";"POINT(4.9216449,52.3662917)";"POINT(52.3662917,4.9216449)";4.9216449;52.3662917;
99;101;"Noordermarkt";"Sedumdak";2011;53;"Centrum";"Noordermarkt.jpg";"SEDUMDAK";"POINT(4.886935,52.3799941)";"POINT(52.3799941,4.886935)";4.886935;52.3799941;
100;102;"Nieuwe Herengracht";"Sedumdak";2011;105;"Centrum";"nwe-herengracht.jpg";"SEDUMDAK";"POINT(4.903815,52.3659941)";"POINT(52.3659941,4.903815)";4.903815;52.3659941;
101;103;"Pieter de Hoochstraat";"Sedumdak";2011;615;"Zuid";"Pieter-de-Hooch.jpg";"SEDUMDAK";"POINT(4.8857748,52.355992)";"POINT(52.355992,4.8857748)";4.8857748;52.355992;
102;104;"Herenmarkt";"Sedumdak";2011;40;"Centrum";"Herenmarkt.jpg";"SEDUMDAK";"POINT(4.8912451,52.3798949)";"POINT(52.3798949,4.8912451)";4.8912451;52.3798949;
103;105;"Prinsengracht";"Sedumdak";2011;120;"Centrum";"Prinsengracht.jpg";"SEDUMDAK";"POINT(4.8911951,52.3624922)";"POINT(52.3624922,4.8911951)";4.8911951;52.3624922;
104;106;"Lisdoddelaan";"Sedumdak";2011;40;"Oost";"Lisdoddelaan98.jpg";"SEDUMDAK";"POINT(4.994395,52.3521926)";"POINT(52.3521926,4.994395)";4.994395;52.3521926;
105;107;"Egelantiersstraat";"Sedumdak";"Centrum";"http://www.youtube.com/watch?v=UvRGG8GTQuk";"SEDUMDAK";"POINT(4.8837349,52.3769919)";"POINT(52.3769919,4.8837349)";4.8837349;52.3769919;
106;108;"Kalverstraat";"Sedumdak";2011;385;"Centrum";"kalverstraat.jpg";"SEDUMDAK";"POINT(4.8912151,52.3700911)";"POINT(52.3700911,4.8912151)";4.8912151;52.3700911;
107;109;"Lisdoddelaan";"Sedumdak";2011;45;"Oost";"Lisdoddelaan100.jpg";"SEDUMDAK";"POINT(4.9944251,52.3521926)";"POINT(52.3521926,4.9944251)";4.9944251;52.3521926;
108;110;"Plantage Middenlaan";"Sedumdak";2010;238;"Centrum";"Hugo-de-vries.jpg";"SEDUMDAK";"POINT(4.9081552,52.3670928)";"POINT(52.3670928,4.9081552)";4.9081552;52.3670928;
109;112;"Sloterkade";"Solar-sedumdak";2010;50;"Zuid";"sloterkade.jpg";"";"SOLARSEDUM";"POINT(4.8513338,52.3493392)";"POINT(52.3493392,4.8513338)";4.8513338;52.3493392;
110;113;"Des Presstraat";"Sedumdak";2010;250;"Zuid";"Des Presstraat.jpg";"SEDUMDAK";"POINT(4.8613951,52.350392)";"POINT(52.350392,4.8613951)";4.8613951;52.350392;
111;114;"RAI";"Sedumdak";0;200;"Zuid";"RAI-2013.jpg";"";"SEDUMDAK";"POINT(4.8890188,52.3409659)";"POINT(52.3409659,4.8890188)";4.8890188;52.3409659;
112;115;"Overtoom";"Sedumdak";"West";"SEDUMDAK";"POINT(4.8745148,52.3627936)";"POINT(52.3627936,4.8745148)";4.8745148;52.3627936;
113;119;"Dijkbraak";"Sedumdak";2011;50;"Noord";"";"";"SEDUMDAK";"POINT(4.8923079,52.4231764)";"POINT(52.4231764,4.8923079)";4.8923079;52.4231764;
114;120;"Dijkbraak";"Solar-sedumdak";2011;50;"Noord";"";"";"SOLARSEDUM";"POINT(4.8919568,52.4228164)";"POINT(52.4228164,4.8919568)";4.8919568;52.4228164;
115;121;"Dijkbraak";"Sedumdak";2011;50;"Noord";"dijkbraak23.jpg";"";"SEDUMDAK";"POINT(4.8918964,52.4228548)";"POINT(52.4228548,4.8918964)";4.8918964;52.4228548;
116;122;"Dijkbraak";"Sedumdak";2011;50;"Noord";"Dijkbraak 14-3.jpg";"";"SEDUMDAK";"POINT(4.8920166,52.4231104)";"POINT(52.4231104,4.8920166)";4.8920166;52.4231104;
117;72;"Spui";"Sedumdak";2010;180;"Centrum";"Spui-AmericanBookcentre32.jpg";"SEDUMDAK";"POINT(4.8895552,52.3689925)";"POINT(52.3689925,4.8895552)";4.8895552;52.3689925;
118;80;"Werf &#096;t Kromhout Nieuwe vaart";"Sedumdak";0;0;"Centrum";"";"";"SEDUMDAK";"POINT(4.9208533,52.3677888)";"POINT(52.3677888,4.9208533)";4.9208533;52.3677888;
119;123;"Fietsenstalling kantoor ING";"Sedumdak";150;"West";"ING-sloterdijkpark.jpg";"SEDUMDAK";"POINT(4.8509352,52.3858916)";"POINT(52.3858916,4.8509352)";4.8509352;52.3858916;
121;125;"Carolina MacGillavrylaan";"Muur";2011;100;"Oost";"WTCW-muur.jpg";"MUUR";"POINT(4.948405,52.3569914)";"POINT(52.3569914,4.948405)";4.948405;52.3569914;
122;126;"Jacob Marisplein";"Sedumdak";2011;75;"Zuid";"Jacob Marisplein.jpg";"SEDUMDAK";"POINT(4.8524949,52.3536917)";"POINT(52.3536917,4.8524949)";4.8524949;52.3536917;
123;127;"Bonnefantenstraat";"Sedumdak";2000;750;"Nieuw-west";"bonnefantenstraat.jpg";"SEDUMDAK";"POINT(4.831085,52.3659941)";"POINT(52.3659941,4.831085)";4.831085;52.3659941;
124;27;"Jacob van Lennepkade 621";"Sedumdak";40;"West";"JacobVanLennepkade.jpg";"SEDUMDAK";"POINT(4.859925,52.3619925)";"POINT(52.3619925,4.859925)";4.859925;52.3619925;
125;11;"Korte Koningsstraat";"Sedumdak";2009;50;"Centrum";"KoningsstraatRosner14.jpg";"SEDUMDAK";"POINT(4.9029648,52.3716933)";"POINT(52.3716933,4.9029648)";4.9029648;52.3716933;
126;128;"Huntum";"Solar-sedumdak";2011;70;"Zuidoost";"huntum.jpg";"";"SOLARSEDUM";"POINT(4.9619691,52.3069007)";"POINT(52.3069007,4.9619691)";4.9619691;52.3069007;
127;129;"Bijlmerplein";"Daktuin";1987;7600;"Zuidoost";"DAKTUIN";"POINT(4.9531252,52.3133933)";"POINT(52.3133933,4.9531252)";4.9531252;52.3133933;
128;130;"Valkenburgerstraat";"Sedumdak";"Centrum";"SEDUMDAK";"POINT(4.9066651,52.3697936)";"POINT(52.3697936,4.9066651)";4.9066651;52.3697936;
129;131;"Tot 2016 Ford heeft pand verlaten Muren zijn niet meer in tact";"Muur";0;0;"Zuid";"ford-Amstelkade.jpg";"";"MUUR";"POINT(4.9078062,52.3394553)";"POINT(52.3394553,4.9078062)";4.9078062;52.3394553;
130;132;"Johan Huizingalaan";"Grasdak";"Nieuw-west";"GRASDAK";"POINT(4.8280151,52.3501937)";"POINT(52.3501937,4.8280151)";4.8280151;52.3501937;
131;133;"Knappertstraat";"Grasdak";"Nieuw-west";"GRASDAK";"POINT(4.829335,52.3501937)";"POINT(52.3501937,4.829335)";4.829335;52.3501937;
132;134;"Boddaertstraat";"Grasdak";"Nieuw-west";"GRASDAK";"POINT(4.8307049,52.3501937)";"POINT(52.3501937,4.8307049)";4.8307049;52.3501937;
133;135;"Loosduinenstraat";"Sedumdak";2011;"Nieuw-west";"SEDUMDAK";"POINT(4.8386648,52.3506934)";"POINT(52.3506934,4.8386648)";4.8386648;52.3506934;
134;136;"Kwintsheulstraat";"Daktuin";2011;"Nieuw-west";"DAKTUIN";"POINT(4.8401248,52.3507926)";"POINT(52.3507926,4.8401248)";4.8401248;52.3507926;
135;137;"Amstel 1";"Sedumdak";2011;1700;"Centrum";"stopera_roof_4-800x499.jpg";"SEDUMDAK";"POINT(4.9003951,52.3682944)";"POINT(52.3682944,4.9003951)";4.9003951;52.3682944;
136;138;"Hendrik Werkmanstraat";"Sedumdak";2008;2500;"Nieuw-west";"SEDUMDAK";"POINT(4.8362749,52.3690917)";"POINT(52.3690917,4.8362749)";4.8362749;52.3690917;
137;139;"Hendrik Werkmanstraat";"Sedumdak";2008;700;"Nieuw-west";"SEDUMDAK";"POINT(4.8361852,52.3683936)";"POINT(52.3683936,4.8361852)";4.8361852;52.3683936;
138;140;"Valkenburgerstraat";"Sedumdak";2011;"Centrum";"SEDUMDAK";"POINT(4.9077752,52.3703925)";"POINT(52.3703925,4.9077752)";4.9077752;52.3703925;
139;29;"Schiphol Aankomst Hal";"Sedumdak";1994;8500;"Buiten Amsterdam";"schiphol.jpg";"";"SEDUMDAK";"POINT(4.7623532,52.3084494)";"POINT(52.3084494,4.7623532)";4.7623532;52.3084494;
140;76;"Weteringschans";"Sedumdak";2010;68;"Centrum";"Weteringsschans.jpg";"SEDUMDAK";"POINT(4.8935049,52.3595931)";"POINT(52.3595931,4.8935049)";4.8935049;52.3595931;
141;141;"Goudsbloemstraat";"Sedumdak";2010;"Centrum";"SEDUMDAK";"POINT(4.886245,52.3808943)";"POINT(52.3808943,4.886245)";4.886245;52.3808943;
142;142;"Prinsengracht";"Sedumdak";2010;"Centrum";"SEDUMDAK";"POINT(4.882045,52.3671919)";"POINT(52.3671919,4.882045)";4.882045;52.3671919;
143;143;"Tennisclub Elzenhagen";"Sedumdak";2011;"Noord";"vliegenbos.jpg";"SEDUMDAK";"POINT(4.9365752,52.3896948)";"POINT(52.3896948,4.9365752)";4.9365752;52.3896948;
144;144;"Arlandaweg";"Sedumdak";"West";"arlandaweg.jpg";"SEDUMDAK";"POINT(4.8369749,52.385594)";"POINT(52.385594,4.8369749)";4.8369749;52.385594;
145;145;"Amsteldijk";"Sedumdak";2011;1455;"Zuid";"Amsteldijk96.jpg";"SEDUMDAK";"POINT(4.9133351,52.3418929)";"POINT(52.3418929,4.9133351)";4.9133351;52.3418929;
146;146;"Singel";"Sedumdak";2011;57;"Centrum";"singel155.jpg";"";"SEDUMDAK";"POINT(4.8900903,52.3746532)";"POINT(52.3746532,4.8900903)";4.8900903;52.3746532;
147;147;"Prinsengracht";"Sedumdak";2011;57;"Centrum";"prinsengracht1115.jpg";"SEDUMDAK";"POINT(4.9012048,52.3628928)";"POINT(52.3628928,4.9012048)";4.9012048;52.3628928;
148;148;"Wibautstraat";"Sedumdak";2011;60;"Oost";"wibautstraat150.jpg";"SEDUMDAK";"POINT(4.9117148,52.3537947)";"POINT(52.3537947,4.9117148)";4.9117148;52.3537947;
149;149;"Nicolaas Witsenkade";"Sedumdak";2011;40;"Centrum";"NicolaasWitsenkade11.jpg";"";"SEDUMDAK";"POINT(4.8941271,52.3584563)";"POINT(52.3584563,4.8941271)";4.8941271;52.3584563;
150;150;"Derde Kostverlorenkade";"Sedumdak";2011;40;"West";"derdekostverlorenkade.jpg";"SEDUMDAK";"POINT(4.8569648,52.3597914)";"POINT(52.3597914,4.8569648)";4.8569648;52.3597914;
151;151;"IJselstraat";"Sedumdak";2011;603;"Zuid";"ijsselstraat.jpg";"SEDUMDAK";"POINT(4.9007552,52.347592)";"POINT(52.347592,4.9007552)";4.9007552;52.347592;
152;152;"Bickersgracht";"Sedumdak";2011;204;"Centrum";"bickersgracht.jpg";"";"SEDUMDAK";"POINT(4.8888051,52.3863341)";"POINT(52.3863341,4.8888051)";4.8888051;52.3863341;
153;153;"Kerkstraat";"Sedumdak";2011;120;"Centrum";"";"";"SEDUMDAK";"POINT(4.8872355,52.3644106)";"POINT(52.3644106,4.8872355)";4.8872355;52.3644106;
154;154;"Keizersgracht";"Sedumdak";2011;160;"Centrum";"keizersgracht132.jpg";"SEDUMDAK";"POINT(4.8866451,52.3766944)";"POINT(52.3766944,4.8866451)";4.8866451;52.3766944;
155;155;"Stade de Colombes";"Sedumdak";2011;88;"Oost";"stade-de-columbus.jpg";"SEDUMDAK";"POINT(4.951925,52.3452918)";"POINT(52.3452918,4.951925)";4.951925;52.3452918;
156;156;"James Cookstraat";"Sedumdak";2011;40;"West";"james-cookstraat.jpg";"SEDUMDAK";"POINT(4.852185,52.3723914)";"POINT(52.3723914,4.852185)";4.852185;52.3723914;
157;157;"Boelelaan";"Sedumdak";2011;500;"Zuid";"Boelelaan.jpg";"SEDUMDAK";"POINT(4.8594448,52.3360945)";"POINT(52.3360945,4.8594448)";4.8594448;52.3360945;
158;158;"Ravenswaaipad";"Sedumdak";2011;826;"Zuidoost";"SEDUMDAK";"POINT(4.978265,52.2972914)";"POINT(52.2972914,4.978265)";4.978265;52.2972914;
159;159;"Vredenhofpad";"Solar-sedumdak";2011;63;"West";"vredenhofpad.jpg";"";"SOLARSEDUM";"POINT(4.8619649,52.3828856)";"POINT(52.3828856,4.8619649)";4.8619649;52.3828856;
160;160;"Prinsengracht";"Sedumdak";2011;105;"Centrum";"prinsengracht441.jpg";"SEDUMDAK";"POINT(4.8836749,52.3706938)";"POINT(52.3706938,4.8836749)";4.8836749;52.3706938;
161;161;"Zocherstraat";"Sedumdak";2011;50;"West";"zocherstraat.jpg";"";"SEDUMDAK";"POINT(4.8552582,52.3566634)";"POINT(52.3566634,4.8552582)";4.8552582;52.3566634;
162;162;"Latherusstraat";"Sedumdak";2011;171;"Noord";"Latherusstraat.jpg";"";"SEDUMDAK";"POINT(4.9156911,52.3958594)";"POINT(52.3958594,4.9156911)";4.9156911;52.3958594;
163;163;"Wouwermanstraat";"Sedumdak";2011;40;"Zuid";"wouwermansstraat.jpg";"SEDUMDAK";"POINT(4.8800652,52.3550917)";"POINT(52.3550917,4.8800652)";4.8800652;52.3550917;
164;164;"Eerste Atjehstraat";"Sedumdak";2011;40;"Oost";"1atjehstraat.jpg";"";"SEDUMDAK";"POINT(4.9370224,52.3624923)";"POINT(52.3624923,4.9370224)";4.9370224;52.3624923;
165;165;"Oudeschans";"Sedumdak";2011;177;"Centrum";"oudeschans.jpg";"SEDUMDAK";"POINT(4.9024751,52.3708922)";"POINT(52.3708922,4.9024751)";4.9024751;52.3708922;
166;166;"Laing's nekstraat";"Sedumdak";2011;44;"Oost";"L-nekstraat.jpg";"SEDUMDAK";"POINT(4.9246948,52.3541915)";"POINT(52.3541915,4.9246948)";4.9246948;52.3541915;
167;167;"Karel du Jardinstraat";"Sedumdak";2011;430;"Zuid";"SEDUMDAK";"POINT(4.8952048,52.3506934)";"POINT(52.3506934,4.8952048)";4.8952048;52.3506934;
168;168;"Clara Zetkinstraat";"Solar-sedumdak";2011;40;"Zuidoost";"clara-zetkinstraat.jpg";"";"SOLARSEDUM";"POINT(4.961879,52.3218352)";"POINT(52.3218352,4.961879)";4.961879;52.3218352;
169;169;"Zocherstraat";"Sedumdak";2011;50;"West";"SEDUMDAK";"POINT(4.8579552,52.3572928)";"POINT(52.3572928,4.8579552)";4.8579552;52.3572928;
170;173;"Spyridon louisweg";"Sedumdak";2011;50;"Noord";"SEDUMDAK";"POINT(4.9203551,52.4024932)";"POINT(52.4024932,4.9203551)";4.9203551;52.4024932;
171;171;"Spyridon louisweg";"Sedumdak";2011;50;"Noord";"SEDUMDAK";"POINT(4.9189751,52.4020926)";"POINT(52.4020926,4.9189751)";4.9189751;52.4020926;
172;172;"Spyridon louisweg";"Sedumdak";2011;50;"Noord";"SEDUMDAK";"POINT(4.9188449,52.4021918)";"POINT(52.4021918,4.9188449)";4.9188449;52.4021918;
173;174;"Spyridon louisweg";"Sedumdak";2011;50;"Noord";"SEDUMDAK";"POINT(4.9202449,52.402394)";"POINT(52.402394,4.9202449)";4.9202449;52.402394;
174;175;"Spyridon louisweg";"Sedumdak";2011;50;"Noord";"SEDUMDAK";"POINT(4.9193551,52.4020926)";"POINT(52.4020926,4.9193551)";4.9193551;52.4020926;
175;176;"Korte Koningstraat";"Sedumdak";2009;120;"Centrum";"SEDUMDAK";"POINT(4.9031951,52.3716933)";"POINT(52.3716933,4.9031951)";4.9031951;52.3716933;
176;177;"Korte Keizersdwarsstraat";"Sedumdak";2009;240;"Centrum";"SEDUMDAK";"POINT(4.902735,52.3713919)";"POINT(52.3713919,4.902735)";4.902735;52.3713919;
177;178;"Floraweg";"Solar-sedumdak";2011;388;"Noord";"flora_weg_200.jpg";"";"SOLARSEDUM";"POINT(4.9085562,52.4000022)";"POINT(52.4000022,4.9085562)";4.9085562;52.4000022;
178;179;"Da Costakade";"Kruidendak";50;"West";"da_costakade.jpg";"KRUIDENDAK";"POINT(4.873215,52.372193)";"POINT(52.372193,4.873215)";4.873215;52.372193;
179;180;"Woltera van Reesstraat";"Sedumdak";2000;0;"Oost";"woltera-oud.jpg";"";"SEDUMDAK";"POINT(4.9284189,52.3599364)";"POINT(52.3599364,4.9284189)";4.9284189;52.3599364;
180;182;"Nicolaas Maesstraat";"Sedumdak";2011;200;"Zuid";"nicolaas_maesschool.jpg";"SEDUMDAK";"POINT(4.875695,52.3540923)";"POINT(52.3540923,4.875695)";4.875695;52.3540923;
181;181;"Amstel";"Sedumdak";2011;40;"Centrum";"amstel.jpg";"SEDUMDAK";"POINT(4.9018052,52.3635947)";"POINT(52.3635947,4.9018052)";4.9018052;52.3635947;
182;183;"Kadoelenweg";"Sedumdak";2006;17;"Noord";"kadoelenweg.jpg";"";"SEDUMDAK";"POINT(4.9064038,52.4155966)";"POINT(52.4155966,4.9064038)";4.9064038;52.4155966;
183;184;"Tamariskhof";"Sedumdak";2011;97;"Oost";"SEDUMDAK";"POINT(5.0014851,52.3458945)";"POINT(52.3458945,5.0014851)";5.0014851;52.3458945;
184;185;"Rustenburgerdwarsstraat";"Sedumdak";1998;450;"Zuid";"pieter_aerts.jpg";"SEDUMDAK";"POINT(4.9042451,52.353192)";"POINT(52.353192,4.9042451)";4.9042451;52.353192;
185;186;"Wachterliedplantsoen";"Sedumdak";2009;770;"West";"Wachterliedplantsoen";"http://www.sempergreen.com/nl/projecten/groendak-woonwijk-amsterdam";"SEDUMDAK";"POINT(4.8538949,52.3771941)";"POINT(52.3771941,4.8538949)";4.8538949;52.3771941;
186;187;"Rode Kruislaan";"Muur";2012;0;"Buiten Amsterdam";"";"";"MUUR";"POINT(4.9721019,52.3411833)";"POINT(52.3411833,4.9721019)";4.9721019;52.3411833;
187;188;"Spaklerweg";"Daktuin";2012;3000;"Buiten Amsterdam";"zuidpark.jpg";"http://www.zuidpark.nl/";"DAKTUIN";"POINT(4.9218271,52.3310896)";"POINT(52.3310896,4.9218271)";4.9218271;52.3310896;
188;189;"Nicolaas Maesstraat";"Sedumdak";2012;10;"Zuid";"nicolaas_maessstraat.jpg";"SEDUMDAK";"POINT(4.8789451,52.3541915)";"POINT(52.3541915,4.8789451)";4.8789451;52.3541915;
189;190;"Palestrinastraat";"Sedumdak";2012;30;"Zuid";"Palestrinastraat.jpg";"";"SEDUMDAK";"POINT(4.8770049,52.3562627)";"POINT(52.3562627,4.8770049)";4.8770049;52.3562627;
190;191;"Werf Kattenlaan";"Sedumdak";2012;170;"Zuid";"kattenlaan.jpg";"SEDUMDAK";"POINT(4.8657548,52.3588912)";"POINT(52.3588912,4.8657548)";4.8657548;52.3588912;
191;192;"Rijnsburgstraat";"Sedumdak";2012;22;"Zuid";"Rijnsburgstraat.jpg";"SEDUMDAK";"POINT(4.8491952,52.3474928)";"POINT(52.3474928,4.8491952)";4.8491952;52.3474928;
192;193;"Pieter de Hoochstraat";"Sedumdak";2012;24;"Zuid";"p-de-hooch.jpg";"SEDUMDAK";"POINT(4.8850748,52.3572928)";"POINT(52.3572928,4.8850748)";4.8850748;52.3572928;
193;194;"De Lairessestraat";"Sedumdak";2012;21;"Zuid";"lairessestraat.jpg";"SEDUMDAK";"POINT(4.8745849,52.3544928)";"POINT(52.3544928,4.8745849)";4.8745849;52.3544928;
194;195;"Omval";"Solar-sedumdak";2012;80;"Oost";"omval.jpg";"";"SOLARSEDUM";"POINT(4.9142592,52.3454558)";"POINT(52.3454558,4.9142592)";4.9142592;52.3454558;
195;196;"IJsbaanpad";"Sedumdak";2012;85;"Zuid";"ijsbaanpad.jpg";"SEDUMDAK";"POINT(4.8485248,52.3415915)";"POINT(52.3415915,4.8485248)";4.8485248;52.3415915;
196;197;"Bloemgracht";"Sedumdak";2012;85;"Centrum";"bloemgracht.jpg";"SEDUMDAK";"POINT(4.8807151,52.3743941)";"POINT(52.3743941,4.8807151)";4.8807151;52.3743941;
197;198;"Nieuwezijds Voorburgwal";"Sedumdak";2012;40;"Centrum";"SEDUMDAK";"POINT(4.8907449,52.3740927)";"POINT(52.3740927,4.8907449)";4.8907449;52.3740927;
198;199;"Eerste Rozendwarsstraat";"Sedumdak";2012;100;"Centrum";"eerste_rozendwarsstraat.jpg";"SEDUMDAK";"POINT(4.8804452,52.3730933)";"POINT(52.3730933,4.8804452)";4.8804452;52.3730933;
199;200;"Borneokade";"Sedumdak";2012;92;"Oost";"borneokade.jpg";"SEDUMDAK";"POINT(4.9436548,52.3709914)";"POINT(52.3709914,4.9436548)";4.9436548;52.3709914;
200;206;"Eerste Schinkelstraat";"Solar-sedumdak";2012;40;"Zuid";"Eersteschinkelstraat.jpg";"";"SOLARSEDUM";"POINT(4.8541138,52.3539092)";"POINT(52.3539092,4.8541138)";4.8541138;52.3539092;
203;208;"Woltera van Reestraat";"Sedumdak";2012;960;"Oost";"wolteravanreestraat.jpg";"";"SEDUMDAK";"POINT(4.9283922,52.3596999)";"POINT(52.3596999,4.9283922)";4.9283922;52.3596999;
204;208;"Woltera van Reestraat";"Sedumdak";2012;960;"Oost";"wolteravanreestraat.jpg";"";"SEDUMDAK";"POINT(4.9283922,52.3596999)";"POINT(52.3596999,4.9283922)";4.9283922;52.3596999;
205;208;"Woltera van Reestraat";"Sedumdak";2012;960;"Oost";"wolteravanreestraat.jpg";"";"SEDUMDAK";"POINT(4.9283922,52.3596999)";"POINT(52.3596999,4.9283922)";4.9283922;52.3596999;
