OBJECTNUMMER;Soortnaam_NL;Boomnummer;Soortnaam_WTS;Boomtype;Boomhoogte;Plantjaar;Eigenaar;Beheerder;Categorie;SOORT_KORT;SDVIEW;RADIUS;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
26218;"Hollandse linde (cultuurvariëteit)";579635;"Tilia europaea `Zwarte Linde`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1964;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.876825,52.326)";"POINT(52.326,4.876825)";4.876825;52.326;
26219;"Hollandse linde (cultuurvariëteit)";579634;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1962;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.877077,52.326031)";"POINT(52.326031,4.877077)";4.877077;52.326031;
26220;"Berk";579633;"Betula";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2007;"Gemeente Amsterdam";"Stadsdeel Zuid";"Betula";"Betula";"K";3;"POINT(4.892018,52.328321)";"POINT(52.328321,4.892018)";4.892018;52.328321;
26221;"Kaukasische spar";579369;"Picea orientalis";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Picea";"K";4;"POINT(4.895149,52.331614)";"POINT(52.331614,4.895149)";4.895149;52.331614;
26222;"Valse acacia (cultuurvariëteit)";579368;"Robinia pseudoacacia `Bessoniana`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";4;"POINT(4.888612,52.3312)";"POINT(52.3312,4.888612)";4.888612;52.3312;
26223;"Eenstijlige meidoorn";579367;"Crataegus monogyna";"Knotboom";"tot 6 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Crataegus";"Crataegus";"K";1;"POINT(4.87948,52.322713)";"POINT(52.322713,4.87948)";4.87948;52.322713;
26224;"Ruwe berk";579366;"Betula pendula";"Boom vrij uitgroeiend";"12 tot 15 m.";1974;"Gemeente Amsterdam";"Stadsdeel Zuid";"Betula";"Betula";"K";4;"POINT(4.896149,52.330585)";"POINT(52.330585,4.896149)";4.896149;52.330585;
26225;"Zomereik";579365;"Quercus robur";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Quercus";"Quercus";"K";7;"POINT(4.892401,52.327142)";"POINT(52.327142,4.892401)";4.892401;52.327142;
26226;"Japanse sierkers (cultuurvariëteit)";579364;"Prunus serrulata `Kanzan`";"Boom vrij uitgroeiend";"6 tot 9 m.";1960;"Gemeente Amsterdam";"Stadsdeel Zuid";"Prunus";"Prunus";"K";2;"POINT(4.881734,52.344903)";"POINT(52.344903,4.881734)";4.881734;52.344903;
26227;"Canadese populier (cultuurvariëteit)";579362;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1973;"Gemeente Amsterdam";"Stadsdeel Zuid";"Populus";"Populus";"K";8;"POINT(4.89602,52.336959)";"POINT(52.336959,4.89602)";4.89602;52.336959;
26228;"Canadese populier (cultuurvariëteit)";579361;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1973;"Gemeente Amsterdam";"Stadsdeel Zuid";"Populus";"Populus";"K";8;"POINT(4.896482,52.337114)";"POINT(52.337114,4.896482)";4.896482;52.337114;
26229;"Canadese populier (cultuurvariëteit)";579360;"Populus canadensis `Robusta`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1973;"Gemeente Amsterdam";"Stadsdeel Zuid";"Populus";"Populus";"K";8;"POINT(4.896395,52.337062)";"POINT(52.337062,4.896395)";4.896395;52.337062;
26230;"Zomereik";579359;"Quercus robur";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1973;"Gemeente Amsterdam";"Stadsdeel Zuid";"Quercus";"Quercus";"K";5;"POINT(4.896369,52.329951)";"POINT(52.329951,4.896369)";4.896369;52.329951;
26231;"Gewone es";579358;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Fraxinus";"Fraxinus";"K";5;"POINT(4.895304,52.327121)";"POINT(52.327121,4.895304)";4.895304;52.327121;
26232;"Zilverlinde";579357;"Tilia tomentosa";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1971;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.888507,52.330377)";"POINT(52.330377,4.888507)";4.888507;52.330377;
26233;"Zomereik";579356;"Quercus robur";"Boom vrij uitgroeiend";"12 tot 15 m.";1983;"Gemeente Amsterdam";"Stadsdeel Zuid";"Quercus";"Quercus";"K";4;"POINT(4.895112,52.326997)";"POINT(52.326997,4.895112)";4.895112;52.326997;
