OBJECTNUMMER;Gebied25_naam;Stadsdeel_code;Opp_m2;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"Bijlmer-Centrum";"T";3158058;"POLYGON((4.95675 52.324045,4.963561 52.316596,4.965174 52.314817,4.971415 52.307996,4.955397 52.302496,4.955328 52.302575,4.955056 52.302808,4.953132 52.304958,4.952487 52.305704,4.952092 52.306076,4.947746 52.310544,4.943966 52.314671,4.94392 52.314819,4.943943 52.314879,4.943713 52.315137,4.943612 52.315134,4.94296 52.315756,4.942974 52.31583,4.942946 52.315969,4.941948 52.317457,4.941412 52.317949,4.940909 52.318512,4.940688 52.318539,4.940252 52.319062,4.940349 52.319162,4.940273 52.319253,4.940206 52.319333,4.941042 52.31962,4.940484 52.320346,4.940372 52.320507,4.940204 52.320815,4.940069 52.321153,4.939989 52.321451,4.939926 52.321936,4.93976 52.322029,4.939569 52.322112,4.939444 52.322179,4.939138 52.322389,4.938945 52.322504,4.938625 52.32274,4.938516 52.322803,4.938366 52.322839,4.938253 52.322901,4.937995 52.323062,4.9378 52.323235,4.937618 52.3233,4.937857 52.32376,4.93796 52.324123,4.938262 52.324145,4.938516 52.324183,4.938611 52.324216,4.938689 52.324286,4.939317 52.324776,4.939365 52.324836,4.93949 52.324938,4.939851 52.325192,4.939858 52.325189,4.939883 52.325207,4.939974 52.325287,4.940324 52.325539,4.940493 52.325678,4.947657 52.328138,4.952674 52.322644,4.954999 52.323445,4.954982 52.323463,4.955024 52.323478,4.955041 52.323459,4.955172 52.323502,4.95675 52.324045))";"POLYGON((52.324045 4.95675,52.316596 4.963561,52.314817 4.965174,52.307996 4.971415,52.302496 4.955397,52.302575 4.955328,52.302808 4.955056,52.304958 4.953132,52.305704 4.952487,52.306076 4.952092,52.310544 4.947746,52.314671 4.943966,52.314819 4.94392,52.314879 4.943943,52.315137 4.943713,52.315134 4.943612,52.315756 4.94296,52.31583 4.942974,52.315969 4.942946,52.317457 4.941948,52.317949 4.941412,52.318512 4.940909,52.318539 4.940688,52.319062 4.940252,52.319162 4.940349,52.319253 4.940273,52.319333 4.940206,52.31962 4.941042,52.320346 4.940484,52.320507 4.940372,52.320815 4.940204,52.321153 4.940069,52.321451 4.939989,52.321936 4.939926,52.322029 4.93976,52.322112 4.939569,52.322179 4.939444,52.322389 4.939138,52.322504 4.938945,52.32274 4.938625,52.322803 4.938516,52.322839 4.938366,52.322901 4.938253,52.323062 4.937995,52.323235 4.9378,52.3233 4.937618,52.32376 4.937857,52.324123 4.93796,52.324145 4.938262,52.324183 4.938516,52.324216 4.938611,52.324286 4.938689,52.324776 4.939317,52.324836 4.939365,52.324938 4.93949,52.325192 4.939851,52.325189 4.939858,52.325207 4.939883,52.325287 4.939974,52.325539 4.940324,52.325678 4.940493,52.328138 4.947657,52.322644 4.952674,52.323445 4.954999,52.323463 4.954982,52.323478 4.955024,52.323459 4.955041,52.323502 4.955172,52.324045 4.95675))";4.9545215;52.31531;
2;"Amstel III";"T";5273633;"POLYGON((4.939584 52.31912,4.940206 52.319333,4.940273 52.319253,4.940349 52.319162,4.940252 52.319062,4.940688 52.318539,4.940909 52.318512,4.941412 52.317949,4.941948 52.317457,4.942946 52.315969,4.942974 52.31583,4.94296 52.315756,4.943612 52.315134,4.943713 52.315137,4.943943 52.314879,4.94392 52.314819,4.943966 52.314671,4.947746 52.310544,4.952092 52.306076,4.952487 52.305704,4.953132 52.304958,4.955056 52.302808,4.955328 52.302575,4.955397 52.302496,4.955745 52.302097,4.956095 52.30173,4.958441 52.299186,4.959313 52.298212,4.959578 52.298016,4.959619 52.297971,4.960173 52.297354,4.960999 52.296299,4.960953 52.296246,4.961154 52.296013,4.961932 52.295177,4.963187 52.29388,4.963665 52.293309,4.963957 52.293055,4.965841 52.291003,4.966014 52.29086,4.966283 52.290464,4.969305 52.287129,4.96974 52.286615,4.97 52.286367,4.971837 52.284361,4.971356 52.284042,4.970896 52.283788,4.970694 52.283664,4.970264 52.28343,4.969984 52.283252,4.969911 52.283194,4.969851 52.283166,4.969745 52.283132,4.969718 52.283115,4.969377 52.281957,4.969388 52.281825,4.969376 52.281789,4.969237 52.281623,4.969142 52.281424,4.969038 52.281285,4.968968 52.281167,4.968813 52.280973,4.968778 52.280892,4.968751 52.280727,4.9687 52.280684,4.96854 52.28061,4.968325 52.280413,4.968206 52.280271,4.968064 52.280059,4.967875 52.279843,4.967672 52.279583,4.967574 52.279562,4.967515 52.279603,4.967404 52.279657,4.96684 52.279878,4.966644 52.27998,4.966489 52.280097,4.966409 52.280185,4.966324 52.280342,4.966293 52.280476,4.966274 52.28078,4.96625 52.280887,4.966218 52.280971,4.966164 52.280981,4.965979 52.280838,4.9658 52.28065,4.965707 52.280578,4.965612 52.28053,4.965512 52.280494,4.965314 52.280449,4.965129 52.280415,4.964863 52.280385,4.964674 52.280381,4.964256 52.280409,4.964157 52.280408,4.963925 52.280392,4.963322 52.280314,4.963185 52.280304,4.962546 52.280286,4.962379 52.280261,4.962318 52.280244,4.962244 52.280208,4.962173 52.280166,4.96213 52.280116,4.961876 52.279713,4.961631 52.279185,4.961543 52.278951,4.961334 52.278526,4.961252 52.278394,4.961052 52.278175,4.960759 52.278242,4.96047 52.278293,4.960296 52.278317,4.959966 52.278347,4.959651 52.278355,4.958939 52.27833,4.958795 52.278332,4.958662 52.278344,4.958413 52.278403,4.958044 52.27854,4.957807 52.278613,4.957486 52.278653,4.957142 52.278672,4.956771 52.278672,4.956562 52.278642,4.955735 52.278419,4.955241 52.278306,4.953761 52.280172,4.951838 52.282444,4.952089 52.282535,4.947673 52.287224,4.946985 52.287967,4.946405 52.288563,4.946454 52.288581,4.946374 52.288675,4.937078 52.299447,4.937138 52.29947,4.937043 52.299583,4.936028 52.300727,4.934867 52.301943,4.934935 52.30197,4.934134 52.30274,4.933683 52.303104,4.933216 52.303554,4.93272 52.304263,4.932485 52.304475,4.93168 52.305026,4.930491 52.306164,4.930255 52.30643,4.929472 52.307414,4.929824 52.307516,4.929414 52.307829,4.929908 52.308104,4.929327 52.308533,4.929614 52.308813,4.929968 52.308992,4.930302 52.309183,4.930064 52.30934,4.930431 52.309545,4.931655 52.310268,4.932399 52.310745,4.934136 52.311904,4.93635 52.312663,4.935228 52.313889,4.938723 52.315091,4.938736 52.315636,4.938651 52.315798,4.938116 52.316383,4.93804 52.316506,4.939829 52.31712,4.93999 52.317471,4.940249 52.318103,4.940307 52.318203,4.94033 52.318303,4.939584 52.31912))";"POLYGON((52.31912 4.939584,52.319333 4.940206,52.319253 4.940273,52.319162 4.940349,52.319062 4.940252,52.318539 4.940688,52.318512 4.940909,52.317949 4.941412,52.317457 4.941948,52.315969 4.942946,52.31583 4.942974,52.315756 4.94296,52.315134 4.943612,52.315137 4.943713,52.314879 4.943943,52.314819 4.94392,52.314671 4.943966,52.310544 4.947746,52.306076 4.952092,52.305704 4.952487,52.304958 4.953132,52.302808 4.955056,52.302575 4.955328,52.302496 4.955397,52.302097 4.955745,52.30173 4.956095,52.299186 4.958441,52.298212 4.959313,52.298016 4.959578,52.297971 4.959619,52.297354 4.960173,52.296299 4.960999,52.296246 4.960953,52.296013 4.961154,52.295177 4.961932,52.29388 4.963187,52.293309 4.963665,52.293055 4.963957,52.291003 4.965841,52.29086 4.966014,52.290464 4.966283,52.287129 4.969305,52.286615 4.96974,52.286367 4.97,52.284361 4.971837,52.284042 4.971356,52.283788 4.970896,52.283664 4.970694,52.28343 4.970264,52.283252 4.969984,52.283194 4.969911,52.283166 4.969851,52.283132 4.969745,52.283115 4.969718,52.281957 4.969377,52.281825 4.969388,52.281789 4.969376,52.281623 4.969237,52.281424 4.969142,52.281285 4.969038,52.281167 4.968968,52.280973 4.968813,52.280892 4.968778,52.280727 4.968751,52.280684 4.9687,52.28061 4.96854,52.280413 4.968325,52.280271 4.968206,52.280059 4.968064,52.279843 4.967875,52.279583 4.967672,52.279562 4.967574,52.279603 4.967515,52.279657 4.967404,52.279878 4.96684,52.27998 4.966644,52.280097 4.966489,52.280185 4.966409,52.280342 4.966324,52.280476 4.966293,52.28078 4.966274,52.280887 4.96625,52.280971 4.966218,52.280981 4.966164,52.280838 4.965979,52.28065 4.9658,52.280578 4.965707,52.28053 4.965612,52.280494 4.965512,52.280449 4.965314,52.280415 4.965129,52.280385 4.964863,52.280381 4.964674,52.280409 4.964256,52.280408 4.964157,52.280392 4.963925,52.280314 4.963322,52.280304 4.963185,52.280286 4.962546,52.280261 4.962379,52.280244 4.962318,52.280208 4.962244,52.280166 4.962173,52.280116 4.96213,52.279713 4.961876,52.279185 4.961631,52.278951 4.961543,52.278526 4.961334,52.278394 4.961252,52.278175 4.961052,52.278242 4.960759,52.278293 4.96047,52.278317 4.960296,52.278347 4.959966,52.278355 4.959651,52.27833 4.958939,52.278332 4.958795,52.278344 4.958662,52.278403 4.958413,52.27854 4.958044,52.278613 4.957807,52.278653 4.957486,52.278672 4.957142,52.278672 4.956771,52.278642 4.956562,52.278419 4.955735,52.278306 4.955241,52.280172 4.953761,52.282444 4.951838,52.282535 4.952089,52.287224 4.947673,52.287967 4.946985,52.288563 4.946405,52.288581 4.946454,52.288675 4.946374,52.299447 4.937078,52.29947 4.937138,52.299583 4.937043,52.300727 4.936028,52.301943 4.934867,52.30197 4.934935,52.30274 4.934134,52.303104 4.933683,52.303554 4.933216,52.304263 4.93272,52.304475 4.932485,52.305026 4.93168,52.306164 4.930491,52.30643 4.930255,52.307414 4.929472,52.307516 4.929824,52.307829 4.929414,52.308104 4.929908,52.308533 4.929327,52.308813 4.929614,52.308992 4.929968,52.309183 4.930302,52.30934 4.930064,52.309545 4.930431,52.310268 4.931655,52.310745 4.932399,52.311904 4.934136,52.312663 4.93635,52.313889 4.935228,52.315091 4.938723,52.315636 4.938736,52.315798 4.938651,52.316383 4.938116,52.316506 4.93804,52.31712 4.939829,52.317471 4.93999,52.318103 4.940249,52.318203 4.940307,52.318303 4.94033,52.31912 4.939584))";4.950587;52.298747;
