OBJECTNUMMER;Topocode;Naam;Adres;Onderzoek;Jaar;Periode;Beschrijving;Webpagina;Foto;Bijschrift;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
249;"PML";"De opgehoogde Plantage";"Plantage Middenlaan 52";"Inventariserend Veldonderzoek";"2016";"";"Hier stond tussen 1688 en 1861 de Nieuwe Stadsherberg . Deze moest plaats maken voor het rooms katholieke gesticht Sint Jacob. Voor de bouw van de herberg en het gesticht is  het pre-stedelijk maaiveld  meer dan 2,5 m opgehoogd ";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/92-sint-jacob/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/PML.jpg";"De Nieuwe Stadsherberg in 1736";"Vindplaats";"POLYGON((4.914164 52.365404,4.914258 52.365372,4.914271 52.365387,4.914619 52.365269,4.914602 52.36525,4.914668 52.365227,4.914683 52.365242,4.914691 52.365246,4.914703 52.365248,4.914714 52.365248,4.914728 52.365245,4.914737 52.36524,4.914742 52.365234,4.914745 52.365228,4.914744 52.365222,4.914731 52.365206,4.91475 52.365164,4.914783 52.365153,4.914794 52.365163,4.914841 52.365173,4.914854 52.365143,4.914844 52.365132,4.914877 52.365121,4.914945 52.365133,4.91496 52.365148,4.914966 52.36515,4.914977 52.365153,4.914988 52.365152,4.915 52.36515,4.915009 52.365147,4.915017 52.365139,4.91502 52.365134,4.915019 52.365126,4.915007 52.365111,4.915076 52.365088,4.915091 52.365107,4.915438 52.364987,4.915422 52.364971,4.915516 52.364939,4.915393 52.364806,4.915346 52.364821,4.915279 52.364748,4.915338 52.364728,4.914904 52.364257,4.914895 52.364261,4.914885 52.364259,4.914855 52.364253,4.914848 52.364248,4.914801 52.364264,4.914806 52.36427,4.914794 52.364296,4.914705 52.364326,4.9147 52.364322,4.914449 52.364408,4.914432 52.36439,4.913961 52.364552,4.913975 52.36457,4.913708 52.36466,4.913701 52.364652,4.913699 52.364654,4.913681 52.364652,4.91368 52.364648,4.913651 52.364658,4.913653 52.36466,4.913649 52.36467,4.913647 52.364674,4.913658 52.364685,4.913627 52.364697,4.913584 52.36469,4.913578 52.364684,4.91353 52.364701,4.913536 52.364706,4.913524 52.364732,4.913515 52.364735,4.913554 52.364778,4.913572 52.364772,4.913597 52.364798,4.913578 52.364804,4.91375 52.364992,4.91377 52.364986,4.913794 52.365012,4.913775 52.365018,4.913947 52.365206,4.914005 52.365186,4.914072 52.365259,4.914041 52.36527))";"POLYGON((52.365404 4.914164,52.365372 4.914258,52.365387 4.914271,52.365269 4.914619,52.36525 4.914602,52.365227 4.914668,52.365242 4.914683,52.365246 4.914691,52.365248 4.914703,52.365248 4.914714,52.365245 4.914728,52.36524 4.914737,52.365234 4.914742,52.365228 4.914745,52.365222 4.914744,52.365206 4.914731,52.365164 4.91475,52.365153 4.914783,52.365163 4.914794,52.365173 4.914841,52.365143 4.914854,52.365132 4.914844,52.365121 4.914877,52.365133 4.914945,52.365148 4.91496,52.36515 4.914966,52.365153 4.914977,52.365152 4.914988,52.36515 4.915,52.365147 4.915009,52.365139 4.915017,52.365134 4.91502,52.365126 4.915019,52.365111 4.915007,52.365088 4.915076,52.365107 4.915091,52.364987 4.915438,52.364971 4.915422,52.364939 4.915516,52.364806 4.915393,52.364821 4.915346,52.364748 4.915279,52.364728 4.915338,52.364257 4.914904,52.364261 4.914895,52.364259 4.914885,52.364253 4.914855,52.364248 4.914848,52.364264 4.914801,52.36427 4.914806,52.364296 4.914794,52.364326 4.914705,52.364322 4.9147,52.364408 4.914449,52.36439 4.914432,52.364552 4.913961,52.36457 4.913975,52.36466 4.913708,52.364652 4.913701,52.364654 4.913699,52.364652 4.913681,52.364648 4.91368,52.364658 4.913651,52.36466 4.913653,52.36467 4.913649,52.364674 4.913647,52.364685 4.913658,52.364697 4.913627,52.36469 4.913584,52.364684 4.913578,52.364701 4.91353,52.364706 4.913536,52.364732 4.913524,52.364735 4.913515,52.364778 4.913554,52.364772 4.913572,52.364798 4.913597,52.364804 4.913578,52.364992 4.91375,52.364986 4.91377,52.365012 4.913794,52.365018 4.913775,52.365206 4.913947,52.365186 4.914005,52.365259 4.914072,52.36527 4.914041))";4.9145255;52.3648135;
250;"AVW2";"Oud drainagesysteem";"Amstelveenseweg 122";"Inventariserend Veldonderzoek";"2016";"";"Na het ophogen van dit terrein langs de Schinkel werd in de 18de eeuw een afwateringssloot gegraven om het grondwater te beheersen. Eind 19de eeuw werd de waterhuishouding gemoderniseerd  met de aanleg van een drainagebuis van aardewerk . ";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/91-tussen-veenweg/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/AVW2.jpg";"Drainagebuis van aardenwerk samengesteld uit losse elementen";"Vindplaats";"POLYGON((4.854586 52.35494,4.854723 52.354969,4.854803 52.354995,4.854972 52.355007,4.85514 52.35503,4.855146 52.35488,4.855083 52.354836,4.854616 52.354796,4.854538 52.354931))";"POLYGON((52.35494 4.854586,52.354969 4.854723,52.354995 4.854803,52.355007 4.854972,52.35503 4.85514,52.35488 4.855146,52.354836 4.855083,52.354796 4.854616,52.354931 4.854538))";4.8548522;52.35489905;
251;"OOST6";"VOC-Zeemagazijn (1661-1822)";"Oostenburg kavel 7 en 8";"Inventariserend Veldonderzoek";"2015";"";"Tussen 1661 en 1822 had de VOC op Oostenburg het Zeemagazijn in gebruik als het centrale pakhuis van het scheepvaartbedrijf. Van dit  175 m lange en 25 m brede gebouw is de fundering van de oostelijke vleugel getraceerd. ";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/89-oostenburg-kavel/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/OOST6.jpg";"Houten funderingspalen van het VOC-Zeemagazijn";"Vindplaats";"POLYGON((4.925247 52.370411,4.926797 52.371306,4.928015 52.370585,4.927462 52.370221,4.926529 52.369642))";"POLYGON((52.370411 4.925247,52.371306 4.926797,52.370585 4.928015,52.370221 4.927462,52.369642 4.926529))";4.926641;52.3704611;
253;"BL8";"Wonen op het binnenterrein";"Bloemgracht 143 Bloemstraat 150-154";"Archeologische Begeleiding";"2015";"";"Onder druk van een groeiende bevolking in de Jordaan raakte ook dit oorspronkelijke open binnenterrein volgebouwd met kleine woningen die via smalle stegen (‘gangen’) vanaf de straat waren te bereiken.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/86-bloemdwars/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/BL8.jpg";"Resten van bouwmuren en vloeren op het binnenterrein";"Vindplaats";"POLYGON((4.87799 52.373869,4.878055 52.373885,4.878146 52.373729,4.878168 52.373742,4.878234 52.373756,4.878171 52.373859,4.878243 52.373877,4.878316 52.373758,4.878324 52.373759,4.878354 52.373711,4.878118 52.373657))";"POLYGON((52.373869 4.87799,52.373885 4.878055,52.373729 4.878146,52.373742 4.878168,52.373756 4.878234,52.373859 4.878171,52.373877 4.878243,52.373758 4.878316,52.373759 4.878324,52.373711 4.878354,52.373657 4.878118))";4.8781819;52.37375705;
254;"AMD3";"Van polder naar stad";"Amsteldijk 67, Dora Tamanaplein e.o.";"Archeologisch Onderzoek, Inventariserend Veldonder";"2011-2014";"";"Sinds 1637 bevond zich hier buitenplaats Rust en Werk. Na de sloop ervan in 1887 werd de polder waarin het  terrein was gelegen opgehoogd tot stadspeil. Daarbij werden  grondkeringen aangebracht om te voorkomen dat ophoogzand zou uitzakken over de  omliggende lager gelegen polder. ";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/85-buitenplaats-rust/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/AMD3.jpg";"Buitenhuis Rust en Werk vlak voor de sloop in 1887 ";"Vindplaats";"POLYGON((4.90509 52.352959,4.906402 52.353288,4.906334 52.353402,4.906456 52.353434,4.906279 52.353686,4.905841 52.353564,4.905806 52.3536,4.905677 52.353565,4.905632 52.353625,4.904779 52.353415))";"POLYGON((52.352959 4.90509,52.353288 4.906402,52.353402 4.906334,52.353434 4.906456,52.353686 4.906279,52.353564 4.905841,52.3536 4.905806,52.353565 4.905677,52.353625 4.905632,52.353415 4.904779))";4.9056275;52.3533103;
255;"WA20";"Woonhuis aan de Warmoesstraat";"Warmoesstraat 15";"Archeologische Begeleiding";"2011";"";"Op deze locatie is tussen 1500 en 1700 tot drie keer toe een geheel nieuw pand opgetrokken waarbij de delen van de fundering van de voorganger telkens opnieuw werden gebruikt.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/80-sporen-woonhuis/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/WA20.jpg";"Profieltekening met bouwfasering Warmoesstraat 15";"Vindplaats";"POLYGON((4.899445 52.37582,4.899481 52.375866,4.89913 52.375988,4.899083 52.375949))";"POLYGON((52.37582 4.899445,52.375866 4.899481,52.375988 4.89913,52.375949 4.899083))";4.899292;52.37588945;
259;"KAT5";"Werfterrein Kattenburg";"Kattenburgerstraat";"Inventariserend Veldonderzoek";"2012";"";"In de oeverzone van de Marinewerf op Kattenburg (de Voorwerf) lagen scheepshellingen met insteekhavens. Het oorspronkelijke 18de-eeuwse loopvlak van de werf bevindt zich nu op 1,5 m onder het maaiveld.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/69-marine/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/KAT5.jpg";"Proefsleuf met 18de-eeuwse ophoging op de Voorwerf.";"Vindplaats";"POLYGON((4.913614 52.374107,4.913461 52.374388,4.913607 52.374459,4.913375 52.374811,4.913208 52.374764,4.913158 52.374926,4.914485 52.375862,4.917206 52.375429,4.920985 52.37487,4.920733 52.374147,4.917192 52.372047,4.915701 52.371592,4.91444 52.371151,4.913974 52.37164,4.914049 52.371962,4.914886 52.372295,4.914242 52.373171),(4.914578 52.371324,4.914931 52.371445,4.914951 52.371428,4.91512 52.371485,4.915103 52.371505,4.915461 52.371629,4.915056 52.372084,4.914711 52.371963,4.914682 52.371988,4.914495 52.371927,4.914513 52.371907,4.914144 52.371796))";"POLYGON((52.374107 4.913614,52.374388 4.913461,52.374459 4.913607,52.374811 4.913375,52.374764 4.913208,52.374926 4.913158,52.375862 4.914485,52.375429 4.917206,52.37487 4.920985,52.374147 4.920733,52.372047 4.917192,52.371592 4.915701,52.371151 4.91444,52.37164 4.913974,52.371962 4.914049,52.372295 4.914886,52.373171 4.914242),(52.371324 4.914578,52.371445 4.914931,52.371428 4.914951,52.371485 4.91512,52.371505 4.915103,52.371629 4.915461,52.372084 4.915056,52.371963 4.914711,52.371988 4.914682,52.371927 4.914495,52.371907 4.914513,52.371796 4.914144))";4.9148123;52.37169135;
266;"JUL";"Bodem van de Watergraafsmeer";"Julianaplein";"Inventariserend Veldonderzoek";"2016";"";"In 1629 werd het Diemermeer drooggemalen en ontstond de Watergraafsmeer. Deze droogmakerij ,was met een gemiddelde maaiveldhoogte van 5,60 m onder N.A.P het laagst gelegen deel van Amsterdam. De bodem  is opgehoogd met 2 m zand om bebouwing mogelijk te maken.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/88-pauwenlaan/";"http://www.archeologischekaart.amsterdam/Vindplaatsen/JUL.jpg";"Twee meter ophoogzand tussen oud en nieuw maaiveld";"Vindplaats";"POLYGON((4.9210435 52.3461777,4.9201906 52.3460105,4.9195576 52.3469117,4.9204051 52.3471083,4.9209362 52.3463677))";"POLYGON((52.3461777 4.9210435,52.3460105 4.9201906,52.3469117 4.9195576,52.3471083 4.9204051,52.3463677 4.9209362))";4.92030545;52.3465506;
267;"OZV15";"Amsterdamse waterbodems";"Oudezijds Voorburgwal t.o. 206 – 222";"";"2014";"";"In november 2014 is archeologisch onderzoek ingelast bij de vernieuwing van de 19de-eeuwse kademuur ter hoogte van Oudezijds Voorburgwal 206 – 222 met als doel de grachtbodem archeologisch te inventariseren en de fasering en samenstelling van de kadeconstructie te documenteren.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/waterbodems/";"http://www.archeologischekaart.amsterdam/WatBod/loc/OZV15.jpg";"";"Vindplaats";"POLYGON((4.8967481 52.3727049,4.8967119 52.3727180,4.8963363 52.3724044,4.8963705 52.3723905))";"POLYGON((52.3727049 4.8967481,52.3727180 4.8967119,52.3724044 4.8963363,52.3723905 4.8963705))";4.8965472;52.37254725;
268;"KLO12";"Amsterdamse waterbodems";"t.o.v. Kloveniersburgwal 135-143";"";"2013";"";"De waterbodemvondsten zijn verbonden met de activiteiten van bewoners, bedrijven en bezoekers uit delen van de stad die aan de desbetreffende waterwegen grensden. De diversiteit van de vondsten is een afspiegeling van de concentratie van de functies wonen, werken en recreëren in dat stedelijke gebied en biedt daarmee een doorsnede van de materiele cultuur die in de stad in een bepaalde periode circuleerde.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/waterbodems/";"http://www.archeologischekaart.amsterdam/WatBod/loc/KLO12.jpg";"";"Vindplaats";"POLYGON((4.8959246 52.3677510,4.8962036 52.3680720,4.8961499 52.3680900,4.8958683 52.3677699))";"POLYGON((52.3677510 4.8959246,52.3680720 4.8962036,52.3680900 4.8961499,52.3677699 4.8958683))";4.89604095;52.3679135;
269;"MAR10";"Amsterdamse waterbodems";"Singelgracht tussen brug 161 (Zaagpoort) en brug 165";"";"2013";"";"De waterbodemvondsten zijn verbonden met de activiteiten van bewoners, bedrijven en bezoekers uit delen van de stad die aan de desbetreffende waterwegen grensden. De diversiteit van de vondsten is een afspiegeling van de concentratie van de functies wonen, werken en recreëren in dat stedelijke gebied en biedt daarmee een doorsnede van de materiële cultuur die in de stad in een bepaalde periode circuleerde.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/waterbodems/";"http://www.archeologischekaart.amsterdam/WatBod/loc/MAR10.jpg";"";"Vindplaats";"POLYGON((4.8753762 52.3742368,4.8753870 52.3744955,4.8757195 52.3751047,4.8764920 52.3763360,4.8769426 52.3770303,4.8777741 52.3783598,4.8778975 52.3784450,4.8782837 52.3783434,4.8769802 52.3762574,4.8759717 52.3746953,4.8758268 52.3744759,4.8757786 52.3743285,4.8757195 52.3742008))";"POLYGON((52.3742368 4.8753762,52.3744955 4.8753870,52.3751047 4.8757195,52.3763360 4.8764920,52.3770303 4.8769426,52.3783598 4.8777741,52.3784450 4.8778975,52.3783434 4.8782837,52.3762574 4.8769802,52.3746953 4.8759717,52.3744759 4.8758268,52.3743285 4.8757786,52.3742008 4.8757195))";4.87683495;52.3763159;
270;"RUY1";"Amsterdamse waterbodems";"Boerenwetering tussen brug 79 en brug 137";"";"2015";"";"De waterbodemvondsten zijn verbonden met de activiteiten van bewoners, bedrijven en bezoekers uit delen van de stad die aan de desbetreffende waterwegen grensden. De diversiteit van de vondsten is een afspiegeling van de concentratie van de functies wonen, werken en recreëren in dat stedelijke gebied en biedt daarmee een doorsnede van de materiële cultuur die in de stad in een bepaalde periode circuleerde.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/waterbodems/";"http://www.archeologischekaart.amsterdam/WatBod/loc/RUY1.jpg";"";"Vindplaats";"POLYGON((4.8867863 52.3573756,4.8867595 52.3569562,4.8867622 52.3567728,4.8867837 52.3565205,4.8867917 52.3563927,4.8868668 52.3554344,4.8869312 52.3547218,4.8868909 52.3546972,4.8868212 52.3546923,4.8866469 52.3546874,4.8866147 52.3546857,4.8865825 52.3547021,4.8865637 52.3547332,4.8864779 52.3557669,4.8863921 52.3568891,4.8864296 52.3573707))";"POLYGON((52.3573756 4.8867863,52.3569562 4.8867595,52.3567728 4.8867622,52.3565205 4.8867837,52.3563927 4.8867917,52.3554344 4.8868668,52.3547218 4.8869312,52.3546972 4.8868909,52.3546923 4.8868212,52.3546874 4.8866469,52.3546857 4.8866147,52.3547021 4.8865825,52.3547332 4.8865637,52.3557669 4.8864779,52.3568891 4.8863921,52.3573707 4.8864296))";4.88666665;52.35602365;
271;"WTV";"Werken langs de Weespertrekvaart";"H.J.E. Wenckebachweg";"Archeologische begeleiding";"2015";"";"De Weespertrekvaart was in de 18de eeuw een populair recreatiegebied voor gegoede Amsterdammers. Op de plek van de huidige jachthaven lagen restanten van een buitenplaats, en sporen van de loodwitproductie die volgde op de sloop van het gebouw rond 1800.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/weespertrekvaart/";"http://archeologischekaart.amsterdam/Vindplaatsen/WTV.jpg";"Onder de bouwresten was een waterkelder";"Vindplaats";"POLYGON((4.9221633 52.3417526,4.9218012 52.3414576,4.9222773 52.3412405,4.9226354 52.3415313,4.9224329 52.3416239,4.9225080 52.3416796,4.9225442 52.3417091,4.9225710 52.3417255,4.9226032 52.3417304,4.9226367 52.3417272,4.9224544 52.3418165,4.9224751 52.3417960,4.9224842 52.3417694,4.9224780 52.3417520,4.9223636 52.3416589))";"POLYGON((52.3417526 4.9221633,52.3414576 4.9218012,52.3412405 4.9222773,52.3415313 4.9226354,52.3416239 4.9224329,52.3416796 4.9225080,52.3417091 4.9225442,52.3417255 4.9225710,52.3417304 4.9226032,52.3417272 4.9226367,52.3418165 4.9224544,52.3417960 4.9224751,52.3417694 4.9224842,52.3417520 4.9224780,52.3416589 4.9223636))";4.92222395;52.3415215;
272;"MAU1";"De Oude Oosterbegraafplaats";"Mauritskade 58";"Archeologische begeleiding";"2017";"";"In de periode 1864-1894 lag aan de noordzijde van het tegenwoordige Oosterpark de oude Oosterbegraafplaats. De meeste graven werden nadien geruimd, maar in de bouwput van de uitbreiding van het Metis Montessori Lyceum bleek nog een klein deel intact. ";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/oosterbegraafplaats/";"http://archeologischekaart.amsterdam/Vindplaatsen/MAU1.jpg";"";"Vindplaats";"POLYGON((4.9181870 52.3618294,4.9183801 52.3618712,4.9185759 52.3619121,4.9186684 52.3619293,4.9187703 52.3619514,4.9188387 52.3619719,4.9189259 52.3620055,4.9190144 52.3620423,4.9190506 52.3620595,4.9194060 52.3616918,4.9194610 52.3616304,4.9194932 52.3616378,4.9195401 52.3615804,4.9195147 52.3615690,4.9195267 52.3615534,4.9195723 52.3615272,4.9196421 52.3615198,4.9197547 52.3615280,4.9197789 52.3614994,4.9197158 52.3614764,4.9196702 52.3614347,4.9196327 52.3613888,4.9196005 52.3613446,4.9195831 52.3612766,4.9195710 52.3612406,4.9195039 52.3612045,4.9193752 52.3611759,4.9193135 52.3611767,4.9191767 52.3612340,4.9190627 52.3612373,4.9188736 52.3612512,4.9187207 52.3612799,4.9185544 52.3613249,4.9183854 52.3613880,4.9181896 52.3615190,4.9181420 52.3615714,4.9181105 52.3616239,4.9180810 52.3616771,4.9180582 52.3617295,4.9181129 52.3617414,4.9181005 52.3617598,4.9181373 52.3618196))";"POLYGON((52.3618294 4.9181870,52.3618712 4.9183801,52.3619121 4.9185759,52.3619293 4.9186684,52.3619514 4.9187703,52.3619719 4.9188387,52.3620055 4.9189259,52.3620423 4.9190144,52.3620595 4.9190506,52.3616918 4.9194060,52.3616304 4.9194610,52.3616378 4.9194932,52.3615804 4.9195401,52.3615690 4.9195147,52.3615534 4.9195267,52.3615272 4.9195723,52.3615198 4.9196421,52.3615280 4.9197547,52.3614994 4.9197789,52.3614764 4.9197158,52.3614347 4.9196702,52.3613888 4.9196327,52.3613446 4.9196005,52.3612766 4.9195831,52.3612406 4.9195710,52.3612045 4.9195039,52.3611759 4.9193752,52.3611767 4.9193135,52.3612340 4.9191767,52.3612373 4.9190627,52.3612512 4.9188736,52.3612799 4.9187207,52.3613249 4.9185544,52.3613880 4.9183854,52.3615190 4.9181896,52.3615714 4.9181420,52.3616239 4.9181105,52.3616771 4.9180810,52.3617295 4.9180582,52.3617414 4.9181129,52.3617598 4.9181005,52.3618196 4.9181373))";4.91892355;52.3616107;
273;"OBV";"Oostenburg: woningen en stadsschuitenmakerswerf (1669-1900)";"Oostenburgervoorstraat";"Archeologische Opgraving";"2013 - 2014";"";"Het ontwikkelgebied Wiener & Co is gelegen aan de Oostenburgervoorstraat op het voormalige 17de-eeuwse haveneiland Oostenburg aan de Nieuwe Vaart. Voor deze locatie gold een hoge archeologische waarde omdat hier in de 17de en 18de eeuw de stadsschuitenmakerswerf was gevestigd in combinatie met woningbouw langs de straat.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/99-oostenburg/";"";"";"Vindplaats";"POLYGON((4.9219769 52.3688723,4.9230585 52.3695380,4.9228708 52.3696527,4.9228305 52.3696281,4.9227393 52.3696821,4.9227594 52.3696969,4.9224107 52.3699073,4.9223155 52.3698483,4.9222578 52.3698270,4.9222162 52.3697992,4.9219815 52.3696027,4.9217656 52.3694717,4.9215311 52.3692962,4.9218697 52.3691653,4.9220966 52.3690794,4.9219211 52.3688911))";"POLYGON((52.3688723 4.9219769,52.3695380 4.9230585,52.3696527 4.9228708,52.3696281 4.9228305,52.3696821 4.9227393,52.3696969 4.9227594,52.3699073 4.9224107,52.3698483 4.9223155,52.3698270 4.9222578,52.3697992 4.9222162,52.3696027 4.9219815,52.3694717 4.9217656,52.3692962 4.9215311,52.3691653 4.9218697,52.3690794 4.9220966,52.3688911 4.9219211))";4.9222998;52.3693828;

