OBJECTNUMMER;Functie;Functie_gecorrigeerd;VOT_ID;Adres;Aantal_adressen;Gebruiksdoel;WOZ_gebruik;Hoofdfunctie;Hoofdfunctie_ID;Gebruiksoppervlakte;Footprint;Oppervlakte_gecorrigeerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
123;"winkel";0;"0363010000558006";"Abraham Staalmanplein 4";0;"winkelfunctie";"winkel";"Detailhandel";"D";80;0;0;"POINT(4.828364,52.349808)";"POINT(52.349808,4.828364)";4.828364;52.349808;
124;"winkel";0;"0363010000558007";"Abraham Staalmanplein 5";0;"winkelfunctie";"winkel";"Detailhandel";"D";81;0;0;"POINT(4.828496,52.3498)";"POINT(52.3498,4.828496)";4.828496;52.3498;
125;"winkel";0;"0363010000558008";"Abraham Staalmanplein 6";0;"winkelfunctie";"winkel";"Detailhandel";"D";81;0;0;"POINT(4.828628,52.349791)";"POINT(52.349791,4.828628)";4.828628;52.349791;
126;"winkel";0;"0363010001017840";"Abraham Staalmanplein 6A";0;"kantoorfunctie";"winkel";"Detailhandel";"D";55;0;0;"POINT(4.828716,52.349801)";"POINT(52.349801,4.828716)";4.828716;52.349801;
127;"winkel";0;"0363010000558009";"Abraham Staalmanplein 7";0;"winkelfunctie";"winkel";"Detailhandel";"D";45;0;0;"POINT(4.828761,52.349729)";"POINT(52.349729,4.828761)";4.828761;52.349729;
128;"winkel";0;"0363010000558010";"Abraham Staalmanplein 8";0;"kantoorfunctie";"winkel";"Detailhandel";"D";81;0;0;"POINT(4.828762,52.349666)";"POINT(52.349666,4.828762)";4.828762;52.349666;
129;"winkel";0;"0363010000558011";"Abraham Staalmanplein 9";0;"winkelfunctie";"winkel";"Detailhandel";"D";80;0;0;"POINT(4.828763,52.349585)";"POINT(52.349585,4.828763)";4.828763;52.349585;
130;"atelier / werkruimte";0;"0363010012109818";"Abram Dudok van Heelstraat 5";0;"bijeenkomstfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";1150;0;0;"POINT(4.920829,52.334183)";"POINT(52.334183,4.920829)";4.920829;52.334183;
131;"overige gebruiksfunctie";0;"0363010003684700";"Abram Dudok van Heelstraat 9";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";224;0;0;"POINT(4.921128,52.333735)";"POINT(52.333735,4.921128)";4.921128;52.333735;
132;"showroom / werkplaats / garage";0;"0363010012069235";"Accason 3";0;"overige gebruiksfunctie";"showroom / werkplaats / garage";"Detailhandel";"D";2763;0;0;"POINT(4.79772,52.389601)";"POINT(52.389601,4.79772)";4.79772;52.389601;
133;"industriefunctie";0;"0363010001043496";"Accraweg 1";0;"industriefunctie";"bedrijf";"Bedrijven";"B";3390;1;0;"POINT(4.753245,52.40971)";"POINT(52.40971,4.753245)";4.753245;52.40971;
134;"industriefunctie";0;"0363010001043501";"Accraweg 11";0;"industriefunctie";"bedrijf";"Bedrijven";"B";2485;1;0;"POINT(4.754259,52.41074)";"POINT(52.41074,4.754259)";4.754259;52.41074;
135;"opslag / distributie";0;"0363010012116387";"Accraweg 13A";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";2106;0;0;"POINT(4.753733,52.411564)";"POINT(52.411564,4.753733)";4.753733;52.411564;
136;"opslag / distributie";0;"0363010012116388";"Accraweg 13B";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";2106;0;0;"POINT(4.75441,52.411478)";"POINT(52.411478,4.75441)";4.75441;52.411478;
137;"industriefunctie";0;"0363010001027876";"Accraweg 15";0;"industriefunctie";"";"Bedrijven";"B";2260;0;0;"POINT(4.753581,52.41195)";"POINT(52.41195,4.753581)";4.753581;52.41195;
138;"industriefunctie";0;"0363010001027877";"Accraweg 17";0;"industriefunctie";"bedrijf";"Bedrijven";"B";7872;0;0;"POINT(4.753651,52.412148)";"POINT(52.412148,4.753651)";4.753651;52.412148;
139;"kantoor (hoofdcode)";0;"0363010001027878";"Accraweg 19";0;"kantoorfunctie";"kantoor (hoofdcode)";"Kantoren";"K";1110;0;0;"POINT(4.753587,52.412552)";"POINT(52.412552,4.753587)";4.753587;52.412552;
140;"kantoorfunctie";0;"0363010010953869";"Accraweg 1A";0;"kantoorfunctie";"overig bedrijf";"Kantoren";"K";116;0;0;"POINT(4.752223,52.40922)";"POINT(52.40922,4.752223)";4.752223;52.40922;
141;"kantoor (hoofdcode)";0;"0363010001027879";"Accraweg 21";0;"kantoorfunctie";"kantoor (hoofdcode)";"Kantoren";"K";1165;0;0;"POINT(4.753559,52.412435)";"POINT(52.412435,4.753559)";4.753559;52.412435;
142;"kantoor (hoofdcode)";0;"0363010001027880";"Accraweg 23";0;"kantoorfunctie";"kantoor (hoofdcode)";"Kantoren";"K";1165;0;0;"POINT(4.753531,52.412318)";"POINT(52.412318,4.753531)";4.753531;52.412318;
143;"overige gebruiksfunctie";0;"0363010001043408";"Accraweg 25";0;"overige gebruiksfunctie";"bedrijf";"Bedrijven";"B";5212;0;0;"POINT(4.754456,52.409276)";"POINT(52.409276,4.754456)";4.754456;52.409276;
144;"opslag / distributie";0;"0363010001037024";"Accraweg 27";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";5164;0;0;"POINT(4.754653,52.409925)";"POINT(52.409925,4.754653)";4.754653;52.409925;
145;"opslag / distributie";0;"0363010001037025";"Accraweg 29";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";5164;0;0;"POINT(4.75485,52.410555)";"POINT(52.410555,4.75485)";4.75485;52.410555;
146;"industriefunctie";0;"0363010001043497";"Accraweg 3";0;"industriefunctie";"bedrijf";"Bedrijven";"B";3391;1;0;"POINT(4.753937,52.409642)";"POINT(52.409642,4.753937)";4.753937;52.409642;
147;"opslag / distributie";0;"0363010001037026";"Accraweg 31";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";5164;0;0;"POINT(4.755061,52.411176)";"POINT(52.411176,4.755061)";4.755061;52.411176;
148;"opslag / distributie";0;"0363010001037027";"Accraweg 33";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";5235;0;0;"POINT(4.755272,52.411878)";"POINT(52.411878,4.755272)";4.755272;52.411878;
149;"industriefunctie";0;"0363010001043411";"Accraweg 35";0;"industriefunctie";"bedrijf";"Bedrijven";"B";4634;0;0;"POINT(4.75584,52.409122)";"POINT(52.409122,4.75584)";4.75584;52.409122;
150;"industriefunctie";0;"0363010001043412";"Accraweg 37";0;"industriefunctie";"bedrijf";"Bedrijven";"B";4754;0;0;"POINT(4.756094,52.409869)";"POINT(52.409869,4.756094)";4.756094;52.409869;
151;"industriefunctie";0;"0363010001043498";"Accraweg 5";0;"industriefunctie";"bedrijf";"Bedrijven";"B";3345;1;0;"POINT(4.754006,52.409921)";"POINT(52.409921,4.754006)";4.754006;52.409921;
152;"industriefunctie";0;"0363010001043499";"Accraweg 7";0;"industriefunctie";"bedrijf";"Bedrijven";"B";3331;1;0;"POINT(4.753314,52.410007)";"POINT(52.410007,4.753314)";4.753314;52.410007;
153;"industriefunctie";0;"0363010001043500";"Accraweg 9";0;"industriefunctie";"bedrijf";"Bedrijven";"B";2480;1;0;"POINT(4.753567,52.410818)";"POINT(52.410818,4.753567)";4.753567;52.410818;
154;"opslag / distributie";0;"0363010000902708";"Accumulatorweg 5";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";954;0;0;"POINT(4.848368,52.394659)";"POINT(52.394659,4.848368)";4.848368;52.394659;
155;"atelier / werkruimte";0;"0363010000558402";"Achillesstraat 102/H";0;"winkelfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";64;0;0;"POINT(4.864186,52.345109)";"POINT(52.345109,4.864186)";4.864186;52.345109;
156;"café / bar / restaurant";0;"0363010000558410";"Achillesstraat 104";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";78;0;0;"POINT(4.864172,52.345055)";"POINT(52.345055,4.864172)";4.864172;52.345055;
157;"kantoor";0;"0363010000558419";"Achillesstraat 108";0;"kantoorfunctie";"kantoor";"Kantoren";"K";57;0;0;"POINT(4.864368,52.344634)";"POINT(52.344634,4.864368)";4.864368;52.344634;
158;"industriefunctie";0;"0363010012147434";"Achillesstraat 41A";0;"industriefunctie";"";"Bedrijven";"B";347;0;0;"POINT(4.864552,52.346486)";"POINT(52.346486,4.864552)";4.864552;52.346486;
159;"winkel";0;"0363010001009439";"Achillesstraat 62";0;"winkelfunctie";"winkel";"Detailhandel";"D";169;0;0;"POINT(4.863762,52.346213)";"POINT(52.346213,4.863762)";4.863762;52.346213;
160;"kantoor";0;"0363010001019558";"Achillesstraat 79";0;"kantoorfunctie";"kantoor";"Kantoren";"K";531;0;0;"POINT(4.864627,52.345075)";"POINT(52.345075,4.864627)";4.864627;52.345075;
161;"praktijkruimte";0;"0363010000558360";"Achillesstraat 85";0;"sportfunctie";"praktijkruimte";"Zorg";"Z";129;0;0;"POINT(4.864703,52.344815)";"POINT(52.344815,4.864703)";4.864703;52.344815;
162;"café / bar / restaurant";0;"0363010000558364";"Achillesstraat 87";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";110;0;0;"POINT(4.864719,52.344761)";"POINT(52.344761,4.864719)";4.864719;52.344761;
163;"woning + kantoor";0;"0363010000558368";"Achillesstraat 89";0;"woonfunctie|kantoorfunctie";"woning + kantoor";"Kantoren";"K";64;0;0;"POINT(4.864734,52.344716)";"POINT(52.344716,4.864734)";4.864734;52.344716;
164;"woning + kantoor";0;"0363010000558370";"Achillesstraat 91";0;"kantoorfunctie";"woning + kantoor";"Kantoren";"K";69;0;0;"POINT(4.864749,52.344662)";"POINT(52.344662,4.864749)";4.864749;52.344662;
165;"kantoor";0;"0363010000558385";"Achillesstraat 97/H";0;"woonfunctie|kantoorfunctie";"kantoor";"Kantoren";"K";70;0;0;"POINT(4.864781,52.344474)";"POINT(52.344474,4.864781)";4.864781;52.344474;
166;"atelier / werkruimte";0;"0363010003720967";"Achter Oosteinde 15";0;"overige gebruiksfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";38;0;0;"POINT(4.902785,52.359663)";"POINT(52.359663,4.902785)";4.902785;52.359663;
167;"kantoor";0;"0363010000558499";"Achter Oosteinde 9";0;"kantoorfunctie";"kantoor";"Kantoren";"K";731;0;0;"POINT(4.902596,52.359509)";"POINT(52.359509,4.902596)";4.902596;52.359509;
168;"opslag / distributie";0;"0363010000558527";"Achtergracht 11/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";133;0;0;"POINT(4.901121,52.361435)";"POINT(52.361435,4.901121)";4.901121;52.361435;
169;"kantoor";0;"0363010000558534";"Achtergracht 14";0;"kantoorfunctie";"kantoor";"Kantoren";"K";4477;0;0;"POINT(4.901741,52.361123)";"POINT(52.361123,4.901741)";4.901741;52.361123;
170;"kantoor";0;"0363010001983118";"Achtergracht 15/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";136;0;0;"POINT(4.901282,52.36149)";"POINT(52.36149,4.901282)";4.901282;52.36149;
171;"kantoor";0;"0363010012083725";"Achtergracht 19";0;"kantoorfunctie";"kantoor";"Kantoren";"K";725;0;0;"POINT(4.901458,52.361491)";"POINT(52.361491,4.901458)";4.901458;52.361491;
172;"kinderdagverblijf";0;"0363010000558515";"Achtergracht 2";0;"bijeenkomstfunctie";"crèche / peuterspeelzaal";"Onderwijs";"O";363;0;0;"POINT(4.901316,52.361041)";"POINT(52.361041,4.901316)";4.901316;52.361041;
173;"opslag / distributie";0;"0363010003695328";"Achtergracht 27C";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";122;0;0;"POINT(4.901692,52.361617)";"POINT(52.361617,4.901692)";4.901692;52.361617;
174;"hotel / motel";0;"0363010000558516";"Achtergracht 3";0;"logiesfunctie";"hotel / motel";"Logies";"L";402;0;0;"POINT(4.900843,52.36138)";"POINT(52.36138,4.900843)";4.900843;52.36138;
175;"kantoor";0;"0363010000996282";"Achtergracht 33/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";18;0;0;"POINT(4.901927,52.361582)";"POINT(52.361582,4.901927)";4.901927;52.361582;
176;"atelier / werkruimte";0;"0363010001170217";"Achtergracht 45/H";0;"winkelfunctie|woonfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";42;0;0;"POINT(4.902279,52.361647)";"POINT(52.361647,4.902279)";4.902279;52.361647;
177;"opslag / distributie";0;"0363010000558523";"Achtergracht 9/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";102;0;0;"POINT(4.901063,52.361417)";"POINT(52.361417,4.901063)";4.901063;52.361417;
178;"wijk- / buurtcentrum";0;"0363010000558592";"Achterlaan 3";0;"sportfunctie";"wijk- / buurtcentrum";"Wijk / buurtcentrum";"G";139;0;0;"POINT(4.966287,52.406424)";"POINT(52.406424,4.966287)";4.966287;52.406424;
179;"kantoor";0;"0363010001994757";"Adam Smithplein 2";2;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";241;0;0;"POINT(4.820747,52.339391)";"POINT(52.339391,4.820747)";4.820747;52.339391;
180;"kantoor";0;"0363010001994759";"Adam Smithplein 6";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";9828;0;0;"POINT(4.820836,52.339383)";"POINT(52.339383,4.820836)";4.820836;52.339383;
181;"kantoor";0;"0363010001994760";"Adam Smithplein 8";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";4914;0;0;"POINT(4.820865,52.339383)";"POINT(52.339383,4.820865)";4.820865;52.339383;
182;"basisschool";0;"0363010000558798";"Adelaarsweg 113";0;"onderwijsfunctie";"basisschool";"Onderwijs";"O";1666;1;0;"POINT(4.920273,52.388601)";"POINT(52.388601,4.920273)";4.920273;52.388601;
183;"winkel";0;"0363010000558839";"Adelaarsweg 134";0;"winkelfunctie";"winkel";"Detailhandel";"D";85;0;0;"POINT(4.923912,52.390359)";"POINT(52.390359,4.923912)";4.923912;52.390359;
184;"kantoor";0;"0363010000558717";"Adelaarsweg 57/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";86;0;0;"POINT(4.913884,52.385753)";"POINT(52.385753,4.913884)";4.913884;52.385753;
185;"onderwijs";0;"0363010000558719";"Adelaarsweg 58/H";0;"onderwijsfunctie";"onderwijs";"Onderwijs";"O";77;0;0;"POINT(4.913957,52.385799)";"POINT(52.385799,4.913957)";4.913957;52.385799;
186;"kantoor";0;"0363010000558721";"Adelaarsweg 59/H";0;"woonfunctie|kantoorfunctie";"kantoor";"Kantoren";"K";51;0;0;"POINT(4.914015,52.385844)";"POINT(52.385844,4.914015)";4.914015;52.385844;
187;"winkel";0;"0363010012143047";"Adelaarsweg 60";0;"woonfunctie";"winkel";"Detailhandel";"D";55;0;0;"POINT(4.914088,52.385889)";"POINT(52.385889,4.914088)";4.914088;52.385889;
188;"winkel";0;"0363010000558724";"Adelaarsweg 61";0;"winkelfunctie";"winkel";"Detailhandel";"D";84;0;0;"POINT(4.915271,52.386496)";"POINT(52.386496,4.915271)";4.915271;52.386496;
189;"winkel";0;"0363010000558731";"Adelaarsweg 67";0;"woonfunctie|kantoorfunctie";"winkel";"Detailhandel";"D";97;0;0;"POINT(4.915841,52.38675)";"POINT(52.38675,4.915841)";4.915841;52.38675;
190;"winkel";0;"0363010000558980";"Adingerdorphof 33";0;"industriefunctie";"winkel";"Detailhandel";"D";82;1;0;"POINT(4.796054,52.357983)";"POINT(52.357983,4.796054)";4.796054;52.357983;
191;"café / bar / restaurant";0;"0363010012064154";"Admiraal De Ruijterweg 1";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";308;0;0;"POINT(4.864552,52.370142)";"POINT(52.370142,4.864552)";4.864552;52.370142;
192;"café / bar / restaurant";0;"0363010000995104";"Admiraal De Ruijterweg 104/H";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";35;0;0;"POINT(4.859428,52.372563)";"POINT(52.372563,4.859428)";4.859428;52.372563;
193;"winkel";0;"0363010000559287";"Admiraal De Ruijterweg 106/H";0;"woonfunctie|industriefunctie";"winkel";"Detailhandel";"D";49;0;0;"POINT(4.859428,52.372608)";"POINT(52.372608,4.859428)";4.859428;52.372608;
194;"café / bar / restaurant";0;"0363010000559291";"Admiraal De Ruijterweg 107/H";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";163;0;0;"POINT(4.859063,52.372436)";"POINT(52.372436,4.859063)";4.859063;52.372436;
195;"winkel";0;"0363010000960361";"Admiraal De Ruijterweg 109/H";0;"gezondheidszorgfunctie";"winkel";"Detailhandel";"D";331;0;0;"POINT(4.859018,52.372517)";"POINT(52.372517,4.859018)";4.859018;52.372517;
196;"woning + winkel";0;"0363010000558990";"Admiraal De Ruijterweg 11";0;"winkelfunctie|woonfunctie";"woning + winkel";"Detailhandel";"D";57;0;0;"POINT(4.864213,52.370257)";"POINT(52.370257,4.864213)";4.864213;52.370257;
197;"woning + winkel";0;"0363010000559311";"Admiraal De Ruijterweg 112/1";0;"woonfunctie";"woning + winkel";"Detailhandel";"D";71;0;0;"POINT(4.859367,52.372779)";"POINT(52.372779,4.859367)";4.859367;52.372779;
198;"woning + winkel";0;"0363010000559310";"Admiraal De Ruijterweg 112/H";0;"winkelfunctie|woonfunctie";"woning + winkel";"Detailhandel";"D";121;0;0;"POINT(4.859367,52.372779)";"POINT(52.372779,4.859367)";4.859367;52.372779;
199;"kantoor";0;"0363010000559390";"Admiraal De Ruijterweg 132/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";173;0;0;"POINT(4.859153,52.37347)";"POINT(52.37347,4.859153)";4.859153;52.37347;
200;"winkel";0;"0363010000559394";"Admiraal De Ruijterweg 133/H";0;"bijeenkomstfunctie";"winkel";"Detailhandel";"D";135;0;0;"POINT(4.858743,52.373396)";"POINT(52.373396,4.858743)";4.858743;52.373396;
201;"praktijkruimte";0;"0363010000559398";"Admiraal De Ruijterweg 134/H";0;"gezondheidszorgfunctie";"woning + praktijkruimte";"Zorg";"Z";249;0;0;"POINT(4.859123,52.373551)";"POINT(52.373551,4.859123)";4.859123;52.373551;
202;"woning + kantoor";0;"0363010012076135";"Admiraal De Ruijterweg 139/H";0;"winkelfunctie|woonfunctie";"woning + kantoor";"Kantoren";"K";179;0;0;"POINT(4.858681,52.373639)";"POINT(52.373639,4.858681)";4.858681;52.373639;
203;"cultuur";0;"0363010000665091";"Admiraal De Ruijterweg 150";0;"bijeenkomstfunctie";"cultuur";"Cultuur";"C";475;0;0;"POINT(4.858955,52.374125)";"POINT(52.374125,4.858955)";4.858955;52.374125;
204;"kantoor";0;"0363010000559471";"Admiraal De Ruijterweg 154/H";0;"industriefunctie";"kantoor";"Kantoren";"K";151;0;0;"POINT(4.858939,52.374251)";"POINT(52.374251,4.858939)";4.858939;52.374251;
205;"winkel";0;"0363010000559495";"Admiraal De Ruijterweg 160/H";0;"winkelfunctie";"winkel";"Detailhandel";"D";140;0;0;"POINT(4.858848,52.374466)";"POINT(52.374466,4.858848)";4.858848;52.374466;
206;"winkel";0;"0363010000559499";"Admiraal De Ruijterweg 161/H";0;"winkelfunctie";"winkel";"Detailhandel";"D";118;0;0;"POINT(4.858407,52.374473)";"POINT(52.374473,4.858407)";4.858407;52.374473;
207;"cafetaria / snackbar";0;"0363010000559503";"Admiraal De Ruijterweg 162/H";0;"woonfunctie";"cafetaria / snackbar";"Horeca";"H";164;0;0;"POINT(4.858818,52.374529)";"POINT(52.374529,4.858818)";4.858818;52.374529;
208;"winkel";0;"0363010000559507";"Admiraal De Ruijterweg 163";0;"winkelfunctie";"winkel";"Detailhandel";"D";41;0;0;"POINT(4.858271,52.374823)";"POINT(52.374823,4.858271)";4.858271;52.374823;
209;"kantoor";0;"0363010010953177";"Admiraal De Ruijterweg 166A";0;"woonfunctie";"kantoor";"Kantoren";"K";40;0;0;"POINT(4.85874,52.37487)";"POINT(52.37487,4.85874)";4.85874;52.37487;
210;"winkel";0;"0363010000558997";"Admiraal De Ruijterweg 17";0;"kantoorfunctie";"winkel";"Detailhandel";"D";163;0;0;"POINT(4.863992,52.370319)";"POINT(52.370319,4.863992)";4.863992;52.370319;
211;"kantoor";0;"0363010001013577";"Admiraal De Ruijterweg 175/H";0;"winkelfunctie";"kantoor";"Kantoren";"K";212;0;0;"POINT(4.858193,52.3752)";"POINT(52.3752,4.858193)";4.858193;52.3752;
212;"winkel";0;"0363010000559560";"Admiraal De Ruijterweg 177/H";0;"kantoorfunctie";"winkel";"Detailhandel";"D";178;0;0;"POINT(4.858133,52.375263)";"POINT(52.375263,4.858133)";4.858133;52.375263;
213;"opslag / distributie";0;"0363010000559568";"Admiraal De Ruijterweg 179/H";0;"kantoorfunctie";"opslag / distributie";"Opslag en distributie";"E";124;0;0;"POINT(4.858118,52.375344)";"POINT(52.375344,4.858118)";4.858118;52.375344;
214;"winkel";0;"0363010000559576";"Admiraal De Ruijterweg 181/H";0;"winkelfunctie|woonfunctie";"winkel";"Detailhandel";"D";40;0;0;"POINT(4.858132,52.375416)";"POINT(52.375416,4.858132)";4.858132;52.375416;
215;"praktijkruimte";0;"0363010000559584";"Admiraal De Ruijterweg 183/H";0;"bijeenkomstfunctie";"praktijkruimte (tandarts / fysiotherapeut)";"Zorg";"Z";127;0;0;"POINT(4.858087,52.375487)";"POINT(52.375487,4.858087)";4.858087;52.375487;
216;"winkel";0;"0363010000559592";"Admiraal De Ruijterweg 185/H";0;"winkelfunctie|woonfunctie";"winkel";"Detailhandel";"D";40;0;0;"POINT(4.858057,52.375559)";"POINT(52.375559,4.858057)";4.858057;52.375559;
217;"winkel";0;"0363010000559608";"Admiraal De Ruijterweg 189/H";0;"kantoorfunctie";"winkel";"Detailhandel";"D";145;0;0;"POINT(4.858025,52.375712)";"POINT(52.375712,4.858025)";4.858025;52.375712;
218;"energie en water";0;"0363010000558998";"Admiraal De Ruijterweg 19";0;"overige gebruiksfunctie";"overig energie en water";"Nuts";"N";135;0;0;"POINT(4.863905,52.370255)";"POINT(52.370255,4.863905)";4.863905;52.370255;
219;"hotel / motel";0;"0363010012072467";"Admiraal De Ruijterweg 2";0;"logiesfunctie";"hotel / motel";"Logies";"L";28;0;0;"POINT(4.86502,52.370305)";"POINT(52.370305,4.86502)";4.86502;52.370305;
220;"kantoor (hoofdcode)";0;"0363010000558999";"Admiraal De Ruijterweg 21";0;"kantoorfunctie";"kantoor (hoofdcode)";"Kantoren";"K";1428;0;0;"POINT(4.86364,52.370335)";"POINT(52.370335,4.86364)";4.86364;52.370335;
221;"winkel";0;"0363010001012033";"Admiraal De Ruijterweg 213A";0;"winkelfunctie";"winkel";"Detailhandel";"D";156;0;0;"POINT(4.857719,52.376753)";"POINT(52.376753,4.857719)";4.857719;52.376753;
222;"praktijkruimte";0;"0363010001012035";"Admiraal De Ruijterweg 215A";0;"winkelfunctie";"praktijkruimte (tandarts / fysiotherapeut)";"Zorg";"Z";407;0;0;"POINT(4.857703,52.376843)";"POINT(52.376843,4.857703)";4.857703;52.376843;
223;"woning + winkel";0;"0363010001028894";"Admiraal De Ruijterweg 218A";0;"winkelfunctie|woonfunctie";"woning + winkel";"Detailhandel";"D";68;0;0;"POINT(4.858068,52.377024)";"POINT(52.377024,4.858068)";4.858068;52.377024;
224;"winkel";0;"0363010000559729";"Admiraal De Ruijterweg 220/H";0;"winkelfunctie|woonfunctie";"winkel";"Detailhandel";"D";57;0;0;"POINT(4.857978,52.377248)";"POINT(52.377248,4.857978)";4.857978;52.377248;
