OBJECTNUMMER;Regel;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"Standplaats fietstaxi";"STAND_FIETSTAXI";"POINT(4.8931768,52.3733031)";"POINT(52.3733031,4.8931768)";4.8931768;52.3733031;
2;"Standplaats fietstaxi";"STAND_FIETSTAXI";"POINT(4.8948581,52.3742415)";"POINT(52.3742415,4.8948581)";4.8948581;52.3742415;
3;"Standplaats fietstaxi";"STAND_FIETSTAXI";"POINT(4.8962891,52.3757102)";"POINT(52.3757102,4.8962891)";4.8962891;52.3757102;
4;"Standplaats fietstaxi";"STAND_FIETSTAXI";"POINT(4.8967922,52.3758132)";"POINT(52.3758132,4.8967922)";4.8967922;52.3758132;
5;"Standplaats fietstaxi";"STAND_FIETSTAXI";"POINT(4.895983,52.3661429)";"POINT(52.3661429,4.895983)";4.895983;52.3661429;
7;"Standplaats fietstaxi";"STAND_FIETSTAXI";"POINT(4.8817441,52.3637015)";"POINT(52.3637015,4.8817441)";4.8817441;52.3637015;
8;"Standplaats koets";"STAND_KOETS";"POINT(4.8920791,52.3734023)";"POINT(52.3734023,4.8920791)";4.8920791;52.3734023;
10;"Standplaats fietstaxi’s (max. 2)";"STAND_FIETSTAXI";"POINT(4.8988779,52.3801276)";"POINT(52.3801276,4.8988779)";4.8988779;52.3801276;

