OBJECTNUMMER;Locatie;Vermogen_MW;Verwachte_Opbrengst_GWh_Jaar;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;2;24;53;"POLYGON((4.862563 52.429738,4.862689 52.429747,4.862572 52.430046,4.864078 52.430368,4.864129 52.430498,4.865376 52.430697,4.866762 52.430485,4.867256 52.430401,4.867783 52.430279,4.868308 52.430121,4.868796 52.429931,4.87018 52.42928,4.8709 52.428881,4.871172 52.428695,4.871349 52.42853,4.872224 52.427187,4.873134 52.425597,4.873409 52.425042,4.873505 52.424753,4.873537 52.424451,4.873477 52.424132,4.873298 52.423791,4.872973 52.423423,4.872475 52.423026,4.87047 52.421615,4.869743 52.421068,4.869194 52.4206,4.864009 52.415715,4.863904 52.415652,4.863826 52.415625,4.863732 52.415609,4.863621 52.41561,4.863494 52.415636,4.857373 52.417282,4.85718 52.417349,4.857037 52.417432,4.856969 52.417505,4.856946 52.417592,4.856957 52.41764,4.856987 52.417692,4.857038 52.417747,4.858943 52.419449,4.859248 52.419732,4.859481 52.419993,4.859575 52.420126,4.859636 52.420251,4.859712 52.420498,4.859761 52.420752,4.859766 52.42099,4.859746 52.421095,4.85971 52.421188,4.859379 52.421663,4.857924 52.423609,4.857815 52.423909,4.857767 52.424101,4.857736 52.424313,4.857737 52.424529,4.857784 52.424735,4.857829 52.424829,4.85789 52.424914,4.858103 52.425132,4.858433 52.425441,4.85926 52.426183,4.860349 52.427131,4.862334 52.428936,4.862442 52.429062,4.862563 52.429231,4.862612 52.429322,4.862642 52.429408,4.862645 52.429484,4.862616 52.429599,4.862563 52.429738))";"POLYGON((52.429738 4.862563,52.429747 4.862689,52.430046 4.862572,52.430368 4.864078,52.430498 4.864129,52.430697 4.865376,52.430485 4.866762,52.430401 4.867256,52.430279 4.867783,52.430121 4.868308,52.429931 4.868796,52.42928 4.87018,52.428881 4.8709,52.428695 4.871172,52.42853 4.871349,52.427187 4.872224,52.425597 4.873134,52.425042 4.873409,52.424753 4.873505,52.424451 4.873537,52.424132 4.873477,52.423791 4.873298,52.423423 4.872973,52.423026 4.872475,52.421615 4.87047,52.421068 4.869743,52.4206 4.869194,52.415715 4.864009,52.415652 4.863904,52.415625 4.863826,52.415609 4.863732,52.41561 4.863621,52.415636 4.863494,52.417282 4.857373,52.417349 4.85718,52.417432 4.857037,52.417505 4.856969,52.417592 4.856946,52.41764 4.856957,52.417692 4.856987,52.417747 4.857038,52.419449 4.858943,52.419732 4.859248,52.419993 4.859481,52.420126 4.859575,52.420251 4.859636,52.420498 4.859712,52.420752 4.859761,52.42099 4.859766,52.421095 4.859746,52.421188 4.85971,52.421663 4.859379,52.423609 4.857924,52.423909 4.857815,52.424101 4.857767,52.424313 4.857736,52.424529 4.857737,52.424735 4.857784,52.424829 4.857829,52.424914 4.85789,52.425132 4.858103,52.425441 4.858433,52.426183 4.85926,52.427131 4.860349,52.428936 4.862334,52.429062 4.862442,52.429231 4.862563,52.429322 4.862612,52.429408 4.862642,52.429484 4.862645,52.429599 4.862616,52.429738 4.862563))";4.86524655;52.42314595;
2;7;48;108;"MULTIPOLYGON(((4.949747 52.295639,4.949747 52.295551,4.949724 52.29546,4.949673 52.295368,4.949589 52.295276,4.949469 52.295185,4.949307 52.295096,4.949099 52.295011,4.942754 52.2928,4.93706 52.2994,4.937165 52.299392,4.935107 52.301626,4.934134 52.302722,4.933174 52.303535,4.932695 52.304222,4.931939 52.304804,4.931083 52.305534,4.930214 52.306409,4.929441 52.307381,4.929832 52.307487,4.929353 52.307778,4.929842 52.308047,4.929232 52.308497,4.929585 52.308781,4.930246 52.309107,4.930042 52.309309,4.932566 52.310831,4.934121 52.311873,4.935883 52.312519,4.93637 52.312675,4.93521 52.31386,4.936979 52.314492,4.949468 52.299863,4.947961 52.299334,4.947792 52.29926,4.947634 52.299166,4.947552 52.299104,4.947475 52.299033,4.947406 52.298952,4.947351 52.298862,4.947313 52.298762,4.947298 52.298652,4.94731 52.298532,4.947353 52.298402,4.947432 52.298262,4.947551 52.298112,4.948771 52.296799,4.949427 52.296105,4.949551 52.295996,4.94965 52.295875,4.949727 52.295723,4.949747 52.295639)),((4.956755 52.278574,4.956469 52.278535,4.95612 52.278462,4.955669 52.278349,4.955326 52.278255,4.951849 52.282375,4.952099 52.282465,4.945681 52.289429,4.948974 52.290619,4.949732 52.289748,4.950379 52.28903,4.950939 52.288456,4.951284 52.288217,4.951724 52.288022,4.952768 52.28767,4.95331 52.287466,4.953824 52.287212,4.95428 52.286886,4.954476 52.286688,4.954646 52.286463,4.954806 52.286167,4.954908 52.285868,4.954959 52.285567,4.954966 52.285265,4.954884 52.284657,4.954724 52.28405,4.954548 52.283447,4.954419 52.282853,4.9544 52.282271,4.954452 52.281986,4.954554 52.281705,4.954897 52.281039,4.955264 52.280434,4.95598 52.279445,4.956755 52.278574)))";"MULTIPOLYGON(((52.295639 4.949747,52.295551 4.949747,52.29546 4.949724,52.295368 4.949673,52.295276 4.949589,52.295185 4.949469,52.295096 4.949307,52.295011 4.949099,52.2928 4.942754,52.2994 4.93706,52.299392 4.937165,52.301626 4.935107,52.302722 4.934134,52.303535 4.933174,52.304222 4.932695,52.304804 4.931939,52.305534 4.931083,52.306409 4.930214,52.307381 4.929441,52.307487 4.929832,52.307778 4.929353,52.308047 4.929842,52.308497 4.929232,52.308781 4.929585,52.309107 4.930246,52.309309 4.930042,52.310831 4.932566,52.311873 4.934121,52.312519 4.935883,52.312675 4.93637,52.31386 4.93521,52.314492 4.936979,52.299863 4.949468,52.299334 4.947961,52.29926 4.947792,52.299166 4.947634,52.299104 4.947552,52.299033 4.947475,52.298952 4.947406,52.298862 4.947351,52.298762 4.947313,52.298652 4.947298,52.298532 4.94731,52.298402 4.947353,52.298262 4.947432,52.298112 4.947551,52.296799 4.948771,52.296105 4.949427,52.295996 4.949551,52.295875 4.94965,52.295723 4.949727,52.295639 4.949747)),((52.278574 4.956755,52.278535 4.956469,52.278462 4.95612,52.278349 4.955669,52.278255 4.955326,52.282375 4.951849,52.282465 4.952099,52.289429 4.945681,52.290619 4.948974,52.289748 4.949732,52.28903 4.950379,52.288456 4.950939,52.288217 4.951284,52.288022 4.951724,52.28767 4.952768,52.287466 4.95331,52.287212 4.953824,52.286886 4.95428,52.286688 4.954476,52.286463 4.954646,52.286167 4.954806,52.285868 4.954908,52.285567 4.954959,52.285265 4.954966,52.284657 4.954884,52.28405 4.954724,52.283447 4.954548,52.282853 4.954419,52.282271 4.9544,52.281986 4.954452,52.281705 4.954554,52.281039 4.954897,52.280434 4.955264,52.279445 4.95598,52.278574 4.956755)))";4.94299865;52.2963664;
3;1;100;200;"MULTIPOLYGON(((4.875532 52.40248,4.846486 52.385999,4.8185 52.38537,4.818509 52.384518,4.758777 52.383705,4.758735 52.383988,4.758643 52.385079,4.758453 52.386203,4.758311 52.38727,4.758002 52.388412,4.757789 52.389782,4.757806 52.391815,4.757644 52.396304,4.75762 52.396529,4.757586 52.396669,4.75753 52.396767,4.757438 52.396866,4.757318 52.396927,4.757097 52.396994,4.756495 52.397128,4.755665 52.397277,4.728498 52.400782,4.738574 52.43007,4.750348 52.428597,4.825266 52.419033,4.846694 52.416399,4.853885 52.41539,4.858616 52.414457,4.863198 52.412927,4.866613 52.411233,4.871772 52.407693,4.873755 52.405901,4.874893 52.404218,4.875532 52.40248)),((4.886571 52.399247,4.884178 52.398767,4.885712 52.397498,4.884201 52.396808,4.882649 52.398089,4.881181 52.396852,4.879691 52.397528,4.881214 52.398755,4.878774 52.399259,4.879348 52.400325,4.881751 52.399809,4.881733 52.401354,4.8836 52.401362,4.883618 52.399817,4.886009 52.400309,4.886571 52.399247)))";"MULTIPOLYGON(((52.40248 4.875532,52.385999 4.846486,52.38537 4.8185,52.384518 4.818509,52.383705 4.758777,52.383988 4.758735,52.385079 4.758643,52.386203 4.758453,52.38727 4.758311,52.388412 4.758002,52.389782 4.757789,52.391815 4.757806,52.396304 4.757644,52.396529 4.75762,52.396669 4.757586,52.396767 4.75753,52.396866 4.757438,52.396927 4.757318,52.396994 4.757097,52.397128 4.756495,52.397277 4.755665,52.400782 4.728498,52.43007 4.738574,52.428597 4.750348,52.419033 4.825266,52.416399 4.846694,52.41539 4.853885,52.414457 4.858616,52.412927 4.863198,52.411233 4.866613,52.407693 4.871772,52.405901 4.873755,52.404218 4.874893,52.40248 4.875532)),((52.399247 4.886571,52.398767 4.884178,52.397498 4.885712,52.396808 4.884201,52.398089 4.882649,52.396852 4.881181,52.397528 4.879691,52.398755 4.881214,52.399259 4.878774,52.400325 4.879348,52.399809 4.881751,52.401354 4.881733,52.401362 4.8836,52.399817 4.883618,52.400309 4.886009,52.399247 4.886571)))";4.80753945;52.40688005;
4;3;15;31;"MULTIPOLYGON(((4.887551 52.406914,4.887522 52.406819,4.887489 52.406765,4.887376 52.406643,4.884178 52.404151,4.877381 52.407974,4.874918 52.409446,4.871911 52.411286,4.869098 52.412978,4.867996 52.413608,4.86722 52.414007,4.86566 52.414715,4.865601 52.414759,4.865555 52.41481,4.86552 52.414878,4.865507 52.414939,4.865528 52.415061,4.865576 52.415146,4.865625 52.415207,4.868728 52.418207,4.868776 52.418244,4.86891 52.418313,4.869062 52.418348,4.869184 52.41835,4.869322 52.418324,4.872416 52.417118,4.872486 52.417078,4.872517 52.41705,4.872534 52.416996,4.872497 52.41693,4.871089 52.415535,4.871077 52.415482,4.871129 52.415428,4.887414 52.407127,4.887466 52.407094,4.887508 52.407051,4.887541 52.406991,4.887551 52.406914)),((4.902658 52.397528,4.900266 52.397049,4.901799 52.395779,4.900288 52.39509,4.898737 52.396371,4.897268 52.395133,4.895778 52.39581,4.897302 52.397036,4.894863 52.397541,4.895437 52.398607,4.897839 52.398091,4.897822 52.399635,4.899689 52.399643,4.899706 52.398098,4.902098 52.39859,4.902658 52.397528)))";"MULTIPOLYGON(((52.406914 4.887551,52.406819 4.887522,52.406765 4.887489,52.406643 4.887376,52.404151 4.884178,52.407974 4.877381,52.409446 4.874918,52.411286 4.871911,52.412978 4.869098,52.413608 4.867996,52.414007 4.86722,52.414715 4.86566,52.414759 4.865601,52.41481 4.865555,52.414878 4.86552,52.414939 4.865507,52.415061 4.865528,52.415146 4.865576,52.415207 4.865625,52.418207 4.868728,52.418244 4.868776,52.418313 4.86891,52.418348 4.869062,52.41835 4.869184,52.418324 4.869322,52.417118 4.872416,52.417078 4.872486,52.41705 4.872517,52.416996 4.872534,52.41693 4.872497,52.415535 4.871089,52.415482 4.871077,52.415428 4.871129,52.407127 4.887414,52.407094 4.887466,52.407051 4.887508,52.406991 4.887541,52.406914 4.887551)),((52.397528 4.902658,52.397049 4.900266,52.395779 4.901799,52.39509 4.900288,52.396371 4.898737,52.395133 4.897268,52.39581 4.895778,52.397036 4.897302,52.397541 4.894863,52.398607 4.895437,52.398091 4.897839,52.399635 4.897822,52.399643 4.899689,52.398098 4.899706,52.39859 4.902098,52.397528 4.902658)))";4.88408755;52.4067122;
5;6;12;22;"MULTIPOLYGON(((4.913632 52.324501,4.912419 52.324293,4.911226 52.32414,4.910924 52.324011,4.91032 52.323523,4.910273 52.323544,4.910351 52.323657,4.910343 52.323664,4.91078 52.323982,4.910811 52.324035,4.910744 52.323998,4.91064 52.324032,4.910297 52.324184,4.910168 52.324253,4.909725 52.324436,4.909625 52.324526,4.908959 52.324681,4.908075 52.325331,4.904295 52.325794,4.902559 52.326233,4.902531 52.326256,4.902522 52.326289,4.902557 52.326548,4.902555 52.326631,4.902512 52.326687,4.902444 52.32672,4.902347 52.326738,4.901187 52.326806,4.90111 52.326824,4.901072 52.326858,4.901067 52.326894,4.901182 52.3277,4.901249 52.328046,4.901296 52.328174,4.901334 52.328242,4.899185 52.328636,4.899716 52.329275,4.899915 52.329539,4.900092 52.329798,4.900222 52.330029,4.900263 52.330127,4.900284 52.330209,4.900288 52.330286,4.900253 52.330545,4.900138 52.330902,4.899957 52.331301,4.90219 52.330349,4.902879 52.330299,4.903624 52.330282,4.904416 52.330307,4.904826 52.330339,4.905245 52.330384,4.905672 52.330445,4.906104 52.330523,4.906541 52.330618,4.906982 52.330733,4.907426 52.330867,4.907871 52.331022,4.908317 52.3312,4.908762 52.331402,4.90926 52.331665,4.909706 52.331945,4.910102 52.332237,4.910451 52.332538,4.910756 52.332841,4.911021 52.333143,4.911247 52.333439,4.911437 52.333723,4.911722 52.33424,4.911898 52.334656,4.912012 52.335035,4.913632 52.324501)),((4.923494 52.334256,4.921105 52.333777,4.922635 52.332506,4.921126 52.331818,4.919577 52.333099,4.91811 52.331862,4.916623 52.332539,4.918145 52.333765,4.915709 52.33427,4.916283 52.335336,4.918682 52.334819,4.918666 52.336364,4.92053 52.336371,4.920546 52.334827,4.922935 52.335318,4.923494 52.334256)))";"MULTIPOLYGON(((52.324501 4.913632,52.324293 4.912419,52.32414 4.911226,52.324011 4.910924,52.323523 4.91032,52.323544 4.910273,52.323657 4.910351,52.323664 4.910343,52.323982 4.91078,52.324035 4.910811,52.323998 4.910744,52.324032 4.91064,52.324184 4.910297,52.324253 4.910168,52.324436 4.909725,52.324526 4.909625,52.324681 4.908959,52.325331 4.908075,52.325794 4.904295,52.326233 4.902559,52.326256 4.902531,52.326289 4.902522,52.326548 4.902557,52.326631 4.902555,52.326687 4.902512,52.32672 4.902444,52.326738 4.902347,52.326806 4.901187,52.326824 4.90111,52.326858 4.901072,52.326894 4.901067,52.3277 4.901182,52.328046 4.901249,52.328174 4.901296,52.328242 4.901334,52.328636 4.899185,52.329275 4.899716,52.329539 4.899915,52.329798 4.900092,52.330029 4.900222,52.330127 4.900263,52.330209 4.900284,52.330286 4.900288,52.330545 4.900253,52.330902 4.900138,52.331301 4.899957,52.330349 4.90219,52.330299 4.902879,52.330282 4.903624,52.330307 4.904416,52.330339 4.904826,52.330384 4.905245,52.330445 4.905672,52.330523 4.906104,52.330618 4.906541,52.330733 4.906982,52.330867 4.907426,52.331022 4.907871,52.3312 4.908317,52.331402 4.908762,52.331665 4.90926,52.331945 4.909706,52.332237 4.910102,52.332538 4.910451,52.332841 4.910756,52.333143 4.911021,52.333439 4.911247,52.333723 4.911437,52.33424 4.911722,52.334656 4.911898,52.335035 4.912012,52.324501 4.913632)),((52.334256 4.923494,52.333777 4.921105,52.332506 4.922635,52.331818 4.921126,52.333099 4.919577,52.331862 4.91811,52.332539 4.916623,52.333765 4.918145,52.33427 4.915709,52.335336 4.916283,52.334819 4.918682,52.336364 4.918666,52.336371 4.92053,52.334827 4.920546,52.335318 4.922935,52.334256 4.923494)))";4.91134455;52.32994145;
6;9;9;20;"POLYGON((5.017926 52.31812,5.008508 52.320116,5.016206 52.324498,5.016303 52.324016,5.016422 52.323522,5.016589 52.322957,5.016615 52.322921,5.016651 52.322924,5.016836 52.323055,5.016875 52.323049,5.016905 52.323002,5.017137 52.32214,5.017399 52.320925,5.017926 52.31812))";"POLYGON((52.31812 5.017926,52.320116 5.008508,52.324498 5.016206,52.324016 5.016303,52.323522 5.016422,52.322957 5.016589,52.322921 5.016615,52.322924 5.016651,52.323055 5.016836,52.323049 5.016875,52.323002 5.016905,52.32214 5.017137,52.320925 5.017399,52.31812 5.017926))";5.0132222;52.3213011;
7;8;12;27;"POLYGON((5.009507 52.302302,5.009488 52.302189,5.009452 52.302078,5.009359 52.301882,5.007821 52.301897,5.007762 52.301889,5.004475 52.301792,5.004292 52.301952,5.004074 52.302107,5.00382 52.302257,5.003528 52.302404,5.003198 52.302548,5.002827 52.30269,5.002415 52.302831,5.00196 52.302971,5.001521 52.303091,5.001108 52.303185,5.000715 52.303256,5.000338 52.303305,4.999937 52.304028,4.999919 52.304134,4.999931 52.304201,4.99996 52.304266,5.000056 52.304384,5.000185 52.304487,5.000324 52.304572,5.000579 52.30469,5.006103 52.306366,5.006078 52.306344,5.006078 52.306309,5.006171 52.306159,5.006158 52.306138,5.006138 52.306129,5.006253 52.305929,5.006261 52.305931,5.006338 52.305599,5.006455 52.305277,5.006609 52.304966,5.006792 52.304668,5.007 52.304384,5.007227 52.304116,5.007466 52.303865,5.007712 52.303632,5.00796 52.30342,5.008204 52.303229,5.008437 52.303061,5.008852 52.3028,5.009021 52.30271,5.009158 52.302649,5.009326 52.302599,5.009383 52.302572,5.009428 52.302539,5.009462 52.3025,5.009501 52.302407,5.009507 52.302302))";"POLYGON((52.302302 5.009507,52.302189 5.009488,52.302078 5.009452,52.301882 5.009359,52.301897 5.007821,52.301889 5.007762,52.301792 5.004475,52.301952 5.004292,52.302107 5.004074,52.302257 5.00382,52.302404 5.003528,52.302548 5.003198,52.30269 5.002827,52.302831 5.002415,52.302971 5.00196,52.303091 5.001521,52.303185 5.001108,52.303256 5.000715,52.303305 5.000338,52.304028 4.999937,52.304134 4.999919,52.304201 4.999931,52.304266 4.99996,52.304384 5.000056,52.304487 5.000185,52.304572 5.000324,52.30469 5.000579,52.306366 5.006103,52.306344 5.006078,52.306309 5.006078,52.306159 5.006171,52.306138 5.006158,52.306129 5.006138,52.305929 5.006253,52.305931 5.006261,52.305599 5.006338,52.305277 5.006455,52.304966 5.006609,52.304668 5.006792,52.304384 5.007,52.304116 5.007227,52.303865 5.007466,52.303632 5.007712,52.30342 5.00796,52.303229 5.008204,52.303061 5.008437,52.3028 5.008852,52.30271 5.009021,52.302649 5.009158,52.302599 5.009326,52.302572 5.009383,52.302539 5.009428,52.3025 5.009462,52.302407 5.009501,52.302302 5.009507))";5.00471805;52.30407205;
8;4;18;42;"MULTIPOLYGON(((4.977376 52.379963,4.97689 52.37982,4.976855 52.379822,4.976608 52.380011,4.976527 52.379994,4.975676 52.379581,4.975416 52.379467,4.97503 52.379757,4.974815 52.379931,4.974748 52.379904,4.9747 52.3799,4.974691 52.379833,4.974482 52.379624,4.974251 52.379746,4.974118 52.379363,4.973992 52.379393,4.973888 52.379409,4.973593 52.380388,4.973283 52.38131,4.973103 52.381792,4.972914 52.382253,4.972724 52.382656,4.972478 52.383133,4.971508 52.38471,4.97072 52.38587,4.969984 52.386873,4.969428 52.387743,4.969141 52.388644,4.968953 52.389408,4.96871 52.389798,4.96822 52.390406,4.967651 52.391045,4.967169 52.391522,4.966626 52.391938,4.965909 52.392431,4.964859 52.393099,4.96454 52.393408,4.962666 52.395603,4.961782 52.396475,4.960666 52.397462,4.959304 52.398605,4.962498 52.400324,4.9634 52.399705,4.963538 52.399619,4.963558 52.399575,4.963667 52.399491,4.963895 52.399291,4.964142 52.399115,4.964305 52.399024,4.964304 52.398977,4.964593 52.398738,4.96471 52.398659,4.964722 52.398616,4.964925 52.398444,4.964898 52.398408,4.964933 52.398363,4.965009 52.398371,4.965084 52.398305,4.964926 52.398218,4.965062 52.398114,4.965209 52.398055,4.965381 52.397957,4.965356 52.397882,4.965606 52.397647,4.965674 52.397676,4.965693 52.397712,4.965726 52.397741,4.965758 52.397738,4.96577 52.397715,4.966196 52.397335,4.966176 52.397293,4.966058 52.397228,4.96615 52.397093,4.966286 52.397068,4.966336 52.397051,4.966365 52.397011,4.966336 52.396994,4.966279 52.396989,4.966156 52.397018,4.96647 52.396671,4.966477 52.396715,4.966512 52.396747,4.966549 52.396751,4.966636 52.396715,4.966679 52.396686,4.966641 52.396562,4.966708 52.396533,4.966837 52.396561,4.967171 52.396142,4.967054 52.396099,4.967331 52.395707,4.967541 52.395644,4.967584 52.39561,4.967627 52.395499,4.968042 52.394964,4.967967 52.394911,4.967968 52.394859,4.968105 52.394698,4.968177 52.394638,4.968233 52.394612,4.968323 52.394592,4.968587 52.394245,4.968867 52.393921,4.969866 52.392529,4.969949 52.392368,4.970368 52.392406,4.970844 52.391546,4.97083 52.391487,4.97089 52.391501,4.970921 52.391491,4.973291 52.388228,4.97327 52.388215,4.973613 52.388036,4.974885 52.386299,4.97515 52.38595,4.975218 52.385848,4.975281 52.385661,4.975303 52.385525,4.975401 52.385114,4.975535 52.384598,4.975815 52.383415,4.975832 52.383402,4.97591 52.383166,4.976293 52.381755,4.976352 52.381495,4.97643 52.381466,4.976601 52.381476,4.976656 52.381492,4.976683 52.381519,4.976711 52.381597,4.977086 52.381616,4.977376 52.379963)),((4.976449 52.37749,4.976353 52.377531,4.974361 52.379247,4.974264 52.379308,4.974156 52.379352,4.974166 52.379358,4.974231 52.379355,4.974284 52.379327,4.974735 52.378948,4.974933 52.378797,4.975212 52.37855,4.975865 52.378044,4.976146 52.377791,4.976449 52.37749)),((4.957337 52.403704,4.954539 52.401708,4.945519 52.406158,4.945147 52.406371,4.944851 52.406605,4.944617 52.406853,4.944434 52.407105,4.943953 52.407999,4.943819 52.408163,4.943651 52.408311,4.943465 52.40844,4.943277 52.408549,4.942824 52.408755,4.941377 52.409187,4.94195 52.409825,4.9421 52.409902,4.942266 52.409935,4.942365 52.40993,4.942473 52.409905,4.950054 52.406755,4.957337 52.403704)),((4.94382 52.38498,4.943794 52.384883,4.943745 52.384786,4.943351 52.384299,4.943272 52.384108,4.942997 52.383907,4.942683 52.383902,4.941348 52.383904,4.941086 52.383896,4.940882 52.383868,4.940614 52.38382,4.940433 52.383818,4.940181 52.383874,4.939851 52.383897,4.938383 52.383891,4.938237 52.383899,4.938171 52.383931,4.937914 52.383989,4.937664 52.384011,4.937561 52.384011,4.937456 52.384025,4.937275 52.384176,4.937164 52.384251,4.936972 52.384349,4.93677 52.384416,4.936705 52.384427,4.935788 52.384298,4.93421 52.384052,4.934141 52.384052,4.934048 52.384073,4.933061 52.384457,4.932864 52.384178,4.932265 52.384402,4.932211 52.384904,4.931682 52.384885,4.931668 52.385006,4.932885 52.387618,4.937868 52.386855,4.93776 52.386612,4.93776 52.386591,4.938123 52.386528,4.938225 52.386481,4.938278 52.386375,4.938291 52.386229,4.938532 52.386191,4.939072 52.386386,4.941204 52.386062,4.941187 52.386022,4.943124 52.385762,4.943509 52.385577,4.943616 52.385513,4.94371 52.3854,4.943801 52.385204,4.94382 52.38498)))";"MULTIPOLYGON(((52.379963 4.977376,52.37982 4.97689,52.379822 4.976855,52.380011 4.976608,52.379994 4.976527,52.379581 4.975676,52.379467 4.975416,52.379757 4.97503,52.379931 4.974815,52.379904 4.974748,52.3799 4.9747,52.379833 4.974691,52.379624 4.974482,52.379746 4.974251,52.379363 4.974118,52.379393 4.973992,52.379409 4.973888,52.380388 4.973593,52.38131 4.973283,52.381792 4.973103,52.382253 4.972914,52.382656 4.972724,52.383133 4.972478,52.38471 4.971508,52.38587 4.97072,52.386873 4.969984,52.387743 4.969428,52.388644 4.969141,52.389408 4.968953,52.389798 4.96871,52.390406 4.96822,52.391045 4.967651,52.391522 4.967169,52.391938 4.966626,52.392431 4.965909,52.393099 4.964859,52.393408 4.96454,52.395603 4.962666,52.396475 4.961782,52.397462 4.960666,52.398605 4.959304,52.400324 4.962498,52.399705 4.9634,52.399619 4.963538,52.399575 4.963558,52.399491 4.963667,52.399291 4.963895,52.399115 4.964142,52.399024 4.964305,52.398977 4.964304,52.398738 4.964593,52.398659 4.96471,52.398616 4.964722,52.398444 4.964925,52.398408 4.964898,52.398363 4.964933,52.398371 4.965009,52.398305 4.965084,52.398218 4.964926,52.398114 4.965062,52.398055 4.965209,52.397957 4.965381,52.397882 4.965356,52.397647 4.965606,52.397676 4.965674,52.397712 4.965693,52.397741 4.965726,52.397738 4.965758,52.397715 4.96577,52.397335 4.966196,52.397293 4.966176,52.397228 4.966058,52.397093 4.96615,52.397068 4.966286,52.397051 4.966336,52.397011 4.966365,52.396994 4.966336,52.396989 4.966279,52.397018 4.966156,52.396671 4.96647,52.396715 4.966477,52.396747 4.966512,52.396751 4.966549,52.396715 4.966636,52.396686 4.966679,52.396562 4.966641,52.396533 4.966708,52.396561 4.966837,52.396142 4.967171,52.396099 4.967054,52.395707 4.967331,52.395644 4.967541,52.39561 4.967584,52.395499 4.967627,52.394964 4.968042,52.394911 4.967967,52.394859 4.967968,52.394698 4.968105,52.394638 4.968177,52.394612 4.968233,52.394592 4.968323,52.394245 4.968587,52.393921 4.968867,52.392529 4.969866,52.392368 4.969949,52.392406 4.970368,52.391546 4.970844,52.391487 4.97083,52.391501 4.97089,52.391491 4.970921,52.388228 4.973291,52.388215 4.97327,52.388036 4.973613,52.386299 4.974885,52.38595 4.97515,52.385848 4.975218,52.385661 4.975281,52.385525 4.975303,52.385114 4.975401,52.384598 4.975535,52.383415 4.975815,52.383402 4.975832,52.383166 4.97591,52.381755 4.976293,52.381495 4.976352,52.381466 4.97643,52.381476 4.976601,52.381492 4.976656,52.381519 4.976683,52.381597 4.976711,52.381616 4.977086,52.379963 4.977376)),((52.37749 4.976449,52.377531 4.976353,52.379247 4.974361,52.379308 4.974264,52.379352 4.974156,52.379358 4.974166,52.379355 4.974231,52.379327 4.974284,52.378948 4.974735,52.378797 4.974933,52.37855 4.975212,52.378044 4.975865,52.377791 4.976146,52.37749 4.976449)),((52.403704 4.957337,52.401708 4.954539,52.406158 4.945519,52.406371 4.945147,52.406605 4.944851,52.406853 4.944617,52.407105 4.944434,52.407999 4.943953,52.408163 4.943819,52.408311 4.943651,52.40844 4.943465,52.408549 4.943277,52.408755 4.942824,52.409187 4.941377,52.409825 4.94195,52.409902 4.9421,52.409935 4.942266,52.40993 4.942365,52.409905 4.942473,52.406755 4.950054,52.403704 4.957337)),((52.38498 4.94382,52.384883 4.943794,52.384786 4.943745,52.384299 4.943351,52.384108 4.943272,52.383907 4.942997,52.383902 4.942683,52.383904 4.941348,52.383896 4.941086,52.383868 4.940882,52.38382 4.940614,52.383818 4.940433,52.383874 4.940181,52.383897 4.939851,52.383891 4.938383,52.383899 4.938237,52.383931 4.938171,52.383989 4.937914,52.384011 4.937664,52.384011 4.937561,52.384025 4.937456,52.384176 4.937275,52.384251 4.937164,52.384349 4.936972,52.384416 4.93677,52.384427 4.936705,52.384298 4.935788,52.384052 4.93421,52.384052 4.934141,52.384073 4.934048,52.384457 4.933061,52.384178 4.932864,52.384402 4.932265,52.384904 4.932211,52.384885 4.931682,52.385006 4.931668,52.387618 4.932885,52.386855 4.937868,52.386612 4.93776,52.386591 4.93776,52.386528 4.938123,52.386481 4.938225,52.386375 4.938278,52.386229 4.938291,52.386191 4.938532,52.386386 4.939072,52.386062 4.941204,52.386022 4.941187,52.385762 4.943124,52.385577 4.943509,52.385513 4.943616,52.3854 4.94371,52.385204 4.943801,52.38498 4.94382)))";4.9545269;52.393706;
