OBJECTNUMMER;SELECTIE;Nederlandse_naam;Wetenschappelijke_naam;Kademuur;Beschermd;Rode_lijst;Water;Straat;Brugnummer;Aantal_in_2009;Aantal_in_2010;Aantal_in_2011;Aantal_in_2012;Aantal_in_2013;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1333;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"18";"7";"16";"27";"41";"POINT(4.9368279,52.3745658)";"POINT(52.3745658,4.9368279)";4.9368279;52.3745658;
1334;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Sumatrakade";"";"4";"6";"6";"5";"5";"POINT(4.936928,52.3777739)";"POINT(52.3777739,4.936928)";4.936928;52.3777739;
1335;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"1";"";"2";"5";"5";"POINT(4.93696,52.3745391)";"POINT(52.3745391,4.93696)";4.93696;52.3745391;
1336;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"1";"0 exemplaren";"2";"3";"POINT(4.9371521,52.3745123)";"POINT(52.3745123,4.9371521)";4.9371521;52.3745123;
1337;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Het IJ";"Surinamekade";"";"";"10";"10";"20";"23";"POINT(4.9371631,52.3777472)";"POINT(52.3777472,4.9371631)";4.9371631;52.3777472;
1338;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"";"2";"POINT(4.937207,52.3777472)";"POINT(52.3777472,4.937207)";4.937207;52.3777472;
1339;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"3";"3";"1";"7";"10";"POINT(4.9372551,52.3744856)";"POINT(52.3744856,4.9372551)";4.9372551;52.3744856;
1340;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Het IJ";"Surinamekade";"";"";"";"";"";"1";"POINT(4.9373691,52.3777396)";"POINT(52.3777396,4.9373691)";4.9373691;52.3777396;
1341;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8790409,52.3773162)";"POINT(52.3773162,4.8790409)";4.8790409;52.3773162;
1342;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Lijnbaansgracht";"Marnixplein";"128";"3";"";"2";"";"0 exemplaren";"POINT(4.8791969,52.3777739)";"POINT(52.3777739,4.8791969)";4.8791969;52.3777739;
1343;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Brug Passeerderstraat";"99";"";"";"";"";"1";"POINT(4.8794081,52.3670813)";"POINT(52.3670813,4.8794081)";4.8794081;52.3670813;
1344;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kosterlorenvaart";"Wittenkade";"";"11";"";"8";"";"68";"POINT(4.879473,52.3845183)";"POINT(52.3845183,4.879473)";4.879473;52.3845183;
1345;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lauriergracht";"Lauriergracht";"";"";"";"1";"";"2";"POINT(4.880491,52.371247)";"POINT(52.371247,4.880491)";4.880491;52.371247;
1346;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Egelantiersgracht";"Egelantiersgracht";"";"2";"";"1";"";"2";"POINT(4.8819048,52.3760077)";"POINT(52.3760077,4.8819048)";4.8819048;52.3760077;
1347;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Looiersgracht";"Looiersgracht";"";"";"";"";"";"1";"POINT(4.8821061,52.3686568)";"POINT(52.3686568,4.8821061)";4.8821061;52.3686568;
1348;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"1";"";"0 exemplaren";"";"0 exemplaren";"POINT(4.8820569,52.3820464)";"POINT(52.3820464,4.8820569)";4.8820569;52.3820464;
1349;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"5";"";"";"";"0 exemplaren";"POINT(4.882158,52.382199)";"POINT(52.382199,4.882158)";4.882158;52.382199;
1350;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Willemsbrug";"151";"4";"";"1";"3";"2";"POINT(4.882231,52.3847701)";"POINT(52.3847701,4.882231)";4.882231;52.3847701;
1351;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Sloterplas";"Sloterparkbadlaan";"";"27";"";"35";"";"47";"POINT(4.8248308,52.3718764)";"POINT(52.3718764,4.8248308)";4.8248308;52.3718764;
1352;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Sloterplas";"Noordzijde";"";"1";"";"";"";"0 exemplaren";"POINT(4.8264458,52.3719031)";"POINT(52.3719031,4.8264458)";4.8264458;52.3719031;
1353;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Burg. Cramergracht";"`Cramersluis`";"";"1";"1";"";"1";"1";"POINT(4.8342712,52.3755766)";"POINT(52.3755766,4.8342712)";4.8342712;52.3755766;
1354;"NB_1074";"Vijgenboom";"Ficus carica";"Ja";"";"";"Erasmusgracht";"Erasmusgracht";"";"1";"1";"1";"";"1";"POINT(4.8443959,52.3750426)";"POINT(52.3750426,4.8443959)";4.8443959;52.3750426;
1355;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Erasmusgracht";"Erasmusgracht";"";"";"1";"1";"";"2";"POINT(4.8449829,52.375035)";"POINT(52.375035,4.8449829)";4.8449829;52.375035;
1356;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Erasmusgracht";"Erasmusgracht";"";"17";"22";"27";"";"30";"POINT(4.8451888,52.375035)";"POINT(52.375035,4.8451888)";4.8451888;52.375035;
1357;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Postjeswetering";"Postjeskade";"";"";"";"";"";"1";"POINT(4.8525078,52.3635832)";"POINT(52.3635832,4.8525078)";4.8525078;52.3635832;
1358;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Schinkel";"Brug Th.deBockstraat";"360";"";"";"";"";"1";"POINT(4.85376,52.3546645)";"POINT(52.3546645,4.85376)";4.85376;52.3546645;
1359;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Schinkel";"Sloterkade";"";"";"";"2";"";"0 exemplaren";"POINT(4.85414,52.3572165)";"POINT(52.3572165,4.85414)";4.85414;52.3572165;
1360;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kostverlorenvaart";"3e Kostverlorenkade";"";"";"";"";"";"1";"POINT(4.8555071,52.3583113)";"POINT(52.3583113,4.8555071)";4.8555071;52.3583113;
1361;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Admiralengracht";"Brug Evertsenstraat";"359";"122";"114";"60";"62";"104";"POINT(4.8563659,52.3712317)";"POINT(52.3712317,4.8563659)";4.8563659;52.3712317;
1362;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Admiralengracht";"Brug Postjesweg";"358";"";"";"1";"";"0 exemplaren";"POINT(4.858001,52.3645674)";"POINT(52.3645674,4.858001)";4.858001;52.3645674;
1363;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Admiralengracht";"Brug Postjesweg";"358";"";"";"";"";"1";"POINT(4.8582952,52.3645979)";"POINT(52.3645979,4.8582952)";4.8582952;52.3645979;
1364;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"";"";"";"";"2";"POINT(4.8586519,52.361695)";"POINT(52.361695,4.8586519)";4.8586519;52.361695;
1365;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"3";"";"5";"";"2";"POINT(4.8588722,52.3617522)";"POINT(52.3617522,4.8588722)";4.8588722;52.3617522;
1366;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Westelijk Marktkanaal";"Den Brielstraat";"";"6";"";"9";"";"29";"POINT(4.8596141,52.3833586)";"POINT(52.3833586,4.8596141)";4.8596141;52.3833586;
1367;"NB_1074";"Vijgenboom";"Ficus carica";"Ja";"";"";"De Rijpgracht";"De Rijpgracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8599789,52.3773314)";"POINT(52.3773314,4.8599789)";4.8599789;52.3773314;
1368;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Kosterlorenvaart";"2e Kostverlorenkade";"";"23";"";"34";"";"24";"POINT(4.8656251,52.3704726)";"POINT(52.3704726,4.8656251)";4.8656251;52.3704726;
1369;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Brug Nic. Beetsstraat";"179";"1";"";"";"";"0 exemplaren";"POINT(4.866894,52.3636939)";"POINT(52.3636939,4.866894)";4.866894;52.3636939;
1370;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"0 exemplaren";"";"1";"";"1";"POINT(4.8683622,52.3700263)";"POINT(52.3700263,4.8683622)";4.8683622;52.3700263;
1371;"NB_2023";"Zachte naaldvaren";"Polystichum setiferum";"Ja";"";"GE";"Oostelijke Gashouder";"Gosschalklaan";"";"0 exemplaren";"1";"1";"";"0 exemplaren";"POINT(4.8689291,52.3830878)";"POINT(52.3830878,4.8689291)";4.8689291;52.3830878;
1372;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"1";"";"2";"";"0 exemplaren";"POINT(4.870198,52.3673903)";"POINT(52.3673903,4.870198)";4.870198;52.3673903;
1373;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"1";"";"1";"";"0 exemplaren";"POINT(4.8710048,52.3662078)";"POINT(52.3662078,4.8710048)";4.8710048;52.3662078;
1374;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"";"";"1";"";"0 exemplaren";"POINT(4.8719232,52.3655745)";"POINT(52.3655745,4.8719232)";4.8719232;52.3655745;
1375;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Noordzeekanaal";"Fosfaatweg";"";"1";"";"";"0 exemplaren";"";"POINT(4.8715222,52.4076888)";"POINT(52.4076888,4.8715222)";4.8715222;52.4076888;
1376;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Da Costagracht";"Brug Potgieterstraat";"138";"4";"";"18";"";"39";"POINT(4.8722622,52.3691908)";"POINT(52.3691908,4.8722622)";4.8722622;52.3691908;
1377;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Entropothaven";"Borneokade";"";"1";"1";"2";"3";"25";"POINT(4.94016,52.3703734)";"POINT(52.3703734,4.94016)";4.94016;52.3703734;
1378;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"3";"5";"0 exemplaren";"3";"3";"POINT(4.940233,52.3762213)";"POINT(52.3762213,4.940233)";4.940233;52.3762213;
1379;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Nieuwe Vaart";"HAJ Baanderskade";"";"";"";"";"51";"0 exemplaren";"POINT(4.9405711,52.367417)";"POINT(52.367417,4.9405711)";4.9405711;52.367417;
1380;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-West";"";"2";"10";"2";"";"5";"POINT(4.9406402,52.3693472)";"POINT(52.3693472,4.9406402)";4.9406402;52.3693472;
1381;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lozingskanaal";"Zeeburgerpad";"";"15";"";"13";"28";"12";"POINT(4.9411352,52.3668524)";"POINT(52.3668524,4.9411352)";4.9411352;52.3668524;
1382;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"";"1";"3";"1";"1";"POINT(4.9412458,52.3762557)";"POINT(52.3762557,4.9412458)";4.9412458;52.3762557;
1383;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"18";"25";"16";"18";"35";"POINT(4.9415972,52.3705374)";"POINT(52.3705374,4.9415972)";4.9415972;52.3705374;
1384;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"43";"50";"33";"53";"34";"POINT(4.9417021,52.3776404)";"POINT(52.3776404,4.9417021)";4.9417021;52.3776404;
1385;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"";"";"";"1";"2";"POINT(4.941951,52.377648)";"POINT(52.377648,4.941951)";4.941951;52.377648;
1386;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"1";"";"";"2";"0 exemplaren";"POINT(4.9423158,52.3706137)";"POINT(52.3706137,4.9423158)";4.9423158;52.3706137;
1387;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-West";"";"2";"2";"2";"4";"1";"POINT(4.9426219,52.3693472)";"POINT(52.3693472,4.9426219)";4.9426219;52.3693472;
1388;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Nieuwe Vaart";"Brug Kattenburgerplein";"274";"5";"";"9";"15";"15";"POINT(4.914767,52.3708235)";"POINT(52.3708235,4.914767)";4.914767;52.3708235;
1389;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Oosterdok";"Kattenburgerplein";"";"3";"";"0 exemplaren";"";"1";"POINT(4.9156258,52.3715712)";"POINT(52.3715712,4.9156258)";4.9156258;52.3715712;
1390;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Nieuwe Vaart";"Nieuwe Vaart";"";"8";"";"";"";"3";"POINT(4.917012,52.3696334)";"POINT(52.3696334,4.917012)";4.917012;52.3696334;
1391;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kattenburgervaart";"Bijltjespad";"";"7";"";"2";"";"";"POINT(4.9178512,52.3707701)";"POINT(52.3707701,4.9178512)";4.9178512;52.3707701;
1392;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Entrepotdok";"Entrepotdok";"";"25";"1";"";"15";"100";"POINT(4.9183271,52.3674399)";"POINT(52.3674399,4.9183271)";4.9183271;52.3674399;
1393;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Nieuwe Vaart";"Overhaalsgang";"";"";"";"";"";"1";"POINT(4.9189742,52.3687789)";"POINT(52.3687789,4.9189742)";4.9189742;52.3687789;
1394;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Motorkanaal";"Motorkade";"";"10";"";"10";"";"8";"POINT(4.9191482,52.3842589)";"POINT(52.3842589,4.9191482)";4.9191482;52.3842589;
1395;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"";"";"1";"1";"1";"POINT(4.9193361,52.3775984)";"POINT(52.3775984,4.9193361)";4.9193361;52.3775984;
1396;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Motorkanaal";"t/o Motorwal";"";"1";"";"1";"";"3";"POINT(4.919503,52.3826148)";"POINT(52.3826148,4.919503)";4.919503;52.3826148;
1397;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Kattenburgervaart";"Wittenburgerkade";"270";"";"";"";"";"1";"POINT(4.9197361,52.3716857)";"POINT(52.3716857,4.9197361)";4.9197361;52.3716857;
1398;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"IJhaven";"Veemkade";"";"43";"65";"12";"4";"4";"POINT(4.9199679,52.3774916)";"POINT(52.3774916,4.9199679)";4.9199679;52.3774916;
1399;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-West";"";"0 exemplaren";"1";"1";"0 exemplaren";"2";"POINT(4.944237,52.3693701)";"POINT(52.3693701,4.944237)";4.944237;52.3693701;
1400;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Ertshaven";"Ertskade";"";"";"1";"";"0 exemplaren";"0 exemplaren";"POINT(4.9444191,52.374684)";"POINT(52.374684,4.9444191)";4.9444191;52.374684;
1401;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"1";"1";"0 exemplaren";"5";"4";"POINT(4.9445341,52.3763663)";"POINT(52.3763663,4.9445341)";4.9445341;52.3763663;
1402;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"1";"1";"0 exemplaren";"3";"2";"POINT(4.9446661,52.3763663)";"POINT(52.3763663,4.9446661)";4.9446661;52.3763663;
1403;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"0 exemplaren";"";"";"1";"0 exemplaren";"POINT(4.9449022,52.377751)";"POINT(52.377751,4.9449022)";4.9449022;52.377751;
1404;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"1";"3";"POINT(4.9450638,52.377751)";"POINT(52.377751,4.9450638)";4.9450638;52.377751;
1405;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"1";"5";"1";"15";"10";"POINT(4.945225,52.3777625)";"POINT(52.3777625,4.945225)";4.945225;52.3777625;
1406;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"2";"1";"2";"7";"POINT(4.9453428,52.3777701)";"POINT(52.3777701,4.9453428)";4.9453428;52.3777701;
1407;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"19";"19";"";"9";"6";"POINT(4.9454882,52.3763968)";"POINT(52.3763968,4.9454882)";4.9454882;52.3763968;
1408;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Nieuwe Vaart";"Brug Th.K van Lohuizenlaan";"1915";"";"";"";"";"1";"POINT(4.9457829,52.3674704)";"POINT(52.3674704,4.9457829)";4.9457829;52.3674704;
1409;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"2";"0 exemplaren";"POINT(4.9459302,52.3777815)";"POINT(52.3777815,4.9459302)";4.9459302;52.3777815;
1410;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Het IJ";"Surinamekade";"";"";"";"";"";"1";"POINT(4.9482348,52.3778617)";"POINT(52.3778617,4.9482348)";4.9482348;52.3778617;
1411;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Entrepothaven";"Zeeburgerkade-Oost";"";"0 exemplaren";"1";"1";"";"";"POINT(4.9485528,52.3694045)";"POINT(52.3694045,4.9485528)";4.9485528;52.3694045;
1412;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Entropothaven";"Borneokade";"";"";"1";"3";"4";"3";"POINT(4.9486959,52.3713118)";"POINT(52.3713118,4.9486959)";4.9486959;52.3713118;
1413;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Entropothaven";"Borneokade";"";"13";"28";"30";"20";"35";"POINT(4.9492528,52.3713843)";"POINT(52.3713843,4.9492528)";4.9492528;52.3713843;
1414;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Entropothaven";"Borneokade";"";"2";"1";"1";"";"3";"POINT(4.949547,52.3714148)";"POINT(52.3714148,4.949547)";4.949547;52.3714148;
1415;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"";"";"";"";"1";"POINT(4.9505608,52.3727576)";"POINT(52.3727576,4.9505608)";4.9505608;52.3727576;
1416;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"";"";"";"";"5";"POINT(4.9507792,52.3715445)";"POINT(52.3715445,4.9507792)";4.9507792;52.3715445;
1417;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"";"9";"5";"";"";"POINT(4.9512989,52.3694235)";"POINT(52.3694235,4.9512989)";4.9512989;52.3694235;
1418;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"5";"5";"5";"14";"24";"POINT(4.9513218,52.3716094)";"POINT(52.3716094,4.9513218)";4.9513218;52.3716094;
1419;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"3";"3";"4";"6";"4";"POINT(4.9516151,52.3716475)";"POINT(52.3716475,4.9516151)";4.9516151;52.3716475;
1420;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"";"3";"2";"";"";"POINT(4.9530022,52.3694388)";"POINT(52.3694388,4.9530022)";4.9530022;52.3694388;
1421;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"1";"1";"1";"1";"4";"POINT(4.9311588,52.3775298)";"POINT(52.3775298,4.9311588)";4.9311588;52.3775298;
1422;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"4";"1";"4";"5";"POINT(4.9318669,52.3786551)";"POINT(52.3786551,4.9318669)";4.9318669;52.3786551;
1423;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"7";"8";"2";"1";"3";"POINT(4.9321301,52.3773619)";"POINT(52.3773619,4.9321301)";4.9321301;52.3773619;
1424;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"1";"2";"POINT(4.932503,52.3753134)";"POINT(52.3753134,4.932503)";4.932503;52.3753134;
1425;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"1";"1";"1";"POINT(4.9329698,52.3784682)";"POINT(52.3784682,4.9329698)";4.9329698;52.3784682;
1426;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Molenwetering";"Brug Middenweg";"217";"0 exemplaren";"";"";"";"";"POINT(4.9349811,52.3512007)";"POINT(52.3512007,4.9349811)";4.9349811;52.3512007;
1427;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"1";"1";"";"1";"POINT(4.9351771,52.3780715)";"POINT(52.3780715,4.9351771)";4.9351771;52.3780715;
1428;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"1";"2";"6";"8";"5";"POINT(4.9357102,52.3747489)";"POINT(52.3747489,4.9357102)";4.9357102;52.3747489;
1429;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"";"0 exemplaren";"POINT(4.936137,52.3746802)";"POINT(52.3746802,4.936137)";4.936137;52.3746802;
1430;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"27";"42";"40";"83";"95";"POINT(4.9365342,52.3746192)";"POINT(52.3746192,4.9365342)";4.9365342;52.3746192;
1431;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Sumatrakade";"";"";"1";"2";"";"1";"POINT(4.936722,52.3778082)";"POINT(52.3778082,4.936722)";4.936722;52.3778082;
1432;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"0 exemplaren";"10";"14";"10";"0 exemplaren";"POINT(4.9370449,52.3777587)";"POINT(52.3777587,4.9370449)";4.9370449;52.3777587;
1433;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"10";"11";"9";"18";"18";"POINT(4.9373872,52.3744589)";"POINT(52.3744589,4.9373872)";4.9373872;52.3744589;
1434;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Herengracht";"";"3";"";"2";"";"1";"POINT(4.8884208,52.3750655)";"POINT(52.3750655,4.8884208)";4.8884208;52.3750655;
1435;"BE_625";"Schubvaren";"Ceterach officinarum";"Ja";"F2";"GE";"Westerdok";"Westerdok";"";"";"";"";"";"1";"POINT(4.8915989,52.3863722)";"POINT(52.3863722,4.8915989)";4.8915989;52.3863722;
1436;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Reguliersgracht";"Reguliersgracht = brug Keizersgracht";"39";"3";"";"2";"";"0 exemplaren";"POINT(4.8960659,52.3636366)";"POINT(52.3636366,4.8960659)";4.8960659;52.3636366;
1437;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Amstel";"Weesperzijde";"";"";"";"";"1";"";"POINT(4.9118149,52.3503615)";"POINT(52.3503615,4.9118149)";4.9118149;52.3503615;
1438;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Prinsengracht";"Prinsengracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.88362,52.375035)";"POINT(52.375035,4.88362)";4.88362;52.375035;
1439;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Keizersgracht";"brug Leidsestraat";"43";"";"";"1";"";"0 exemplaren";"POINT(4.8864548,52.3657996)";"POINT(52.3657996,4.8864548)";4.8864548;52.3657996;
1440;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Da Costagracht";"Da Costakade";"";"5";"";"3";"";"25";"POINT(4.873235,52.3726889)";"POINT(52.3726889,4.873235)";4.873235;52.3726889;
1441;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"1";"";"";"";"3";"POINT(4.8741682,52.365647)";"POINT(52.365647,4.8741682)";4.8741682;52.365647;
1442;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Nassaukade";"";"";"";"1";"";"2";"POINT(4.8771331,52.377236)";"POINT(52.377236,4.8771331)";4.8771331;52.377236;
