Title;EnglishTitle;PageLink;MapLink;Kaartlaag;Geometry;Entity;MapDescriptionTitle;MapDescription;MapDescriptionSource
BRO - Grondwatermonitoring (GM) in samenhang - karakteristieken;Grondwatermonitoringput (GMW);https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1?f=json;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1/collections/gm_gmw?f=html;pdok_bro_-_grondwatermonitoring_gm_in_samenhang_-_karak_gm_gmw_f543f272;;;Grondwatermonitoringput (GMW);"Service description: Deze dataset bevat de gegevens van nederlandse grondwatermonitoring afkomstig uit de Basisregistratie Ondergrond (BRO). Het betreft de meest karakteristieke (ken)gegevens van grondwatermonitoringputten en de daarmee samenhangende kengegevens van de grondwatermonitoringnetten waarvoor die putten zijn gebruikt, plus de karakteristieken van in die putten gemeten grondwaterstands- en grondwatersamenstellingsgegevens.  Grondwatermonitoring houdt in dat de toestand van het grondwater in een bepaald gebied, of eigenlijk in een bepaald deel van de ondergrond, over langere tijd gevolgd wordt. De grootte van het gebied en de diepte van monitoring verschillen per grondwatermonitoringnet. Er wordt daarbij gekeken naar de grondwaterstand (kwantiteit) en/of naar de samenstelling van het grondwater (kwaliteit). Hiervoor worden periodiek metingen uitgevoerd. Een beschrijving van deze dataset is opgenomen op de BRO Productomgeving.

Collection description: De locatie en meest karakteristieke (ken)gegevens van nederlandse grondwatermonitoringputten (GMW) uit de Basisregistratie Ondergrond (BRO). Een grondwatermonitoringput is een werk dat in een geboord gat is gerealiseerd om gedurende langere tijd veranderingen in het grondwater in een specifiek deel van de ondergrond te kunnen registreren. Gewoonlijk bestaat een put uit  1 of meerdere monitoringsbuizen die aan het oppervlak door een constructie worden beschermd. De GMW gegevenscatalogus is opgenomen op de BRO Productomgeving. Hier vindt men ook de gegevensdefinitie, met daarin onder andere een omschrijving van alle entiteiten en attributen.

Keywords: BRO, Basisregistratie Ondergrond, GAR, GLD, GMN, GMW, Grondwater, Grondwatermonitoring, Grondwatermonitoringnet, Grondwatermonitoringput, Grondwatersamenstellingsonderzoek, Grondwaterstandonderzoek, Meetnet, Monitoringnet, grondwaterstand, karakteristieken, peilbuis, stijghoogtegrondwaterkwaliteit";PDOK OGC API Features landing page and collection metadata
BRO - Grondwatermonitoring (GM) in samenhang - karakteristieken;GMW - Monitoringbuis;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1?f=json;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1/collections/gm_gmw_monitoringtube?f=html;pdok_bro_-_grondwatermonitoring_gm_in_samenhang_-_karak_gm_gmw_monitoringtube_6d67f405;;;GMW - Monitoringbuis;"Service description: Deze dataset bevat de gegevens van nederlandse grondwatermonitoring afkomstig uit de Basisregistratie Ondergrond (BRO). Het betreft de meest karakteristieke (ken)gegevens van grondwatermonitoringputten en de daarmee samenhangende kengegevens van de grondwatermonitoringnetten waarvoor die putten zijn gebruikt, plus de karakteristieken van in die putten gemeten grondwaterstands- en grondwatersamenstellingsgegevens.  Grondwatermonitoring houdt in dat de toestand van het grondwater in een bepaald gebied, of eigenlijk in een bepaald deel van de ondergrond, over langere tijd gevolgd wordt. De grootte van het gebied en de diepte van monitoring verschillen per grondwatermonitoringnet. Er wordt daarbij gekeken naar de grondwaterstand (kwantiteit) en/of naar de samenstelling van het grondwater (kwaliteit). Hiervoor worden periodiek metingen uitgevoerd. Een beschrijving van deze dataset is opgenomen op de BRO Productomgeving.

Collection description: De meest karakteristieke (ken)gegevens van de monitoringbuizen van nederlandse grondwatermonitoringputten (GMW) uit de Basisregistratie Ondergrond (BRO). Bij een put met meerdere monitoringbuizen worden de gegevens per monitoringbuis weergegeven. De GMW gegevenscatalogus is opgenomen op de BRO Productomgeving. Hier vindt men ook de gegevensdefinitie, met daarin onder andere een omschrijving van alle entiteiten en attributen.

Keywords: BRO, Basisregistratie Ondergrond, GAR, GLD, GMN, GMW, Grondwater, Grondwatermonitoring, Grondwatermonitoringnet, Grondwatermonitoringput, Grondwatersamenstellingsonderzoek, Grondwaterstandonderzoek, Meetnet, Monitoringbuis, Monitoringnet, grondwaterstand, karakteristieken, peilbuis, stijghoogtegrondwaterkwaliteit";PDOK OGC API Features landing page and collection metadata
BRO - Grondwatermonitoring (GM) in samenhang - karakteristieken;Grondwatermonitoringnet (GMN);https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1?f=json;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1/collections/gm_gmn?f=html;pdok_bro_-_grondwatermonitoring_gm_in_samenhang_-_karak_gm_gmn_1e0da8ce;;;Grondwatermonitoringnet (GMN);"Service description: Deze dataset bevat de gegevens van nederlandse grondwatermonitoring afkomstig uit de Basisregistratie Ondergrond (BRO). Het betreft de meest karakteristieke (ken)gegevens van grondwatermonitoringputten en de daarmee samenhangende kengegevens van de grondwatermonitoringnetten waarvoor die putten zijn gebruikt, plus de karakteristieken van in die putten gemeten grondwaterstands- en grondwatersamenstellingsgegevens.  Grondwatermonitoring houdt in dat de toestand van het grondwater in een bepaald gebied, of eigenlijk in een bepaald deel van de ondergrond, over langere tijd gevolgd wordt. De grootte van het gebied en de diepte van monitoring verschillen per grondwatermonitoringnet. Er wordt daarbij gekeken naar de grondwaterstand (kwantiteit) en/of naar de samenstelling van het grondwater (kwaliteit). Hiervoor worden periodiek metingen uitgevoerd. Een beschrijving van deze dataset is opgenomen op de BRO Productomgeving.

Collection description: De meest karakteristieke (ken)gegevens van nederlandse grondwatermonitoringnetten (GMN) uit de Basisregistratie Ondergrond (BRO). Een grondwatermonitoringnet is een verzameling meetpunten (gevormd door monitoringbuizen van grondwatermonitoringputten (GMW)), waarin onderzoek wordt gedaan om de toestand van het grondwater te kunnen bepalen en veranderingen erin te kunnen monitoren. De GMN gegevenscatalogus is opgenomen op de BRO Productomgeving. Hier vindt men ook de gegevensdefinitie, met daarin onder andere een omschrijving van alle entiteiten en attributen.

Keywords: BRO, Basisregistratie Ondergrond, GAR, GLD, GMN, GMW, Grondwater, Grondwatermonitoring, Grondwatermonitoringnet, Grondwatermonitoringput, Grondwatersamenstellingsonderzoek, Grondwaterstandonderzoek, Meetnet, Monitoringnet, grondwaterstand, karakteristieken, peilbuis, stijghoogtegrondwaterkwaliteit";PDOK OGC API Features landing page and collection metadata
BRO - Grondwatermonitoring (GM) in samenhang - karakteristieken;GMN - Meetpunt;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1?f=json;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1/collections/gm_gmn_measuringpoint?f=html;pdok_bro_-_grondwatermonitoring_gm_in_samenhang_-_karak_gm_gmn_measuringpoint_03bc3c67;;;GMN - Meetpunt;"Service description: Deze dataset bevat de gegevens van nederlandse grondwatermonitoring afkomstig uit de Basisregistratie Ondergrond (BRO). Het betreft de meest karakteristieke (ken)gegevens van grondwatermonitoringputten en de daarmee samenhangende kengegevens van de grondwatermonitoringnetten waarvoor die putten zijn gebruikt, plus de karakteristieken van in die putten gemeten grondwaterstands- en grondwatersamenstellingsgegevens.  Grondwatermonitoring houdt in dat de toestand van het grondwater in een bepaald gebied, of eigenlijk in een bepaald deel van de ondergrond, over langere tijd gevolgd wordt. De grootte van het gebied en de diepte van monitoring verschillen per grondwatermonitoringnet. Er wordt daarbij gekeken naar de grondwaterstand (kwantiteit) en/of naar de samenstelling van het grondwater (kwaliteit). Hiervoor worden periodiek metingen uitgevoerd. Een beschrijving van deze dataset is opgenomen op de BRO Productomgeving.

Collection description: De meest karakteristieke (ken)gegevens van afzonderlijke meetpunten van nederlandse grondwatermonitoringnetten (GMN) uit de Basisregistratie Ondergrond (BRO). Een meetpunt wordt gevormd door één monitoringbuis van een grondwatermonitoringput (GMW) waarin onderzoek wordt gedaan om de toestand van het grondwater te kunnen bepalen en veranderingen erin te kunnen monitoren. De GMN gegevenscatalogus is opgenomen op de BRO Productomgeving. Hier vindt men ook de gegevensdefinitie, met daarin onder andere een omschrijving van alle entiteiten en attributen.

Keywords: BRO, Basisregistratie Ondergrond, GAR, GLD, GMN, GMW, Grondwater, Grondwatermonitoring, Grondwatermonitoringnet, Grondwatermonitoringput, Grondwatersamenstellingsonderzoek, Grondwaterstandonderzoek, Meetnet, Meetpunt, Monitoringnet, grondwaterstand, karakteristieken, peilbuis, stijghoogtegrondwaterkwaliteit";PDOK OGC API Features landing page and collection metadata
BRO - Grondwatermonitoring (GM) in samenhang - karakteristieken;GM - Verwijzing naar GMN;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1?f=json;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1/collections/gm_gmn_reference?f=html;pdok_bro_-_grondwatermonitoring_gm_in_samenhang_-_karak_gm_gmn_reference_357bdc1a;;;GM - Verwijzing naar GMN;"Service description: Deze dataset bevat de gegevens van nederlandse grondwatermonitoring afkomstig uit de Basisregistratie Ondergrond (BRO). Het betreft de meest karakteristieke (ken)gegevens van grondwatermonitoringputten en de daarmee samenhangende kengegevens van de grondwatermonitoringnetten waarvoor die putten zijn gebruikt, plus de karakteristieken van in die putten gemeten grondwaterstands- en grondwatersamenstellingsgegevens.  Grondwatermonitoring houdt in dat de toestand van het grondwater in een bepaald gebied, of eigenlijk in een bepaald deel van de ondergrond, over langere tijd gevolgd wordt. De grootte van het gebied en de diepte van monitoring verschillen per grondwatermonitoringnet. Er wordt daarbij gekeken naar de grondwaterstand (kwantiteit) en/of naar de samenstelling van het grondwater (kwaliteit). Hiervoor worden periodiek metingen uitgevoerd. Een beschrijving van deze dataset is opgenomen op de BRO Productomgeving.

Collection description: In de gegevensdefinitie van de registratieobjecten grondwaterstandonderzoek (GLD), grondwatersamenstellingsonderzoek (GAR) en formatieweerstand onderzoek (FRD) is een verwijzing opgenomen naar een grondwatermonitoringnet (GMN). In deze tabel/laag is deze verwijzing vastgelegd.

Keywords: BRO, Basisregistratie Ondergrond, GAR, GLD, GMN, GMW, Grondwater, Grondwatermonitoring, Grondwatermonitoringnet, Grondwatermonitoringput, Grondwatersamenstellingsonderzoek, Grondwaterstandonderzoek, Meetnet, Monitoringnet, Verwijzing naar GMN, grondwaterstand, karakteristieken, peilbuis, stijghoogtegrondwaterkwaliteit";PDOK OGC API Features landing page and collection metadata
BRO - Grondwatermonitoring (GM) in samenhang - karakteristieken;Grondwaterstandonderzoek (GLD);https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1?f=json;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1/collections/gm_gld?f=html;pdok_bro_-_grondwatermonitoring_gm_in_samenhang_-_karak_gm_gld_14a309ca;;;Grondwaterstandonderzoek (GLD);"Service description: Deze dataset bevat de gegevens van nederlandse grondwatermonitoring afkomstig uit de Basisregistratie Ondergrond (BRO). Het betreft de meest karakteristieke (ken)gegevens van grondwatermonitoringputten en de daarmee samenhangende kengegevens van de grondwatermonitoringnetten waarvoor die putten zijn gebruikt, plus de karakteristieken van in die putten gemeten grondwaterstands- en grondwatersamenstellingsgegevens.  Grondwatermonitoring houdt in dat de toestand van het grondwater in een bepaald gebied, of eigenlijk in een bepaald deel van de ondergrond, over langere tijd gevolgd wordt. De grootte van het gebied en de diepte van monitoring verschillen per grondwatermonitoringnet. Er wordt daarbij gekeken naar de grondwaterstand (kwantiteit) en/of naar de samenstelling van het grondwater (kwaliteit). Hiervoor worden periodiek metingen uitgevoerd. Een beschrijving van deze dataset is opgenomen op de BRO Productomgeving.

Collection description: De meest karakteristieke (ken)gegevens van grondwaterstandonderzoeken (GLD) uit de Basisregistratie Ondergrond (BRO), gemeten in meetpunten van nederlandse grondwatermonitoringnetten (GMN). Een meetpunt vertegenwoordigt één monitoringbuis van een grondwatermonitoringput (GMW). De GLD gegevenscatalogus is opgenomen op de BRO Productomgeving. Hier vindt men ook de gegevensdefinitie, met daarin onder andere een omschrijving van alle entiteiten en attributen.

Keywords: BRO, Basisregistratie Ondergrond, GAR, GLD, GMN, GMW, Grondwater, Grondwatermonitoring, Grondwatermonitoringnet, Grondwatermonitoringput, Grondwatersamenstellingsonderzoek, Grondwaterstandonderzoek, Meetnet, Monitoringnet, grondwaterstand, karakteristieken, peilbuis, stijghoogtegrondwaterkwaliteit";PDOK OGC API Features landing page and collection metadata
BRO - Grondwatermonitoring (GM) in samenhang - karakteristieken;Grondwatersamenstellingsonderzoek (GAR);https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1?f=json;https://api.pdok.nl/tno/bro-grondwatermonitoring-in-samenhang-karakteristieken/ogc/v1/collections/gm_gar?f=html;pdok_bro_-_grondwatermonitoring_gm_in_samenhang_-_karak_gm_gar_f46cb6a5;;;Grondwatersamenstellingsonderzoek (GAR);"Service description: Deze dataset bevat de gegevens van nederlandse grondwatermonitoring afkomstig uit de Basisregistratie Ondergrond (BRO). Het betreft de meest karakteristieke (ken)gegevens van grondwatermonitoringputten en de daarmee samenhangende kengegevens van de grondwatermonitoringnetten waarvoor die putten zijn gebruikt, plus de karakteristieken van in die putten gemeten grondwaterstands- en grondwatersamenstellingsgegevens.  Grondwatermonitoring houdt in dat de toestand van het grondwater in een bepaald gebied, of eigenlijk in een bepaald deel van de ondergrond, over langere tijd gevolgd wordt. De grootte van het gebied en de diepte van monitoring verschillen per grondwatermonitoringnet. Er wordt daarbij gekeken naar de grondwaterstand (kwantiteit) en/of naar de samenstelling van het grondwater (kwaliteit). Hiervoor worden periodiek metingen uitgevoerd. Een beschrijving van deze dataset is opgenomen op de BRO Productomgeving.

Collection description: De meest karakteristieke (ken)gegevens van grondwatersamenstellingsonderzoeken (GAR) uit de Basisregistratie Ondergrond (BRO), gemeten in meetpunten van nederlandse grondwatermonitoringnetten (GMN). Een meetpunt vertegenwoordigt één monitoringbuis van een grondwatermonitoringput (GMW). De GAR gegevenscatalogus is opgenomen op de BRO Productomgeving. Hier vindt men ook de gegevensdefinitie, met daarin onder andere een omschrijving van alle entiteiten en attributen.

Keywords: BRO, Basisregistratie Ondergrond, GAR, GLD, GMN, GMW, Grondwater, Grondwatermonitoring, Grondwatermonitoringnet, Grondwatermonitoringput, Grondwatersamenstellingsonderzoek, Grondwaterstandonderzoek, Meetnet, Monitoringnet, grondwaterstand, karakteristieken, peilbuis, stijghoogtegrondwaterkwaliteit";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Functioneel gebied multivlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/functioneel_gebied_multivlak?f=html;pdok_brt_top10nl_functioneel_gebied_multivlak_e2992ecc;;;Functioneel gebied multivlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt. Geometrietype is multivlak.

Keywords: BRT, TOP10NL, attractiepark, basisregistratie topografie, bedrijventerrein, begraafplaats, boswachterij, botanische tuin, bungalowpark, camping, campus, caravanpark, circuit, crossbaan, dierentuin, eendenkooi, emplacement, erebegraafplaats, functioneel gebied, functionele gebieden, gaswinning, gebied met hoge objecten, gebied voor radioastronomie, gebouwencomplex, golfterrein, grafheuvel, grindwinning, groeve, haven, heemtuin, helikopterlandingsterrein, ijsbaan, infiltratiegebied, jachthaven, kadaster, kampeerterrein, kartingbaan, kassengebied, kazerne, landgoed, legerplaats, luchthaven, mijn, milieustraat, militair oefengebied, nationaal park, natuurgebied, oliewinning, openluchtmuseum, openluchttheater, park, plantsoen, productie-installatie, recreatiegebied, renbaan, safaripark, schietterrein mosselbank, skibaan, slipschool, sluizencomplex, sportcomplex, sportterrein, stortplaats, tennispark, topografie, topografische kaart, transformatorstation, tuincentrum, vakantiepark, vector tiles, verdedigingswerk, verzorgingsplaats, viskwekerij, visvijvercomplex, vliegveld, volkstuinen, waterkering, werf, wildwissel, windturbinepark, woonwagencentrum, zandwinning, zenderpark, ziekenhuiscomplex, zonnepark, zoutwinning, zuiveringsinstallatie, zweefvliegveldterrein, zwembadcomplex";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Functioneel gebied punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/functioneel_gebied_punt?f=html;pdok_brt_top10nl_functioneel_gebied_punt_a09e2dae;;;Functioneel gebied punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt. Geometrietype is punt.

Keywords: BRT, TOP10NL, attractiepark, basisregistratie topografie, bedrijventerrein, begraafplaats, boswachterij, botanische tuin, bungalowpark, camping, campus, caravanpark, circuit, crossbaan, dierentuin, eendenkooi, emplacement, erebegraafplaats, functioneel gebied functionele gebieden, gaswinning, gebied met hoge objecten, gebied voor radioastronomie, gebouwencomplex, golfterrein, grafheuvel, grindwinning, groeve, haven, heemtuin, helikopterlandingsterrein, ijsbaan, infiltratiegebied, jachthaven, kadaster, kampeerterrein, kartingbaan, kassengebied, kazerne, landgoed, legerplaats, luchthaven, mijn milieustraat, militair oefengebied, nationaal park, natuurgebied, oliewinning, openluchtmuseum, openluchttheater, park, plantsoen, productie-installatie, recreatiegebied, renbaan, safaripark, schietterrein mosselbank, skibaan, slipschool, sluizencomplex, sportcomplex, sportterrein, stortplaats, tennispark, topografie, topografische kaart, transformatorstation, tuincentrum, vakantiepark, vector tiles, verdedigingswerk, verzorgingsplaats, viskwekerij, visvijvercomplex, vliegveld, volkstuinen, waterkering, werf, wildwissel, windturbinepark, woonwagencentrum, zandwinning, zenderpark, ziekenhuiscomplex, zonnepark, zoutwinning, zuiveringsinstallatie, zweefvliegveldterrein, zwembadcomplex";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Functioneel gebied vlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/functioneel_gebied_vlak?f=html;pdok_brt_top10nl_functioneel_gebied_vlak_ca0ac62f;;;Functioneel gebied vlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt. Geometrietype vlak.

Keywords: BRT, TOP10NL, attractiepark, basisregistratie topografie, bedrijventerrein, begraafplaats, boswachterij, botanische tuin, bungalowpark, camping, campus, caravanpark, circuit, crossbaan, dierentuin, eendenkooi, emplacement, erebegraafplaats, functioneel gebied, functionele gebieden, gaswinning, gebied met hoge objecten, gebied voor radioastronomie, gebouwencomplex, golfterrein, grafheuvel, grindwinning, groeve, haven, heemtuin, helikopterlandingsterrein, ijsbaan, infiltratiegebied, jachthaven, kadaster, kampeerterrein, kartingbaan, kassengebied, kazerne, landgoed, legerplaats, luchthaven, mijn milieustraat, militair oefengebied, nationaal park, natuurgebied, oliewinning, openluchtmuseum, openluchttheater, park, plantsoen, productie-installatie, recreatiegebied, renbaan, safaripark, schietterrein mosselbank, skibaan, slipschool, sluizencomplex, sportcomplex, sportterrein, stortplaats, tennispark, topografie, topografische kaart, transformatorstation, tuincentrum, vakantiepark, vector tiles, verdedigingswerk, verzorgingsplaats, viskwekerij, visvijvercomplex, vliegveld, volkstuinen, waterkering, werf, wildwissel, windturbinepark, woonwagencentrum, zandwinning, zenderpark, ziekenhuiscomplex, zonnepark, zoutwinning, zuiveringsinstallatie, zweefvliegveldterrein, zwembadcomplex";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Gebouw punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/gebouw_punt?f=html;pdok_brt_top10nl_gebouw_punt_3debd4b9;;;Gebouw punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Vrijstaande, overdekte en geheel of gedeeltelijk met wanden omsloten toegankelijke ruimte, die direct of indirect met de grond is verbonden. Geometrietype is punt.

Keywords: BRT, TOP10NL, abdij, basisregistratie topografie, bezoekerscentrum, boortoren, brandtoren, brandweerkazerne, bunker, crematorium, dok, elektriciteitscentrale, fabriek, fort, gebouw, gebouwen, gemaal, gemeentehuis, gevangenis, hotel, huizenblok, hulpsecretarie, inrichting, kadaster, kapel, kas, kasteel, kerk, kerncentrale, kernreactor, kliniek, klokkentoren, klooster, koeltoren, koepel, kunstijsbaan, lichttoren, luchtwachttoren, manege, markant gebouw, militair gebouw, moskee, museum, observatorium, overig religieus gebouw, paleis, parkeerdak, parkeerdek, parkeergarage, peilmeetstation, politiebureau, pompstation, postkantoor, psychiatrisch centrum, psychiatrisch ziekenhuis, radarpost, radartoren, radiotoren, recreatiecentrum, reddingboothuisje, remise, ruïne, sanatorium, schaapskooi, school, schoorsteen, silo, sporthal, stadion, stadskantoor, stationsgebouw, synagoge, tank, tankstation, telecommunicatietoren, televisietoren, tol, topografie, topografische kaart, transformatorstation, uitzichttoren, universiteit, vector tiles, veiling, verkeerstoren, vuurtoren, warenhuis, waterradmolen, watertoren, wegrestaurant, werf, windmolen, windmolen: korenmolen, windmolen: watermolen, windturbine, zendtoren, ziekenhuis, zwembad";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Gebouw vlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/gebouw_vlak?f=html;pdok_brt_top10nl_gebouw_vlak_0a9c4ea8;;;Gebouw vlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Vrijstaande, overdekte en geheel of gedeeltelijk met wanden omsloten toegankelijke ruimte, die direct of indirect met de grond is verbonden. Geometrietype is vlak.

Keywords: BRT, TOP10NL, abdij, basisregistratie topografie, bezoekerscentrum, boortoren, brandtoren, brandweerkazerne, bunker, crematorium, dok, elektriciteitscentrale, fabriek, fort, gebouw, gebouwen, gemaal, gemeentehuis, gevangenis, hotel, huizenblok, hulpsecretarie, inrichting, kadaster, kapel, kas, kasteel, kerk, kerncentrale, kernreactor, kliniek, klokkentoren, klooster, koeltoren, koepel, kunstijsbaan, lichttoren, luchtwachttoren, manege, markant gebouw, militair gebouw, moskee, museum, observatorium, overig religieus gebouw, paleis, parkeerdak, parkeerdek, parkeergarage, peilmeetstation, politiebureau, pompstation, postkantoor, psychiatrisch centrum, psychiatrisch ziekenhuis, radarpost, radartoren, radiotoren, recreatiecentrum, reddingboothuisje, remise, ruïne, sanatorium, schaapskooi, school, schoorsteen, silo, sporthal, stadion, stadskantoor, stationsgebouw, synagoge, tank, tankstation, telecommunicatietoren, televisietoren, tol, topografie, topografische kaart, transformatorstation, uitzichttoren, universiteit, vector tiles, veiling, verkeerstoren, vuurtoren, warenhuis, waterradmolen, watertoren, wegrestaurant, werf, windmolen, windmolen: korenmolen, windmolen: watermolen, windturbine, zendtoren, ziekenhuis, zwembad";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Geografisch Gebied Punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/geografisch_gebied_punt?f=html;pdok_brt_top10nl_geografisch_gebied_punt_451e560c;;;Geografisch Gebied Punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Begrensd en benoemd gebied dat door een geografische eenheid beschreven wordt. Geometrietype is punt.

Keywords: BRT, TOP10NL, bank, basisregistratie topografie, berg, bosgebied, duingebied, eiland, geografisch gebied, geografische gebieden, geul, heidegebied, heuvel, hoek, kaap, kadaster, ondiepte, plaat, polder, streek, terp, topografie, topografische kaart, vaargeul, vector tiles, veld, wad, watergebied, wierde, zee, zeearm, zeegat";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Geografisch gebied multivlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/geografisch_gebied_multivlak?f=html;pdok_brt_top10nl_geografisch_gebied_multivlak_a51e70dc;;;Geografisch gebied multivlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Begrensd en benoemd gebied dat door een geografische eenheid beschreven wordt. Geometrietype is multivlak.

Keywords: BRT, TOP10NL, bank, basisregistratie topografie, berg, bosgebied, duingebied, eiland, geografisch gebied, geografische gebieden, geul, heidegebied, heuvel, hoek, kaap, kadaster, ondiepte, plaat, polder, streek, terp, topografie, topografische kaart, vaargeul, vector tiles, veld, wad, watergebied, wierde, zee, zeearm, zeegat";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Geografisch gebied vlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/geografisch_gebied_vlak?f=html;pdok_brt_top10nl_geografisch_gebied_vlak_f93224bf;;;Geografisch gebied vlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Begrensd en benoemd gebied dat door een geografische eenheid beschreven wordt. Geometrietype is vlak.

Keywords: BRT, TOP10NL, bank, basisregistratie topografie, berg, bosgebied, duingebied, eiland, geografisch gebied, geografische gebieden, geul, heidegebied, heuvel, hoek, kaap, kadaster, ondiepte, plaat, polder, streek, terp, topografie, topografische kaart, vaargeul, vector tiles, veld, wad, watergebied, wierde, zee, zeearm, zeegat";PDOK OGC API Features landing page and collection metadata
